,what,is,the,name,of,the,old,north,branch,of,the,rhine,?
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,0.12217257916927338,0.2548927664756775,0.30735138058662415,0.18212221562862396,0.3832572400569916,0.2070019692182541,0.2548927664756775,0.30735138058662415,1.0,0.13754533231258392
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.24332627654075623,0.2993389368057251,0.17662303149700165,0.4854315221309662,0.5823672413825989,0.15617261826992035,0.22961433231830597
called,0.3235960602760315,0.430266410112381,0.489897221326828,0.30947911739349365,0.4222904443740845,0.489897221326828,0.23955528438091278,0.20414142310619354,0.22719664871692657,0.4222904443740845,0.489897221326828,0.14562174677848816,0.18963319063186646
kromme,0.11894065141677856,0.20831182599067688,0.22960209846496582,0.06675118207931519,0.17954999208450317,0.22960209846496582,0.10171467810869217,0.19979171454906464,0.05056154727935791,0.17954999208450317,0.22960209846496582,0.38311272859573364,0.16753874719142914
rijn,0.12599071860313416,0.14968563616275787,0.15022686123847961,0.12630204856395721,0.20357760787010193,0.15022686123847961,0.21087147295475006,0.1763991415500641,0.18754112720489502,0.20357760787010193,0.15022686123847961,0.41360682249069214,0.15792600810527802
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.2107291966676712,0.20408999919891357,0.19595609605312347,0.35032153129577637,0.33289089798927307,0.12381801009178162,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.1001104861497879,0.06780257821083069,0.029072100296616554,-0.007611577399075031,0.026401888579130173,0.06916304677724838,0.06780257821083069,0.029072100296616554,0.031863048672676086,0.0685480609536171
bent,0.1956503838300705,0.19993457198143005,0.24187809228897095,0.07441587746143341,0.21264435350894928,0.24187809228897095,0.15728846192359924,0.20249179005622864,0.16749989986419678,0.21264435350894928,0.24187809228897095,0.12679092586040497,0.2079613208770752
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,0.12217257916927338,0.2548927664756775,0.30735138058662415,0.18212221562862396,0.3832572400569916,0.2070019692182541,0.2548927664756775,0.30735138058662415,1.0,0.13754533231258392
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,0.010903947055339813,-0.001331784063950181,0.051968224346637726,0.13035868108272552,0.041273195296525955,-0.003653771709650755,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.217467799782753,0.19693730771541595,0.22207215428352356,0.3680361211299896,0.3456730246543884,0.12686386704444885,0.42300865054130554
past,0.3538547456264496,0.2206672728061676,0.2747827172279358,0.15083761513233185,0.27417802810668945,0.2747827172279358,0.2857542634010315,0.21516694128513336,0.14444895088672638,0.27417802810668945,0.2747827172279358,0.16504746675491333,0.2598046660423279
utrecht,0.20980913937091827,0.09932233393192291,0.20970290899276733,0.10815216600894928,0.2735368013381958,0.20970290899276733,0.23059630393981934,0.29940149188041687,0.15907520055770874,0.2735368013381958,0.20970290899276733,0.4250553548336029,0.1335899382829666
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.26524028182029724,0.31834840774536133,0.2610839307308197,0.4946078956127167,0.4933079481124878,0.167837992310524,0.31091248989105225
first,0.28086137771606445,0.30889374017715454,0.49448907375335693,0.3163818418979645,0.3536086082458496,0.49448907375335693,0.23832789063453674,0.2128637284040451,0.13816940784454346,0.3536086082458496,0.49448907375335693,0.13051658868789673,0.18701928853988647
leidse,0.22438755631446838,0.23122671246528625,0.2816234230995178,0.2058529406785965,0.28607386350631714,0.2816234230995178,0.2437615841627121,0.28009748458862305,0.2540312111377716,0.28607386350631714,0.2816234230995178,0.3112286329269409,0.24026302993297577
rijn,0.12599071860313416,0.14968563616275787,0.15022686123847961,0.12630204856395721,0.20357760787010193,0.15022686123847961,0.21087147295475006,0.1763991415500641,0.18754112720489502,0.20357760787010193,0.15022686123847961,0.41360682249069214,0.15792600810527802
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.2107291966676712,0.20408999919891357,0.19595609605312347,0.35032153129577637,0.33289089798927307,0.12381801009178162,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.1001104861497879,0.06780257821083069,0.029072100296616554,-0.007611577399075031,0.026401888579130173,0.06916304677724838,0.06780257821083069,0.029072100296616554,0.031863048672676086,0.0685480609536171
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,0.12217257916927338,0.2548927664756775,0.30735138058662415,0.18212221562862396,0.3832572400569916,0.2070019692182541,0.2548927664756775,0.30735138058662415,1.0,0.13754533231258392
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.30522194504737854,0.3604778051376343,0.23972897231578827,1.0,0.733189046382904,0.2548927664756775,0.1826142966747284
leiden,0.20495037734508514,0.0905730128288269,0.19021131098270416,0.1945686638355255,0.24980205297470093,0.19021131098270416,0.17267177999019623,0.21419604122638702,0.16678796708583832,0.24980205297470093,0.19021131098270416,0.2448798418045044,0.15920168161392212
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,0.010903947055339813,-0.001331784063950181,0.051968224346637726,0.13035868108272552,0.041273195296525955,-0.003653771709650755,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.217467799782753,0.19693730771541595,0.22207215428352356,0.3680361211299896,0.3456730246543884,0.12686386704444885,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.29022282361984253,0.2776443064212799,0.23874594271183014,0.5116966962814331,0.5171257257461548,0.22029656171798706,0.20544172823429108
then,0.4072686731815338,0.24618037045001984,0.4297412931919098,0.2490658462047577,0.2937326431274414,0.4297412931919098,0.21906925737857819,0.1766282171010971,0.15535634756088257,0.2937326431274414,0.4297412931919098,0.18961727619171143,0.2884598970413208
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.26524028182029724,0.31834840774536133,0.2610839307308197,0.4946078956127167,0.4933079481124878,0.167837992310524,0.31091248989105225
oude,0.14733420312404633,0.15592670440673828,0.18701069056987762,0.1311550885438919,0.19248037040233612,0.18701069056987762,0.1812676191329956,0.2735307216644287,0.24653129279613495,0.19248037040233612,0.18701069056987762,0.44803887605667114,0.12360787391662598
rijn,0.12599071860313416,0.14968563616275787,0.15022686123847961,0.12630204856395721,0.20357760787010193,0.15022686123847961,0.21087147295475006,0.1763991415500641,0.18754112720489502,0.20357760787010193,0.15022686123847961,0.41360682249069214,0.15792600810527802
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.2107291966676712,0.20408999919891357,0.19595609605312347,0.35032153129577637,0.33289089798927307,0.12381801009178162,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.1001104861497879,0.06780257821083069,0.029072100296616554,-0.007611577399075031,0.026401888579130173,0.06916304677724838,0.06780257821083069,0.029072100296616554,0.031863048672676086,0.0685480609536171
old,0.22117848694324493,0.24332627654075623,0.31849798560142517,0.23472236096858978,0.30522194504737854,0.31849798560142517,1.0000001192092896,0.17959938943386078,0.1266411989927292,0.30522194504737854,0.31849798560142517,0.18212221562862396,0.20577076077461243
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,0.12217257916927338,0.2548927664756775,0.30735138058662415,0.18212221562862396,0.3832572400569916,0.2070019692182541,0.2548927664756775,0.30735138058662415,1.0,0.13754533231258392
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,0.010903947055339813,-0.001331784063950181,0.051968224346637726,0.13035868108272552,0.041273195296525955,-0.003653771709650755,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.217467799782753,0.19693730771541595,0.22207215428352356,0.3680361211299896,0.3456730246543884,0.12686386704444885,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.32390445470809937,0.3171539604663849,0.1572728455066681,0.5352458953857422,0.5934505462646484,0.2089352011680603,0.4130953550338745
