,what,was,a,plugs-out,test,done,to,simulate,on,the,lc-34,?
would,0.45766422152519226,0.41663143038749695,0.398599237203598,0.33026641607284546,0.2052721232175827,0.34642425179481506,0.5965728163719177,0.2435799092054367,0.35589995980262756,0.4133751392364502,0.2641877233982086,0.37178951501846313
simulate,0.26346904039382935,0.16585394740104675,0.29236215353012085,0.40118879079818726,0.24414066970348358,0.25367897748947144,0.27583152055740356,1.0,0.2507641017436981,0.2289362996816635,0.05604373663663864,0.1557815819978714
a,0.3320399522781372,0.4508470594882965,1.0,0.3740852177143097,0.2521366477012634,0.2800007462501526,0.45503583550453186,0.29236215353012085,0.3848365545272827,0.5829201340675354,0.17674019932746887,0.23916715383529663
launch,0.22967466711997986,0.22367219626903534,0.19873975217342377,0.3959958851337433,0.30179843306541443,0.21940244734287262,0.25276505947113037,0.2964755594730377,0.2868025302886963,0.2628649175167084,0.14621400833129883,0.22009649872779846
countdown,0.23151573538780212,0.2425101399421692,0.27813586592674255,0.342644602060318,0.18996202945709229,0.13940957188606262,0.21479320526123047,0.22553175687789917,0.3919616937637329,0.31693604588508606,0.1898573786020279,0.20517665147781372
on,0.34226128458976746,0.3909217119216919,0.3848365545272827,0.32146087288856506,0.22242271900177002,0.2706708610057831,0.41031414270401,0.2507641017436981,0.9999999403953552,0.5107308030128479,0.1415681540966034,0.2714994251728058
lc-34,0.18779771029949188,0.2515448033809662,0.17674019932746887,0.2402367740869522,0.17786447703838348,0.19004017114639282,0.2101784348487854,0.05604373663663864,0.1415681540966034,0.24712584912776947,0.9999998807907104,0.1449761986732483
with,0.2464839518070221,0.27411898970603943,0.3783375024795532,0.27320292592048645,0.14787445962429047,0.24967576563358307,0.4239959120750427,0.19879478216171265,0.40749499201774597,0.4223487675189972,0.13967293500900269,0.2433311939239502
the,0.42745697498321533,0.48711544275283813,0.5829201340675354,0.3300256133079529,0.19235259294509888,0.26575928926467896,0.535392165184021,0.2289362996816635,0.5107308030128479,1.0,0.24712584912776947,0.22068053483963013
spacecraft,0.19567668437957764,0.18611936271190643,0.1892588883638382,0.2610756456851959,0.2871377766132355,0.23123392462730408,0.25703316926956177,0.36985090374946594,0.20470470190048218,0.21476294100284576,0.11651043593883514,0.17708687484264374
transferring,0.2779305875301361,0.2066807746887207,0.29763996601104736,0.31298142671585083,0.20422908663749695,0.27507448196411133,0.3544463813304901,0.2487933486700058,0.29146602749824524,0.31029975414276123,0.23508527874946594,0.17889004945755005
from,0.2737620174884796,0.31171464920043945,0.322764128446579,0.19497260451316833,0.07890774309635162,0.20618925988674164,0.4069952368736267,0.20687055587768555,0.36926645040512085,0.40150508284568787,0.13735385239124298,0.19969791173934937
pad-supplied,0.15593327581882477,0.2661933898925781,0.22314363718032837,0.31225860118865967,0.23011460900306702,0.3017024099826813,0.29263773560523987,0.16616548597812653,0.21784378588199615,0.29270103573799133,0.2241738885641098,0.13926900923252106
to,0.455847829580307,0.3636345863342285,0.45503583550453186,0.3517318069934845,0.23725658655166626,0.2647212743759155,1.0,0.27583152055740356,0.41031414270401,0.535392165184021,0.2101784348487854,0.29463258385658264
internal,0.2065390944480896,0.13280588388442993,0.25449109077453613,0.30609411001205444,0.1812431812286377,0.12910345196723938,0.22248466312885284,0.23388886451721191,0.1702718287706375,0.24764955043792725,0.1410282403230667,0.1665428727865219
power,0.22216427326202393,0.1794997751712799,0.21580491960048676,0.2679481506347656,0.08148130774497986,0.13683469593524933,0.27001675963401794,0.1428454965353012,0.14738048613071442,0.2647338807582855,0.14099621772766113,0.15304024517536163
.,0.3567904531955719,0.40146201848983765,0.50484299659729,0.3162477910518646,0.23588362336158752,0.3132319152355194,0.4645031690597534,0.21314209699630737,0.49257001280784607,0.5934505462646484,0.2156873643398285,0.4130953550338745
