,what,town,was,actually,granted,to,the,huguenots,on,arrival,?
the,0.42745697498321533,0.2974243760108948,0.48711544275283813,0.39964747428894043,0.27588096261024475,0.535392165184021,1.0,0.30745792388916016,0.5107308030128479,0.3051127791404724,0.22068053483963013
james,0.20536290109157562,0.12165448069572449,0.2958067059516907,0.20382936298847198,0.17175084352493286,0.22204333543777466,0.22481533885002136,0.23917242884635925,0.22752492129802704,0.21975156664848328,0.12139993160963058
river,0.13815869390964508,0.33826035261154175,0.15785206854343414,0.11742420494556427,0.1377364844083786,0.13636653125286102,0.2894456386566162,0.18003974854946136,0.2033996731042862,0.1435510367155075,0.15390869975090027
",",0.3087472915649414,0.27598801255226135,0.45456063747406006,0.34130755066871643,0.2980138957500458,0.44245919585227966,0.4933079481124878,0.23394492268562317,0.49057599902153015,0.20957639813423157,0.31091248989105225
at,0.2838611304759979,0.217336967587471,0.36707764863967896,0.25402209162712097,0.2334362268447876,0.36524343490600586,0.457212895154953,0.23423780500888824,0.4806317389011383,0.22194164991378784,0.21978627145290375
the,0.42745697498321533,0.2974243760108948,0.48711544275283813,0.39964747428894043,0.27588096261024475,0.535392165184021,1.0,0.30745792388916016,0.5107308030128479,0.3051127791404724,0.22068053483963013
abandoned,0.20676958560943604,0.2946259677410126,0.35937491059303284,0.258402556180954,0.205952450633049,0.2923220694065094,0.324320912361145,0.27080264687538147,0.2907222509384155,0.29768842458724976,0.12238068878650665
monacan,0.13219352066516876,0.23723478615283966,0.2580053210258484,0.1942542940378189,0.20149146020412445,0.20709964632987976,0.2853996455669403,0.31173175573349,0.2019953727722168,0.15323898196220398,0.12967324256896973
village,0.20210839807987213,0.5913218259811401,0.21511445939540863,0.1492455154657364,0.17768853902816772,0.18001757562160492,0.2579529881477356,0.18560175597667694,0.16522301733493805,0.15705636143684387,0.040922991931438446
known,0.20381177961826324,0.1841980218887329,0.35203275084495544,0.22748270630836487,0.1706380844116211,0.14337651431560516,0.3624623417854309,0.12804274260997772,0.19541868567466736,0.0751684233546257,0.18314571678638458
as,0.31749409437179565,0.17528915405273438,0.3677520453929901,0.3810057044029236,0.2162829488515854,0.42092081904411316,0.48381632566452026,0.14947842061519623,0.36047765612602234,0.1819062978029251,0.27043893933296204
manakin,0.24009215831756592,0.20980368554592133,0.22865168750286102,0.2137492448091507,0.14720717072486877,0.2986268997192383,0.30678242444992065,0.23502345383167267,0.20818519592285156,0.18553988635540009,0.20132902264595032
town,0.19713185727596283,1.0,0.26823142170906067,0.15277154743671417,0.23084165155887604,0.18535545468330383,0.2974243760108948,0.21185225248336792,0.18149195611476898,0.14065124094486237,0.09902279824018478
",",0.3087472915649414,0.27598801255226135,0.45456063747406006,0.34130755066871643,0.2980138957500458,0.44245919585227966,0.4933079481124878,0.23394492268562317,0.49057599902153015,0.20957639813423157,0.31091248989105225
now,0.4903225302696228,0.24391545355319977,0.35876134037971497,0.41115602850914,0.26677191257476807,0.3925153911113739,0.38266420364379883,0.17213360965251923,0.2978019714355469,0.2406013011932373,0.29641881585121155
in,0.30808621644973755,0.34975525736808777,0.45514053106307983,0.3058476448059082,0.21880222856998444,0.45010748505592346,0.6662389636039734,0.25916293263435364,0.46853652596473694,0.2351498007774353,0.20430970191955566
powhatan,0.3694877028465271,0.34366336464881897,0.2653889060020447,0.31171199679374695,0.24241328239440918,0.3058396577835083,0.3350500166416168,0.3379226326942444,0.1889442503452301,0.34729793667793274,0.20355451107025146
county,0.16114220023155212,0.43205156922340393,0.19700802862644196,0.14541082084178925,0.150016650557518,0.15845301747322083,0.21715226769447327,0.12823106348514557,0.14254027605056763,0.11347389966249466,0.07680056244134903
.,0.3567904531955719,0.28254011273384094,0.40146201848983765,0.31523430347442627,0.23590165376663208,0.4645031690597534,0.5934505462646484,0.2170230895280838,0.49257001280784607,0.18154610693454742,0.4130953550338745
