,what,kind,of,university,is,the,california,institute,of,technology,?
channel,0.20295917987823486,0.1444188803434372,0.1671900898218155,0.14136937260627747,0.22889479994773865,0.2860044836997986,0.16083674132823944,0.17548222839832306,0.1671900898218155,0.14369606971740723,0.20176179707050323
islands,0.12194207310676575,0.10818862915039062,0.277767539024353,0.1570177525281906,0.18837878108024597,0.27959951758384705,0.18895979225635529,0.10943782329559326,0.277767539024353,0.10593553632497787,0.11824353039264679
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.3017033040523529,0.4691906273365021,0.4933079481124878,0.2704589068889618,0.25896888971328735,0.4946078956127167,0.2817870080471039,0.31091248989105225
dominguez,0.17779546976089478,0.060511574149131775,0.18086525797843933,0.2146223932504654,0.12865403294563293,0.2433931827545166,0.2690522372722626,0.11369002610445023,0.18086525797843933,0.07554563879966736,0.1992209255695343
hills,0.15562978386878967,0.13436086475849152,0.23147721588611603,0.18735434114933014,0.22267581522464752,0.23250389099121094,0.34253862500190735,0.14880964159965515,0.23147721588611603,0.13777615129947662,0.09409230202436447
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.3017033040523529,0.4691906273365021,0.4933079481124878,0.2704589068889618,0.25896888971328735,0.4946078956127167,0.2817870080471039,0.31091248989105225
fullerton,0.24417944252490997,0.1408481001853943,0.26207101345062256,0.3172934651374817,0.1379401981830597,0.2543330788612366,0.3988167345523834,0.2610336244106293,0.26207101345062256,0.1600736677646637,0.1444910317659378
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.3017033040523529,0.4691906273365021,0.4933079481124878,0.2704589068889618,0.25896888971328735,0.4946078956127167,0.2817870080471039,0.31091248989105225
los,0.12322991341352463,0.06680147349834442,0.17343297600746155,0.19573059678077698,0.17008589208126068,0.2502395510673523,0.641045331954956,0.16639435291290283,0.17343297600746155,0.14112935960292816,0.15495611727237701
angeles,0.10702074319124222,0.06594812870025635,0.16643567383289337,0.21483512222766876,0.1558004766702652,0.24588194489479065,0.6717669367790222,0.20460571348667145,0.16643567383289337,0.16278484463691711,0.16139166057109833
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.3017033040523529,0.4691906273365021,0.4933079481124878,0.2704589068889618,0.25896888971328735,0.4946078956127167,0.2817870080471039,0.31091248989105225
long,0.28276848793029785,0.24051904678344727,0.2567519545555115,0.11100612580776215,0.28473302721977234,0.3075225353240967,0.19318564236164093,0.11447378993034363,0.2567519545555115,0.13409587740898132,0.19699987769126892
beach,0.15818452835083008,0.10850320756435394,0.20727382600307465,0.16251474618911743,0.19757364690303802,0.20261730253696442,0.3935070335865021,0.1374949961900711,0.20727382600307465,0.08084063977003098,0.16120761632919312
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.3017033040523529,0.4691906273365021,0.4933079481124878,0.2704589068889618,0.25896888971328735,0.4946078956127167,0.2817870080471039,0.31091248989105225
northridge,0.2257508933544159,0.15538819134235382,0.2726990878582001,0.4555760622024536,0.2741817831993103,0.2741398513317108,0.4963429570198059,0.337804913520813,0.2726990878582001,0.2519339621067047,0.1958581805229187
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.3017033040523529,0.4691906273365021,0.4933079481124878,0.2704589068889618,0.25896888971328735,0.4946078956127167,0.2817870080471039,0.31091248989105225
pomona,0.1828308403491974,0.16968107223510742,0.2302866131067276,0.4211539626121521,0.2464161515235901,0.22145889699459076,0.5170363783836365,0.287037193775177,0.2302866131067276,0.2249615341424942,0.10821488499641418
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.3017033040523529,0.4691906273365021,0.4933079481124878,0.2704589068889618,0.25896888971328735,0.4946078956127167,0.2817870080471039,0.31091248989105225
san,0.19375550746917725,0.0681106299161911,0.25237205624580383,0.235455721616745,0.1594623327255249,0.2858080565929413,0.5170050263404846,0.18130211532115936,0.25237205624580383,0.16823601722717285,0.10952327400445938
bernardino,0.09213948994874954,0.08998160064220428,0.26093193888664246,0.2744377851486206,0.2006608545780182,0.2722903788089752,0.463833212852478,0.22516663372516632,0.26093193888664246,0.10572150349617004,0.11443846672773361
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.3017033040523529,0.4691906273365021,0.4933079481124878,0.2704589068889618,0.25896888971328735,0.4946078956127167,0.2817870080471039,0.31091248989105225
san,0.19375550746917725,0.0681106299161911,0.25237205624580383,0.235455721616745,0.1594623327255249,0.2858080565929413,0.5170050263404846,0.18130211532115936,0.25237205624580383,0.16823601722717285,0.10952327400445938
diego,0.16958405077457428,0.11045236140489578,0.1941702961921692,0.19632387161254883,0.1608497053384781,0.20885010063648224,0.5714370608329773,0.188791885972023,0.1941702961921692,0.13060222566127777,0.11438121646642685
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.3017033040523529,0.4691906273365021,0.4933079481124878,0.2704589068889618,0.25896888971328735,0.4946078956127167,0.2817870080471039,0.31091248989105225
san,0.19375550746917725,0.0681106299161911,0.25237205624580383,0.235455721616745,0.1594623327255249,0.2858080565929413,0.5170050263404846,0.18130211532115936,0.25237205624580383,0.16823601722717285,0.10952327400445938
marcos,0.15479934215545654,0.07129161804914474,0.2257072776556015,0.2860777676105499,0.08516653627157211,0.19877344369888306,0.3456861078739166,0.20017918944358826,0.2257072776556015,0.18087096512317657,0.11728163808584213
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.3017033040523529,0.4691906273365021,0.4933079481124878,0.2704589068889618,0.25896888971328735,0.4946078956127167,0.2817870080471039,0.31091248989105225
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.2665814459323883,0.3859752118587494,0.5171257257461548,0.2441616654396057,0.24076776206493378,0.5116966962814331,0.2333960235118866,0.20544172823429108
san,0.19375550746917725,0.0681106299161911,0.25237205624580383,0.235455721616745,0.1594623327255249,0.2858080565929413,0.5170050263404846,0.18130211532115936,0.25237205624580383,0.16823601722717285,0.10952327400445938
luis,0.13408981263637543,0.15708602964878082,0.15049652755260468,0.13602763414382935,0.15273180603981018,0.2025856077671051,0.3129330575466156,0.08236763626337051,0.15049652755260468,0.0629662573337555,0.07192636281251907
obispo,0.17597398161888123,0.1298322230577469,0.23546253144741058,0.3733634054660797,0.19024403393268585,0.223151296377182,0.5143511891365051,0.28285306692123413,0.23546253144741058,0.17154456675052643,0.238881453871727
),0.26259949803352356,0.17504733800888062,0.3680361211299896,0.20796938240528107,0.37732169032096863,0.3456730246543884,0.19286775588989258,0.18211983144283295,0.3680361211299896,0.16959454119205475,0.42300865054130554
;,0.10986888408660889,0.024945750832557678,0.054534342139959335,-0.012021088972687721,0.05324986204504967,0.09152708947658539,0.08404627442359924,0.0035214528907090425,0.054534342139959335,0.02251608669757843,0.10349778085947037
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.2665814459323883,0.3859752118587494,0.5171257257461548,0.2441616654396057,0.24076776206493378,0.5116966962814331,0.2333960235118866,0.20544172823429108
private,0.16778090596199036,0.17179736495018005,0.18706899881362915,0.33786600828170776,0.1420905888080597,0.18291357159614563,0.18488489091396332,0.266602098941803,0.18706899881362915,0.28073015809059143,0.14389030635356903
institutions,0.22018329799175262,0.1758316457271576,0.3371490240097046,0.4900350570678711,0.14988303184509277,0.2776423394680023,0.22867991030216217,0.5991113185882568,0.3371490240097046,0.38849523663520813,0.19119486212730408
such,0.23989605903625488,0.35786283016204834,0.3209529519081116,0.11827239394187927,0.23545363545417786,0.3575236201286316,0.16598737239837646,0.15057872235774994,0.3209529519081116,0.22443680465221405,0.17851735651493073
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.21858684718608856,0.43216490745544434,0.48381632566452026,0.1933012157678604,0.23080535233020782,0.3886612355709076,0.197757288813591,0.27043893933296204
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.263973206281662,0.5823672413825989,1.0,0.2750805914402008,0.24399729073047638,0.733189046382904,0.21669498085975647,0.22068053483963013
california,0.1811584085226059,0.14210517704486847,0.24929828941822052,0.2980538606643677,0.20727038383483887,0.2750805914402008,1.0,0.27198994159698486,0.24929828941822052,0.20699074864387512,0.1409905105829239
institute,0.17608846724033356,0.11436952650547028,0.2977932393550873,0.5763126611709595,0.1914694458246231,0.24399729073047638,0.27198994159698486,1.0,0.2977932393550873,0.4983353018760681,0.115291528403759
of,0.33290785551071167,0.2285657674074173,1.0,0.30646374821662903,0.4854315221309662,0.733189046382904,0.24929828941822052,0.2977932393550873,1.0,0.25238582491874695,0.1826142966747284
technology,0.1940862536430359,0.15218472480773926,0.25238582491874695,0.384223997592926,0.20767556130886078,0.21669498085975647,0.20699074864387512,0.4983353018760681,0.25238582491874695,0.9999998807907104,0.11564995348453522
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.3017033040523529,0.4691906273365021,0.4933079481124878,0.2704589068889618,0.25896888971328735,0.4946078956127167,0.2817870080471039,0.31091248989105225
chapman,0.197797030210495,0.11293864250183105,0.22931550443172455,0.27428701519966125,0.1758788675069809,0.23831254243850708,0.2433515042066574,0.2404910773038864,0.22931550443172455,0.1632460206747055,0.20469197630882263
university,0.20256435871124268,0.07493893057107925,0.30646374821662903,1.0,0.20346471667289734,0.263973206281662,0.2980538606643677,0.5763126611709595,0.30646374821662903,0.384223997592926,0.11887256056070328
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.3017033040523529,0.4691906273365021,0.4933079481124878,0.2704589068889618,0.25896888971328735,0.4946078956127167,0.2817870080471039,0.31091248989105225
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.263973206281662,0.5823672413825989,1.0,0.2750805914402008,0.24399729073047638,0.733189046382904,0.21669498085975647,0.22068053483963013
claremont,0.17801707983016968,0.14463281631469727,0.3395772874355316,0.48904308676719666,0.2535593807697296,0.30587077140808105,0.4512670040130615,0.35879746079444885,0.3395772874355316,0.26386702060699463,0.12811198830604553
colleges,0.19657261669635773,0.1041087731719017,0.31927260756492615,0.6181914210319519,0.20791567862033844,0.2200278788805008,0.21744340658187866,0.42526811361312866,0.31927260756492615,0.3299369513988495,0.15586905181407928
(,0.2411840260028839,0.16271455585956573,0.35032153129577637,0.20313534140586853,0.35393038392066956,0.33289089798927307,0.16755922138690948,0.17226308584213257,0.35032153129577637,0.15493881702423096,0.40561532974243164
claremont,0.17801707983016968,0.14463281631469727,0.3395772874355316,0.48904308676719666,0.2535593807697296,0.30587077140808105,0.4512670040130615,0.35879746079444885,0.3395772874355316,0.26386702060699463,0.12811198830604553
mckenna,0.14035673439502716,0.17368775606155396,0.1570827066898346,0.27891212701797485,0.15265199542045593,0.18872606754302979,0.33374500274658203,0.2161519080400467,0.1570827066898346,0.1558271199464798,0.1846482753753662
college,0.20568516850471497,0.07313697040081024,0.2384195327758789,0.6649739742279053,0.15433147549629211,0.19751401245594025,0.2992563545703888,0.4232270121574402,0.2384195327758789,0.2985398471355438,0.11076676845550537
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.3017033040523529,0.4691906273365021,0.4933079481124878,0.2704589068889618,0.25896888971328735,0.4946078956127167,0.2817870080471039,0.31091248989105225
harvey,0.17706412076950073,0.10076174139976501,0.19638872146606445,0.20273815095424652,0.1861274689435959,0.22113537788391113,0.27435365319252014,0.2754579782485962,0.19638872146606445,0.1908939778804779,0.22152839601039886
mudd,0.19897857308387756,0.0942615494132042,0.20510739088058472,0.21489492058753967,0.16387145221233368,0.20116376876831055,0.2717535197734833,0.2068866491317749,0.20510739088058472,0.11720944195985794,0.20535379648208618
college,0.20568516850471497,0.07313697040081024,0.2384195327758789,0.6649739742279053,0.15433147549629211,0.19751401245594025,0.2992563545703888,0.4232270121574402,0.2384195327758789,0.2985398471355438,0.11076676845550537
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.3017033040523529,0.4691906273365021,0.4933079481124878,0.2704589068889618,0.25896888971328735,0.4946078956127167,0.2817870080471039,0.31091248989105225
pitzer,0.15588948130607605,0.18456368148326874,0.2409430742263794,0.3052096664905548,0.24573437869548798,0.2687695026397705,0.27322569489479065,0.25164979696273804,0.2409430742263794,0.25881239771842957,0.15030917525291443
college,0.20568516850471497,0.07313697040081024,0.2384195327758789,0.6649739742279053,0.15433147549629211,0.19751401245594025,0.2992563545703888,0.4232270121574402,0.2384195327758789,0.2985398471355438,0.11076676845550537
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.3017033040523529,0.4691906273365021,0.4933079481124878,0.2704589068889618,0.25896888971328735,0.4946078956127167,0.2817870080471039,0.31091248989105225
pomona,0.1828308403491974,0.16968107223510742,0.2302866131067276,0.4211539626121521,0.2464161515235901,0.22145889699459076,0.5170363783836365,0.287037193775177,0.2302866131067276,0.2249615341424942,0.10821488499641418
college,0.20568516850471497,0.07313697040081024,0.2384195327758789,0.6649739742279053,0.15433147549629211,0.19751401245594025,0.2992563545703888,0.4232270121574402,0.2384195327758789,0.2985398471355438,0.11076676845550537
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.3017033040523529,0.4691906273365021,0.4933079481124878,0.2704589068889618,0.25896888971328735,0.4946078956127167,0.2817870080471039,0.31091248989105225
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.2665814459323883,0.3859752118587494,0.5171257257461548,0.2441616654396057,0.24076776206493378,0.5116966962814331,0.2333960235118866,0.20544172823429108
scripps,0.19036822021007538,0.141072615981102,0.25224360823631287,0.2882118821144104,0.15916210412979126,0.28097137808799744,0.3629332482814789,0.33834388852119446,0.25224360823631287,0.34335026144981384,0.16217854619026184
college,0.20568516850471497,0.07313697040081024,0.2384195327758789,0.6649739742279053,0.15433147549629211,0.19751401245594025,0.2992563545703888,0.4232270121574402,0.2384195327758789,0.2985398471355438,0.11076676845550537
),0.26259949803352356,0.17504733800888062,0.3680361211299896,0.20796938240528107,0.37732169032096863,0.3456730246543884,0.19286775588989258,0.18211983144283295,0.3680361211299896,0.16959454119205475,0.42300865054130554
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.3017033040523529,0.4691906273365021,0.4933079481124878,0.2704589068889618,0.25896888971328735,0.4946078956127167,0.2817870080471039,0.31091248989105225
loma,0.2013837695121765,0.13727276027202606,0.19166767597198486,0.3048348128795624,0.2529185116291046,0.21166689693927765,0.44646626710891724,0.26331114768981934,0.19166767597198486,0.14268428087234497,0.20397135615348816
linda,0.14185930788516998,0.0629025250673294,0.10577007383108139,0.22242803871631622,0.09612830728292465,0.15174615383148193,0.31931811571121216,0.15745621919631958,0.10577007383108139,0.10754965245723724,0.12316855788230896
university,0.20256435871124268,0.07493893057107925,0.30646374821662903,1.0,0.20346471667289734,0.263973206281662,0.2980538606643677,0.5763126611709595,0.30646374821662903,0.384223997592926,0.11887256056070328
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.3017033040523529,0.4691906273365021,0.4933079481124878,0.2704589068889618,0.25896888971328735,0.4946078956127167,0.2817870080471039,0.31091248989105225
loyola,0.11193596571683884,0.086968332529068,0.2517385184764862,0.5014714598655701,0.20670747756958008,0.20905107259750366,0.3802349865436554,0.33987370133399963,0.2517385184764862,0.23468272387981415,0.10960832983255386
marymount,0.09918002784252167,0.07436849176883698,0.23975294828414917,0.45904743671417236,0.18268436193466187,0.2878168225288391,0.42572078108787537,0.2678939998149872,0.23975294828414917,0.22973240911960602,0.11808979511260986
university,0.20256435871124268,0.07493893057107925,0.30646374821662903,1.0,0.20346471667289734,0.263973206281662,0.2980538606643677,0.5763126611709595,0.30646374821662903,0.384223997592926,0.11887256056070328
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.3017033040523529,0.4691906273365021,0.4933079481124878,0.2704589068889618,0.25896888971328735,0.4946078956127167,0.2817870080471039,0.31091248989105225
occidental,0.16860835254192352,0.08941499888896942,0.33435630798339844,0.3024083375930786,0.24877451360225677,0.29428133368492126,0.26092344522476196,0.24308402836322784,0.33435630798339844,0.12200450152158737,0.16074660420417786
college,0.20568516850471497,0.07313697040081024,0.2384195327758789,0.6649739742279053,0.15433147549629211,0.19751401245594025,0.2992563545703888,0.4232270121574402,0.2384195327758789,0.2985398471355438,0.11076676845550537
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.3017033040523529,0.4691906273365021,0.4933079481124878,0.2704589068889618,0.25896888971328735,0.4946078956127167,0.2817870080471039,0.31091248989105225
pepperdine,0.15905530750751495,0.16699877381324768,0.2042103260755539,0.4223534166812897,0.1843899041414261,0.23319058120250702,0.2846801280975342,0.3133080005645752,0.2042103260755539,0.153241828083992,0.13980357348918915
university,0.20256435871124268,0.07493893057107925,0.30646374821662903,1.0,0.20346471667289734,0.263973206281662,0.2980538606643677,0.5763126611709595,0.30646374821662903,0.384223997592926,0.11887256056070328
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.3017033040523529,0.4691906273365021,0.4933079481124878,0.2704589068889618,0.25896888971328735,0.4946078956127167,0.2817870080471039,0.31091248989105225
university,0.20256435871124268,0.07493893057107925,0.30646374821662903,1.0,0.20346471667289734,0.263973206281662,0.2980538606643677,0.5763126611709595,0.30646374821662903,0.384223997592926,0.11887256056070328
of,0.33290785551071167,0.2285657674074173,1.0,0.30646374821662903,0.4854315221309662,0.733189046382904,0.24929828941822052,0.2977932393550873,1.0,0.25238582491874695,0.1826142966747284
redlands,0.18668369948863983,0.13301922380924225,0.3274015784263611,0.32632097601890564,0.3030686378479004,0.36428302526474,0.38950681686401367,0.259341299533844,0.3274015784263611,0.21905682981014252,0.07979502528905869
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.3017033040523529,0.4691906273365021,0.4933079481124878,0.2704589068889618,0.25896888971328735,0.4946078956127167,0.2817870080471039,0.31091248989105225
university,0.20256435871124268,0.07493893057107925,0.30646374821662903,1.0,0.20346471667289734,0.263973206281662,0.2980538606643677,0.5763126611709595,0.30646374821662903,0.384223997592926,0.11887256056070328
of,0.33290785551071167,0.2285657674074173,1.0,0.30646374821662903,0.4854315221309662,0.733189046382904,0.24929828941822052,0.2977932393550873,1.0,0.25238582491874695,0.1826142966747284
san,0.19375550746917725,0.0681106299161911,0.25237205624580383,0.235455721616745,0.1594623327255249,0.2858080565929413,0.5170050263404846,0.18130211532115936,0.25237205624580383,0.16823601722717285,0.10952327400445938
diego,0.16958405077457428,0.11045236140489578,0.1941702961921692,0.19632387161254883,0.1608497053384781,0.20885010063648224,0.5714370608329773,0.188791885972023,0.1941702961921692,0.13060222566127777,0.11438121646642685
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.3017033040523529,0.4691906273365021,0.4933079481124878,0.2704589068889618,0.25896888971328735,0.4946078956127167,0.2817870080471039,0.31091248989105225
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.2665814459323883,0.3859752118587494,0.5171257257461548,0.2441616654396057,0.24076776206493378,0.5116966962814331,0.2333960235118866,0.20544172823429108
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.263973206281662,0.5823672413825989,1.0,0.2750805914402008,0.24399729073047638,0.733189046382904,0.21669498085975647,0.22068053483963013
university,0.20256435871124268,0.07493893057107925,0.30646374821662903,1.0,0.20346471667289734,0.263973206281662,0.2980538606643677,0.5763126611709595,0.30646374821662903,0.384223997592926,0.11887256056070328
of,0.33290785551071167,0.2285657674074173,1.0,0.30646374821662903,0.4854315221309662,0.733189046382904,0.24929828941822052,0.2977932393550873,1.0,0.25238582491874695,0.1826142966747284
southern,0.18679563701152802,0.12290651351213455,0.31933003664016724,0.224511981010437,0.2419366091489792,0.3282862603664398,0.2983402609825134,0.18864159286022186,0.31933003664016724,0.15922747552394867,0.11225555837154388
california,0.1811584085226059,0.14210517704486847,0.24929828941822052,0.2980538606643677,0.20727038383483887,0.2750805914402008,1.0,0.27198994159698486,0.24929828941822052,0.20699074864387512,0.1409905105829239
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.290679007768631,0.4569662809371948,0.5934505462646484,0.2870451807975769,0.21288537979125977,0.5352458953857422,0.21310871839523315,0.4130953550338745
