,who,has,the,islamic,liberation,party,attempted,to,assassinate,?
have,0.39246654510498047,0.6353569626808167,0.40389683842658997,0.19037410616874695,0.17019376158714294,0.1880331039428711,0.17268702387809753,0.4544740617275238,0.11053324490785599,0.32991164922714233
variously,0.27329495549201965,0.245742529630661,0.27876922488212585,0.1949787437915802,0.26383310556411743,0.19402509927749634,0.18671581149101257,0.3035847842693329,0.1750340312719345,0.18915246427059174
been,0.3295723795890808,0.6162750124931335,0.3563927710056305,0.19355373084545135,0.14919385313987732,0.17595896124839783,0.27745532989501953,0.34945759177207947,0.15516449511051178,0.24354910850524902
involved,0.2746155858039856,0.21025848388671875,0.2872544527053833,0.15537098050117493,0.21208448708057404,0.16285941004753113,0.3637285828590393,0.24297703802585602,0.22450049221515656,0.20599231123924255
in,0.2792111933231354,0.4173259735107422,0.6662389636039734,0.19633598625659943,0.22799217700958252,0.20446790754795074,0.22081954777240753,0.45010748505592346,0.08399280905723572,0.20430970191955566
activities,0.1925259530544281,0.2125958651304245,0.2626894414424896,0.24789267778396606,0.28015390038490295,0.19733469188213348,0.18172989785671234,0.2740468382835388,0.13007031381130219,0.11289679259061813
such,0.2594927251338959,0.26101309061050415,0.3575236201286316,0.12855471670627594,0.13476313650608063,0.15076060593128204,0.17616493999958038,0.2871878743171692,0.10918650031089783,0.17851735651493073
as,0.3923053741455078,0.351646363735199,0.48381632566452026,0.20407888293266296,0.1966601312160492,0.17884716391563416,0.18976466357707977,0.42092081904411316,0.2087973654270172,0.27043893933296204
attempted,0.36497822403907776,0.16412386298179626,0.2688039243221283,0.19994284212589264,0.1964583545923233,0.21138577163219452,0.9999998807907104,0.4076770544052124,0.46172669529914856,0.11123745888471603
assassinations,0.2974572777748108,0.08559365570545197,0.20738092064857483,0.31067347526550293,0.3108319342136383,0.3294256925582886,0.49705830216407776,0.23104551434516907,0.9005634188652039,0.21339093148708344
of,0.2827862501144409,0.3909035325050354,0.733189046382904,0.25656506419181824,0.30902567505836487,0.23662418127059937,0.2567136883735657,0.41548454761505127,0.211495041847229,0.1826142966747284
political,0.24357503652572632,0.1945810467004776,0.20477235317230225,0.39808326959609985,0.3736646771430969,0.5684571266174316,0.23915892839431763,0.2065112292766571,0.33240190148353577,0.17130474746227264
figures,0.2154833972454071,0.20273929834365845,0.2664589285850525,0.21650762856006622,0.16577887535095215,0.1716875433921814,0.15591181814670563,0.21176555752754211,0.15915721654891968,0.15584851801395416
",",0.3365725874900818,0.3734780251979828,0.4933079481124878,0.20175659656524658,0.26558172702789307,0.21963930130004883,0.24146170914173126,0.44245919585227966,0.20502597093582153,0.31091248989105225
arson,0.2706206142902374,0.13644886016845703,0.25538334250450134,0.18322311341762543,0.17352253198623657,0.10638602077960968,0.2771170735359192,0.21155087649822235,0.250432550907135,0.20019030570983887
of,0.2827862501144409,0.3909035325050354,0.733189046382904,0.25656506419181824,0.30902567505836487,0.23662418127059937,0.2567136883735657,0.41548454761505127,0.211495041847229,0.1826142966747284
video,0.24429279565811157,0.20206181704998016,0.2506899833679199,0.18442799150943756,0.16544616222381592,0.21152295172214508,0.1366266906261444,0.18658137321472168,0.14608724415302277,0.22771678864955902
shops,0.17289668321609497,0.25930413603782654,0.20731589198112488,0.140377014875412,0.08269922435283661,0.11968272179365158,0.0617188923060894,0.1749279499053955,0.018669376149773598,0.09888634085655212
and,0.41279885172843933,0.43716782331466675,0.5171257257461548,0.2192772477865219,0.281952828168869,0.20650289952754974,0.25629109144210815,0.48971283435821533,0.13436099886894226,0.20544172823429108
attempted,0.36497822403907776,0.16412386298179626,0.2688039243221283,0.19994284212589264,0.1964583545923233,0.21138577163219452,0.9999998807907104,0.4076770544052124,0.46172669529914856,0.11123745888471603
takeovers,0.2737659215927124,0.19312448799610138,0.3755052983760834,0.24427075684070587,0.3621871769428253,0.27905896306037903,0.35223278403282166,0.28973495960235596,0.28131622076034546,0.14622361958026886
of,0.2827862501144409,0.3909035325050354,0.733189046382904,0.25656506419181824,0.30902567505836487,0.23662418127059937,0.2567136883735657,0.41548454761505127,0.211495041847229,0.1826142966747284
government,0.27194860577583313,0.205010324716568,0.31798112392425537,0.3250277638435364,0.3381505012512207,0.41171973943710327,0.2254503071308136,0.28343796730041504,0.33182084560394287,0.18851417303085327
buildings,0.19900023937225342,0.2391124665737152,0.25566717982292175,0.21060216426849365,0.09727524220943451,0.15577298402786255,0.11258950084447861,0.25290772318840027,0.12040334939956665,0.11192528158426285
.,0.3541337847709656,0.4105546176433563,0.5934505462646484,0.20520655810832977,0.2241937518119812,0.23341989517211914,0.2151479423046112,0.4645031690597534,0.21382705867290497,0.4130953550338745
