,what,was,a,happy,days,spinoff,that,debuted,in,the,1980s,on,abc,?
the,0.42745697498321533,0.48711544275283813,0.5829201340675354,0.2117847055196762,0.2574930489063263,0.27353307604789734,0.5473989248275757,0.28418588638305664,0.6662389636039734,1.0,0.07890266180038452,0.5107308030128479,0.2068762183189392,0.22068053483963013
continued,0.17878234386444092,0.40578481554985046,0.22831276059150696,0.13416889309883118,0.27053937315940857,0.23109056055545807,0.20345619320869446,0.2543536424636841,0.2845509350299835,0.29953038692474365,0.0007954309112392366,0.2799161672592163,0.18273437023162842,0.10404038429260254
successes,0.2219461053609848,0.26976051926612854,0.2378120720386505,0.13285157084465027,0.15366506576538086,0.2293461263179779,0.24264828860759735,0.34977176785469055,0.3285831809043884,0.329790323972702,0.006890544667840004,0.20801997184753418,0.14537933468818665,0.12677374482154846
of,0.33290785551071167,0.4069072902202606,0.5052502155303955,0.16275200247764587,0.23668107390403748,0.2608235478401184,0.41498205065727234,0.18094587326049805,0.5696388483047485,0.733189046382904,0.11110851913690567,0.3966929316520691,0.14607268571853638,0.1826142966747284
happy,0.2849810719490051,0.1448298990726471,0.25186726450920105,1.0000001192092896,0.33860671520233154,0.21471484005451202,0.3171849548816681,0.19740858674049377,0.19048242270946503,0.2117847055196762,-0.11298518627882004,0.2075764685869217,0.1251838207244873,0.27375271916389465
days,0.2191895991563797,0.2985812723636627,0.24421119689941406,0.33860671520233154,0.9999998807907104,0.16433675587177277,0.3029259145259857,0.19301708042621613,0.24827800691127777,0.2574930489063263,-0.08368803560733795,0.3459240794181824,0.174025297164917,0.2198754847049713
",",0.3087472915649414,0.45456063747406006,0.427140474319458,0.2587965726852417,0.34504905343055725,0.33401575684547424,0.4137537479400635,0.23864160478115082,0.5201468467712402,0.4933079481124878,0.012025163508951664,0.49057599902153015,0.2097204476594925,0.31091248989105225
three,0.24888746440410614,0.2748996615409851,0.3025658130645752,0.19731418788433075,0.30602654814720154,0.22087931632995605,0.3407050371170044,0.18459565937519073,0.34828072786331177,0.43452659249305725,0.10002549737691879,0.2742598354816437,0.15282940864562988,0.20928427577018738
's,0.02692362666130066,0.008974763564765453,0.04866964742541313,0.08988738805055618,0.08848981559276581,0.009391658939421177,0.04397977516055107,0.025340793654322624,-0.037580832839012146,-0.01540423184633255,0.1363120675086975,0.0026888418942689896,0.06670809537172318,-0.023395681753754616
company,0.2333769053220749,0.2293137013912201,0.22037413716316223,0.1856338083744049,0.11616424471139908,0.28008565306663513,0.22723333537578583,0.24551475048065186,0.22141718864440918,0.26591673493385315,0.29527461528778076,0.23664942383766174,0.16210390627384186,0.12195809185504913
",",0.3087472915649414,0.45456063747406006,0.427140474319458,0.2587965726852417,0.34504905343055725,0.33401575684547424,0.4137537479400635,0.23864160478115082,0.5201468467712402,0.4933079481124878,0.012025163508951664,0.49057599902153015,0.2097204476594925,0.31091248989105225
laverne,0.15282829105854034,0.30451783537864685,0.16022242605686188,0.2152373194694519,0.17601796984672546,0.22824080288410187,0.16795778274536133,0.22765366733074188,0.2994062602519989,0.22401376068592072,-0.04058254882693291,0.2610401511192322,0.22432038187980652,0.15383945405483246
&,0.11141876131296158,0.12134000658988953,0.07266713678836823,0.061144184321165085,0.04056314751505852,0.2322816401720047,0.13811425864696503,0.06491157412528992,0.1358654648065567,0.14992168545722961,0.05904994532465935,0.14816857874393463,0.1936885565519333,0.12596383690834045
shirley,0.1336555927991867,0.23580606281757355,0.16616585850715637,0.2223709672689438,0.11166613548994064,0.21734590828418732,0.1393691748380661,0.23192884027957916,0.21833598613739014,0.15386177599430084,-0.03404764458537102,0.22180449962615967,0.2905524671077728,0.127523273229599
and,0.31309178471565247,0.3740963041782379,0.3739250600337982,0.24499617516994476,0.2561761140823364,0.2910442650318146,0.4731321930885315,0.17266049981117249,0.4954058527946472,0.5171257257461548,0.016964120790362358,0.4077630043029785,0.16453155875205994,0.20544172823429108
fantasy,0.1693263053894043,0.19149085879325867,0.1864246129989624,0.19840554893016815,0.11856980621814728,0.3356005549430847,0.1783495992422104,0.13836799561977386,0.1463249772787094,0.20843781530857086,0.01697816513478756,0.16222399473190308,0.21450179815292358,0.19511307775974274
island,0.1299295574426651,0.23908254504203796,0.2505504786968231,0.18526683747768402,0.15115202963352203,0.26188594102859497,0.21356694400310516,0.17697979509830475,0.24730545282363892,0.2837921977043152,0.22093312442302704,0.2772442400455475,0.18038521707057953,0.0887429490685463
",",0.3087472915649414,0.45456063747406006,0.427140474319458,0.2587965726852417,0.34504905343055725,0.33401575684547424,0.4137537479400635,0.23864160478115082,0.5201468467712402,0.4933079481124878,0.012025163508951664,0.49057599902153015,0.2097204476594925,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.3739250600337982,0.24499617516994476,0.2561761140823364,0.2910442650318146,0.4731321930885315,0.17266049981117249,0.4954058527946472,0.5171257257461548,0.016964120790362358,0.4077630043029785,0.16453155875205994,0.20544172823429108
gained,0.15457381308078766,0.3571169674396515,0.2673710882663727,0.14813879132270813,0.1290123611688614,0.22570157051086426,0.18878613412380219,0.27108392119407654,0.2935055196285248,0.29543522000312805,0.09555000066757202,0.21974101662635803,0.12854304909706116,0.11261032521724701
new,0.2130378633737564,0.2748313844203949,0.3214259147644043,0.27923113107681274,0.17405128479003906,0.21965950727462769,0.29177987575531006,0.25771352648735046,0.3758552670478821,0.3845241069793701,0.009752736426889896,0.31106263399124146,0.20663127303123474,0.14782847464084625
hits,0.22194896638393402,0.1653698831796646,0.2812737226486206,0.1358766406774521,0.12545092403888702,0.17402677237987518,0.2249940186738968,0.2856702506542206,0.18111614882946014,0.2569194734096527,-0.019537512212991714,0.3215614855289459,0.1388423591852188,0.18031644821166992
in,0.30808621644973755,0.45514053106307983,0.539380669593811,0.19048242270946503,0.24827800691127777,0.2422005534172058,0.435920387506485,0.25110283493995667,1.0,0.6662389636039734,0.03401865437626839,0.46853652596473694,0.1697147786617279,0.20430970191955566
too,0.4120715260505676,0.21435821056365967,0.32342976331710815,0.2943474054336548,0.27452337741851807,0.1953042596578598,0.465911328792572,0.11098072677850723,0.21702995896339417,0.26985910534858704,-0.053461574018001556,0.2733546495437622,0.1673009693622589,0.33757779002189636
close,0.23424343764781952,0.2393932342529297,0.2293529510498047,0.1980491578578949,0.42942753434181213,0.15945056080818176,0.2975064516067505,0.10060946643352509,0.23149028420448303,0.2625353932380676,0.03955891355872154,0.2985970079898834,0.03553834557533264,0.1908312737941742
for,0.3017193675041199,0.3863949179649353,0.44038116931915283,0.2225712537765503,0.2734130620956421,0.2866019904613495,0.4137635827064514,0.19117262959480286,0.4322226941585541,0.4739971458911896,0.01433656644076109,0.36199691891670227,0.22510288655757904,0.264628142118454
comfort,0.21662002801895142,0.17645525932312012,0.23718740046024323,0.2541426420211792,0.12594737112522125,0.17859502136707306,0.25462013483047485,0.07717178016901016,0.16573859751224518,0.20076191425323486,-0.02608489617705345,0.14989589154720306,0.10177497565746307,0.13065335154533386
",",0.3087472915649414,0.45456063747406006,0.427140474319458,0.2587965726852417,0.34504905343055725,0.33401575684547424,0.4137537479400635,0.23864160478115082,0.5201468467712402,0.4933079481124878,0.012025163508951664,0.49057599902153015,0.2097204476594925,0.31091248989105225
soap,0.17847999930381775,0.13256825506687164,0.12983538210391998,0.21276290714740753,0.1971907615661621,0.23404213786125183,0.2514137625694275,0.15859395265579224,0.27619147300720215,0.19385820627212524,0.032084133476018906,0.18588966131210327,0.30289196968078613,0.1800997406244278
spinoff,0.16721636056900024,0.31281495094299316,0.23610427975654602,0.21471484005451202,0.16433675587177277,1.0,0.28691938519477844,0.23084144294261932,0.2422005534172058,0.27353307604789734,0.055451650172472,0.3013719320297241,0.34668293595314026,0.1432255059480667
benson,0.20725998282432556,0.2696863114833832,0.22709248960018158,0.19274991750717163,0.22540390491485596,0.2665803134441376,0.2018587589263916,0.2388743758201599,0.2481948882341385,0.23498742282390594,0.005836592987179756,0.2790401577949524,0.29178163409233093,0.22262337803840637
and,0.31309178471565247,0.3740963041782379,0.3739250600337982,0.24499617516994476,0.2561761140823364,0.2910442650318146,0.4731321930885315,0.17266049981117249,0.4954058527946472,0.5171257257461548,0.016964120790362358,0.4077630043029785,0.16453155875205994,0.20544172823429108
happy,0.2849810719490051,0.1448298990726471,0.25186726450920105,1.0000001192092896,0.33860671520233154,0.21471484005451202,0.3171849548816681,0.19740858674049377,0.19048242270946503,0.2117847055196762,-0.11298518627882004,0.2075764685869217,0.1251838207244873,0.27375271916389465
days,0.2191895991563797,0.2985812723636627,0.24421119689941406,0.33860671520233154,0.9999998807907104,0.16433675587177277,0.3029259145259857,0.19301708042621613,0.24827800691127777,0.2574930489063263,-0.08368803560733795,0.3459240794181824,0.174025297164917,0.2198754847049713
spinoff,0.16721636056900024,0.31281495094299316,0.23610427975654602,0.21471484005451202,0.16433675587177277,1.0,0.28691938519477844,0.23084144294261932,0.2422005534172058,0.27353307604789734,0.055451650172472,0.3013719320297241,0.34668293595314026,0.1432255059480667
mork,0.257533997297287,0.2663109004497528,0.2829568684101105,0.29228323698043823,0.21211305260658264,0.35806843638420105,0.23848576843738556,0.2767217457294464,0.2607935667037964,0.2320389300584793,-0.12709909677505493,0.30013149976730347,0.344929039478302,0.2001662403345108
&,0.11141876131296158,0.12134000658988953,0.07266713678836823,0.061144184321165085,0.04056314751505852,0.2322816401720047,0.13811425864696503,0.06491157412528992,0.1358654648065567,0.14992168545722961,0.05904994532465935,0.14816857874393463,0.1936885565519333,0.12596383690834045
mindy,0.18889139592647552,0.21270178258419037,0.2064017802476883,0.2572750747203827,0.1765081137418747,0.3731195330619812,0.21601222455501556,0.2161230742931366,0.15296843647956848,0.13417164981365204,-0.10605927556753159,0.2047601342201233,0.3122338354587555,0.1493183672428131
.,0.3567904531955719,0.40146201848983765,0.50484299659729,0.27015021443367004,0.2610209584236145,0.31168410181999207,0.4460422694683075,0.2639025151729584,0.5591574311256409,0.5934505462646484,0.033740852028131485,0.49257001280784607,0.2567209303379059,0.4130953550338745
