,today,",",which,church,is,generally,considered,one,of,the,more,moderate,and,tolerant,denominations,?
and,0.37503334879875183,0.6633074283599854,0.506277859210968,0.1976170688867569,0.3859752118587494,0.4087323546409607,0.3359341621398926,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.39880692958831787,0.2701476216316223,1.0,0.3120706081390381,0.23364228010177612,0.20544172823429108
ideology,0.19492995738983154,0.19314546883106232,0.23404408991336823,0.22873570024967194,0.1331016570329666,0.23767268657684326,0.24463829398155212,0.19066031277179718,0.2324344515800476,0.17914913594722748,0.1540863960981369,0.26067647337913513,0.23461033403873444,0.3527132272720337,0.31128352880477905,0.14344371855258942
",",0.3282252550125122,1.0000001192092896,0.3658004403114319,0.2707274258136749,0.4691906273365021,0.29679131507873535,0.32932984828948975,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.3696524500846863,0.19914491474628448,0.6633074283599854,0.25311949849128723,0.26991698145866394,0.31091248989105225
though,0.42289865016937256,0.42253127694129944,0.4655933380126953,0.2132737636566162,0.3265945613384247,0.513066828250885,0.4379887580871582,0.3291688859462738,0.37307101488113403,0.38776206970214844,0.4218006432056427,0.32345157861709595,0.4405979514122009,0.337495356798172,0.22215238213539124,0.3188856542110443
the,0.35740926861763,0.4933079481124878,0.6521818041801453,0.23846197128295898,0.5823672413825989,0.41466525197029114,0.4028765559196472,0.5514441132545471,0.733189046382904,1.0,0.39758381247520447,0.20949949324131012,0.5171257257461548,0.24514147639274597,0.2641148269176483,0.22068053483963013
denomination,0.2188119739294052,0.24402782320976257,0.26889747381210327,0.5308495759963989,0.22500525414943695,0.23693428933620453,0.20755235850811005,0.20389337837696075,0.2670862376689911,0.26250898838043213,0.23245194554328918,0.21552559733390808,0.18625058233737946,0.3060665726661682,0.9603499174118042,0.2643771171569824
itself,0.29666396975517273,0.2783147692680359,0.5675862431526184,0.2276635766029358,0.3638126254081726,0.3787427842617035,0.29175570607185364,0.3100605309009552,0.3157202899456024,0.45971640944480896,0.2721480131149292,0.19448137283325195,0.2663651406764984,0.2465800642967224,0.25132879614830017,0.17933900654315948
actually,0.3679976761341095,0.34130755066871643,0.5028455853462219,0.19335132837295532,0.36495357751846313,0.4667910933494568,0.31393298506736755,0.3963862359523773,0.3496170938014984,0.39964747428894043,0.4272916615009308,0.1934339702129364,0.3156367838382721,0.2792832851409912,0.23010098934173584,0.36036357283592224
includes,0.2305847406387329,0.3228004276752472,0.36315640807151794,0.12702742218971252,0.4033885896205902,0.27181437611579895,0.3258589208126068,0.2742621898651123,0.4359378218650818,0.3388250470161438,0.24394109845161438,0.07509040832519531,0.3265656530857086,0.1205824762582779,0.1592949628829956,0.14011523127555847
a,0.2396019846200943,0.427140474319458,0.56894451379776,0.19588641822338104,0.658733606338501,0.37653425335884094,0.36109375953674316,0.4910551905632019,0.5052502155303955,0.5829201340675354,0.3452818691730499,0.2987329661846161,0.3739250600337982,0.205776646733284,0.24087068438529968,0.23916715383529663
very,0.33219313621520996,0.34709087014198303,0.46625974774360657,0.17604701220989227,0.3671363294124603,0.4601789116859436,0.4312191307544708,0.37504842877388,0.34437474608421326,0.34171217679977417,0.5183659195899963,0.37388235330581665,0.4546867609024048,0.38026949763298035,0.16097286343574524,0.20864155888557434
wide,0.131613090634346,0.2452421933412552,0.3568881154060364,0.13265977799892426,0.22456400096416473,0.35923629999160767,0.1556449830532074,0.22576503455638885,0.23687250912189484,0.28078147768974304,0.251375287771225,0.2884027063846588,0.272363543510437,0.23963870108127594,0.2267993688583374,0.12719376385211945
spectrum,0.16288191080093384,0.19872470200061798,0.30966007709503174,0.10213866829872131,0.22428879141807556,0.21675290167331696,0.160446897149086,0.23069176077842712,0.21045996248722076,0.24305526912212372,0.22480516135692596,0.28896021842956543,0.1771893948316574,0.21568043529987335,0.2167389988899231,0.13036777079105377
of,0.3291318118572235,0.4946078956127167,0.5011631846427917,0.3079429268836975,0.4854315221309662,0.3127037584781647,0.4190242290496826,0.4999135136604309,1.0,0.733189046382904,0.30478984117507935,0.22534674406051636,0.5116966962814331,0.22762838006019592,0.27064603567123413,0.1826142966747284
attitudes,0.22740806639194489,0.20605085790157318,0.26174086332321167,0.1343662589788437,0.193880096077919,0.39301493763923645,0.28693607449531555,0.24689547717571259,0.24135416746139526,0.24026069045066833,0.33240586519241333,0.34866654872894287,0.30728209018707275,0.43458715081214905,0.2950061559677124,0.19942916929721832
.,0.30348071455955505,0.6812511086463928,0.45942068099975586,0.28898224234580994,0.4569662809371948,0.3124077022075653,0.29356086254119873,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.4070230722427368,0.3040149509906769,0.588965117931366,0.3181770145893097,0.28767117857933044,0.4130953550338745
