,how,long,ago,was,it,when,the,water,broke,through,the,purus,arch,?
basin,0.08796394616365433,0.14445652067661285,0.26370254158973694,0.1841808706521988,0.25201135873794556,0.14190278947353363,0.24553915858268738,0.4041157364845276,0.10246042907238007,0.22338064014911652,0.24553915858268738,0.3173162639141083,0.13928711414337158,0.14685653150081635
was,0.16678167879581451,0.1968146562576294,0.24615181982517242,1.0000001192092896,0.4577186405658722,0.37326499819755554,0.48711544275283813,0.18750394880771637,0.40025556087493896,0.21752823889255524,0.48711544275283813,0.08903300762176514,0.25308018922805786,0.18412111699581146
created,0.22527079284191132,0.09823733568191528,0.2378213107585907,0.3592788577079773,0.35949116945266724,0.2840147316455841,0.3539263904094696,0.13731849193572998,0.23119188845157623,0.22623170912265778,0.3539263904094696,0.07293281704187393,0.1596343070268631,0.21177415549755096
that,0.557814359664917,0.34424030780792236,0.3563132584095001,0.33670201897621155,0.5921133160591125,0.5860282182693481,0.5473989248275757,0.3326379060745239,0.24724285304546356,0.3152649402618408,0.5473989248275757,0.1608661264181137,0.15110620856285095,0.32716336846351624
enclosed,0.15064340829849243,0.18510721623897552,0.15660789608955383,0.11202684044837952,0.22057829797267914,0.24253758788108826,0.2709352374076843,0.324358731508255,0.1448667049407959,0.24270935356616974,0.2709352374076843,0.2045987993478775,0.25112399458885193,0.10430170595645905
a,0.29312583804130554,0.3795371353626251,0.2420414835214615,0.4508470594882965,0.5452592968940735,0.44397395849227905,0.5829201340675354,0.2979097068309784,0.20742449164390564,0.3399752974510193,0.5829201340675354,0.16305725276470184,0.15384788811206818,0.23916715383529663
lake,0.10057038813829422,0.16237090528011322,0.19885022938251495,0.1820499300956726,0.21701118350028992,0.1681411862373352,0.24325428903102875,0.40283486247062683,0.1394442319869995,0.14499442279338837,0.24325428903102875,0.221566304564476,0.1803319752216339,0.07226386666297913
;,0.07230665534734726,0.08035528659820557,0.030616547912359238,0.0754367932677269,0.08263079822063446,0.022927695885300636,0.09152708947658539,0.007055493537336588,0.018686572089791298,0.12812209129333496,0.09152708947658539,0.03689488768577576,0.07197738438844681,0.10349778085947037
now,0.2802366018295288,0.2485285997390747,0.3306892514228821,0.35876134037971497,0.4382702112197876,0.38253819942474365,0.38266420364379883,0.15135414898395538,0.19147057831287384,0.2023191601037979,0.38266420364379883,0.16306260228157043,0.12837162613868713,0.29641881585121155
known,0.16194356977939606,0.24638257920742035,0.1376044899225235,0.35203275084495544,0.2640952467918396,0.1836930811405182,0.3624623417854309,0.20507501065731049,0.18143944442272186,0.14444924890995026,0.3624623417854309,0.1560378223657608,0.1507045179605484,0.18314571678638458
as,0.33782753348350525,0.23432248830795288,0.21287672221660614,0.3677520453929901,0.4461488723754883,0.4437963366508484,0.48381632566452026,0.21305090188980103,0.161157488822937,0.24602261185646057,0.48381632566452026,0.12947987020015717,0.21935902535915375,0.27043893933296204
the,0.33890387415885925,0.3075225353240967,0.23063679039478302,0.48711544275283813,0.6251175999641418,0.5091903209686279,1.0,0.297396719455719,0.3315005600452423,0.44071322679519653,1.0,0.12622052431106567,0.26320189237594604,0.22068053483963013
solimões,0.2512756884098053,0.22879117727279663,0.22974392771720886,0.2050529271364212,0.24609306454658508,0.2904317378997803,0.2891211211681366,0.3461427688598633,0.179878368973732,0.20431780815124512,0.2891211211681366,0.31747421622276306,0.27091357111930847,0.22674186527729034
basin,0.08796394616365433,0.14445652067661285,0.26370254158973694,0.1841808706521988,0.25201135873794556,0.14190278947353363,0.24553915858268738,0.4041157364845276,0.10246042907238007,0.22338064014911652,0.24553915858268738,0.3173162639141083,0.13928711414337158,0.14685653150081635
.,0.3287222981452942,0.3247973620891571,0.2834824323654175,0.40146201848983765,0.5593622326850891,0.475719153881073,0.5934505462646484,0.26634910702705383,0.22951766848564148,0.3174465596675873,0.5934505462646484,0.1452558934688568,0.22656428813934326,0.4130953550338745
,how,long,ago,was,it,when,the,water,broke,through,the,purus,arch,?
within,0.24755704402923584,0.2585132420063019,0.2609264552593231,0.19280311465263367,0.31596240401268005,0.3464125096797943,0.39827480912208557,0.2068917453289032,0.19022312760353088,0.34153124690055847,0.39827480912208557,0.1602940559387207,0.08867117017507553,0.1870293766260147
the,0.33890387415885925,0.3075225353240967,0.23063679039478302,0.48711544275283813,0.6251175999641418,0.5091903209686279,1.0,0.297396719455719,0.3315005600452423,0.44071322679519653,1.0,0.12622052431106567,0.26320189237594604,0.22068053483963013
last,0.24577783048152924,0.25578317046165466,0.37083661556243896,0.32424551248550415,0.23236626386642456,0.3294509947299957,0.3698786795139313,0.12849950790405273,0.20691202580928802,0.22064410150051117,0.3698786795139313,0.030532216653227806,0.1608116626739502,0.22371746599674225
5–10,0.005198069382458925,-0.05707353353500366,-0.024996135383844376,0.18565933406352997,0.11525392532348633,-0.006845023017376661,0.21738995611667633,-0.033346980810165405,0.11622200906276703,0.12652578949928284,0.21738995611667633,0.051056910306215286,-0.003126575378701091,-0.027963191270828247
million,0.21114659309387207,0.17698286473751068,0.4758218824863434,0.24203833937644958,0.27422818541526794,0.17012886703014374,0.277012437582016,0.1659386307001114,0.20855776965618134,0.144584059715271,0.277012437582016,0.19712267816066742,0.12008234113454819,0.23092924058437347
years,0.21949264407157898,0.34739476442337036,0.5710245370864868,0.35855233669281006,0.21688692271709442,0.3409145474433899,0.2912273406982422,0.17087766528129578,0.23901517689228058,0.22591422498226166,0.2912273406982422,0.14906218647956848,0.13078215718269348,0.1914375126361847
",",0.22659391164779663,0.3431144952774048,0.26431804895401,0.45456063747406006,0.48329564929008484,0.36674630641937256,0.4933079481124878,0.26706066727638245,0.2557729482650757,0.3060276508331299,0.4933079481124878,0.2024708390235901,0.19328507781028748,0.31091248989105225
this,0.45272302627563477,0.3617446720600128,0.36417606472969055,0.3638818562030792,0.6107783317565918,0.4959332048892975,0.6274310946464539,0.29743993282318115,0.23635302484035492,0.33597511053085327,0.6274310946464539,0.1412084847688675,0.2016107439994812,0.3155723512172699
accumulating,0.2763317823410034,0.21725833415985107,0.2671739161014557,0.14961914718151093,0.2517208755016327,0.3184155225753784,0.3195447325706482,0.32984957098960876,0.18748433887958527,0.36055418848991394,0.3195447325706482,0.13220056891441345,0.16007237136363983,0.1747220754623413
water,0.19594718515872955,0.2602996826171875,0.18301893770694733,0.18750394880771637,0.31979092955589294,0.28462544083595276,0.297396719455719,0.9999998807907104,0.12886780500411987,0.3048591613769531,0.297396719455719,0.21943892538547516,0.19575609266757965,0.14731885492801666
broke,0.1662852168083191,0.2041386365890503,0.22449450194835663,0.40025556087493896,0.23305289447307587,0.3239263594150543,0.3315005600452423,0.12886780500411987,0.9999998807907104,0.26415351033210754,0.3315005600452423,0.04743383079767227,0.2093798667192459,0.11610469967126846
through,0.2704794108867645,0.27183258533477783,0.23395612835884094,0.21752823889255524,0.3374522924423218,0.34666842222213745,0.44071322679519653,0.3048591613769531,0.26415351033210754,1.0,0.44071322679519653,0.06637424975633621,0.14291654527187347,0.16913433372974396
the,0.33890387415885925,0.3075225353240967,0.23063679039478302,0.48711544275283813,0.6251175999641418,0.5091903209686279,1.0,0.297396719455719,0.3315005600452423,0.44071322679519653,1.0,0.12622052431106567,0.26320189237594604,0.22068053483963013
purus,0.03730612248182297,0.16515202820301056,0.3005678951740265,0.08903300762176514,0.18199077248573303,0.028929905965924263,0.12622052431106567,0.21943892538547516,0.04743383079767227,0.06637424975633621,0.12622052431106567,1.0,0.09642086178064346,0.10452352464199066
arch,0.08601464331150055,0.2304043471813202,0.08367632329463959,0.25308018922805786,0.18104274570941925,0.12607482075691223,0.26320189237594604,0.19575609266757965,0.2093798667192459,0.14291654527187347,0.26320189237594604,0.09642086178064346,0.9999999403953552,0.12708529829978943
",",0.22659391164779663,0.3431144952774048,0.26431804895401,0.45456063747406006,0.48329564929008484,0.36674630641937256,0.4933079481124878,0.26706066727638245,0.2557729482650757,0.3060276508331299,0.4933079481124878,0.2024708390235901,0.19328507781028748,0.31091248989105225
joining,0.18920272588729858,0.1900806427001953,0.19886523485183716,0.20624062418937683,0.19631725549697876,0.29339221119880676,0.3364273011684418,0.1712898164987564,0.2928283214569092,0.3020421862602234,0.3364273011684418,0.12246048450469971,0.16375704109668732,0.08669368922710419
the,0.33890387415885925,0.3075225353240967,0.23063679039478302,0.48711544275283813,0.6251175999641418,0.5091903209686279,1.0,0.297396719455719,0.3315005600452423,0.44071322679519653,1.0,0.12622052431106567,0.26320189237594604,0.22068053483963013
easterly,0.21066851913928986,0.2284225970506668,0.22539255023002625,0.22245390713214874,0.33310770988464355,0.2853393852710724,0.36697643995285034,0.3039265275001526,0.2141050547361374,0.3010980188846588,0.36697643995285034,0.23751629889011383,0.24052466452121735,0.1875089854001999
flow,0.21408434212207794,0.18548481166362762,0.1911446452140808,0.16647294163703918,0.30727410316467285,0.19531626999378204,0.314039409160614,0.4377398192882538,0.14063994586467743,0.3991040587425232,0.314039409160614,0.17563396692276,0.15058757364749908,0.10458291321992874
toward,0.2529335618019104,0.16230428218841553,0.1337396204471588,0.13196846842765808,0.2763417363166809,0.34187865257263184,0.3341628313064575,0.19660191237926483,0.16514691710472107,0.3500303328037262,0.3341628313064575,0.1050216555595398,0.14445573091506958,0.09989774227142334
the,0.33890387415885925,0.3075225353240967,0.23063679039478302,0.48711544275283813,0.6251175999641418,0.5091903209686279,1.0,0.297396719455719,0.3315005600452423,0.44071322679519653,1.0,0.12622052431106567,0.26320189237594604,0.22068053483963013
atlantic,0.16433286666870117,0.2327633500099182,0.18020644783973694,0.22275687754154205,0.2781165540218353,0.2268618494272232,0.31052014231681824,0.20324483513832092,0.25803372263908386,0.2769203782081604,0.31052014231681824,0.13443434238433838,0.08689096570014954,0.15355663001537323
.,0.3287222981452942,0.3247973620891571,0.2834824323654175,0.40146201848983765,0.5593622326850891,0.475719153881073,0.5934505462646484,0.26634910702705383,0.22951766848564148,0.3174465596675873,0.5934505462646484,0.1452558934688568,0.22656428813934326,0.4130953550338745
