,if,one,computer,model,turns,out,correct,",",by,what,year,would,there,be,a,nearly,complete,loss,of,rainforest,in,the,amazon,basin,?
gas,0.24264587461948395,0.2215927392244339,0.20902104675769806,0.17085079848766327,0.21639759838581085,0.23336996138095856,0.1352500468492508,0.22298859059810638,0.1669413298368454,0.20887799561023712,0.11143790185451508,0.25949057936668396,0.20809093117713928,0.2750326097011566,0.26485589146614075,0.2388114482164383,0.21536676585674286,0.0751810148358345,0.21246914565563202,0.22264611721038818,0.20770272612571716,0.2339978665113449,0.1679660826921463,0.19252096116542816,0.1582372784614563
emissions,0.2796948552131653,0.2239597588777542,0.18396006524562836,0.14273789525032043,0.2223239690065384,0.2780453562736511,0.2104586362838745,0.23150672018527985,0.2316247671842575,0.2559395730495453,0.154463529586792,0.28593963384628296,0.2656662166118622,0.27206796407699585,0.25515544414520264,0.1782389134168625,0.21955658495426178,0.2303657978773117,0.240469291806221,0.28217390179634094,0.23821502923965454,0.24195483326911926,0.1476656198501587,0.19431334733963013,0.19590985774993896
shows,0.26492783427238464,0.30788350105285645,0.19947463274002075,0.22153152525424957,0.241049125790596,0.19586627185344696,0.2637590169906616,0.26986414194107056,0.21424074470996857,0.30282244086265564,0.14753158390522003,0.26998472213745117,0.32238978147506714,0.24676766991615295,0.3360818326473236,0.2528660297393799,0.2889726161956787,0.14642319083213806,0.3410852253437042,0.17266510426998138,0.3289647698402405,0.36348509788513184,0.18431933224201202,0.15618880093097687,0.2040930688381195
that,0.5634250640869141,0.5133185982704163,0.2798757553100586,0.16250061988830566,0.30794185400009155,0.43996092677116394,0.4394359886646271,0.4137537479400635,0.37496164441108704,0.6297725439071655,0.2826407253742218,0.5895259380340576,0.6006520986557007,0.6036020517349243,0.47537946701049805,0.3343394100666046,0.30512917041778564,0.26437413692474365,0.41498205065727234,0.22076080739498138,0.435920387506485,0.5473989248275757,0.2228476107120514,0.21932947635650635,0.32716336846351624
the,0.33724796772003174,0.5514441132545471,0.19781450927257538,0.14028635621070862,0.3179035782814026,0.39404502511024475,0.3107529580593109,0.4933079481124878,0.4408751428127289,0.42745697498321533,0.3609684407711029,0.4133751392364502,0.47025805711746216,0.4248143136501312,0.5829201340675354,0.3409946858882904,0.277624249458313,0.27898719906806946,0.733189046382904,0.2571161389350891,0.6662389636039734,1.0,0.260541707277298,0.24553915858268738,0.22068053483963013
amazon,0.18369480967521667,0.17098593711853027,0.22540855407714844,0.17325818538665771,0.21986664831638336,0.15031638741493225,0.07199947535991669,0.2214922308921814,0.16320857405662537,0.16355936229228973,0.1589571088552475,0.18603263795375824,0.1301986575126648,0.17553792893886566,0.1865728348493576,0.13895726203918457,0.10570907592773438,0.057539403438568115,0.20143137872219086,0.48046615719795227,0.12227833271026611,0.260541707277298,1.0000001192092896,0.41143864393234253,0.18144656717777252
rainforest,0.19172634184360504,0.2546979784965515,0.16432307660579681,0.15805865824222565,0.12937788665294647,0.14964386820793152,0.14423775672912598,0.2737860679626465,0.16387821733951569,0.22127854824066162,0.18932706117630005,0.15196748077869415,0.2756383419036865,0.16418099403381348,0.2497720569372177,0.2562273144721985,0.15570703148841858,0.19879452884197235,0.22522282600402832,1.0,0.2207682877779007,0.2571161389350891,0.48046615719795227,0.4187982678413391,0.1917492002248764
could,0.5034732818603516,0.35166996717453003,0.2531432807445526,0.17639373242855072,0.20219986140727997,0.3307218849658966,0.38081035017967224,0.27399855852127075,0.26333630084991455,0.4188697934150696,0.17617186903953552,0.8068214654922485,0.3730776607990265,0.4791525900363922,0.3736826181411743,0.2948138117790222,0.20519472658634186,0.2578759789466858,0.29043012857437134,0.16585701704025269,0.29357993602752686,0.35393214225769043,0.18253840506076813,0.13451974093914032,0.3411986827850342
become,0.3265690803527832,0.35657981038093567,0.1132889986038208,0.12892040610313416,0.1894155889749527,0.2347206473350525,0.05022158846259117,0.29676204919815063,0.1663227528333664,0.27134042978286743,0.20881624519824982,0.36260196566581726,0.23763340711593628,0.4037199020385742,0.3215816617012024,0.25626134872436523,0.23161935806274414,0.2085440754890442,0.31678006052970886,0.13359947502613068,0.23238378763198853,0.31731709837913513,0.11133773624897003,0.10076113045215607,0.19511328637599945
unsustainable,0.3521086573600769,0.19923824071884155,0.2545778155326843,0.18534190952777863,0.18869924545288086,0.22056834399700165,0.328980952501297,0.2765214145183563,0.19549047946929932,0.27682602405548096,0.1494881510734558,0.3263290226459503,0.290216326713562,0.2974030375480652,0.28525611758232117,0.20977245271205902,0.24902687966823578,0.27565789222717285,0.2565132975578308,0.3330962657928467,0.28666722774505615,0.2483382374048233,0.22155389189720154,0.18864408135414124,0.2751912474632263
under,0.22169512510299683,0.1822032481431961,0.14989441633224487,0.08648919314146042,0.0835474506020546,0.30524444580078125,0.17982721328735352,0.24875585734844208,0.3161602020263672,0.20154598355293274,0.15353286266326904,0.23248223960399628,0.23181530833244324,0.23514987528324127,0.18317826092243195,0.20861658453941345,0.2052428275346756,0.13246029615402222,0.32766106724739075,0.0785641223192215,0.2535393238067627,0.3348022699356079,0.08005225658416748,0.1570807844400406,0.18233340978622437
conditions,0.3242419958114624,0.1960677057504654,0.1117042526602745,0.17116525769233704,0.1947295069694519,0.24704548716545105,0.22644996643066406,0.17239321768283844,0.18849025666713715,0.27960067987442017,0.20611652731895447,0.3224482238292694,0.3210534155368805,0.328298419713974,0.24847128987312317,0.20592857897281647,0.2462083250284195,0.2631872296333313,0.2074868083000183,0.28958481550216675,0.2580132484436035,0.2622014284133911,0.15723411738872528,0.23244020342826843,0.17021824419498444
of,0.2557544410228729,0.4999135136604309,0.18559479713439941,0.18271391093730927,0.2735316753387451,0.34176841378211975,0.22131142020225525,0.4946078956127167,0.3646814823150635,0.33290785551071167,0.2578314542770386,0.3353942930698395,0.44397735595703125,0.33904364705085754,0.5052502155303955,0.3455437123775482,0.3009350895881653,0.26357072591781616,1.0,0.22522282600402832,0.5696388483047485,0.733189046382904,0.20143137872219086,0.2557278275489807,0.1826142966747284
severely,0.24504952132701874,0.199273020029068,0.11554445326328278,0.11895722150802612,0.13320080935955048,0.19378550350666046,0.13101013004779816,0.2591111958026886,0.2958325743675232,0.19176317751407623,0.06407744437456131,0.2615729868412018,0.22027181088924408,0.2223135083913803,0.23183150589466095,0.27512532472610474,0.203839972615242,0.3523094654083252,0.22498036921024323,0.1569151133298874,0.2145220786333084,0.266305536031723,0.138225719332695,0.12964214384555817,0.165714293718338
reduced,0.21323402225971222,0.2176555097103119,0.1198335811495781,0.16206076741218567,0.21880494058132172,0.24915915727615356,0.22801721096038818,0.19148744642734528,0.2828289866447449,0.11519023776054382,0.15750405192375183,0.2455882430076599,0.297008752822876,0.2843341529369354,0.2214837223291397,0.2766236364841461,0.19994688034057617,0.4024806320667267,0.30275818705558777,0.15299464762210846,0.2766173183917999,0.2897622883319855,0.1122642531991005,0.18622015416622162,0.10234767943620682
rainfall,0.15000276267528534,0.2157595008611679,0.11820682138204575,0.07906782627105713,0.12278945744037628,0.16344505548477173,0.11544089019298553,0.2549014389514923,0.2067926675081253,0.1762358695268631,0.27335894107818604,0.17908647656440735,0.2462533861398697,0.18828336894512177,0.19354234635829926,0.24731267988681793,0.12580415606498718,0.24584075808525085,0.2068331092596054,0.5444077253341675,0.24792563915252686,0.24584579467773438,0.26409438252449036,0.40976372361183167,0.17489276826381683
and,0.3498523235321045,0.42438167333602905,0.2362591028213501,0.22216768562793732,0.3010953962802887,0.3881998062133789,0.2299775332212448,0.6633074283599854,0.4289871156215668,0.31309178471565247,0.2506658732891083,0.34921059012413025,0.4242868423461914,0.41766801476478577,0.3739250600337982,0.380725234746933,0.20886704325675964,0.20191490650177002,0.5116966962814331,0.26834338903427124,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.20293349027633667,0.20544172823429108
increased,0.1688985675573349,0.1976621150970459,0.11193563789129257,0.15011073648929596,0.21441231667995453,0.2779771387577057,0.19967517256736755,0.20936180651187897,0.23756875097751617,0.1599731743335724,0.2216162085533142,0.2912437319755554,0.24919840693473816,0.2497546523809433,0.22370080649852753,0.3419792354106903,0.14860720932483673,0.3588038682937622,0.3371390700340271,0.09957119822502136,0.244624063372612,0.3188653886318207,0.11138453334569931,0.15633255243301392,0.09587585180997849
temperatures,0.2420782893896103,0.18695801496505737,0.14415855705738068,0.13030947744846344,0.27956056594848633,0.21817602217197418,0.20130795240402222,0.26848670840263367,0.16856102645397186,0.2523624897003174,0.23396508395671844,0.25939518213272095,0.28058570623397827,0.3087483048439026,0.23293450474739075,0.23960362374782562,0.10588551312685013,0.21821004152297974,0.2011728584766388,0.35528233647346497,0.2835210859775543,0.27544233202934265,0.20564699172973633,0.2920471131801605,0.1895846426486969
",",0.257730096578598,0.3696635365486145,0.24379804730415344,0.244965597987175,0.24742825329303741,0.3161109685897827,0.2781456708908081,1.0000001192092896,0.3680937886238098,0.3087472915649414,0.28560417890548706,0.32586824893951416,0.4587128460407257,0.39254459738731384,0.427140474319458,0.3248783051967621,0.23945219814777374,0.23328691720962524,0.4946078956127167,0.2737860679626465,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.25865232944488525,0.31091248989105225
leading,0.1911027431488037,0.32403016090393066,0.1526060849428177,0.19768080115318298,0.22867976129055023,0.2437104880809784,0.1568380743265152,0.25808972120285034,0.2575812041759491,0.197072371840477,0.23067477345466614,0.252933531999588,0.19039487838745117,0.19235369563102722,0.26281067728996277,0.21248020231723785,0.1517421007156372,0.21496838331222534,0.29180192947387695,0.13140635192394257,0.33273574709892273,0.3809107840061188,0.10009295493364334,0.16006015241146088,0.1360926628112793
to,0.4559597074985504,0.4025384783744812,0.2594811022281647,0.187554731965065,0.2620235085487366,0.42386990785598755,0.339966356754303,0.44245919585227966,0.33534231781959534,0.455847829580307,0.23523004353046417,0.5965728163719177,0.40669289231300354,0.4972836375236511,0.45503583550453186,0.2717089056968689,0.26479288935661316,0.2457711398601532,0.41548454761505127,0.23412610590457916,0.45010748505592346,0.535392165184021,0.17033490538597107,0.1498844176530838,0.29463258385658264
an,0.26347705721855164,0.2829729914665222,0.20776857435703278,0.18839088082313538,0.20101894438266754,0.2333006113767624,0.2193278968334198,0.3581022024154663,0.2719563841819763,0.2821882665157318,0.17045794427394867,0.2650099992752075,0.22476400434970856,0.33041056990623474,0.44552403688430786,0.2489931434392929,0.2157072126865387,0.1333940327167511,0.32280945777893066,0.15750433504581451,0.2605783939361572,0.4207492768764496,0.16257908940315247,0.15437369048595428,0.19793890416622162
almost,0.2963501214981079,0.3162870407104492,0.1846403330564499,0.15570983290672302,0.24588176608085632,0.28658488392829895,0.24579745531082153,0.3425607979297638,0.2574256360530853,0.2467888444662094,0.2542456090450287,0.29723021388053894,0.3313264846801758,0.30299675464630127,0.28146228194236755,0.721230685710907,0.27547675371170044,0.1989046037197113,0.3144364058971405,0.26116421818733215,0.3422279357910156,0.3341992199420929,0.16051292419433594,0.2074488252401352,0.1372147500514984
complete,0.26859959959983826,0.34202226996421814,0.2211722433567047,0.09682995080947876,0.17395830154418945,0.2413482367992401,0.2624504268169403,0.23945219814777374,0.16281484067440033,0.29213884472846985,0.12896934151649475,0.26136624813079834,0.2479284703731537,0.22863243520259857,0.29913821816444397,0.3184793293476105,1.0,0.19739428162574768,0.3009350895881653,0.15570703148841858,0.2201821506023407,0.277624249458313,0.10570907592773438,0.08731484413146973,0.11962060630321503
loss,0.248550683259964,0.23399928212165833,0.13907134532928467,0.08480889350175858,0.07946454733610153,0.2501559853553772,0.20034761726856232,0.23328691720962524,0.19461268186569214,0.21803489327430725,0.1656268686056137,0.23274026811122894,0.19105511903762817,0.18728984892368317,0.20714472234249115,0.18940721452236176,0.19739428162574768,0.9999999403953552,0.26357072591781616,0.19879452884197235,0.21028298139572144,0.27898719906806946,0.057539403438568115,0.1334829032421112,0.1312553584575653
of,0.2557544410228729,0.4999135136604309,0.18559479713439941,0.18271391093730927,0.2735316753387451,0.34176841378211975,0.22131142020225525,0.4946078956127167,0.3646814823150635,0.33290785551071167,0.2578314542770386,0.3353942930698395,0.44397735595703125,0.33904364705085754,0.5052502155303955,0.3455437123775482,0.3009350895881653,0.26357072591781616,1.0,0.22522282600402832,0.5696388483047485,0.733189046382904,0.20143137872219086,0.2557278275489807,0.1826142966747284
rainforest,0.19172634184360504,0.2546979784965515,0.16432307660579681,0.15805865824222565,0.12937788665294647,0.14964386820793152,0.14423775672912598,0.2737860679626465,0.16387821733951569,0.22127854824066162,0.18932706117630005,0.15196748077869415,0.2756383419036865,0.16418099403381348,0.2497720569372177,0.2562273144721985,0.15570703148841858,0.19879452884197235,0.22522282600402832,1.0,0.2207682877779007,0.2571161389350891,0.48046615719795227,0.4187982678413391,0.1917492002248764
cover,0.27003705501556396,0.22352686524391174,0.09136006981134415,0.15255209803581238,0.11219977587461472,0.26878008246421814,0.19152261316776276,0.24982257187366486,0.20553752779960632,0.19970405101776123,0.19295629858970642,0.24597397446632385,0.18984642624855042,0.23995321989059448,0.23858952522277832,0.2762293517589569,0.2605254352092743,0.13929446041584015,0.26416900753974915,0.24127532541751862,0.19227565824985504,0.26727065443992615,0.21230551600456238,0.16352319717407227,0.18414615094661713
in,0.2589588761329651,0.4129433035850525,0.18321871757507324,0.2267826348543167,0.2167045921087265,0.3576207756996155,0.22980515658855438,0.5201468467712402,0.370934396982193,0.30808621644973755,0.3359307050704956,0.30461156368255615,0.5361666083335876,0.3481820821762085,0.539380669593811,0.3414846360683441,0.2201821506023407,0.21028298139572144,0.5696388483047485,0.2207682877779007,1.0,0.6662389636039734,0.12227833271026611,0.22316701710224152,0.20430970191955566
the,0.33724796772003174,0.5514441132545471,0.19781450927257538,0.14028635621070862,0.3179035782814026,0.39404502511024475,0.3107529580593109,0.4933079481124878,0.4408751428127289,0.42745697498321533,0.3609684407711029,0.4133751392364502,0.47025805711746216,0.4248143136501312,0.5829201340675354,0.3409946858882904,0.277624249458313,0.27898719906806946,0.733189046382904,0.2571161389350891,0.6662389636039734,1.0,0.260541707277298,0.24553915858268738,0.22068053483963013
basin,0.1427610218524933,0.18860585987567902,0.18038293719291687,0.1699039191007614,0.1374843269586563,0.06492993235588074,0.1211467757821083,0.25865232944488525,0.19840280711650848,0.1565224826335907,0.15138395130634308,0.13848868012428284,0.16806291043758392,0.17112696170806885,0.21655717492103577,0.2441360503435135,0.08731484413146973,0.1334829032421112,0.2557278275489807,0.4187982678413391,0.22316701710224152,0.24553915858268738,0.41143864393234253,1.0,0.14685653150081635
by,0.2429230511188507,0.29445651173591614,0.20605696737766266,0.12459231913089752,0.24148117005825043,0.29497629404067993,0.19553889334201813,0.3680937886238098,1.0000001192092896,0.2455483376979828,0.28805047273635864,0.28394925594329834,0.20383623242378235,0.43158695101737976,0.32094135880470276,0.2504696547985077,0.16281484067440033,0.19461268186569214,0.3646814823150635,0.16387821733951569,0.370934396982193,0.4408751428127289,0.16320857405662537,0.19840280711650848,0.17966607213020325
2100,0.18009214103221893,0.2052803337574005,0.033060625195503235,0.09367037564516068,0.11723411083221436,0.08091583102941513,0.15681566298007965,0.14958688616752625,0.11636041849851608,0.10736340284347534,0.2412150353193283,0.2296905666589737,0.1663433164358139,0.18216674029827118,0.18962320685386658,0.18851734697818756,0.11671565473079681,0.1221807524561882,0.1935916692018509,0.09124162048101425,0.1920589804649353,0.208340585231781,0.12281690537929535,0.14290720224380493,0.14122723042964935
.,0.421799898147583,0.4123194217681885,0.22837716341018677,0.1938832700252533,0.26839587092399597,0.34234723448753357,0.25020819902420044,0.6812511086463928,0.3936232924461365,0.3567904531955719,0.32538118958473206,0.35067233443260193,0.43897318840026855,0.4383580684661865,0.50484299659729,0.34087124466896057,0.2471141666173935,0.21266451478004456,0.5352458953857422,0.25713270902633667,0.5591574311256409,0.5934505462646484,0.262887567281723,0.20696322619915009,0.4130953550338745
