,when,did,holden,announce,that,it,will,close,its,victoria,plant,?
plants—in,0.27777644991874695,0.13722242414951324,0.27526891231536865,0.14853470027446747,0.2498599737882614,0.27178776264190674,0.2138741910457611,0.24169188737869263,0.2556200623512268,0.24460281431674957,0.8253589272499084,0.22370363771915436
broadmeadows,0.19042609632015228,0.14378662407398224,0.37490114569664,0.174126997590065,0.2209406942129135,0.2278296798467636,0.2194436937570572,0.23591309785842896,0.28885194659233093,0.3697125315666199,0.26021015644073486,0.15289460122585297
and,0.4716290831565857,0.34479495882987976,0.25150543451309204,0.14379966259002686,0.4731321930885315,0.40957894921302795,0.35983073711395264,0.32415980100631714,0.3841775357723236,0.24507255852222443,0.2409428209066391,0.20544172823429108
geelong—will,0.25894996523857117,0.24002765119075775,0.3875092566013336,0.16659869253635406,0.24409283697605133,0.2891313433647156,0.28904590010643005,0.2701776623725891,0.29565250873565674,0.5248516798019409,0.202006995677948,0.20264343917369843
close,0.24366304278373718,0.1545615941286087,0.09206274896860123,0.12395074218511581,0.2975064516067505,0.3022274374961853,0.19717031717300415,1.0000001192092896,0.24389055371284485,0.16732914745807648,0.18214818835258484,0.1908312737941742
in,0.4431333839893341,0.2593238651752472,0.2851129174232483,0.20262889564037323,0.435920387506485,0.5130809545516968,0.2580665349960327,0.23149028420448303,0.3793783485889435,0.20823122560977936,0.2597269117832184,0.20430970191955566
october,0.273419588804245,0.2746104896068573,0.24514663219451904,0.2088567614555359,0.21538101136684418,0.2629043757915497,0.16801033914089203,0.23458576202392578,0.16945186257362366,0.16211767494678497,0.1247943788766861,0.29706719517707825
2016,0.09859830886125565,0.1935887485742569,-0.20885735750198364,0.1640581339597702,0.19183695316314697,0.08751232922077179,0.09071425348520279,-0.012683400884270668,0.126521036028862,0.056281961500644684,0.01555916853249073,-0.12147852033376694
),0.2538422644138336,0.18584993481636047,0.2564239501953125,0.10475476831197739,0.23478686809539795,0.28560304641723633,0.24492529034614563,0.29596784710884094,0.20629894733428955,0.17964273691177368,0.17219960689544678,0.42300865054130554
.,0.475719153881073,0.35288307070732117,0.30861788988113403,0.16922476887702942,0.4460422694683075,0.5593622326850891,0.33682769536972046,0.2501809298992157,0.3566088080406189,0.23069117963314056,0.25658002495765686,0.4130953550338745
