,which,entity,developed,the,principles,of,european,union,law,?
been,0.36993977427482605,0.21658627688884735,0.2608605623245239,0.3563927710056305,0.16636012494564056,0.31685134768486023,0.1689886897802353,0.16404001414775848,0.1556238830089569,0.24354910850524902
developed,0.2803538739681244,0.13531611859798431,1.0000001192092896,0.24490751326084137,0.3137640655040741,0.21960023045539856,0.25989091396331787,0.15686382353305817,0.1711473912000656,0.10763012617826462
by,0.40543368458747864,0.1859617531299591,0.2796236276626587,0.4408751428127289,0.19437851011753082,0.3646814823150635,0.17922990024089813,0.14484883844852448,0.1977037936449051,0.17966607213020325
the,0.6521818041801453,0.2403784692287445,0.24490751326084137,1.0,0.21452596783638,0.733189046382904,0.3423081040382385,0.24421639740467072,0.24548950791358948,0.22068053483963013
european,0.2234036773443222,0.07706774026155472,0.25989091396331787,0.3423081040382385,0.2124764770269394,0.2507138252258301,0.9999998807907104,0.3571677803993225,0.17164482176303864,0.14560863375663757
court,0.19263212382793427,0.17786403000354767,0.12730185687541962,0.2812081575393677,0.22714807093143463,0.28835242986679077,0.18487446010112762,0.23186643421649933,0.413828045129776,0.17100423574447632
of,0.5011631846427917,0.21258564293384552,0.21960023045539856,0.733189046382904,0.25854504108428955,1.0,0.2507138252258301,0.2642118036746979,0.2816956341266632,0.1826142966747284
justice,0.16124017536640167,0.19991467893123627,0.10148505121469498,0.23470892012119293,0.3458404242992401,0.2658293545246124,0.18444514274597168,0.17461003363132477,0.357088178396225,0.19269752502441406
that,0.6894589066505432,0.29692912101745605,0.29926979541778564,0.5473989248275757,0.3032984435558319,0.41498205065727234,0.2049320936203003,0.17320044338703156,0.23277728259563446,0.32716336846351624
constitute,0.3200324773788452,0.25789904594421387,0.07341121137142181,0.32194724678993225,0.329654335975647,0.36595216393470764,0.20982760190963745,0.23137885332107544,0.37945130467414856,0.23319922387599945
unwritten,0.36756718158721924,0.2737370729446411,0.2200198769569397,0.28379565477371216,0.2823818624019623,0.2373635172843933,0.2044854313135147,0.18759764730930328,0.2828671932220459,0.28043073415756226
rules,0.30419498682022095,0.1945028454065323,0.21887575089931488,0.27022838592529297,0.4116843640804291,0.18197891116142273,0.14646150171756744,0.20935659110546112,0.35222867131233215,0.22111085057258606
which,1.0,0.2909833490848541,0.2803538739681244,0.6521818041801453,0.29144638776779175,0.5011631846427917,0.2234036773443222,0.23846890032291412,0.20205146074295044,0.25814583897590637
are,0.42922598123550415,0.2005564421415329,0.217958003282547,0.40399202704429626,0.24335607886314392,0.39081433415412903,0.15548661351203918,0.15829040110111237,0.13009320199489594,0.24591213464736938
not,0.46766895055770874,0.3352169394493103,0.16609840095043182,0.4310511648654938,0.27278438210487366,0.3307090103626251,0.20631356537342072,0.22089463472366333,0.2588513493537903,0.41942933201789856
expressly,0.2463512271642685,0.2911583483219147,0.11289605498313904,0.23084045946598053,0.2964092493057251,0.21654202044010162,0.14937616884708405,0.21249063313007355,0.24619267880916595,0.15493391454219818
provided,0.26667746901512146,0.25079861283302307,0.26357659697532654,0.304488867521286,0.22122822701931,0.272808313369751,0.11375173181295395,0.13927659392356873,0.15952979028224945,0.16893617808818817
for,0.44095608592033386,0.18166229128837585,0.22294896841049194,0.4739971458911896,0.23085176944732666,0.4185989499092102,0.2838500738143921,0.20406247675418854,0.1650637686252594,0.264628142118454
in,0.4840516746044159,0.22507517039775848,0.2498214840888977,0.6662389636039734,0.16260969638824463,0.5696388483047485,0.23319172859191895,0.22726479172706604,0.24850773811340332,0.20430970191955566
the,0.6521818041801453,0.2403784692287445,0.24490751326084137,1.0,0.21452596783638,0.733189046382904,0.3423081040382385,0.24421639740467072,0.24548950791358948,0.22068053483963013
treaties,0.2657000422477722,0.2854081392288208,0.18003562092781067,0.28970760107040405,0.4205692410469055,0.3281906247138977,0.30161675810813904,0.34353530406951904,0.39653173089027405,0.1693580597639084
but,0.55336993932724,0.2745714485645294,0.23437225818634033,0.4859698414802551,0.22598861157894135,0.39942997694015503,0.20225681364536285,0.25711774826049805,0.218040332198143,0.27921953797340393
which,1.0,0.2909833490848541,0.2803538739681244,0.6521818041801453,0.29144638776779175,0.5011631846427917,0.2234036773443222,0.23846890032291412,0.20205146074295044,0.25814583897590637
affect,0.36426806449890137,0.2566799521446228,0.2316637486219406,0.314972460269928,0.20634213089942932,0.3070525825023651,0.157503142952919,0.1311575323343277,0.15983901917934418,0.26275068521499634
how,0.4852597713470459,0.2303963005542755,0.1512427031993866,0.33890387415885925,0.3132765293121338,0.2480744868516922,0.123964823782444,0.1126161515712738,0.18813064694404602,0.4024120569229126
european,0.2234036773443222,0.07706774026155472,0.25989091396331787,0.3423081040382385,0.2124764770269394,0.2507138252258301,0.9999998807907104,0.3571677803993225,0.17164482176303864,0.14560863375663757
union,0.23846890032291412,0.16860073804855347,0.15686382353305817,0.24421639740467072,0.20839111506938934,0.2642118036746979,0.3571677803993225,0.9999999403953552,0.19371826946735382,0.07797172665596008
law,0.20205146074295044,0.2180808186531067,0.1711473912000656,0.24548950791358948,0.37726420164108276,0.2816956341266632,0.17164482176303864,0.19371826946735382,1.0000001192092896,0.1528988480567932
is,0.4457404911518097,0.28724968433380127,0.21550270915031433,0.5823672413825989,0.15077199041843414,0.4854315221309662,0.16083641350269318,0.16997112333774567,0.18597714602947235,0.22961433231830597
interpreted,0.30924302339553833,0.2726348340511322,0.2970409691333771,0.26735278964042664,0.2873673439025879,0.22020648419857025,0.14655068516731262,0.19026589393615723,0.20483683049678802,0.22247080504894257
and,0.506277859210968,0.20907706022262573,0.25542938709259033,0.5171257257461548,0.23146027326583862,0.5116966962814331,0.24143946170806885,0.2594362497329712,0.254730761051178,0.20544172823429108
applies,0.3322681486606598,0.21336454153060913,0.2141815572977066,0.2765985429286957,0.3730439841747284,0.31259071826934814,0.254372239112854,0.1825864464044571,0.32963311672210693,0.3131009638309479
.,0.45942068099975586,0.24862751364707947,0.2569568455219269,0.5934505462646484,0.18409739434719086,0.5352458953857422,0.2095622420310974,0.23708370327949524,0.24482665956020355,0.4130953550338745
