,a,molecular,phylogeny,analysis,confirmed,that,cydippid,are,not,what,?
4,0.08102071285247803,0.005060527008026838,0.010649810545146465,-0.03904884308576584,0.10586477071046829,-0.04881570115685463,0.025636544451117516,-0.08760347217321396,-0.0563298724591732,-0.04324747622013092,0.010515431873500347
recently,0.2841660678386688,0.2450602799654007,0.25356727838516235,0.2249421626329422,0.3425939083099365,0.4045799970626831,0.26344814896583557,0.33520767092704773,0.3164161443710327,0.2653191089630127,0.18352322280406952
discovered,0.20319467782974243,0.3168413043022156,0.257971853017807,0.18827781081199646,0.3847537338733673,0.3047933280467987,0.28364938497543335,0.202674001455307,0.22524185478687286,0.19526781141757965,0.08452875912189484
ones,0.22843194007873535,0.13519012928009033,0.10167230665683746,0.17765632271766663,0.1470867544412613,0.4177267253398895,0.2802022099494934,0.557454526424408,0.39348965883255005,0.28536954522132874,0.28155767917633057
",",0.427140474319458,0.22274190187454224,0.20970962941646576,0.25410884618759155,0.18906112015247345,0.4137537479400635,0.24592694640159607,0.4062570035457611,0.3769696354866028,0.3087472915649414,0.31091248989105225
confirmed,0.21397903561592102,0.20019495487213135,0.2159806489944458,0.17511378228664398,1.0000001192092896,0.3167957365512848,0.20066308975219727,0.15771619975566864,0.2485879361629486,0.1880883276462555,0.20580808818340302
that,0.47537946701049805,0.2576657831668854,0.24001021683216095,0.34139660000801086,0.3167957365512848,1.0,0.3501744270324707,0.45265161991119385,0.6600887179374695,0.6297725439071655,0.32716336846351624
the,0.5829201340675354,0.23136529326438904,0.15788574516773224,0.24241644144058228,0.2951974868774414,0.5473989248275757,0.3269699513912201,0.40399202704429626,0.4310511648654938,0.42745697498321533,0.22068053483963013
cydippids,0.25175222754478455,0.3075663149356842,0.3700064718723297,0.27735599875450134,0.21232903003692627,0.31674885749816895,0.8655567765235901,0.35411837697029114,0.312296599149704,0.22088393568992615,0.217335045337677
are,0.265255331993103,0.2298266738653183,0.225007101893425,0.232616126537323,0.15771619975566864,0.45265161991119385,0.26190534234046936,1.0,0.46186959743499756,0.29724663496017456,0.24591213464736938
not,0.3791346549987793,0.20018215477466583,0.19872905313968658,0.19924885034561157,0.2485879361629486,0.6600887179374695,0.35090675950050354,0.46186959743499756,0.9999999403953552,0.5449194312095642,0.41942933201789856
monophyletic,0.21313835680484772,0.41915252804756165,0.6324633359909058,0.35881122946739197,0.19514751434326172,0.33878257870674133,0.39534592628479004,0.365886926651001,0.34159567952156067,0.2433047592639923,0.1779925376176834
and,0.3739250600337982,0.20816771686077118,0.1429300457239151,0.23574496805667877,0.20325973629951477,0.4731321930885315,0.2749423682689667,0.48576638102531433,0.39099299907684326,0.31309178471565247,0.20544172823429108
concluded,0.24187614023685455,0.2883460223674774,0.28452396392822266,0.4148721992969513,0.3997533321380615,0.376585453748703,0.24272730946540833,0.17746682465076447,0.3109171986579895,0.29084116220474243,0.13595789670944214
that,0.47537946701049805,0.2576657831668854,0.24001021683216095,0.34139660000801086,0.3167957365512848,1.0,0.3501744270324707,0.45265161991119385,0.6600887179374695,0.6297725439071655,0.32716336846351624
the,0.5829201340675354,0.23136529326438904,0.15788574516773224,0.24241644144058228,0.2951974868774414,0.5473989248275757,0.3269699513912201,0.40399202704429626,0.4310511648654938,0.42745697498321533,0.22068053483963013
last,0.2864423990249634,0.07033095508813858,0.1723785400390625,0.13129140436649323,0.2173164337873459,0.31652477383613586,0.295911967754364,0.16972362995147705,0.24076122045516968,0.23175878822803497,0.22371746599674225
common,0.29638534784317017,0.19747869670391083,0.1718904823064804,0.21016298234462738,0.019855543971061707,0.2786630392074585,0.274822860956192,0.3463647663593292,0.25485387444496155,0.19989867508411407,0.20434872806072235
ancestor,0.20844757556915283,0.2678597867488861,0.4385453462600708,0.20642590522766113,0.22107374668121338,0.2760840356349945,0.2986549437046051,0.20168296992778778,0.22305332124233246,0.16140799224376678,0.14805565774440765
of,0.5052502155303955,0.28562790155410767,0.1440945267677307,0.24679350852966309,0.24135258793830872,0.41498205065727234,0.293387770652771,0.39081433415412903,0.3307090103626251,0.33290785551071167,0.1826142966747284
modern,0.24361324310302734,0.20983387529850006,0.2072671800851822,0.2540680766105652,0.09780627489089966,0.24473170936107635,0.25507569313049316,0.21159417927265167,0.20307135581970215,0.2655639946460724,0.12475407868623734
ctenophores,0.25153061747550964,0.4332242012023926,0.46913042664527893,0.36025306582450867,0.15782670676708221,0.3005664348602295,0.5625914335250854,0.35426098108291626,0.3236076831817627,0.2505159080028534,0.2054179310798645
was,0.4508470594882965,0.16221734881401062,0.10729173570871353,0.19466719031333923,0.29274246096611023,0.33670201897621155,0.2616181969642639,0.3076191842556,0.2888734042644501,0.22111038863658905,0.18412111699581146
cydippid-like,0.30939531326293945,0.28702759742736816,0.3308202922344208,0.30195850133895874,0.1870570182800293,0.40024492144584656,0.9043830037117004,0.37220892310142517,0.37658002972602844,0.3179476261138916,0.26385825872421265
.,0.50484299659729,0.2511174976825714,0.2316819578409195,0.1780904233455658,0.21654154360294342,0.4460422694683075,0.3213472068309784,0.3452940285205841,0.4824007451534271,0.3567904531955719,0.4130953550338745
,a,molecular,phylogeny,analysis,confirmed,that,cydippid,are,not,what,?
richard,0.243032768368721,0.12097539752721786,0.2101946622133255,0.12799784541130066,0.15084730088710785,0.1658092886209488,0.19862933456897736,0.12684200704097748,0.17040537297725677,0.19329693913459778,0.15003317594528198
harbison,0.30372190475463867,0.19460934400558472,0.15172511339187622,0.20630015432834625,0.11916746199131012,0.2675684094429016,0.26530465483665466,0.26898449659347534,0.2314520627260208,0.24002602696418762,0.26825469732284546
's,0.04866964742541313,-0.04907036945223808,-0.008770841173827648,0.036056991666555405,-0.08550186455249786,0.04397977516055107,0.010161838494241238,-0.008927806280553341,0.002583299996331334,0.02692362666130066,-0.023395681753754616
purely,0.3435576558113098,0.2387217879295349,0.19152414798736572,0.39591214060783386,0.132160022854805,0.40757623314857483,0.24490685760974884,0.28092682361602783,0.3853027820587158,0.3422277569770813,0.20327743887901306
morphological,0.23975138366222382,0.4839927852153778,0.5359168648719788,0.5017118453979492,0.1802482157945633,0.3033788502216339,0.39581191539764404,0.35593461990356445,0.28043222427368164,0.2849840223789215,0.17089000344276428
analysis,0.26785340905189514,0.44257915019989014,0.4287545680999756,1.0000001192092896,0.17511378228664398,0.34139660000801086,0.2986840307712555,0.232616126537323,0.19924885034561157,0.2842639982700348,0.15352053940296173
in,0.539380669593811,0.23809398710727692,0.11026889085769653,0.19403725862503052,0.2745530903339386,0.435920387506485,0.23286697268486023,0.3841303884983063,0.3403114080429077,0.30808621644973755,0.20430970191955566
1985,-0.020555194467306137,0.1434563845396042,0.23955073952674866,0.15951639413833618,0.032594501972198486,0.0721283033490181,-0.03320329263806343,0.08711832016706467,0.04504571482539177,0.07759413868188858,-0.03005216084420681
concluded,0.24187614023685455,0.2883460223674774,0.28452396392822266,0.4148721992969513,0.3997533321380615,0.376585453748703,0.24272730946540833,0.17746682465076447,0.3109171986579895,0.29084116220474243,0.13595789670944214
that,0.47537946701049805,0.2576657831668854,0.24001021683216095,0.34139660000801086,0.3167957365512848,1.0,0.3501744270324707,0.45265161991119385,0.6600887179374695,0.6297725439071655,0.32716336846351624
the,0.5829201340675354,0.23136529326438904,0.15788574516773224,0.24241644144058228,0.2951974868774414,0.5473989248275757,0.3269699513912201,0.40399202704429626,0.4310511648654938,0.42745697498321533,0.22068053483963013
cydippids,0.25175222754478455,0.3075663149356842,0.3700064718723297,0.27735599875450134,0.21232903003692627,0.31674885749816895,0.8655567765235901,0.35411837697029114,0.312296599149704,0.22088393568992615,0.217335045337677
are,0.265255331993103,0.2298266738653183,0.225007101893425,0.232616126537323,0.15771619975566864,0.45265161991119385,0.26190534234046936,1.0,0.46186959743499756,0.29724663496017456,0.24591213464736938
not,0.3791346549987793,0.20018215477466583,0.19872905313968658,0.19924885034561157,0.2485879361629486,0.6600887179374695,0.35090675950050354,0.46186959743499756,0.9999999403953552,0.5449194312095642,0.41942933201789856
monophyletic,0.21313835680484772,0.41915252804756165,0.6324633359909058,0.35881122946739197,0.19514751434326172,0.33878257870674133,0.39534592628479004,0.365886926651001,0.34159567952156067,0.2433047592639923,0.1779925376176834
",",0.427140474319458,0.22274190187454224,0.20970962941646576,0.25410884618759155,0.18906112015247345,0.4137537479400635,0.24592694640159607,0.4062570035457611,0.3769696354866028,0.3087472915649414,0.31091248989105225
in,0.539380669593811,0.23809398710727692,0.11026889085769653,0.19403725862503052,0.2745530903339386,0.435920387506485,0.23286697268486023,0.3841303884983063,0.3403114080429077,0.30808621644973755,0.20430970191955566
other,0.2806335389614105,0.21163402497768402,0.1914515495300293,0.22265097498893738,0.22196079790592194,0.5570666193962097,0.279071569442749,0.5932393670082092,0.4341118037700653,0.341873437166214,0.24682199954986572
words,0.32116660475730896,0.17934317886829376,0.18792451918125153,0.1828818917274475,0.08490706980228424,0.3719562590122223,0.20016956329345703,0.27760887145996094,0.30803123116493225,0.3355468809604645,0.27074310183525085
do,0.26237669587135315,0.15854030847549438,0.2130814641714096,0.15965881943702698,0.16018567979335785,0.44533252716064453,0.27038437128067017,0.41111594438552856,0.6619802713394165,0.4609605669975281,0.4093979299068451
not,0.3791346549987793,0.20018215477466583,0.19872905313968658,0.19924885034561157,0.2485879361629486,0.6600887179374695,0.35090675950050354,0.46186959743499756,0.9999999403953552,0.5449194312095642,0.41942933201789856
contain,0.23510922491550446,0.2899831533432007,0.2084258794784546,0.25614356994628906,0.19580484926700592,0.36020758748054504,0.26850512623786926,0.5326977372169495,0.39340853691101074,0.1832355558872223,0.18853069841861725
all,0.2696802616119385,0.17481055855751038,0.20894552767276764,0.17325997352600098,0.21504533290863037,0.53305584192276,0.2638150453567505,0.5343062281608582,0.4974499046802521,0.41981086134910583,0.29575422406196594
and,0.3739250600337982,0.20816771686077118,0.1429300457239151,0.23574496805667877,0.20325973629951477,0.4731321930885315,0.2749423682689667,0.48576638102531433,0.39099299907684326,0.31309178471565247,0.20544172823429108
only,0.47549712657928467,0.18812455236911774,0.1566765308380127,0.21901646256446838,0.2591538429260254,0.6004067063331604,0.29520702362060547,0.4533037543296814,0.5868885517120361,0.41415658593177795,0.2767370045185089
the,0.5829201340675354,0.23136529326438904,0.15788574516773224,0.24241644144058228,0.2951974868774414,0.5473989248275757,0.3269699513912201,0.40399202704429626,0.4310511648654938,0.42745697498321533,0.22068053483963013
descendants,0.18211735785007477,0.20993612706661224,0.33912140130996704,0.21844691038131714,0.21471427381038666,0.2553356885910034,0.28096291422843933,0.2559800446033478,0.2142058163881302,0.16656607389450073,0.10391592979431152
of,0.5052502155303955,0.28562790155410767,0.1440945267677307,0.24679350852966309,0.24135258793830872,0.41498205065727234,0.293387770652771,0.39081433415412903,0.3307090103626251,0.33290785551071167,0.1826142966747284
a,1.0,0.2225467711687088,0.13830524682998657,0.26785340905189514,0.21397903561592102,0.47537946701049805,0.30327486991882324,0.265255331993103,0.3791346549987793,0.3320399522781372,0.23916715383529663
single,0.3884310722351074,0.14915688335895538,0.20032963156700134,0.18737493455410004,0.200642392039299,0.2703927755355835,0.20331601798534393,0.2179369032382965,0.27701905369758606,0.24458327889442444,0.2151121199131012
common,0.29638534784317017,0.19747869670391083,0.1718904823064804,0.21016298234462738,0.019855543971061707,0.2786630392074585,0.274822860956192,0.3463647663593292,0.25485387444496155,0.19989867508411407,0.20434872806072235
ancestor,0.20844757556915283,0.2678597867488861,0.4385453462600708,0.20642590522766113,0.22107374668121338,0.2760840356349945,0.2986549437046051,0.20168296992778778,0.22305332124233246,0.16140799224376678,0.14805565774440765
that,0.47537946701049805,0.2576657831668854,0.24001021683216095,0.34139660000801086,0.3167957365512848,1.0,0.3501744270324707,0.45265161991119385,0.6600887179374695,0.6297725439071655,0.32716336846351624
was,0.4508470594882965,0.16221734881401062,0.10729173570871353,0.19466719031333923,0.29274246096611023,0.33670201897621155,0.2616181969642639,0.3076191842556,0.2888734042644501,0.22111038863658905,0.18412111699581146
itself,0.4065200984477997,0.19753305613994598,0.16801989078521729,0.19682972133159637,0.15805675089359283,0.45691362023353577,0.2593899965286255,0.23437081277370453,0.3859366476535797,0.3625122308731079,0.17933900654315948
a,1.0,0.2225467711687088,0.13830524682998657,0.26785340905189514,0.21397903561592102,0.47537946701049805,0.30327486991882324,0.265255331993103,0.3791346549987793,0.3320399522781372,0.23916715383529663
cydippid,0.30327486991882324,0.30587226152420044,0.374485582113266,0.2986840307712555,0.20066308975219727,0.3501744270324707,1.0000001192092896,0.26190534234046936,0.35090675950050354,0.2701593041419983,0.2854539453983307
.,0.50484299659729,0.2511174976825714,0.2316819578409195,0.1780904233455658,0.21654154360294342,0.4460422694683075,0.3213472068309784,0.3452940285205841,0.4824007451534271,0.3567904531955719,0.4130953550338745
