,what,type,of,turing,machine,can,be,characterized,by,checking,multiple,possibilities,at,the,same,time,?
branch,0.1792319416999817,0.12674732506275177,0.23972897231578827,0.1567673683166504,0.1560819298028946,0.09990379959344864,0.11228202283382416,0.11604311317205429,0.13618141412734985,0.11237876862287521,0.1090204045176506,0.16467413306236267,0.13308563828468323,0.2630956768989563,0.11904994398355484,0.13172248005867004,0.10474635660648346
out,0.3633197546005249,0.18749801814556122,0.34176841378211975,0.21538808941841125,0.21156452596187592,0.33329886198043823,0.3626708686351776,0.16607169806957245,0.29497629404067993,0.29695039987564087,0.22672924399375916,0.23887957632541656,0.2881071865558624,0.39404502511024475,0.2890453636646271,0.25965559482574463,0.22020699083805084
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.22095461189746857,0.1634126603603363,0.4979398250579834,0.4972836375236511,0.2198610156774521,0.33534231781959534,0.2554117441177368,0.2663446366786957,0.33828020095825195,0.36524343490600586,0.535392165184021,0.3205692768096924,0.3679993152618408,0.29463258385658264
check,0.4061378240585327,0.21416793763637543,0.19366183876991272,0.251496285200119,0.22673502564430237,0.3924252986907959,0.3949551284313202,0.10690737515687943,0.16834001243114471,0.7642421722412109,0.32547497749328613,0.3250848948955536,0.21294403076171875,0.26274681091308594,0.2584800720214844,0.25379711389541626,0.39389175176620483
many,0.36131182312965393,0.19664129614830017,0.37253960967063904,0.29928943514823914,0.21436738967895508,0.4275496006011963,0.3961109519004822,0.3097083866596222,0.3409687578678131,0.27023452520370483,0.3714943826198578,0.3357895612716675,0.2716965675354004,0.4335206151008606,0.3821374177932739,0.3523001968860626,0.2124512493610382
different,0.39262300729751587,0.32853832840919495,0.3747533857822418,0.21295781433582306,0.22918690741062164,0.4908648133277893,0.3756779432296753,0.3228053152561188,0.2739490568637848,0.2460014969110489,0.4095596671104431,0.3566449284553528,0.27290254831314087,0.36412742733955383,0.5916512608528137,0.34340640902519226,0.24476227164268494
possibilities,0.3210560381412506,0.2522338330745697,0.23152567446231842,0.26771119236946106,0.23836089670658112,0.3414638340473175,0.39080312848091125,0.2910422384738922,0.1779060959815979,0.36966171860694885,0.26838427782058716,1.0,0.14472806453704834,0.2500000596046448,0.30614739656448364,0.31910964846611023,0.2855835258960724
at,0.2838611304759979,0.15147243440151215,0.42558613419532776,0.15729951858520508,0.13893967866897583,0.16641086339950562,0.30379733443260193,0.10057102888822556,0.2368064820766449,0.17929692566394806,0.1886529177427292,0.14472806453704834,1.0,0.457212895154953,0.32705798745155334,0.3956010341644287,0.21978627145290375
once,0.38428619503974915,0.13475793600082397,0.2879956364631653,0.25072214007377625,0.1661515235900879,0.36088305711746216,0.41816776990890503,0.22987309098243713,0.31361207365989685,0.24881631135940552,0.2399936467409134,0.2315143346786499,0.27672383189201355,0.4227895736694336,0.3837756812572479,0.48430708050727844,0.17750471830368042
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.19254323840141296,0.20798662304878235,0.35783761739730835,0.4383580684661865,0.20198658108711243,0.3936232924461365,0.25793763995170593,0.19866929948329926,0.2150753140449524,0.4549728035926819,0.5934505462646484,0.3682591915130615,0.371569961309433,0.4130953550338745
