,who,did,a,morphologically,analysis,in,1985,that,concluded,cydippids,are,not,monophyletic,?
ancestor,0.2735500633716583,0.20293964445590973,0.20844757556915283,0.36081427335739136,0.20642590522766113,0.19040212035179138,0.11941807717084885,0.2760840356349945,0.22956770658493042,0.3615250289440155,0.20168296992778778,0.22305332124233246,0.462643027305603,0.14805565774440765
also,0.47919341921806335,0.39334940910339355,0.5149940252304077,0.2810654640197754,0.25987404584884644,0.5073733329772949,0.03977053984999657,0.6005857586860657,0.18065260350704193,0.315749853849411,0.4565894305706024,0.4917296767234802,0.19635677337646484,0.21848613023757935
resembled,0.1765519380569458,0.2345329076051712,0.2588762044906616,0.48316359519958496,0.22438931465148926,0.19273975491523743,0.058883678168058395,0.34643739461898804,0.3503097891807556,0.3858673572540283,0.2789219319820404,0.27220383286476135,0.32804733514785767,0.07765495032072067
cydippids,0.2745803892612457,0.2332088053226471,0.25175222754478455,0.454756498336792,0.27735599875450134,0.2579038143157959,0.060394831001758575,0.31674885749816895,0.22461223602294922,1.0,0.35411837697029114,0.312296599149704,0.44820016622543335,0.217335045337677
",",0.3365725874900818,0.3015086054801941,0.427140474319458,0.22953486442565918,0.25410884618759155,0.5201468467712402,0.10430982708930969,0.4137537479400635,0.2610151171684265,0.2807892858982086,0.4062570035457611,0.3769696354866028,0.1819140911102295,0.31091248989105225
having,0.4130314290523529,0.3157401978969574,0.3929923176765442,0.28305885195732117,0.17141808569431305,0.32022708654403687,0.029007064178586006,0.4370327591896057,0.24510523676872253,0.21815626323223114,0.3686100244522095,0.45144879817962646,0.19156697392463684,0.22418256103992462
an,0.2848317325115204,0.22598257660865784,0.44552403688430786,0.23511222004890442,0.18154343962669373,0.2605783939361572,0.005915135145187378,0.365763783454895,0.23598849773406982,0.15091872215270996,0.1556541919708252,0.3722182512283325,0.1468210220336914,0.19793890416622162
egg-shaped,0.15318766236305237,0.21235883235931396,0.36598119139671326,0.43138766288757324,0.2225668579339981,0.22130583226680756,0.04620996490120888,0.3003721833229065,0.26312097907066345,0.4014110565185547,0.2641546428203583,0.26147279143333435,0.30983659625053406,0.11325749009847641
body,0.2087378203868866,0.17681342363357544,0.26263290643692017,0.2937873303890228,0.14943170547485352,0.2549867033958435,0.014895168133080006,0.32291916012763977,0.1307850331068039,0.2999037504196167,0.2451179027557373,0.2930580973625183,0.17193835973739624,0.20136451721191406
and,0.41279885172843933,0.34479495882987976,0.3739250600337982,0.28562459349632263,0.23574496805667877,0.4954058527946472,0.10228481888771057,0.4731321930885315,0.20419281721115112,0.3117515742778778,0.48576638102531433,0.39099299907684326,0.1760072410106659,0.20544172823429108
a,0.36608949303627014,0.2552328109741211,1.0,0.2488657832145691,0.26785340905189514,0.539380669593811,-0.020555194467306137,0.47537946701049805,0.24187614023685455,0.25175222754478455,0.265255331993103,0.3791346549987793,0.21313835680484772,0.23916715383529663
pair,0.19750306010246277,0.1136297881603241,0.3077886998653412,0.2845509648323059,0.12377695739269257,0.19120758771896362,-0.020619792863726616,0.2777472734451294,0.2443789541721344,0.3130885362625122,0.3115881681442261,0.20962975919246674,0.2887638807296753,0.11695868521928787
of,0.2827862501144409,0.2513895630836487,0.5052502155303955,0.2641473114490509,0.24679350852966309,0.5696388483047485,0.01818043366074562,0.41498205065727234,0.29793640971183777,0.2979815900325775,0.39081433415412903,0.3307090103626251,0.18571923673152924,0.1826142966747284
retractable,0.16876369714736938,0.15232700109481812,0.3306497633457184,0.41313979029655457,0.24205423891544342,0.17878380417823792,0.04290618747472763,0.3060601055622101,0.2612808644771576,0.3503369390964508,0.26111865043640137,0.33133459091186523,0.32303857803344727,0.19423192739486694
tentacles,0.1968076229095459,0.10777673870325089,0.22963744401931763,0.36199647188186646,0.14725498855113983,0.12050669640302658,0.13531935214996338,0.2598695456981659,0.20652829110622406,0.5143322944641113,0.3209848701953888,0.2661753296852112,0.3751169443130493,0.15145425498485565
.,0.3541337847709656,0.35288307070732117,0.50484299659729,0.2204492688179016,0.1780904233455658,0.5591574311256409,0.026657486334443092,0.4460422694683075,0.20908193290233612,0.2866429090499878,0.3452940285205841,0.4824007451534271,0.16418135166168213,0.4130953550338745
