,which,of,temüjin,'s,childhood,friends,did,toghrul,suggest,he,also,enlist,?
",",0.3658004403114319,0.4946078956127167,0.3484273850917816,-0.0016132977325469255,0.20669730007648468,0.24699902534484863,0.3015086054801941,0.38870057463645935,0.2924377918243408,0.40251094102859497,0.4717654287815094,0.2125173658132553,0.31091248989105225
toghrul,0.3100932538509369,0.32596123218536377,0.3945753872394562,0.1209915354847908,0.18710696697235107,0.19800369441509247,0.1954176276922226,0.9999998807907104,0.19912780821323395,0.2693522870540619,0.3532174527645111,0.22122937440872192,0.24630779027938843
offered,0.2093406319618225,0.2674071192741394,0.2706757187843323,0.008031184785068035,0.06311973929405212,0.23505361378192902,0.40334975719451904,0.21576635539531708,0.20040853321552277,0.3115426003932953,0.26309582591056824,0.21337153017520905,0.22244536876678467
his,0.32283493876457214,0.38364991545677185,0.4682264029979706,0.047556519508361816,0.4562116265296936,0.4035208821296692,0.3546801507472992,0.22943545877933502,0.17826274037361145,0.7171558737754822,0.38173818588256836,0.34588566422462463,0.18075084686279297
vassal,0.22558718919754028,0.29345226287841797,0.4159225523471832,0.010532396845519543,0.19967876374721527,0.18075574934482574,0.17756983637809753,0.28821858763694763,0.13343189656734467,0.22174273431301117,0.23249365389347076,0.23197808861732483,0.11192825436592102
"20,000",0.24780674278736115,0.32472333312034607,0.2968028485774994,0.06209534779191017,0.18975061178207397,0.14171668887138367,0.17574962973594666,0.30169588327407837,0.10402028262615204,0.19350899755954742,0.2517719864845276,0.098021000623703,0.10352851450443268
of,0.5011631846427917,1.0,0.378805011510849,-0.03817026689648628,0.26336896419525146,0.17168934643268585,0.2513895630836487,0.32596123218536377,0.28071948885917664,0.38706058263778687,0.4924938678741455,0.1612742692232132,0.1826142966747284
his,0.32283493876457214,0.38364991545677185,0.4682264029979706,0.047556519508361816,0.4562116265296936,0.4035208821296692,0.3546801507472992,0.22943545877933502,0.17826274037361145,0.7171558737754822,0.38173818588256836,0.34588566422462463,0.18075084686279297
keraite,0.3440803587436676,0.3414122760295868,0.45074760913848877,0.06373780965805054,0.1909199208021164,0.21316683292388916,0.24986934661865234,0.45995989441871643,0.24662069976329803,0.2590888738632202,0.3835481107234955,0.08635640889406204,0.23286446928977966
warriors,0.17206400632858276,0.1841460019350052,0.31508776545524597,0.04229037091135979,0.11701971292495728,0.257233589887619,0.19582636654376984,0.18616759777069092,0.1627034842967987,0.2082919180393219,0.22774700820446014,0.2037062793970108,0.10605888813734055
and,0.506277859210968,0.5116966962814331,0.3789469599723816,0.06895173341035843,0.2242661565542221,0.3389349579811096,0.34479495882987976,0.3432293236255646,0.30183184146881104,0.45427167415618896,0.5755972862243652,0.1986185610294342,0.20544172823429108
suggested,0.26930686831474304,0.29373469948768616,0.25567373633384705,-0.03879263624548912,0.13944244384765625,0.20180238783359528,0.36875683069229126,0.15857574343681335,0.7531330585479736,0.1950545758008957,0.3168129026889801,0.17864245176315308,0.2549840807914734
that,0.6894589066505432,0.41498205065727234,0.4035418629646301,0.04397977516055107,0.1903056651353836,0.2521326243877411,0.47518548369407654,0.2570771872997284,0.4803828001022339,0.36068853735923767,0.6005857586860657,0.15741968154907227,0.32716336846351624
he,0.3415409028530121,0.38706058263778687,0.44463157653808594,0.024063590914011,0.37838423252105713,0.34287571907043457,0.3292143940925598,0.2693522870540619,0.1477985978126526,1.0000001192092896,0.4735357165336609,0.33100730180740356,0.2089974731206894
also,0.6566565632820129,0.4924938678741455,0.4113709032535553,-0.0014726108638569713,0.2745389938354492,0.3149431347846985,0.39334940910339355,0.3532174527645111,0.30178532004356384,0.4735357165336609,1.0000001192092896,0.14316071569919586,0.21848613023757935
involve,0.3102184236049652,0.29347991943359375,0.16491515934467316,-0.04259500280022621,0.17721201479434967,0.15008530020713806,0.20440374314785004,0.1469123661518097,0.34306642413139343,0.12928660213947296,0.28575435280799866,0.12640380859375,0.21596334874629974
his,0.32283493876457214,0.38364991545677185,0.4682264029979706,0.047556519508361816,0.4562116265296936,0.4035208821296692,0.3546801507472992,0.22943545877933502,0.17826274037361145,0.7171558737754822,0.38173818588256836,0.34588566422462463,0.18075084686279297
childhood,0.1517316848039627,0.26336896419525146,0.33414527773857117,0.04324875771999359,1.0,0.34651243686676025,0.17465099692344666,0.18710696697235107,0.13081081211566925,0.37838423252105713,0.2745389938354492,0.24852527678012848,0.11606396734714508
friend,0.18095779418945312,0.13773126900196075,0.2848464548587799,0.11368956416845322,0.3924321234226227,0.7753452062606812,0.1877204179763794,0.19565261900424957,0.12003222852945328,0.39985769987106323,0.29249635338783264,0.27617886662483215,0.12953594326972961
jamukha,0.2822272479534149,0.2439788281917572,0.48555630445480347,0.04738704860210419,0.25821951031684875,0.18390335142612457,0.15834690630435944,0.5632452368736267,0.170089989900589,0.25441938638687134,0.3011796474456787,0.20927606523036957,0.20055611431598663
",",0.3658004403114319,0.4946078956127167,0.3484273850917816,-0.0016132977325469255,0.20669730007648468,0.24699902534484863,0.3015086054801941,0.38870057463645935,0.2924377918243408,0.40251094102859497,0.4717654287815094,0.2125173658132553,0.31091248989105225
who,0.3688730001449585,0.2827862501144409,0.416724294424057,0.05599616840481758,0.2536155581474304,0.41548532247543335,0.34038686752319336,0.21635739505290985,0.24237313866615295,0.5500732064247131,0.47919341921806335,0.35406678915023804,0.26220351457595825
had,0.3188965916633606,0.37755560874938965,0.4177429676055908,-0.004401352722197771,0.3067299425601959,0.2928301692008972,0.540525496006012,0.19209574162960052,0.2980760335922241,0.43657350540161133,0.4027194678783417,0.2617937922477722,0.20728366076946259
himself,0.25621819496154785,0.17862990498542786,0.34724941849708557,-0.025549961254000664,0.23362281918525696,0.35560762882232666,0.31494221091270447,0.15707510709762573,0.11117126047611237,0.5015478134155273,0.2592962086200714,0.29894140362739563,0.10407622903585434
become,0.31449273228645325,0.31678006052970886,0.29243889451026917,-0.06629510223865509,0.24087339639663696,0.2173660397529602,0.2625269889831543,0.18283438682556152,0.22484320402145386,0.34560438990592957,0.3522845208644867,0.19712737202644348,0.19511328637599945
khan,0.19211235642433167,0.17124508321285248,0.5100751519203186,0.05307086929678917,0.14365854859352112,0.10220173746347427,0.155345618724823,0.4207839071750641,0.08981470763683319,0.24136358499526978,0.21398134529590607,0.2089875191450119,0.12862591445446014
(,0.2589828372001648,0.35032153129577637,0.2132648229598999,0.0012731997994706035,0.11620461195707321,0.12925593554973602,0.18979617953300476,0.33029231429100037,0.21362820267677307,0.21137313544750214,0.2962331771850586,0.13440777361392975,0.40561532974243164
ruler,0.157684326171875,0.28001952171325684,0.4753109812736511,0.054567307233810425,0.11985605955123901,0.15590877830982208,0.19686377048492432,0.3811146020889282,0.10693604499101639,0.2124977558851242,0.17967326939105988,0.1888396143913269,0.14533701539039612
),0.2758678197860718,0.3680361211299896,0.23526804149150848,0.021107977256178856,0.1259903609752655,0.15549737215042114,0.18584993481636047,0.3450963497161865,0.2209397256374359,0.24215729534626007,0.32058730721473694,0.14936362206935883,0.42300865054130554
of,0.5011631846427917,1.0,0.378805011510849,-0.03817026689648628,0.26336896419525146,0.17168934643268585,0.2513895630836487,0.32596123218536377,0.28071948885917664,0.38706058263778687,0.4924938678741455,0.1612742692232132,0.1826142966747284
his,0.32283493876457214,0.38364991545677185,0.4682264029979706,0.047556519508361816,0.4562116265296936,0.4035208821296692,0.3546801507472992,0.22943545877933502,0.17826274037361145,0.7171558737754822,0.38173818588256836,0.34588566422462463,0.18075084686279297
own,0.3863328993320465,0.3269667625427246,0.30216312408447266,-0.0030622677877545357,0.18097220361232758,0.33396053314208984,0.34475913643836975,0.2550940215587616,0.24489998817443848,0.26108258962631226,0.36576277017593384,0.1430542767047882,0.1937696635723114
tribe,0.18090566992759705,0.22602348029613495,0.40159136056900024,0.067699134349823,0.096611887216568,0.22370854020118713,0.13854432106018066,0.3389265537261963,0.23971502482891083,0.16535893082618713,0.21427664160728455,0.19742810726165771,0.11037874221801758
",",0.3658004403114319,0.4946078956127167,0.3484273850917816,-0.0016132977325469255,0.20669730007648468,0.24699902534484863,0.3015086054801941,0.38870057463645935,0.2924377918243408,0.40251094102859497,0.4717654287815094,0.2125173658132553,0.31091248989105225
the,0.6521818041801453,0.733189046382904,0.43713900446891785,-0.01540423184633255,0.21581587195396423,0.2185121476650238,0.34736719727516174,0.3152857720851898,0.2682655155658722,0.4571082592010498,0.6021018624305725,0.19234661757946014,0.22068053483963013
jadaran,0.24515405297279358,0.23214681446552277,0.43639126420021057,0.03309958055615425,0.2622576057910919,0.2554801106452942,0.1498384326696396,0.48066291213035583,0.1541195809841156,0.2722676694393158,0.3091288208961487,0.16164939105510712,0.20628993213176727
.,0.45942068099975586,0.5352458953857422,0.31788840889930725,-0.003708066651597619,0.21554431319236755,0.23601025342941284,0.35288307070732117,0.336329847574234,0.23171280324459076,0.38061028718948364,0.49166762828826904,0.19406209886074066,0.4130953550338745
