,when,was,the,ability,to,use,radioactive,isotopes,to,date,rock,formations,developed,?
by,0.4376842677593231,0.4752357602119446,0.4408751428127289,0.18000270426273346,0.33534231781959534,0.21048003435134888,0.19228366017341614,0.1493818759918213,0.33534231781959534,0.1930214762687683,0.20411992073059082,0.1726715862751007,0.2796236276626587,0.17966607213020325
the,0.5091903209686279,0.48711544275283813,1.0,0.24997951090335846,0.535392165184021,0.34342584013938904,0.1904602199792862,0.16556376218795776,0.535392165184021,0.25333094596862793,0.23786304891109467,0.3201930522918701,0.24490751326084137,0.22068053483963013
ability,0.3003373444080353,0.11905787140130997,0.24997951090335846,0.9999998807907104,0.401883065700531,0.41006767749786377,0.16509941220283508,0.20384451746940613,0.401883065700531,0.11967195570468903,0.14069201052188873,0.23773464560508728,0.21630045771598816,0.1955445408821106
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.401883065700531,1.0,0.47261837124824524,0.186420276761055,0.19722899794578552,1.0,0.2530132532119751,0.22657817602157593,0.2386225163936615,0.19491806626319885,0.29463258385658264
obtain,0.2203090339899063,0.11268938332796097,0.21407602727413177,0.3309345841407776,0.34578439593315125,0.39331045746803284,0.17149357497692108,0.1857522577047348,0.34578439593315125,0.1394134759902954,0.12804752588272095,0.24147219955921173,0.08057016134262085,0.15655191242694855
accurate,0.2408793419599533,0.20578055083751678,0.22281034290790558,0.27719447016716003,0.31596043705940247,0.35451504588127136,0.2585396468639374,0.2718932628631592,0.31596043705940247,0.23419490456581116,0.08609796315431595,0.3064729869365692,0.23896946012973785,0.275799959897995
absolute,0.26889339089393616,0.16923728585243225,0.26488861441612244,0.2821953296661377,0.26245933771133423,0.2384168952703476,0.25160592794418335,0.25603368878364563,0.26245933771133423,0.13171128928661346,0.13682039082050323,0.14522315561771393,0.13633471727371216,0.22724391520023346
dates,0.22044897079467773,0.23610089719295502,0.3088380992412567,0.08863760530948639,0.2791856825351715,0.2959774136543274,0.17706479132175446,0.20604771375656128,0.2791856825351715,0.7372534275054932,0.16159214079380035,0.36641791462898254,0.18319642543792725,0.2331625074148178
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.401883065700531,1.0,0.47261837124824524,0.186420276761055,0.19722899794578552,1.0,0.2530132532119751,0.22657817602157593,0.2386225163936615,0.19491806626319885,0.29463258385658264
geologic,0.19378899037837982,0.16818854212760925,0.27847176790237427,0.08421618491411209,0.20693983137607574,0.20451313257217407,0.3014357388019562,0.3465733528137207,0.20693983137607574,0.21365180611610413,0.34717854857444763,0.46948763728141785,0.17486102879047394,0.18781805038452148
events,0.22676362097263336,0.19392384588718414,0.3102840185165405,0.1981363594532013,0.22643153369426727,0.17329375445842743,0.13060922920703888,0.16623283922672272,0.22643153369426727,0.19804160296916962,0.17671455442905426,0.3257472515106201,0.14163240790367126,0.09835197776556015
using,0.4100514352321625,0.18766598403453827,0.28364112973213196,0.35225075483322144,0.3678804934024811,0.7256444692611694,0.20793579518795013,0.22983883321285248,0.3678804934024811,0.2148745357990265,0.18912139534950256,0.23642098903656006,0.2976972460746765,0.2804589569568634
radioactive,0.27548447251319885,0.17661269009113312,0.1904602199792862,0.16509941220283508,0.186420276761055,0.22134165465831757,0.9999999403953552,0.7159970998764038,0.186420276761055,0.1794893741607666,0.18970568478107452,0.2590143382549286,0.1655975729227066,0.18001475930213928
isotopes,0.22739730775356293,0.15146461129188538,0.16556376218795776,0.20384451746940613,0.19722899794578552,0.274973601102829,0.7159970998764038,1.0,0.19722899794578552,0.18486258387565613,0.17982587218284607,0.2938603460788727,0.2068224847316742,0.1561429351568222
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.2697578966617584,0.48971283435821533,0.34145063161849976,0.20245471596717834,0.21556945145130157,0.48971283435821533,0.21585220098495483,0.2808155119419098,0.30350422859191895,0.25542938709259033,0.20544172823429108
other,0.34102705121040344,0.14651623368263245,0.44152235984802246,0.296373188495636,0.4193183183670044,0.389494389295578,0.22035877406597137,0.22151608765125275,0.4193183183670044,0.15166617929935455,0.22192974388599396,0.31444063782691956,0.22444479167461395,0.24682199954986572
methods,0.2457519769668579,0.14376403391361237,0.22011874616146088,0.3553725481033325,0.2978132367134094,0.4577890932559967,0.3546471893787384,0.3807825446128845,0.2978132367134094,0.2369466871023178,0.12232524156570435,0.37696558237075806,0.34723109006881714,0.19441695511341095
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.22488819062709808,0.4645031690597534,0.3711656630039215,0.22110705077648163,0.2755253314971924,0.4645031690597534,0.2508279085159302,0.24835698306560516,0.2616509795188904,0.2569568455219269,0.4130953550338745
