,what,type,of,defense,is,sometimes,used,in,court,by,protestors,?
judge,0.30616456270217896,0.0793052688241005,0.18874549865722656,0.20924411714076996,0.25163978338241577,0.10472539812326431,0.06290054321289062,0.2260766327381134,0.5507524609565735,0.19479994475841522,0.1448889672756195,0.1870231032371521
instructed,0.26584240794181824,0.14479953050613403,0.19590458273887634,0.15605242550373077,0.12444961071014404,0.19404636323451996,0.28433045744895935,0.2292570322751999,0.14092189073562622,0.24761424958705902,0.12001524865627289,0.1519833505153656
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2604767382144928,0.5823672413825989,0.35816407203674316,0.3718377649784088,0.6662389636039734,0.2812081575393677,0.4408751428127289,0.26876604557037354,0.22068053483963013
jury,0.25320306420326233,0.15102353692054749,0.20099924504756927,0.22569915652275085,0.21975070238113403,0.15282948315143585,0.09362570196390152,0.2507478892803192,0.48815980553627014,0.16628579795360565,0.16469453275203705,0.2145031988620758
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.22797247767448425,0.42745086550712585,0.4055429697036743,0.40058770775794983,0.45010748505592346,0.24824365973472595,0.33534231781959534,0.24106860160827637,0.29463258385658264
disregard,0.35821324586868286,0.13391847908496857,0.21952959895133972,0.29104894399642944,0.17699748277664185,0.1665213406085968,0.1627933382987976,0.1692579835653305,0.26133066415786743,0.19643832743167877,0.2846064567565918,0.2869042456150055
his,0.26976513862609863,0.0908033698797226,0.38364991545677185,0.22809889912605286,0.24372583627700806,0.1898796707391739,0.20492680370807648,0.3598145842552185,0.25545522570610046,0.3107621967792511,0.2406867891550064,0.18075084686279297
competing,0.24616995453834534,0.20508794486522675,0.19861507415771484,0.19887994229793549,0.16857708990573883,0.18338671326637268,0.22002874314785004,0.24096709489822388,0.09296489506959915,0.1606784611940384,0.20515283942222595,0.1428171843290329
harms,0.29550132155418396,0.19127652049064636,0.2273760288953781,0.27293792366981506,0.2321617603302002,0.28395527601242065,0.24230018258094788,0.14961108565330505,0.11323648691177368,0.24254319071769714,0.165129154920578,0.31347382068634033
defense,0.193815678358078,0.08741898089647293,0.27720823884010315,1.0,0.17166511714458466,0.12673038244247437,0.15247806906700134,0.20235490798950195,0.20633919537067413,0.19176916778087616,0.2078467756509781,0.21935760974884033
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.21538467705249786,0.4691906273365021,0.26600122451782227,0.3120402991771698,0.5201468467712402,0.24410836398601532,0.3680937886238098,0.26103949546813965,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.20962949097156525,0.3859752118587494,0.35151126980781555,0.3150506615638733,0.4954058527946472,0.22896502912044525,0.4289871156215668,0.23621846735477448,0.20544172823429108
he,0.3114890456199646,0.11091722548007965,0.38706058263778687,0.25844690203666687,0.36230841279029846,0.23116429150104523,0.17024852335453033,0.41690486669540405,0.3171530067920685,0.2485479861497879,0.25384634733200073,0.2089974731206894
was,0.22111038863658905,0.14348182082176208,0.4069072902202606,0.2295428365468979,0.5810302495956421,0.20651423931121826,0.23679393529891968,0.45514053106307983,0.2737988233566284,0.4752357602119446,0.27480509877204895,0.18412111699581146
found,0.1796332150697708,0.17831085622310638,0.2982911467552185,0.10245750844478607,0.3526395261287689,0.222886860370636,0.31508201360702515,0.39141854643821716,0.1475227177143097,0.17248263955116272,0.10224185883998871,0.16790300607681274
guilty,0.2844175100326538,0.07153806835412979,0.15539902448654175,0.21522898972034454,0.17789146304130554,0.13446751236915588,0.1030111163854599,0.21519289910793304,0.4122660756111145,0.17757034301757812,0.25962939858436584,0.17103199660778046
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.26610422134399414,0.4569662809371948,0.24956031143665314,0.33111312985420227,0.5591574311256409,0.2742154598236084,0.3936232924461365,0.23522040247917175,0.4130953550338745
,what,type,of,defense,is,sometimes,used,in,court,by,protestors,?
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2604767382144928,0.5823672413825989,0.35816407203674316,0.3718377649784088,0.6662389636039734,0.2812081575393677,0.4408751428127289,0.26876604557037354,0.22068053483963013
necessity,0.3584839403629303,0.20525021851062775,0.29507577419281006,0.22291025519371033,0.22375617921352386,0.3071694076061249,0.3320845663547516,0.2330874502658844,0.17438699305057526,0.19561810791492462,0.20197659730911255,0.20659345388412476
defense,0.193815678358078,0.08741898089647293,0.27720823884010315,1.0,0.17166511714458466,0.12673038244247437,0.15247806906700134,0.20235490798950195,0.20633919537067413,0.19176916778087616,0.2078467756509781,0.21935760974884033
has,0.20338068902492523,0.1795734018087387,0.3909035325050354,0.1526215821504593,0.5668748617172241,0.25310245156288147,0.23367926478385925,0.4173259735107422,0.18286947906017303,0.3254803419113159,0.16479705274105072,0.15994466841220856
sometimes,0.34229418635368347,0.29955020546913147,0.296434611082077,0.12673038244247437,0.3757973313331604,1.0,0.4974112808704376,0.31462913751602173,0.16186578571796417,0.22042182087898254,0.14415840804576874,0.1751544177532196
been,0.2567804455757141,0.19062602519989014,0.31685134768486023,0.17311698198318481,0.39566612243652344,0.2778259515762329,0.2855360507965088,0.3515113592147827,0.18017660081386566,0.39107078313827515,0.22126956284046173,0.24354910850524902
used,0.27546408772468567,0.30943769216537476,0.3075267970561981,0.15247806906700134,0.3288823366165161,0.4974112808704376,0.9999998807907104,0.3090210556983948,0.1653352975845337,0.27705541253089905,0.12130678445100784,0.22430120408535004
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.23991791903972626,0.43216490745544434,0.3959874212741852,0.35160550475120544,0.3887844979763031,0.17202796041965485,0.3815547823905945,0.1480891853570938,0.27043893933296204
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.21441413462162018,0.658733606338501,0.3788676857948303,0.3864384889602661,0.539380669593811,0.23624834418296814,0.32094135880470276,0.19503647089004517,0.23916715383529663
shadow,0.1272137314081192,0.12582933902740479,0.22556622326374054,0.2095203846693039,0.16672174632549286,0.17875584959983826,0.11977996677160263,0.19251595437526703,0.13737407326698303,0.175879567861557,0.092399001121521,0.06946013122797012
defense,0.193815678358078,0.08741898089647293,0.27720823884010315,1.0,0.17166511714458466,0.12673038244247437,0.15247806906700134,0.20235490798950195,0.20633919537067413,0.19176916778087616,0.2078467756509781,0.21935760974884033
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.19176916778087616,0.3899846076965332,0.22042182087898254,0.27705541253089905,0.370934396982193,0.21938012540340424,1.0000001192092896,0.20665419101715088,0.17966607213020325
civil,0.15091551840305328,0.05067194625735283,0.24698495864868164,0.25567182898521423,0.16941262781620026,0.1757841408252716,0.18663932383060455,0.26466667652130127,0.23601488769054413,0.15479567646980286,0.28064051270484924,0.1494513899087906
disobedients,0.3241478204727173,0.20870141685009003,0.32510921359062195,0.3363739252090454,0.22793690860271454,0.313083678483963,0.26987507939338684,0.30752769112586975,0.3559020757675171,0.26249897480010986,0.44410598278045654,0.18925230205059052
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.22797247767448425,0.42745086550712585,0.4055429697036743,0.40058770775794983,0.45010748505592346,0.24824365973472595,0.33534231781959534,0.24106860160827637,0.29463258385658264
deny,0.4464474022388458,0.16896486282348633,0.1541273295879364,0.2658133804798126,0.17718148231506348,0.1897141933441162,0.17958413064479828,0.12045605480670929,0.1525765210390091,0.17097902297973633,0.3276183009147644,0.3071269989013672
guilt,0.3678530156612396,0.1640055775642395,0.1890961229801178,0.243523508310318,0.1815873384475708,0.20744533836841583,0.18146094679832458,0.16114866733551025,0.3301238715648651,0.20066486299037933,0.22560106217861176,0.23545172810554504
without,0.3181614279747009,0.25126633048057556,0.3081340193748474,0.15998147428035736,0.22869740426540375,0.3738413155078888,0.282850980758667,0.2553589344024658,0.174631267786026,0.3249483108520508,0.14013585448265076,0.2928665280342102
denouncing,0.21695759892463684,0.08878883719444275,0.27946239709854126,0.22313718497753143,0.1411903351545334,0.22637654840946198,0.2563600540161133,0.22826634347438812,0.2626657485961914,0.21003778278827667,0.4011652171611786,0.19678737223148346
their,0.35142919421195984,0.14413684606552124,0.4329940676689148,0.25255465507507324,0.2101074606180191,0.37100598216056824,0.3259406089782715,0.34976133704185486,0.18032172322273254,0.3242124021053314,0.260758638381958,0.1898253709077835
politically,0.1967483013868332,0.05308913066983223,0.21152378618717194,0.14229586720466614,0.23801058530807495,0.25490930676460266,0.19969648122787476,0.21497145295143127,0.2685566544532776,0.3161952793598175,0.25544390082359314,0.14733245968818665
motivated,0.35559260845184326,0.15296980738639832,0.21040669083595276,0.295969694852829,0.1434808224439621,0.16844484210014343,0.32092350721359253,0.21012412011623383,0.1300969123840332,0.2575084865093231,0.2545444965362549,0.33650898933410645
acts,0.24949195981025696,0.14897046983242035,0.26445579528808594,0.19288714230060577,0.253656268119812,0.2502652704715729,0.2032233476638794,0.21356524527072906,0.12266968190670013,0.20460237562656403,0.19110596179962158,0.07075770199298859
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.21538467705249786,0.4691906273365021,0.26600122451782227,0.3120402991771698,0.5201468467712402,0.24410836398601532,0.3680937886238098,0.26103949546813965,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.20962949097156525,0.3859752118587494,0.35151126980781555,0.3150506615638733,0.4954058527946472,0.22896502912044525,0.4289871156215668,0.23621846735477448,0.20544172823429108
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.22797247767448425,0.42745086550712585,0.4055429697036743,0.40058770775794983,0.45010748505592346,0.24824365973472595,0.33534231781959534,0.24106860160827637,0.29463258385658264
present,0.30940163135528564,0.09058180451393127,0.3116828501224518,0.2037668377161026,0.1967432200908661,0.09308601170778275,0.15520213544368744,0.23905439674854279,0.12326227128505707,0.15190309286117554,0.16615375876426697,0.21759982407093048
their,0.35142919421195984,0.14413684606552124,0.4329940676689148,0.25255465507507324,0.2101074606180191,0.37100598216056824,0.3259406089782715,0.34976133704185486,0.18032172322273254,0.3242124021053314,0.260758638381958,0.1898253709077835
political,0.21846716105937958,0.03672046214342117,0.27319738268852234,0.20564831793308258,0.15203817188739777,0.16219277679920197,0.18879330158233643,0.22136160731315613,0.3007366359233856,0.22635963559150696,0.31137993931770325,0.17130474746227264
beliefs,0.3655100166797638,0.11983153969049454,0.2516281008720398,0.1904943585395813,0.16356134414672852,0.24675384163856506,0.18781612813472748,0.19265426695346832,0.22860337793827057,0.22553198039531708,0.32864677906036377,0.254576712846756
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.20235490798950195,0.5394441485404968,0.31462913751602173,0.3090210556983948,1.0,0.2793687880039215,0.370934396982193,0.26853522658348083,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2604767382144928,0.5823672413825989,0.35816407203674316,0.3718377649784088,0.6662389636039734,0.2812081575393677,0.4408751428127289,0.26876604557037354,0.22068053483963013
courtroom,0.2836049199104309,0.07558602839708328,0.19791847467422485,0.2804849147796631,0.2382790893316269,0.2488013356924057,0.17442911863327026,0.29854699969291687,0.6365153789520264,0.25896376371383667,0.21509100496768951,0.17591938376426697
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.26610422134399414,0.4569662809371948,0.24956031143665314,0.33111312985420227,0.5591574311256409,0.2742154598236084,0.3936232924461365,0.23522040247917175,0.4130953550338745
