,what,one,point,was,not,agreed,on,that,was,dear,to,luther,?
eucharist,0.21259461343288422,0.1877923309803009,0.10876474529504776,0.1848953664302826,0.2569608986377716,0.15147221088409424,0.15938986837863922,0.2711741626262665,0.1848953664302826,0.1771896481513977,0.18144412338733673,0.35033902525901794,0.15321393311023712
–,0.13008765876293182,0.15357595682144165,0.06042955070734024,0.30754852294921875,0.14919233322143555,0.17310011386871338,0.20514154434204102,0.15484696626663208,0.30754852294921875,0.12563300132751465,0.19410304725170135,0.21198253333568573,0.2714554965496063
the,0.42745697498321533,0.5514441132545471,0.3084787130355835,0.48711544275283813,0.4310511648654938,0.24722334742546082,0.5107308030128479,0.5473989248275757,0.48711544275283813,0.1692834198474884,0.535392165184021,0.1759674996137619,0.22068053483963013
sacrament,0.26787394285202026,0.1451481729745865,0.2069864571094513,0.20380444824695587,0.260981023311615,0.16832266747951508,0.1477801352739334,0.27477025985717773,0.20380444824695587,0.12747986614704132,0.2604728043079376,0.3623124659061432,0.1619669646024704
of,0.33290785551071167,0.4999135136604309,0.269877165555954,0.4069072902202606,0.3307090103626251,0.24395716190338135,0.3966929316520691,0.41498205065727234,0.4069072902202606,0.16952428221702576,0.41548454761505127,0.1719115972518921,0.1826142966747284
the,0.42745697498321533,0.5514441132545471,0.3084787130355835,0.48711544275283813,0.4310511648654938,0.24722334742546082,0.5107308030128479,0.5473989248275757,0.48711544275283813,0.1692834198474884,0.535392165184021,0.1759674996137619,0.22068053483963013
lord,0.15077504515647888,0.20721577107906342,0.06981270015239716,0.19920654594898224,0.14653563499450684,0.22483263909816742,0.1183229386806488,0.16890279948711395,0.19920654594898224,0.2602086067199707,0.23884858191013336,0.16014143824577332,0.09544310718774796
's,0.02692362666130066,0.06913424283266068,0.0017411779845133424,0.008974763564765453,0.002583299996331334,0.017121348530054092,0.0026888418942689896,0.04397977516055107,0.008974763564765453,0.06279367953538895,0.03782717138528824,-0.009990512393414974,-0.023395681753754616
supper—an,0.3041350245475769,0.3381901979446411,0.13175804913043976,0.28153562545776367,0.33676576614379883,0.1664941906929016,0.2347099483013153,0.3846840560436249,0.28153562545776367,0.23939184844493866,0.30119723081588745,0.2793009877204895,0.21492646634578705
issue,0.32369524240493774,0.23794911801815033,0.20843343436717987,0.22246617078781128,0.3149125874042511,0.23416942358016968,0.24553778767585754,0.30336466431617737,0.22246617078781128,0.20867225527763367,0.25523412227630615,0.11013424396514893,0.32172858715057373
crucial,0.33186814188957214,0.24342462420463562,0.2698594927787781,0.12304225564002991,0.2969800531864166,0.21288728713989258,0.24107329547405243,0.32908228039741516,0.12304225564002991,0.17965616285800934,0.25628989934921265,0.20501483976840973,0.18243193626403809
to,0.455847829580307,0.4025384783744812,0.3403111398220062,0.3636345863342285,0.5149973034858704,0.35596710443496704,0.41031414270401,0.5436353087425232,0.3636345863342285,0.21459010243415833,1.0,0.18029534816741943,0.29463258385658264
luther,0.2134782373905182,0.1255420446395874,0.0982852354645729,0.19185513257980347,0.21636232733726501,0.1856583058834076,0.19090485572814941,0.21746599674224854,0.19185513257980347,0.1654125154018402,0.18029534816741943,1.0,0.1732746809720993
.,0.3567904531955719,0.4123194217681885,0.26374325156211853,0.40146201848983765,0.4824007451534271,0.2463553100824356,0.49257001280784607,0.4460422694683075,0.40146201848983765,0.21010057628154755,0.4645031690597534,0.24907569587230682,0.4130953550338745
