,when,did,sunday,night,football,premiere,on,nbc,?
hit,0.30746638774871826,0.2622179090976715,0.1613759547472,0.2154874950647354,0.14675010740756989,0.22531847655773163,0.32378342747688293,0.0944862887263298,0.14460130035877228
for,0.43402108550071716,0.318512886762619,0.2186100333929062,0.16021959483623505,0.23134100437164307,0.18896788358688354,0.36199691891670227,0.22503440082073212,0.264628142118454
the,0.5091903209686279,0.34736719727516174,0.21692955493927002,0.2817382514476776,0.18794101476669312,0.26663899421691895,0.5107308030128479,0.20618264377117157,0.22068053483963013
network,0.19011130928993225,0.08572790026664734,0.28743264079093933,0.1915563941001892,0.1768580824136734,0.3092799484729767,0.30190837383270264,0.4656192362308502,0.17853789031505585
and,0.4716290831565857,0.34479495882987976,0.17908036708831787,0.2350444346666336,0.1999056488275528,0.18871033191680908,0.4077630043029785,0.1969573199748993,0.20544172823429108
served,0.1625121384859085,0.19789284467697144,0.12625552713871002,0.08944311738014221,0.1813560128211975,0.1475640833377838,0.18530599772930145,0.1548808515071869,0.117141492664814
as,0.4437963366508484,0.3596470057964325,0.18491682410240173,0.1724044382572174,0.17312440276145935,0.18838272988796234,0.36047765612602234,0.25748270750045776,0.27043893933296204
the,0.5091903209686279,0.34736719727516174,0.21692955493927002,0.2817382514476776,0.18794101476669312,0.26663899421691895,0.5107308030128479,0.20618264377117157,0.22068053483963013
national,0.1649656444787979,0.17743784189224243,0.16637931764125824,0.166718527674675,0.35581308603286743,0.10361997038125992,0.18674622476100922,0.20824399590492249,0.15643028914928436
football,0.17074745893478394,0.1318265050649643,0.19838649034500122,0.12548060715198517,0.9999999403953552,0.17492753267288208,0.18135613203048706,0.18975673615932465,0.14957410097122192
league,0.2000882774591446,0.17557655274868011,0.1744641363620758,0.15237091481685638,0.5595965385437012,0.22765932977199554,0.14781074225902557,0.20820967853069305,0.15941482782363892
(,0.2459595799446106,0.18979617953300476,0.19175858795642853,0.20266641676425934,0.27633392810821533,0.1646595597267151,0.28656116127967834,0.19500088691711426,0.40561532974243164
nfl,0.13304822146892548,0.16524574160575867,0.2119009643793106,0.19680558145046234,0.5028042793273926,0.21414364874362946,0.18523651361465454,0.42254722118377686,0.10610254108905792
),0.2538422644138336,0.18584993481636047,0.20197635889053345,0.17071494460105896,0.28486716747283936,0.19069643318653107,0.29937487840652466,0.17523308098316193,0.42300865054130554
's,-0.03368149697780609,0.05069678649306297,-0.01155957393348217,0.023643653839826584,-0.03938785195350647,0.02434607222676277,0.0026888418942689896,0.07915050536394119,-0.023395681753754616
premier,0.13703127205371857,0.16014277935028076,0.1514071673154831,0.11628052592277527,0.3765172064304352,0.5520787239074707,0.17320027947425842,0.13904616236686707,0.1292608082294464
game,0.22596776485443115,0.19789010286331177,0.22536596655845642,0.23222734034061432,0.2986574172973633,0.23485182225704193,0.22967135906219482,0.31483694911003113,0.1829071193933487
of,0.3757161796092987,0.2513895630836487,0.13926826417446136,0.19958451390266418,0.2184123694896698,0.1671772003173828,0.3966929316520691,0.12012486904859543,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.21692955493927002,0.2817382514476776,0.18794101476669312,0.26663899421691895,0.5107308030128479,0.20618264377117157,0.22068053483963013
week,0.2546107769012451,0.2459598332643509,0.47229671478271484,0.339888334274292,0.19049862027168274,0.3104083836078644,0.3680826723575592,0.18657301366329193,0.25105318427085876
until,0.494509756565094,0.33905428647994995,0.18488822877407074,0.21034520864486694,0.17298802733421326,0.231008842587471,0.3038109838962555,0.2690066695213318,0.20304496586322784
2006,0.023816242814064026,-0.07636451721191406,-0.026809364557266235,-0.041009675711393356,-0.11974423378705978,-0.07859037071466446,-0.04389945790171623,-0.0459088534116745,-0.1194092258810997
",",0.36674630641937256,0.3015086054801941,0.3039189875125885,0.24717365205287933,0.25483596324920654,0.24541258811950684,0.49057599902153015,0.17508727312088013,0.31091248989105225
when,0.9999999403953552,0.3228907287120819,0.19998310506343842,0.23696854710578918,0.17074745893478394,0.16153931617736816,0.37706470489501953,0.17437143623828888,0.22841128706932068
sunday,0.19998310506343842,0.15207065641880035,1.0,0.37626081705093384,0.19838649034500122,0.31710630655288696,0.34206917881965637,0.2982757091522217,0.23753786087036133
night,0.23696854710578918,0.22770699858665466,0.37626081705093384,0.9999998807907104,0.12548060715198517,0.3041761517524719,0.28230446577072144,0.32385551929473877,0.13794848322868347
football,0.17074745893478394,0.1318265050649643,0.19838649034500122,0.12548060715198517,0.9999999403953552,0.17492753267288208,0.18135613203048706,0.18975673615932465,0.14957410097122192
",",0.36674630641937256,0.3015086054801941,0.3039189875125885,0.24717365205287933,0.25483596324920654,0.24541258811950684,0.49057599902153015,0.17508727312088013,0.31091248989105225
which,0.572554349899292,0.2750149369239807,0.22609184682369232,0.24596846103668213,0.18762435019016266,0.2380249947309494,0.4245251417160034,0.17917364835739136,0.25814583897590637
moved,0.33581581711769104,0.27509647607803345,0.14427007734775543,0.1483219563961029,0.1930287778377533,0.1484690010547638,0.27367034554481506,0.16191944479942322,0.15112607181072235
to,0.5423505902290344,0.4452643394470215,0.18966978788375854,0.1691640168428421,0.14816443622112274,0.21522076427936554,0.41031414270401,0.14568616449832916,0.29463258385658264
nbc,0.17437143623828888,0.1728760302066803,0.2982757091522217,0.32385551929473877,0.18975673615932465,0.39456626772880554,0.22545471787452698,0.9999999403953552,0.1680917739868164
that,0.5860282182693481,0.47518548369407654,0.26095932722091675,0.27608349919319153,0.1859128326177597,0.2342197149991989,0.42569106817245483,0.20609372854232788,0.32716336846351624
year,0.3014719784259796,0.21422851085662842,0.37663888931274414,0.2650270164012909,0.18749721348285675,0.20761357247829437,0.27628999948501587,0.1993783861398697,0.18315006792545319
as,0.4437963366508484,0.3596470057964325,0.18491682410240173,0.1724044382572174,0.17312440276145935,0.18838272988796234,0.36047765612602234,0.25748270750045776,0.27043893933296204
part,0.35435768961906433,0.23558001220226288,0.1803709715604782,0.16764262318611145,0.1834224909543991,0.17733947932720184,0.3598494827747345,0.12602923810482025,0.08557961881160736
of,0.3757161796092987,0.2513895630836487,0.13926826417446136,0.19958451390266418,0.2184123694896698,0.1671772003173828,0.3966929316520691,0.12012486904859543,0.1826142966747284
a,0.44397395849227905,0.2552328109741211,0.20919300615787506,0.23192226886749268,0.20103967189788818,0.15134891867637634,0.3848365545272827,0.1700000911951065,0.23916715383529663
broadcast,0.2190258502960205,0.17054221034049988,0.35669150948524475,0.2727527320384979,0.172430157661438,0.4025944173336029,0.2845228910446167,0.5847012996673584,0.15760008990764618
deal,0.24298062920570374,0.2367614358663559,0.18629752099514008,0.11393225193023682,0.07948295772075653,0.129195898771286,0.24813804030418396,0.19306625425815582,0.2513751685619354
that,0.5860282182693481,0.47518548369407654,0.26095932722091675,0.27608349919319153,0.1859128326177597,0.2342197149991989,0.42569106817245483,0.20609372854232788,0.32716336846351624
in,0.4431333839893341,0.2593238651752472,0.20307813584804535,0.24847309291362762,0.2378888875246048,0.2663755416870117,0.46853652596473694,0.19303210079669952,0.20430970191955566
turn,0.3467903137207031,0.16850222647190094,0.12405280023813248,0.18801769614219666,0.04305001720786095,0.18949882686138153,0.23867908120155334,0.14859476685523987,0.2072952687740326
saw,0.35850170254707336,0.4446955919265747,0.1604008823633194,0.31452223658561707,0.06633850187063217,0.21517592668533325,0.2870093584060669,0.1433579921722412,0.14690998196601868
mnf,0.35469961166381836,0.18532399833202362,0.22200949490070343,0.23554417490959167,0.3184952735900879,0.24621422588825226,0.3250753581523895,0.39084720611572266,0.1713070422410965
move,0.3272045850753784,0.23997479677200317,0.13776721060276031,0.1497889757156372,0.14015422761440277,0.07687263190746307,0.2874688506126404,0.14367526769638062,0.24440962076187134
to,0.5423505902290344,0.4452643394470215,0.18966978788375854,0.1691640168428421,0.14816443622112274,0.21522076427936554,0.41031414270401,0.14568616449832916,0.29463258385658264
espn,0.1757718175649643,0.16097742319107056,0.3307366669178009,0.22658604383468628,0.3977890610694885,0.24262259900569916,0.24292799830436707,0.5323506593704224,0.1709517240524292
",",0.36674630641937256,0.3015086054801941,0.3039189875125885,0.24717365205287933,0.25483596324920654,0.24541258811950684,0.49057599902153015,0.17508727312088013,0.31091248989105225
took,0.25529301166534424,0.42470768094062805,0.2164950668811798,0.21518975496292114,0.12760429084300995,0.19522468745708466,0.22459004819393158,0.20992448925971985,0.14109265804290771
over,0.36642953753471375,0.2535076439380646,0.1677117943763733,0.22360053658485413,0.1593274474143982,0.1980200856924057,0.39810362458229065,0.11263836175203323,0.25742942094802856
as,0.4437963366508484,0.3596470057964325,0.18491682410240173,0.1724044382572174,0.17312440276145935,0.18838272988796234,0.36047765612602234,0.25748270750045776,0.27043893933296204
the,0.5091903209686279,0.34736719727516174,0.21692955493927002,0.2817382514476776,0.18794101476669312,0.26663899421691895,0.5107308030128479,0.20618264377117157,0.22068053483963013
league,0.2000882774591446,0.17557655274868011,0.1744641363620758,0.15237091481685638,0.5595965385437012,0.22765932977199554,0.14781074225902557,0.20820967853069305,0.15941482782363892
's,-0.03368149697780609,0.05069678649306297,-0.01155957393348217,0.023643653839826584,-0.03938785195350647,0.02434607222676277,0.0026888418942689896,0.07915050536394119,-0.023395681753754616
marquee,0.172708660364151,0.23519492149353027,0.2480393499135971,0.21580283343791962,0.17639294266700745,0.261852502822876,0.22278660535812378,0.2411113977432251,0.10540568828582764
game,0.22596776485443115,0.19789010286331177,0.22536596655845642,0.23222734034061432,0.2986574172973633,0.23485182225704193,0.22967135906219482,0.31483694911003113,0.1829071193933487
.,0.475719153881073,0.35288307070732117,0.24250438809394836,0.24810922145843506,0.2514924108982086,0.2512761652469635,0.49257001280784607,0.23586274683475494,0.4130953550338745
