,what,book,did,luther,translate,into,german,at,this,time,?
greek,0.14808377623558044,0.18095216155052185,0.1255291998386383,0.12346670776605606,0.27196118235588074,0.16573834419250488,0.29462260007858276,0.10546267777681351,0.19664427638053894,0.17373624444007874,0.11180876195430756
into,0.2180619090795517,0.20127612352371216,0.14888085424900055,0.12939998507499695,0.35300374031066895,1.0,0.1981734037399292,0.2095452845096588,0.32724273204803467,0.1970222443342209,0.15662476420402527
german,0.1960553526878357,0.14524510502815247,0.2048940509557724,0.28169330954551697,0.21595005691051483,0.1981734037399292,1.0000001192092896,0.13090145587921143,0.18710628151893616,0.1793081909418106,0.13978645205497742
and,0.31309178471565247,0.28024056553840637,0.34479495882987976,0.20796556770801544,0.28133243322372437,0.36597734689712524,0.25850871205329895,0.3571503460407257,0.42353692650794983,0.3025408685207367,0.20544172823429108
poured,0.21178434789180756,0.15949295461177826,0.25162753462791443,0.11415436118841171,0.17087170481681824,0.3809207081794739,0.11956131458282471,0.15706858038902283,0.2750556766986847,0.23696687817573547,0.20264799892902374
out,0.3633197546005249,0.17445732653141022,0.28413498401641846,0.1738509088754654,0.2009294629096985,0.47896379232406616,0.15670137107372284,0.2881071865558624,0.34908437728881836,0.25965559482574463,0.22020699083805084
doctrinal,0.33439815044403076,0.26797884702682495,0.19688571989536285,0.33169281482696533,0.2896711230278015,0.14768704771995544,0.12188500165939331,0.1540047824382782,0.3089563846588135,0.22620637714862823,0.2294653207063675
and,0.31309178471565247,0.28024056553840637,0.34479495882987976,0.20796556770801544,0.28133243322372437,0.36597734689712524,0.25850871205329895,0.3571503460407257,0.42353692650794983,0.3025408685207367,0.20544172823429108
polemical,0.25235018134117126,0.214671328663826,0.21777398884296417,0.18398799002170563,0.062450338155031204,0.15941333770751953,0.18577349185943604,0.19289986789226532,0.30677592754364014,0.22995206713676453,0.20024514198303223
writings,0.31019967794418335,0.4840583801269531,0.262403666973114,0.32714858651161194,0.3801134526729584,0.13950635492801666,0.18900002539157867,0.14241008460521698,0.23653988540172577,0.209184467792511,0.1770159751176834
.,0.3567904531955719,0.21435262262821198,0.35288307070732117,0.24907569587230682,0.25816893577575684,0.26250120997428894,0.2407633364200592,0.4549728035926819,0.500583827495575,0.371569961309433,0.4130953550338745
