,what,british,cultural,trend,during,the,georgian,is,linked,to,design,during,the,same,period,?
printed,0.2500266134738922,0.15612000226974487,0.09966743737459183,0.17545032501220703,0.14324763417243958,0.25742077827453613,0.1390058398246765,0.2040916234254837,0.20113523304462433,0.1925152689218521,0.26428359746932983,0.14324763417243958,0.25742077827453613,0.24493269622325897,0.13993307948112488,0.1726173758506775
books,0.2542080581188202,0.17241321504116058,0.1983434110879898,0.14359921216964722,0.20870478451251984,0.23187310993671417,0.17959064245224,0.1739800125360489,0.18196620047092438,0.20019930601119995,0.17781785130500793,0.20870478451251984,0.23187310993671417,0.1253659427165985,0.13076703250408173,0.1897611767053604
and,0.31309178471565247,0.325880765914917,0.28489047288894653,0.24407464265823364,0.36462149024009705,0.5171257257461548,0.1900579184293747,0.3859752118587494,0.2486010193824768,0.48971283435821533,0.21815341711044312,0.36462149024009705,0.5171257257461548,0.3205644488334656,0.23878438770771027,0.20544172823429108
the,0.42745697498321533,0.28973397612571716,0.23337452113628387,0.23692767322063446,0.4838213622570038,1.0,0.21775341033935547,0.5823672413825989,0.2907569110393524,0.535392165184021,0.27913451194763184,0.4838213622570038,1.0,0.4583131968975067,0.3125074505805969,0.22068053483963013
work,0.3762225806713104,0.1516800969839096,0.16766919195652008,0.21407707035541534,0.1864008754491806,0.2704800069332123,0.11584880948066711,0.22475390136241913,0.2260088473558426,0.3482864499092102,0.2861659824848175,0.1864008754491806,0.2704800069332123,0.27608993649482727,0.2324390709400177,0.2621155381202698
of,0.33290785551071167,0.23701532185077667,0.29898300766944885,0.17461234331130981,0.3869180977344513,0.733189046382904,0.18764035403728485,0.4854315221309662,0.244833841919899,0.41548454761505127,0.2522938847541809,0.3869180977344513,0.733189046382904,0.3808329105377197,0.2698146104812622,0.1826142966747284
european,0.15324164927005768,0.21545198559761047,0.21831601858139038,0.1468958854675293,0.23395675420761108,0.3423081040382385,0.2311846762895584,0.16083641350269318,0.12537476420402527,0.21011990308761597,0.176150381565094,0.23395675420761108,0.3423081040382385,0.21251735091209412,0.17045241594314575,0.14560863375663757
artists,0.19783541560173035,0.10065519064664841,0.26852890849113464,0.19747549295425415,0.18060098588466644,0.2150506228208542,0.15998755395412445,0.15003371238708496,0.15537706017494202,0.2258228361606598,0.22935497760772705,0.18060098588466644,0.2150506228208542,0.110701784491539,0.17335544526576996,0.1482434719800949
and,0.31309178471565247,0.325880765914917,0.28489047288894653,0.24407464265823364,0.36462149024009705,0.5171257257461548,0.1900579184293747,0.3859752118587494,0.2486010193824768,0.48971283435821533,0.21815341711044312,0.36462149024009705,0.5171257257461548,0.3205644488334656,0.23878438770771027,0.20544172823429108
craftsmen,0.21636830270290375,0.23512834310531616,0.2596743702888489,0.1634378880262375,0.20348282158374786,0.20246608555316925,0.10311578959226608,0.13817715644836426,0.1699204444885254,0.21861006319522858,0.25493553280830383,0.20348282158374786,0.20246608555316925,0.16559965908527374,0.18995191156864166,0.1082361713051796
employed,0.15165269374847412,0.17463065683841705,0.07813163846731186,0.13196755945682526,0.2224094569683075,0.2112865000963211,0.15072111785411835,0.1857081949710846,0.18094904720783234,0.22010761499404907,0.22621840238571167,0.2224094569683075,0.2112865000963211,0.18484237790107727,0.17995887994766235,0.1261894851922989
in,0.30808621644973755,0.23084034025669098,0.2409708946943283,0.19545964896678925,0.4627237319946289,0.6662389636039734,0.14640694856643677,0.5394441485404968,0.21849478781223297,0.45010748505592346,0.21856798231601715,0.4627237319946289,0.6662389636039734,0.3692481815814972,0.23051127791404724,0.20430970191955566
britain,0.24206450581550598,0.4846838712692261,0.20370906591415405,0.16496124863624573,0.2856276035308838,0.29784059524536133,0.19498054683208466,0.1415579617023468,0.21515947580337524,0.25324371457099915,0.13237452507019043,0.2856276035308838,0.29784059524536133,0.1907040923833847,0.2355721890926361,0.1268460750579834
.,0.3567904531955719,0.23159366846084595,0.18655544519424438,0.23819147050380707,0.3485563397407532,0.5934505462646484,0.22068770229816437,0.4569662809371948,0.23676274716854095,0.4645031690597534,0.24995818734169006,0.3485563397407532,0.5934505462646484,0.3682591915130615,0.2575049102306366,0.4130953550338745
