,what,type,of,item,is,the,mostly,likely,to,show,in,the,v,&,a,computer,system,?
most,0.3219912350177765,0.24228660762310028,0.4178851246833801,0.11565562337636948,0.41165053844451904,0.47635307908058167,0.5389298796653748,0.38152775168418884,0.321603000164032,0.20260784029960632,0.41416558623313904,0.47635307908058167,0.14128151535987854,0.10219087451696396,0.3508910834789276,0.18052847683429718,0.1998981088399887,0.2107497900724411
of,0.33290785551071167,0.18112817406654358,1.0,0.18744561076164246,0.4854315221309662,0.733189046382904,0.2964755594730377,0.2704482078552246,0.41548454761505127,0.21383242309093475,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.18559479713439941,0.25597915053367615,0.1826142966747284
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24508722126483917,0.5823672413825989,1.0,0.3490641117095947,0.28129076957702637,0.535392165184021,0.319829523563385,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19781450927257538,0.3233085572719574,0.22068053483963013
items,0.23242159187793732,0.23057571053504944,0.21522082388401031,0.6854510307312012,0.24396629631519318,0.23580949008464813,0.20754368603229523,0.268076092004776,0.3191612660884857,0.2160763144493103,0.2189844399690628,0.23580949008464813,0.07684866338968277,0.07111205160617828,0.2916238307952881,0.2257542759180069,0.16897077858448029,0.19807128608226776
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.1656482219696045,0.5394441485404968,0.6662389636039734,0.3575078547000885,0.21680790185928345,0.45010748505592346,0.27595704793930054,1.0,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.18321871757507324,0.21978288888931274,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24508722126483917,0.5823672413825989,1.0,0.3490641117095947,0.28129076957702637,0.535392165184021,0.319829523563385,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19781450927257538,0.3233085572719574,0.22068053483963013
collection,0.215459942817688,0.17309856414794922,0.2915455996990204,0.27755501866340637,0.21135231852531433,0.25281965732574463,0.2226104736328125,0.11873775720596313,0.15417452156543732,0.1603565514087677,0.23004686832427979,0.25281965732574463,0.11078842729330063,0.18749947845935822,0.24716788530349731,0.19386762380599976,0.15603306889533997,0.20069393515586853
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.14941494166851044,0.4691906273365021,0.4933079481124878,0.34322500228881836,0.22176046669483185,0.44245919585227966,0.31928569078445435,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.24379804730415344,0.18439900875091553,0.31091248989105225
unless,0.4516109526157379,0.19910390675067902,0.26434075832366943,0.3626404404640198,0.30670252442359924,0.3451882302761078,0.2717059254646301,0.4567554295063019,0.45781534910202026,0.2746969759464264,0.24363665282726288,0.3451882302761078,0.13009464740753174,0.049573685973882675,0.33399075269699097,0.21402566134929657,0.22282224893569946,0.37169966101646423
those,0.44466671347618103,0.17623955011367798,0.37935635447502136,0.22140854597091675,0.2352088838815689,0.42861196398735046,0.3317023813724518,0.44328367710113525,0.47350940108299255,0.22372318804264069,0.3419301211833954,0.42861196398735046,0.1235371008515358,0.10838925838470459,0.24251152575016022,0.22305481135845184,0.2618377208709717,0.3328189253807068
were,0.22298263013362885,0.09534358233213425,0.34038281440734863,0.0982496589422226,0.29386836290359497,0.3906462490558624,0.33211323618888855,0.23630617558956146,0.31913647055625916,0.22895647585391998,0.3815755248069763,0.3906462490558624,0.1089601069688797,0.1205248013138771,0.17203083634376526,0.14470656216144562,0.1800099015235901,0.17890112102031708
newly,0.16360709071159363,0.058532312512397766,0.28144341707229614,0.13873882591724396,0.18145374953746796,0.35828328132629395,0.19088377058506012,0.19341930747032166,0.28304818272590637,0.1596931666135788,0.3222779333591461,0.35828328132629395,0.14594249427318573,0.11774192005395889,0.24233584105968475,0.11674749106168747,0.189229354262352,0.08549588173627853
accessioned,0.16557440161705017,0.1519271433353424,0.31684890389442444,0.22811226546764374,0.11759914457798004,0.30946803092956543,0.13345149159431458,0.16343222558498383,0.2536645233631134,0.13323856890201569,0.22906525433063507,0.30946803092956543,0.20466198027133942,0.12848861515522003,0.19102783501148224,0.13605426251888275,0.10597668588161469,0.1491955816745758
into,0.2180619090795517,0.14269600808620453,0.32255905866622925,0.17393173277378082,0.2619607150554657,0.39493247866630554,0.1453588455915451,0.1951371431350708,0.38810545206069946,0.15942896902561188,0.38021373748779297,0.39493247866630554,0.040059421211481094,0.1418868452310562,0.3461161255836487,0.1617428958415985,0.219827339053154,0.15662476420402527
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24508722126483917,0.5823672413825989,1.0,0.3490641117095947,0.28129076957702637,0.535392165184021,0.319829523563385,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19781450927257538,0.3233085572719574,0.22068053483963013
collection,0.215459942817688,0.17309856414794922,0.2915455996990204,0.27755501866340637,0.21135231852531433,0.25281965732574463,0.2226104736328125,0.11873775720596313,0.15417452156543732,0.1603565514087677,0.23004686832427979,0.25281965732574463,0.11078842729330063,0.18749947845935822,0.24716788530349731,0.19386762380599976,0.15603306889533997,0.20069393515586853
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.14941494166851044,0.4691906273365021,0.4933079481124878,0.34322500228881836,0.22176046669483185,0.44245919585227966,0.31928569078445435,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.24379804730415344,0.18439900875091553,0.31091248989105225
probably,0.476871132850647,0.2456270307302475,0.29024845361709595,0.1711350679397583,0.31908389925956726,0.3722526729106903,0.33930012583732605,0.5481255650520325,0.37552741169929504,0.24883462488651276,0.29636839032173157,0.3722526729106903,0.10528641939163208,0.01025980431586504,0.37617695331573486,0.17054414749145508,0.1664300560951233,0.3524723947048187
do,0.4609605669975281,0.18961571156978607,0.26150479912757874,0.20517510175704956,0.30895981192588806,0.30239659547805786,0.20580069720745087,0.3177718222141266,0.38876664638519287,0.23687462508678436,0.23402775824069977,0.30239659547805786,0.15692353248596191,0.11837059259414673,0.26237669587135315,0.25283822417259216,0.18447506427764893,0.4093979299068451
not,0.5449194312095642,0.2697264850139618,0.3307090103626251,0.28668510913848877,0.3776007890701294,0.4310511648654938,0.2850783169269562,0.4694836735725403,0.5149973034858704,0.30318546295166016,0.3403114080429077,0.4310511648654938,0.1493779718875885,0.13937902450561523,0.3791346549987793,0.2020653933286667,0.25763750076293945,0.41942933201789856
show,0.29653704166412354,0.10632410645484924,0.21383242309093475,0.1869574934244156,0.2144283652305603,0.319829523563385,0.17766429483890533,0.24218235909938812,0.29833272099494934,0.9999999403953552,0.27595704793930054,0.319829523563385,0.0745965912938118,0.16895706951618195,0.24886544048786163,0.20270919799804688,0.13979850709438324,0.2520138621330261
up,0.28591108322143555,0.1313350349664688,0.32945773005485535,0.19310447573661804,0.2853454053401947,0.38423117995262146,0.2577497065067291,0.2600298821926117,0.40375280380249023,0.27403897047042847,0.3120773434638977,0.38423117995262146,0.12298794835805893,0.11773169040679932,0.32523053884506226,0.19596096873283386,0.1728370487689972,0.1819818764925003
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.1656482219696045,0.5394441485404968,0.6662389636039734,0.3575078547000885,0.21680790185928345,0.45010748505592346,0.27595704793930054,1.0,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.18321871757507324,0.21978288888931274,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24508722126483917,0.5823672413825989,1.0,0.3490641117095947,0.28129076957702637,0.535392165184021,0.319829523563385,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19781450927257538,0.3233085572719574,0.22068053483963013
computer,0.26911869645118713,0.21081416308879852,0.18559479713439941,0.25454428791999817,0.2406304031610489,0.19781450927257538,0.1711813062429428,0.20683880150318146,0.2594811022281647,0.20270919799804688,0.18321871757507324,0.19781450927257538,0.12359963357448578,0.11229608952999115,0.2548043727874756,0.9999999403953552,0.3221023678779602,0.20203553140163422
system,0.23557309806346893,0.24706636369228363,0.25597915053367615,0.2028927206993103,0.2282046526670456,0.3233085572719574,0.18486039340496063,0.1847076565027237,0.26662686467170715,0.13979850709438324,0.21978288888931274,0.3233085572719574,0.15289254486560822,0.04105290770530701,0.2589043080806732,0.3221023678779602,1.0000001192092896,0.15556083619594574
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.258804053068161,0.4569662809371948,0.5934505462646484,0.3207794427871704,0.26822179555892944,0.4645031690597534,0.3016606271266937,0.5591574311256409,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.22837716341018677,0.2277725487947464,0.4130953550338745
