,in,what,year,did,edmond,'s,characterize,a,``,good,'',algorithm,?
seminal,0.26436200737953186,0.14991943538188934,0.10142703354358673,0.08811569213867188,0.16298379004001617,-0.06577149778604507,0.29728931188583374,0.2584831416606903,0.07106045633554459,0.16722823679447174,-0.024249207228422165,0.09629925340414047,0.136183962225914
paper,0.18605142831802368,0.21202662587165833,0.15651747584342957,0.2034338414669037,0.09449704736471176,0.09519387036561966,0.19825266301631927,0.25947141647338867,-0.00819169171154499,0.14997439086437225,0.048351090401411057,0.27069786190986633,0.12693770229816437
``,0.04765888676047325,0.008517155423760414,0.050706423819065094,-0.029888948425650597,0.044273488223552704,-0.03416389226913452,0.11452914029359818,0.07272057235240936,1.0,0.008140034973621368,-0.09173435717821121,0.18277931213378906,0.0685480609536171
on,0.46853652596473694,0.34226128458976746,0.27628999948501587,0.2670976221561432,0.13853630423545837,0.0026888418942689896,0.1807035356760025,0.3848365545272827,-0.03274054825305939,0.2569187879562378,0.04238596186041832,0.1285811960697174,0.2714994251728058
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.1803686022758484,-0.01540423184633255,0.2988792657852173,0.5829201340675354,0.029072100296616554,0.2735973596572876,0.041273195296525955,0.15884782373905182,0.22068053483963013
computational,0.2346334308385849,0.29464593529701233,0.16887494921684265,0.182235985994339,0.2112663835287094,-0.04980248585343361,0.3799794912338257,0.29858994483947754,0.17512209713459015,0.27719107270240784,0.0990661084651947,0.580475389957428,0.21617397665977478
complexity,0.20012179017066956,0.33747240900993347,0.1571887582540512,0.18643471598625183,0.18555951118469238,0.04128362610936165,0.36850982904434204,0.27206721901893616,0.13163237273693085,0.3464682996273041,0.06968357414007187,0.4874947965145111,0.23062916100025177
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.16057249903678894,-0.03817026689648628,0.3080417215824127,0.5052502155303955,0.06780257821083069,0.2696770131587982,0.13035868108272552,0.17516344785690308,0.1826142966747284
algorithms,0.19189399480819702,0.25635042786598206,0.12946608662605286,0.11008937656879425,0.18371081352233887,0.010111449286341667,0.26002204418182373,0.21237695217132568,0.1665310114622116,0.2198580652475357,0.06846507638692856,0.9430480003356934,0.186949223279953
'',0.07432962208986282,0.08143015950918198,-0.01924106478691101,0.01978493109345436,0.0005340187926776707,-0.04859459400177002,0.07536082714796066,0.04890415817499161,-0.09173435717821121,-0.00393895898014307,1.0,0.05906469747424126,0.018684765323996544
by,0.370934396982193,0.2455483376979828,0.28805047273635864,0.18574509024620056,0.26851633191108704,-0.010884488001465797,0.25378507375717163,0.32094135880470276,-0.030704375356435776,0.18340454995632172,-0.010275691747665405,0.14533276855945587,0.17966607213020325
juris,0.19349056482315063,0.12497681379318237,0.2061810940504074,0.17234311997890472,0.27027401328086853,0.022211065515875816,0.05047547072172165,0.1598486304283142,0.0859765037894249,0.09703169763088226,0.030030351132154465,0.18324409425258636,0.16114385426044464
hartmanis,0.2306250035762787,0.17896461486816406,0.24515683948993683,0.2028152346611023,0.35046446323394775,0.04682100936770439,0.1867704689502716,0.24615584313869476,0.040434565395116806,0.2086028903722763,0.034803178161382675,0.25671660900115967,0.226792111992836
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.19360940158367157,0.06895173341035843,0.31395500898361206,0.3739250600337982,0.036644238978624344,0.3426591157913208,0.021612688899040222,0.06731905043125153,0.20544172823429108
richard,0.23321768641471863,0.19329693913459778,0.15675048530101776,0.17407897114753723,0.3774949014186859,-0.04731119051575661,0.15793700516223907,0.243032768368721,-0.043472543358802795,0.1834193468093872,-0.04085896164178848,0.0867934301495552,0.15003317594528198
stearns,0.2727750241756439,0.09085679799318314,0.2581235468387604,0.16835196316242218,0.2936969995498657,0.042430579662323,0.14939258992671967,0.28126394748687744,-0.07823863625526428,0.19140712916851044,-0.0007771660457365215,0.2437431663274765,0.10467979311943054
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.18282198905944824,0.0012731997994706035,0.18122750520706177,0.3206180930137634,0.15585018694400787,0.2306004762649536,-0.022970275953412056,0.11773339658975601,0.40561532974243164
1965,0.006827604491263628,0.15314841270446777,0.1789858192205429,0.12525860965251923,-0.019164005294442177,0.0007335363770835102,-0.12381245940923691,0.07501427829265594,0.18224330246448517,0.14522434771060944,-0.021885370835661888,0.0812620297074318,0.26302391290664673
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.19342845678329468,0.021107977256178856,0.15572871267795563,0.3640355169773102,0.1698397845029831,0.2438051402568817,-0.028269650414586067,0.12365659326314926,0.42300865054130554
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.31452420353889465,-0.0016132977325469255,0.257702499628067,0.427140474319458,0.09681109338998795,0.3217065632343292,-0.037358131259679794,0.19359813630580902,0.31091248989105225
which,0.4840516746044159,0.5261979103088379,0.242343008518219,0.2750149369239807,0.07894784212112427,0.03856118768453598,0.378885954618454,0.56894451379776,0.05178012326359749,0.29182055592536926,-0.03332270681858063,0.21216072142124176,0.25814583897590637
laid,0.2162552922964096,0.1648951917886734,0.17952243983745575,0.2033681571483612,0.07610075175762177,0.038369715213775635,0.23431885242462158,0.203324556350708,-0.03605041652917862,0.15123455226421356,0.04611659422516823,0.12930648028850555,0.11215737462043762
out,0.3576207756996155,0.3633197546005249,0.2501937747001648,0.28413498401641846,0.1459108591079712,0.0021837172098457813,0.18269963562488556,0.34264278411865234,0.024644849821925163,0.2796950340270996,0.019159367308020592,0.19144412875175476,0.22020699083805084
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.1803686022758484,-0.01540423184633255,0.2988792657852173,0.5829201340675354,0.029072100296616554,0.2735973596572876,0.041273195296525955,0.15884782373905182,0.22068053483963013
definitions,0.21859706938266754,0.3369276225566864,0.16092878580093384,0.24496443569660187,0.16553238034248352,-0.06459112465381622,0.3675875663757324,0.27835413813591003,0.06379012018442154,0.2391064465045929,0.03658601641654968,0.29244473576545715,0.3035217523574829
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.16057249903678894,-0.03817026689648628,0.3080417215824127,0.5052502155303955,0.06780257821083069,0.2696770131587982,0.13035868108272552,0.17516344785690308,0.1826142966747284
time,0.3431483507156372,0.36319252848625183,0.41097521781921387,0.3567926585674286,0.1152837797999382,0.01301188487559557,0.1492881029844284,0.3292340338230133,0.041467953473329544,0.3060314655303955,-0.01899585872888565,0.25266581773757935,0.27391523122787476
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.19360940158367157,0.06895173341035843,0.31395500898361206,0.3739250600337982,0.036644238978624344,0.3426591157913208,0.021612688899040222,0.06731905043125153,0.20544172823429108
space,0.17648501694202423,0.20525942742824554,0.1583017259836197,0.1488010138273239,0.17611810564994812,-0.1200559139251709,0.20772947371006012,0.20296213030815125,0.004888324998319149,0.19678789377212524,-0.03227292746305466,0.24555864930152893,0.1885536164045334
complexity,0.20012179017066956,0.33747240900993347,0.1571887582540512,0.18643471598625183,0.18555951118469238,0.04128362610936165,0.36850982904434204,0.27206721901893616,0.13163237273693085,0.3464682996273041,0.06968357414007187,0.4874947965145111,0.23062916100025177
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.19360940158367157,0.06895173341035843,0.31395500898361206,0.3739250600337982,0.036644238978624344,0.3426591157913208,0.021612688899040222,0.06731905043125153,0.20544172823429108
proved,0.2292184680700302,0.23704653978347778,0.17665696144104004,0.34360629320144653,0.20731301605701447,0.02317718043923378,0.2581016421318054,0.252265989780426,0.05299917981028557,0.28720107674598694,0.02182457037270069,0.2588481903076172,0.1678566187620163
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.1803686022758484,-0.01540423184633255,0.2988792657852173,0.5829201340675354,0.029072100296616554,0.2735973596572876,0.041273195296525955,0.15884782373905182,0.22068053483963013
hierarchy,0.09286253154277802,0.2107066512107849,0.09049926698207855,0.16683000326156616,0.09466652572154999,-0.021710066124796867,0.2779497802257538,0.1524568647146225,0.10819554328918457,0.20883263647556305,0.04718319699168205,0.2269579917192459,0.23208312690258026
theorems,0.17575396597385406,0.29447367787361145,0.13081984221935272,0.20483475923538208,0.24234583973884583,0.019164767116308212,0.2799706757068634,0.22510939836502075,0.17795149981975555,0.1972070336341858,0.0654890388250351,0.4906420409679413,0.19396957755088806
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.2557293176651001,-0.003708066651597619,0.22053174674510956,0.50484299659729,0.05720457062125206,0.29664117097854614,-0.07181349396705627,0.15753796696662903,0.4130953550338745
,in,what,year,did,edmond,'s,characterize,a,``,good,'',algorithm,?
also,0.5073733329772949,0.42747777700424194,0.24424028396606445,0.39334940910339355,0.15371736884117126,-0.0014726108638569713,0.27752143144607544,0.5149940252304077,0.000636551936622709,0.3693075478076935,0.05102188512682915,0.1697014570236206,0.21848613023757935
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.31452420353889465,-0.0016132977325469255,0.257702499628067,0.427140474319458,0.09681109338998795,0.3217065632343292,-0.037358131259679794,0.19359813630580902,0.31091248989105225
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.22666658461093903,-0.037580832839012146,0.2746943235397339,0.539380669593811,0.04765888676047325,0.2152448445558548,0.07432962208986282,0.1526014357805252,0.20430970191955566
1965,0.006827604491263628,0.15314841270446777,0.1789858192205429,0.12525860965251923,-0.019164005294442177,0.0007335363770835102,-0.12381245940923691,0.07501427829265594,0.18224330246448517,0.14522434771060944,-0.021885370835661888,0.0812620297074318,0.26302391290664673
edmonds,0.18846039474010468,0.16370360553264618,0.1372247338294983,0.1217106357216835,0.809552788734436,-0.004125502891838551,0.16726607084274292,0.21751953661441803,-0.018691299483180046,0.1143873855471611,0.013713693246245384,0.18108920753002167,0.1647648811340332
defined,0.2143561989068985,0.25343453884124756,0.15922938287258148,0.1809641718864441,0.15401481091976166,-0.09917864948511124,0.4327833652496338,0.25929558277130127,0.15772975981235504,0.17605221271514893,0.08109438419342041,0.24506020545959473,0.22494901716709137
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.22924725711345673,0.04866964742541313,0.32463499903678894,1.0,0.07272057235240936,0.3146486282348633,0.04890415817499161,0.20294487476348877,0.23916715383529663
``,0.04765888676047325,0.008517155423760414,0.050706423819065094,-0.029888948425650597,0.044273488223552704,-0.03416389226913452,0.11452914029359818,0.07272057235240936,1.0,0.008140034973621368,-0.09173435717821121,0.18277931213378906,0.0685480609536171
good,0.2152448445558548,0.3916934132575989,0.18961794674396515,0.35611584782600403,0.06351001560688019,0.09279277920722961,0.18482334911823273,0.3146486282348633,0.008140034973621368,0.9999999403953552,-0.00393895898014307,0.21771961450576782,0.3187684714794159
'',0.07432962208986282,0.08143015950918198,-0.01924106478691101,0.01978493109345436,0.0005340187926776707,-0.04859459400177002,0.07536082714796066,0.04890415817499161,-0.09173435717821121,-0.00393895898014307,1.0,0.05906469747424126,0.018684765323996544
algorithm,0.1526014357805252,0.2700590193271637,0.12531350553035736,0.08560331910848618,0.16767728328704834,0.009777716360986233,0.20607611536979675,0.20294487476348877,0.18277931213378906,0.21771961450576782,0.05906469747424126,1.0,0.21180397272109985
as,0.3887844979763031,0.31749409437179565,0.28440728783607483,0.3596470057964325,0.2130134552717209,-0.05775856226682663,0.26774197816848755,0.39550232887268066,0.03910288214683533,0.30619359016418457,0.006628023460507393,0.19048626720905304,0.27043893933296204
one,0.4129433035850525,0.376489520072937,0.346388578414917,0.27659472823143005,0.06991533935070038,0.06913424283266068,0.18643756210803986,0.4910551905632019,0.1164957657456398,0.325741171836853,0.036477331072092056,0.21857407689094543,0.2673267424106598
with,0.4080928862094879,0.2464839518070221,0.3220449686050415,0.25472134351730347,0.14666008949279785,-0.04624466598033905,0.3111586272716522,0.3783375024795532,0.08974023163318634,0.2699926197528839,0.07907696813344955,0.0763108879327774,0.2433311939239502
running,0.2874506413936615,0.2357972115278244,0.10273336619138718,0.23744943737983704,0.028767935931682587,-0.07519974559545517,0.12952058017253876,0.30176547169685364,0.006099293939769268,0.2519754469394684,-0.020958030596375465,0.15119308233261108,0.15679655969142914
time,0.3431483507156372,0.36319252848625183,0.41097521781921387,0.3567926585674286,0.1152837797999382,0.01301188487559557,0.1492881029844284,0.3292340338230133,0.041467953473329544,0.3060314655303955,-0.01899585872888565,0.25266581773757935,0.27391523122787476
bounded,0.305585652589798,0.14650486409664154,0.08824551105499268,0.09211555868387222,0.1713089942932129,0.07980966567993164,0.2708938419818878,0.2297627031803131,0.0729273110628128,0.09591728448867798,0.03349017724394798,0.11089148372411728,0.029345547780394554
by,0.370934396982193,0.2455483376979828,0.28805047273635864,0.18574509024620056,0.26851633191108704,-0.010884488001465797,0.25378507375717163,0.32094135880470276,-0.030704375356435776,0.18340454995632172,-0.010275691747665405,0.14533276855945587,0.17966607213020325
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.22924725711345673,0.04866964742541313,0.32463499903678894,1.0,0.07272057235240936,0.3146486282348633,0.04890415817499161,0.20294487476348877,0.23916715383529663
polynomial,0.1631830483675003,0.265341192483902,0.12360601872205734,0.18686218559741974,0.2405022382736206,-0.006090209819376469,0.28015586733818054,0.2757834196090698,0.2817155420780182,0.24421675503253937,0.07067741453647614,0.6020130515098572,0.255467027425766
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.16057249903678894,-0.03817026689648628,0.3080417215824127,0.5052502155303955,0.06780257821083069,0.2696770131587982,0.13035868108272552,0.17516344785690308,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.1803686022758484,-0.01540423184633255,0.2988792657852173,0.5829201340675354,0.029072100296616554,0.2735973596572876,0.041273195296525955,0.15884782373905182,0.22068053483963013
input,0.10243455320596695,0.2844698429107666,0.12698441743850708,0.1364888995885849,0.08499114960432053,0.020966583862900734,0.19459721446037292,0.20009170472621918,0.19248543679714203,0.2253376692533493,0.046169109642505646,0.3474941551685333,0.24861721694469452
size,0.21714140474796295,0.2566739320755005,0.13672617077827454,0.17631091177463531,0.08665943890810013,0.08317088335752487,0.27091389894485474,0.24953703582286835,0.12952813506126404,0.15738284587860107,0.06992906332015991,0.2250329852104187,0.13693112134933472
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.2557293176651001,-0.003708066651597619,0.22053174674510956,0.50484299659729,0.05720457062125206,0.29664117097854614,-0.07181349396705627,0.15753796696662903,0.4130953550338745
