,thoreau,argues,that,usually,majority,rules,but,their,views,collectively,are,sometimes,?
that,0.3305809795856476,0.3249100148677826,1.0,0.43660464882850647,0.3037298023700714,0.3367280662059784,0.7244205474853516,0.4266771972179413,0.30377236008644104,0.29704156517982483,0.45265161991119385,0.3928869664669037,0.32716336846351624
government,0.29847463965415955,0.21697263419628143,0.29558056592941284,0.2110610455274582,0.2886284589767456,0.2199525088071823,0.2775489091873169,0.2597605884075165,0.276822954416275,0.2193337082862854,0.20126859843730927,0.1938302218914032,0.18851417303085327
may,0.19417525827884674,0.18891340494155884,0.4234136641025543,0.32525691390037537,0.1943773478269577,0.18122324347496033,0.3862738311290741,0.2552892565727234,0.20395486056804657,0.18183106184005737,0.3162533640861511,0.30342283844947815,0.2768254578113556
express,0.06632107496261597,0.15043668448925018,0.19539867341518402,0.14269712567329407,0.14372535049915314,0.12050402909517288,0.1790289729833603,0.18899159133434296,0.21928346157073975,0.16332755982875824,0.16000790894031525,0.20976494252681732,0.13246142864227295
the,0.30504027009010315,0.22893615067005157,0.5473989248275757,0.36782920360565186,0.28757327795028687,0.27022838592529297,0.4859698414802551,0.516537070274353,0.23137402534484863,0.3632560670375824,0.40399202704429626,0.35816407203674316,0.22068053483963013
will,0.18663856387138367,0.22012457251548767,0.4857470989227295,0.4054093658924103,0.2038634866476059,0.21624979376792908,0.4515458047389984,0.35694247484207153,0.1361158937215805,0.1642550230026245,0.39387544989585876,0.29358258843421936,0.35046905279159546
of,0.27008235454559326,0.24239063262939453,0.41498205065727234,0.33931583166122437,0.29706597328186035,0.18197891116142273,0.39942997694015503,0.4329940676689148,0.1923438459634781,0.33971667289733887,0.39081433415412903,0.296434611082077,0.1826142966747284
the,0.30504027009010315,0.22893615067005157,0.5473989248275757,0.36782920360565186,0.28757327795028687,0.27022838592529297,0.4859698414802551,0.516537070274353,0.23137402534484863,0.3632560670375824,0.40399202704429626,0.35816407203674316,0.22068053483963013
majority,0.21419690549373627,0.1903124898672104,0.3037298023700714,0.2689581513404846,0.9999998807907104,0.2162933498620987,0.3069172203540802,0.2573463022708893,0.2920798659324646,0.2514696419239044,0.3146342635154724,0.19778525829315186,0.220119908452034
but,0.2742561101913452,0.3191855251789093,0.7244205474853516,0.4121614694595337,0.3069172203540802,0.30552366375923157,1.0000001192092896,0.409988135099411,0.24762235581874847,0.2796408236026764,0.47990062832832336,0.3846900463104248,0.27921953797340393
it,0.32486701011657715,0.16716185212135315,0.5921133160591125,0.34398654103279114,0.24516208469867706,0.20127558708190918,0.5299214720726013,0.3067983090877533,0.21774674952030182,0.2908141314983368,0.3617996573448181,0.34049513936042786,0.25732165575027466
may,0.19417525827884674,0.18891340494155884,0.4234136641025543,0.32525691390037537,0.1943773478269577,0.18122324347496033,0.3862738311290741,0.2552892565727234,0.20395486056804657,0.18183106184005737,0.3162533640861511,0.30342283844947815,0.2768254578113556
also,0.3519754409790039,0.2078157514333725,0.6005857586860657,0.46235284209251404,0.2746758460998535,0.2957235872745514,0.5491819977760315,0.4181114733219147,0.24220360815525055,0.3783591687679291,0.4565894305706024,0.5747261643409729,0.21848613023757935
express,0.06632107496261597,0.15043668448925018,0.19539867341518402,0.14269712567329407,0.14372535049915314,0.12050402909517288,0.1790289729833603,0.18899159133434296,0.21928346157073975,0.16332755982875824,0.16000790894031525,0.20976494252681732,0.13246142864227295
nothing,0.2637113928794861,0.27049994468688965,0.557791531085968,0.3136405348777771,0.21764130890369415,0.25132325291633606,0.4854810833930969,0.29144516587257385,0.2771279215812683,0.2201165109872818,0.23569363355636597,0.26202088594436646,0.4541490972042084
more,0.24065668880939484,0.1494574099779129,0.4813884496688843,0.406992644071579,0.2696058750152588,0.2205955684185028,0.4887734353542328,0.36147117614746094,0.2673744857311249,0.3033198416233063,0.4066504240036011,0.315399169921875,0.27894994616508484
than,0.16849245131015778,0.20720450580120087,0.4891277849674225,0.444146990776062,0.25583645701408386,0.1565421223640442,0.5279248356819153,0.30367133021354675,0.23443475365638733,0.2593633830547333,0.39206281304359436,0.34453392028808594,0.24917294085025787
the,0.30504027009010315,0.22893615067005157,0.5473989248275757,0.36782920360565186,0.28757327795028687,0.27022838592529297,0.4859698414802551,0.516537070274353,0.23137402534484863,0.3632560670375824,0.40399202704429626,0.35816407203674316,0.22068053483963013
will,0.18663856387138367,0.22012457251548767,0.4857470989227295,0.4054093658924103,0.2038634866476059,0.21624979376792908,0.4515458047389984,0.35694247484207153,0.1361158937215805,0.1642550230026245,0.39387544989585876,0.29358258843421936,0.35046905279159546
of,0.27008235454559326,0.24239063262939453,0.41498205065727234,0.33931583166122437,0.29706597328186035,0.18197891116142273,0.39942997694015503,0.4329940676689148,0.1923438459634781,0.33971667289733887,0.39081433415412903,0.296434611082077,0.1826142966747284
elite,0.07509326934814453,0.1539284735918045,0.18531985580921173,0.1839292049407959,0.19604797661304474,0.20318792760372162,0.18611086905002594,0.18128295242786407,0.13552367687225342,0.22452375292778015,0.15864308178424835,0.21306197345256805,0.0737992525100708
politicians,0.22247877717018127,0.14976929128170013,0.21957659721374512,0.1392715573310852,0.29588669538497925,0.16891160607337952,0.2187538594007492,0.19703172147274017,0.3339880406856537,0.15408477187156677,0.21005070209503174,0.1596204936504364,0.17031937837600708
.,0.2866504490375519,0.20865966379642487,0.4460422694683075,0.28580138087272644,0.30306822061538696,0.27219346165657043,0.46573564410209656,0.34427863359451294,0.2603122889995575,0.286761075258255,0.3452940285205841,0.24956031143665314,0.4130953550338745
