,cells,of,the,site,of,an,infection,in,a,plant,undergo,what,process,to,prevent,spread,of,the,disease,?
produces,0.3271545469760895,0.24670347571372986,0.2783815562725067,0.0840267539024353,0.24670347571372986,0.19848763942718506,0.20154601335525513,0.2199338972568512,0.3167676627635956,0.3320980966091156,0.23333880305290222,0.14006412029266357,0.3219485580921173,0.20580656826496124,0.23203212022781372,0.23884350061416626,0.24670347571372986,0.2783815562725067,0.16839586198329926,0.17052298784255981
a,0.2297232300043106,0.5052502155303955,0.5829201340675354,0.21085289120674133,0.5052502155303955,0.44552403688430786,0.247476264834404,0.539380669593811,1.0,0.2010895311832428,0.25324106216430664,0.3320399522781372,0.2601566016674042,0.45503583550453186,0.23738086223602295,0.17979469895362854,0.5052502155303955,0.5829201340675354,0.18050196766853333,0.23916715383529663
localized,0.27286458015441895,0.2533152103424072,0.2597012519836426,0.173439621925354,0.2533152103424072,0.20291799306869507,0.31535860896110535,0.31325024366378784,0.28818872570991516,0.17077891528606415,0.3123597800731659,0.18725332617759705,0.20093756914138794,0.19453215599060059,0.19294418394565582,0.2961067259311676,0.2533152103424072,0.2597012519836426,0.2800261676311493,0.17986464500427246
hypersensitive,0.3600298762321472,0.21087519824504852,0.2105095088481903,0.10789422690868378,0.21087519824504852,0.21802514791488647,0.4369693398475647,0.15399357676506042,0.2703949213027954,0.28364884853363037,0.37526142597198486,0.2850120961666107,0.24458053708076477,0.28067973256111145,0.3325456380844116,0.2624462842941284,0.21087519824504852,0.2105095088481903,0.29180094599723816,0.22263620793819427
response,0.30744311213493347,0.21864040195941925,0.28909924626350403,0.12020689249038696,0.21864040195941925,0.2884137034416199,0.3102411925792694,0.20744606852531433,0.25924429297447205,0.18086710572242737,0.3280022442340851,0.3532308340072632,0.28558048605918884,0.277526319026947,0.2768191397190094,0.18069207668304443,0.21864040195941925,0.28909924626350403,0.2632257640361786,0.2007838636636734
",",0.20582014322280884,0.4946078956127167,0.4933079481124878,0.2036259025335312,0.4946078956127167,0.3581022024154663,0.24966196715831757,0.5201468467712402,0.427140474319458,0.25194862484931946,0.13282671570777893,0.3087472915649414,0.2061346471309662,0.44245919585227966,0.19234955310821533,0.24950742721557617,0.4946078956127167,0.4933079481124878,0.29627472162246704,0.31091248989105225
whereby,0.2090776413679123,0.3387114405632019,0.35741764307022095,0.106594517827034,0.3387114405632019,0.18861305713653564,0.14992225170135498,0.251442551612854,0.2467721402645111,0.18045076727867126,0.32362043857574463,0.27963417768478394,0.4356759488582611,0.3473013639450073,0.31448855996131897,0.1762719452381134,0.3387114405632019,0.35741764307022095,0.09327642619609833,0.1718287318944931
cells,1.0,0.21305565536022186,0.19095487892627716,0.1405700296163559,0.21305565536022186,0.18335485458374023,0.43708765506744385,0.1711641103029251,0.2297232300043106,0.3855547606945038,0.35911116003990173,0.1758001297712326,0.3208608031272888,0.26320719718933105,0.27116745710372925,0.2199133187532425,0.21305565536022186,0.19095487892627716,0.30272728204727173,0.1898086667060852
at,0.16060517728328705,0.42558613419532776,0.457212895154953,0.27583423256874084,0.42558613419532776,0.2446778565645218,0.17136196792125702,0.4374977946281433,0.3095070421695709,0.21092824637889862,0.15120521187782288,0.2838611304759979,0.1761283278465271,0.36524343490600586,0.13442224264144897,0.12960411608219147,0.42558613419532776,0.457212895154953,0.1700623333454132,0.21978627145290375
the,0.19095487892627716,0.733189046382904,1.0,0.288954496383667,0.733189046382904,0.4207492768764496,0.21775591373443604,0.6662389636039734,0.5829201340675354,0.28395459055900574,0.21054203808307648,0.42745697498321533,0.264274537563324,0.535392165184021,0.2841009497642517,0.28994160890579224,0.733189046382904,1.0,0.22720423340797424,0.22068053483963013
site,0.1405700296163559,0.24291633069515228,0.288954496383667,1.0000001192092896,0.24291633069515228,0.19472552835941315,0.12604989111423492,0.20704983174800873,0.21085289120674133,0.17985212802886963,0.07637697458267212,0.21561308205127716,0.1767716407775879,0.2310456782579422,0.15054462850093842,0.14703071117401123,0.24291633069515228,0.288954496383667,0.11276908218860626,0.2014765441417694
of,0.21305565536022186,1.0,0.733189046382904,0.24291633069515228,1.0,0.32280945777893066,0.2276538908481598,0.5696388483047485,0.5052502155303955,0.26645857095718384,0.2243548482656479,0.33290785551071167,0.23962904512882233,0.41548454761505127,0.22669163346290588,0.2895529866218567,1.0,0.733189046382904,0.22984620928764343,0.1826142966747284
infection,0.43708765506744385,0.2276538908481598,0.21775591373443604,0.12604989111423492,0.2276538908481598,0.16551917791366577,0.9999999403953552,0.2487044632434845,0.247476264834404,0.28363484144210815,0.29278919100761414,0.17579561471939087,0.19696055352687836,0.23874373733997345,0.3090725243091583,0.4254119396209717,0.2276538908481598,0.21775591373443604,0.6506690979003906,0.18650056421756744
undergo,0.35911116003990173,0.2243548482656479,0.21054203808307648,0.07637697458267212,0.2243548482656479,0.1826334446668625,0.29278919100761414,0.19309307634830475,0.25324106216430664,0.29465943574905396,1.0,0.20737503468990326,0.4218013882637024,0.2615695595741272,0.2899514138698578,0.2012563943862915,0.2243548482656479,0.21054203808307648,0.24763986468315125,0.15837688744068146
rapid,0.22385747730731964,0.18225142359733582,0.24250900745391846,0.0748509094119072,0.18225142359733582,0.1821926087141037,0.22559040784835815,0.2029436230659485,0.24877165257930756,0.23262833058834076,0.32166939973831177,0.16600939631462097,0.19823923707008362,0.17502319812774658,0.21927525103092194,0.19656836986541748,0.18225142359733582,0.24250900745391846,0.19918909668922424,0.17199881374835968
apoptosis,0.5809942483901978,0.25456541776657104,0.2650298476219177,0.11425149440765381,0.25456541776657104,0.23390431702136993,0.5615849494934082,0.20735135674476624,0.2648368179798126,0.3817642033100128,0.4414083659648895,0.2901170253753662,0.3708707094192505,0.26597070693969727,0.2972693145275116,0.27528291940689087,0.25456541776657104,0.2650298476219177,0.45160213112831116,0.2257007509469986
to,0.26320719718933105,0.41548454761505127,0.535392165184021,0.2310456782579422,0.41548454761505127,0.3138085603713989,0.23874373733997345,0.45010748505592346,0.45503583550453186,0.20493197441101074,0.2615695595741272,0.455847829580307,0.35462963581085205,1.0,0.3492564558982849,0.2748686373233795,0.41548454761505127,0.535392165184021,0.261801153421402,0.29463258385658264
prevent,0.27116745710372925,0.22669163346290588,0.2841009497642517,0.15054462850093842,0.22669163346290588,0.24787792563438416,0.3090725243091583,0.14883868396282196,0.23738086223602295,0.2180984765291214,0.2899514138698578,0.2723881006240845,0.3270459473133087,0.3492564558982849,1.0,0.3799249231815338,0.22669163346290588,0.2841009497642517,0.22766010463237762,0.2547389566898346
the,0.19095487892627716,0.733189046382904,1.0,0.288954496383667,0.733189046382904,0.4207492768764496,0.21775591373443604,0.6662389636039734,0.5829201340675354,0.28395459055900574,0.21054203808307648,0.42745697498321533,0.264274537563324,0.535392165184021,0.2841009497642517,0.28994160890579224,0.733189046382904,1.0,0.22720423340797424,0.22068053483963013
spread,0.2199133187532425,0.2895529866218567,0.28994160890579224,0.14703071117401123,0.2895529866218567,0.16270339488983154,0.4254119396209717,0.24312569200992584,0.17979469895362854,0.1947988122701645,0.2012563943862915,0.22287604212760925,0.20793911814689636,0.2748686373233795,0.3799249231815338,1.0,0.2895529866218567,0.28994160890579224,0.36523008346557617,0.16482828557491302
of,0.21305565536022186,1.0,0.733189046382904,0.24291633069515228,1.0,0.32280945777893066,0.2276538908481598,0.5696388483047485,0.5052502155303955,0.26645857095718384,0.2243548482656479,0.33290785551071167,0.23962904512882233,0.41548454761505127,0.22669163346290588,0.2895529866218567,1.0,0.733189046382904,0.22984620928764343,0.1826142966747284
the,0.19095487892627716,0.733189046382904,1.0,0.288954496383667,0.733189046382904,0.4207492768764496,0.21775591373443604,0.6662389636039734,0.5829201340675354,0.28395459055900574,0.21054203808307648,0.42745697498321533,0.264274537563324,0.535392165184021,0.2841009497642517,0.28994160890579224,0.733189046382904,1.0,0.22720423340797424,0.22068053483963013
disease,0.30272728204727173,0.22984620928764343,0.22720423340797424,0.11276908218860626,0.22984620928764343,0.14111103117465973,0.6506690979003906,0.2769028842449188,0.18050196766853333,0.2572440505027771,0.24763986468315125,0.2391042411327362,0.16067101061344147,0.261801153421402,0.22766010463237762,0.36523008346557617,0.22984620928764343,0.22720423340797424,1.0,0.16159942746162415
to,0.26320719718933105,0.41548454761505127,0.535392165184021,0.2310456782579422,0.41548454761505127,0.3138085603713989,0.23874373733997345,0.45010748505592346,0.45503583550453186,0.20493197441101074,0.2615695595741272,0.455847829580307,0.35462963581085205,1.0,0.3492564558982849,0.2748686373233795,0.41548454761505127,0.535392165184021,0.261801153421402,0.29463258385658264
other,0.22227968275547028,0.38583824038505554,0.44152235984802246,0.19204844534397125,0.38583824038505554,0.1556563824415207,0.235726997256279,0.39989137649536133,0.2806335389614105,0.24403789639472961,0.20865200459957123,0.341873437166214,0.23731955885887146,0.4193183183670044,0.2603989243507385,0.30261480808258057,0.38583824038505554,0.44152235984802246,0.25277337431907654,0.24682199954986572
parts,0.22622589766979218,0.3379773199558258,0.4042440354824066,0.11541970819234848,0.3379773199558258,0.2022421658039093,0.18752627074718475,0.3282690644264221,0.2777566909790039,0.22942261397838593,0.16149207949638367,0.3415631353855133,0.21125803887844086,0.24449384212493896,0.21397678554058075,0.2672539949417114,0.3379773199558258,0.4042440354824066,0.1660410761833191,0.12310896813869476
of,0.21305565536022186,1.0,0.733189046382904,0.24291633069515228,1.0,0.32280945777893066,0.2276538908481598,0.5696388483047485,0.5052502155303955,0.26645857095718384,0.2243548482656479,0.33290785551071167,0.23962904512882233,0.41548454761505127,0.22669163346290588,0.2895529866218567,1.0,0.733189046382904,0.22984620928764343,0.1826142966747284
the,0.19095487892627716,0.733189046382904,1.0,0.288954496383667,0.733189046382904,0.4207492768764496,0.21775591373443604,0.6662389636039734,0.5829201340675354,0.28395459055900574,0.21054203808307648,0.42745697498321533,0.264274537563324,0.535392165184021,0.2841009497642517,0.28994160890579224,0.733189046382904,1.0,0.22720423340797424,0.22068053483963013
plant,0.3855547606945038,0.26645857095718384,0.28395459055900574,0.17985212802886963,0.26645857095718384,0.22981685400009155,0.28363484144210815,0.2597269117832184,0.2010895311832428,1.0,0.29465943574905396,0.23371253907680511,0.28575238585472107,0.20493197441101074,0.2180984765291214,0.1947988122701645,0.26645857095718384,0.28395459055900574,0.2572440505027771,0.16613075137138367
.,0.2868211269378662,0.5352458953857422,0.5934505462646484,0.22011229395866394,0.5352458953857422,0.3581749200820923,0.2435181885957718,0.5591574311256409,0.50484299659729,0.25658002495765686,0.19680443406105042,0.3567904531955719,0.23766504228115082,0.4645031690597534,0.24685528874397278,0.2690257728099823,0.5352458953857422,0.5934505462646484,0.25074082612991333,0.4130953550338745
