,what,was,the,seven,years,war,?
war,0.22516006231307983,0.3560331463813782,0.366199791431427,0.19957704842090607,0.3038960099220276,1.0000001192092896,0.15510529279708862
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.32867714762687683,0.2589467465877533,0.2671184241771698,0.31091248989105225
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.2029859572649002,0.23773819208145142,0.2368277609348297,0.23916715383529663
much,0.45316147804260254,0.2580166161060333,0.35023224353790283,0.11925272643566132,0.2631898522377014,0.19383686780929565,0.23442231118679047
larger,0.23663538694381714,0.13803663849830627,0.378620445728302,0.1637345403432846,0.19223739206790924,0.18932630121707916,0.1602165699005127
conflict,0.32742366194725037,0.19450020790100098,0.2974752187728882,0.12523271143436432,0.21952782571315765,0.49024683237075806,0.26744839549064636
between,0.2462156116962433,0.24048170447349548,0.39067012071609497,0.2633934020996094,0.2583497166633606,0.2612598240375519,0.12887074053287506
france,0.17793065309524536,0.2715669870376587,0.35517507791519165,0.226408913731575,0.22875502705574036,0.2819103002548218,0.15069349110126495
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.26877880096435547,0.300204873085022,0.29695844650268555,0.20544172823429108
great,0.2562883198261261,0.19652196764945984,0.2822027802467346,0.13195492327213287,0.1807750016450882,0.2144670933485031,0.13135133683681488
britain,0.24206450581550598,0.27792006731033325,0.29784059524536133,0.180331289768219,0.2247718721628189,0.33082640171051025,0.1268460750579834
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2632206678390503,0.31919315457344055,0.3000848889350891,0.4130953550338745
,what,was,the,seven,years,war,?
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.12988677620887756,0.234328031539917,0.24018222093582153,0.27043893933296204
there,0.35085538029670715,0.24909798800945282,0.47025805711746216,0.25721609592437744,0.26500028371810913,0.2408694475889206,0.29405656456947327
had,0.23849567770957947,0.5927209258079529,0.3875846862792969,0.20230332016944885,0.36797329783439636,0.29970744252204895,0.20728366076946259
already,0.4530037045478821,0.35964685678482056,0.34582915902137756,0.19566160440444946,0.30330413579940796,0.18999168276786804,0.3477933406829834
been,0.2567804455757141,0.518218457698822,0.3563927710056305,0.18733380734920502,0.36026424169540405,0.18175610899925232,0.24354910850524902
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.2029859572649002,0.23773819208145142,0.2368277609348297,0.23916715383529663
king,0.18449601531028748,0.27377256751060486,0.25887003540992737,0.1480540931224823,0.1655307561159134,0.2670030891895294,0.19130074977874756
george,0.22000353038311005,0.2601471245288849,0.2510760426521301,0.12951378524303436,0.19849732518196106,0.24409236013889313,0.1479024887084961
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.05859247222542763,0.05563735216856003,0.06856801360845566,-0.023395681753754616
war,0.22516006231307983,0.3560331463813782,0.366199791431427,0.19957704842090607,0.3038960099220276,1.0000001192092896,0.15510529279708862
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.24717609584331512,0.33554986119270325,0.29904094338417053,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.28151169419288635,0.2912273406982422,0.366199791431427,0.22068053483963013
1740s,0.032863911241292953,0.09427792578935623,0.0767933800816536,0.14358314871788025,0.021853851154446602,0.07662267982959747,0.0694095566868782
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.32867714762687683,0.2589467465877533,0.2671184241771698,0.31091248989105225
british,0.19255435466766357,0.31934812664985657,0.28973397612571716,0.1707897186279297,0.17609497904777527,0.3060368299484253,0.09711728990077972
colonists,0.2611747086048126,0.26416507363319397,0.2727788984775543,0.105955570936203,0.20550638437271118,0.3249705135822296,0.15893349051475525
named,0.1525408923625946,0.37528327107429504,0.3521348536014557,0.24216842651367188,0.1861303597688675,0.1558108627796173,0.1297498345375061
the,0.42745697498321533,0.48711544275283813,1.0,0.28151169419288635,0.2912273406982422,0.366199791431427,0.22068053483963013
second,0.19948028028011322,0.3858029544353485,0.4620301127433777,0.26037833094596863,0.24535776674747467,0.2754240930080414,0.17239587008953094
war,0.22516006231307983,0.3560331463813782,0.366199791431427,0.19957704842090607,0.3038960099220276,1.0000001192092896,0.15510529279708862
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.24717609584331512,0.33554986119270325,0.29904094338417053,0.20430970191955566
king,0.18449601531028748,0.27377256751060486,0.25887003540992737,0.1480540931224823,0.1655307561159134,0.2670030891895294,0.19130074977874756
george,0.22000353038311005,0.2601471245288849,0.2510760426521301,0.12951378524303436,0.19849732518196106,0.24409236013889313,0.1479024887084961
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.05859247222542763,0.05563735216856003,0.06856801360845566,-0.023395681753754616
reign,0.18227478861808777,0.2893977761268616,0.2661008834838867,0.15705738961696625,0.28746864199638367,0.31020015478134155,0.16399922966957092
after,0.21973377466201782,0.49306565523147583,0.4565047025680542,0.4133448898792267,0.38036108016967773,0.3393358886241913,0.16608688235282898
their,0.35142919421195984,0.2396296262741089,0.516537070274353,0.19945508241653442,0.2008867710828781,0.2163475602865219,0.1898253709077835
opponents,0.18805594742298126,0.24813708662986755,0.2483137845993042,0.10685078799724579,0.13672685623168945,0.18764974176883698,0.12975426018238068
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.32867714762687683,0.2589467465877533,0.2671184241771698,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.26877880096435547,0.300204873085022,0.29695844650268555,0.20544172823429108
it,0.45803478360176086,0.4577186405658722,0.6251175999641418,0.2732959985733032,0.21688692271709442,0.28139346837997437,0.25732165575027466
became,0.1434093862771988,0.6575068235397339,0.36325156688690186,0.17597734928131104,0.32963883876800537,0.2935825288295746,0.11374033987522125
known,0.20381177961826324,0.35203275084495544,0.3624623417854309,0.1511930376291275,0.2360212802886963,0.1372869461774826,0.18314571678638458
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.12988677620887756,0.234328031539917,0.24018222093582153,0.27043893933296204
the,0.42745697498321533,0.48711544275283813,1.0,0.28151169419288635,0.2912273406982422,0.366199791431427,0.22068053483963013
french,0.17393042147159576,0.2523815333843231,0.2555147111415863,0.16133227944374084,0.17051009833812714,0.2536753714084625,0.1386883556842804
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.26877880096435547,0.300204873085022,0.29695844650268555,0.20544172823429108
indian,0.18037962913513184,0.23096419870853424,0.23407642543315887,0.12965519726276398,0.1961277425289154,0.23471178114414215,0.09909533709287643
war,0.22516006231307983,0.3560331463813782,0.366199791431427,0.19957704842090607,0.3038960099220276,1.0000001192092896,0.15510529279708862
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2632206678390503,0.31919315457344055,0.3000848889350891,0.4130953550338745
