,which,mongolian,president,lauded,genghis,khan,on,the,850th,anniversary,of,the,conqueror,'s,birth,?
time,0.325231671333313,0.15249985456466675,0.1640392541885376,0.21193274855613708,0.2322276532649994,0.15561453998088837,0.30044233798980713,0.43061500787734985,0.23340021073818207,0.2806112766265869,0.35127586126327515,0.43061500787734985,0.25647059082984924,0.01301188487559557,0.21159979701042175,0.27391523122787476
in,0.4840516746044159,0.1663515418767929,0.18811661005020142,0.20200520753860474,0.224680557847023,0.1527150720357895,0.46853652596473694,0.6662389636039734,0.2047867476940155,0.25491592288017273,0.5696388483047485,0.6662389636039734,0.22143715620040894,-0.037580832839012146,0.21330854296684265,0.20430970191955566
mongolia,0.2594313621520996,0.875663697719574,0.18171662092208862,0.05504865571856499,0.4294305145740509,0.37883228063583374,0.17148731648921967,0.26887956261634827,0.3236793279647827,0.16370125114917755,0.24969549477100372,0.26887956261634827,0.2258073389530182,-0.018711648881435394,0.13136225938796997,0.12165829539299011
had,0.3188965916633606,0.16512134671211243,0.20116457343101501,0.29175955057144165,0.2616504430770874,0.1740240752696991,0.36692994832992554,0.3875846862792969,0.1332709640264511,0.25495320558547974,0.37755560874938965,0.3875846862792969,0.2170381247997284,-0.004401352722197771,0.17858555912971497,0.20728366076946259
points,0.23372256755828857,0.11499219387769699,0.08602581173181534,0.18633024394512177,0.13807646930217743,0.06423337757587433,0.1853724867105484,0.2560983896255493,0.19518005847930908,0.15517620742321014,0.20397144556045532,0.2560983896255493,0.05715849623084068,0.07513526827096939,0.08147332072257996,0.11006313562393188
to,0.5345056653022766,0.152916818857193,0.21247753500938416,0.21384687721729279,0.2294713407754898,0.18221943080425262,0.41031414270401,0.535392165184021,0.17900383472442627,0.16979461908340454,0.41548454761505127,0.535392165184021,0.2820984721183777,0.03782717138528824,0.22512221336364746,0.29463258385658264
punish,0.18585190176963806,0.11766260117292404,0.15302394330501556,0.22142645716667175,0.2665506899356842,0.14272436499595642,0.12292852252721786,0.1862790733575821,0.13067644834518433,0.06491605937480927,0.16148439049720764,0.1862790733575821,0.23142048716545105,0.1751440316438675,0.12100185453891754,0.23481756448745728
illegal,0.25010383129119873,0.13866163790225983,0.18152809143066406,0.15029612183570862,0.1111348420381546,0.11600307375192642,0.2408972531557083,0.18815846741199493,0.10907288640737534,0.09020643681287766,0.19375135004520416,0.18815846741199493,0.09113668650388718,0.09703937917947769,0.09935255348682404,0.1562941074371338
matters,0.3272422254085541,0.15180319547653198,0.22814364731311798,0.20108595490455627,0.20192432403564453,0.18790946900844574,0.2929304540157318,0.32925453782081604,0.12473486363887787,0.1618618220090866,0.298933744430542,0.32925453782081604,0.09563981741666794,0.09175316989421844,0.06060394272208214,0.3182642459869385
related,0.3823266327381134,0.1672835648059845,0.13858048617839813,0.11401161551475525,0.10724768042564392,0.03199870511889458,0.21967367827892303,0.26962998509407043,0.09258101880550385,0.1652522087097168,0.2691357135772705,0.26962998509407043,0.13665048778057098,-0.03424493595957756,0.19368913769721985,0.17689068615436554
to,0.5345056653022766,0.152916818857193,0.21247753500938416,0.21384687721729279,0.2294713407754898,0.18221943080425262,0.41031414270401,0.535392165184021,0.17900383472442627,0.16979461908340454,0.41548454761505127,0.535392165184021,0.2820984721183777,0.03782717138528824,0.22512221336364746,0.29463258385658264
corruption,0.22295843064785004,0.18373067677021027,0.35593482851982117,0.244798481464386,0.22317326068878174,0.1552240401506424,0.155495747923851,0.23319530487060547,0.08678226172924042,0.07937837392091751,0.21120312809944153,0.23319530487060547,0.15672044456005096,0.024489765986800194,0.15985940396785736,0.16485145688056946
and,0.506277859210968,0.22904802858829498,0.23286236822605133,0.22837954759597778,0.26551535725593567,0.22885166108608246,0.4077630043029785,0.5171257257461548,0.19026215374469757,0.13314463198184967,0.5116966962814331,0.5171257257461548,0.24943439662456512,0.06895173341035843,0.1907857358455658,0.20544172823429108
bribery,0.19799600541591644,0.16778865456581116,0.33672234416007996,0.3115980923175812,0.22472864389419556,0.1594223976135254,0.17739427089691162,0.21543434262275696,0.07115553319454193,0.10678814351558685,0.22749406099319458,0.21543434262275696,0.16180770099163055,0.0007089380524121225,0.15569838881492615,0.18543142080307007
very,0.46625974774360657,0.12999321520328522,0.114345021545887,0.21679042279720306,0.21187056601047516,0.1459416300058365,0.28276392817497253,0.34171217679977417,0.15343758463859558,0.15523570775985718,0.34437474608421326,0.34171217679977417,0.20166581869125366,0.024833835661411285,0.22281555831432343,0.20864155888557434
heavily,0.3310432732105255,0.2122313380241394,0.030284011736512184,0.19292131066322327,0.16545039415359497,0.09150194376707077,0.3055734634399414,0.2549211382865906,0.2072303295135498,0.10581991821527481,0.15830223262310028,0.2549211382865906,0.14604786038398743,0.043111126869916916,0.02012723498046398,0.1724066138267517
",",0.3658004403114319,0.22636307775974274,0.26552814245224,0.2315346896648407,0.2891939878463745,0.19700400531291962,0.49057599902153015,0.4933079481124878,0.13126811385154724,0.20396199822425842,0.4946078956127167,0.4933079481124878,0.20662738382816315,-0.0016132977325469255,0.21100591123104095,0.31091248989105225
'',-0.03332270681858063,0.03795024752616882,-0.008907985873520374,0.020691361278295517,0.1005975604057312,0.06717371195554733,0.04238596186041832,0.041273195296525955,-0.06786496192216873,-0.05068732053041458,0.13035868108272552,0.041273195296525955,0.05914122238755226,-0.04859459400177002,0.04676040634512901,0.018684765323996544
mongolian,0.2730083167552948,0.9999999403953552,0.11936879903078079,0.04189753532409668,0.463535338640213,0.4463278353214264,0.14454014599323273,0.2657795250415802,0.25264453887939453,0.12459263950586319,0.22608324885368347,0.2657795250415802,0.23378419876098633,-0.009959477931261063,0.12180902063846588,0.13122369349002838
president,0.15872660279273987,0.11936879903078079,1.0000001192092896,0.23158057034015656,0.21110491454601288,0.21197029948234558,0.18996542692184448,0.24330610036849976,0.044938333332538605,0.2529638111591339,0.21610750257968903,0.24330610036849976,0.21121527254581451,-0.08566092699766159,0.20768630504608154,0.14148259162902832
tsakhiagiin,0.3491736948490143,0.43770647048950195,0.3094704747200012,0.2288416475057602,0.5079835057258606,0.42742839455604553,0.24553439021110535,0.34797316789627075,0.21685120463371277,0.24063628911972046,0.3042270839214325,0.34797316789627075,0.27306053042411804,-0.0003955953579861671,0.2947671413421631,0.28378960490226746
elbegdorj,0.23201094567775726,0.3100277781486511,0.32219836115837097,0.26283711194992065,0.42436280846595764,0.2771810293197632,0.2444244921207428,0.35292214155197144,0.22163507342338562,0.19805048406124115,0.3526710867881775,0.35292214155197144,0.29330673813819885,-0.009605546481907368,0.20316943526268005,0.30948761105537415
noted,0.2032288759946823,0.14739373326301575,0.08889995515346527,0.3901026248931885,0.15884330868721008,0.10258236527442932,0.24582087993621826,0.248806893825531,0.10704035311937332,0.22460362315177917,0.23399871587753296,0.248806893825531,0.1294306367635727,-0.024553362280130386,0.1263907551765442,0.13014346361160278
.,0.45942068099975586,0.18073968589305878,0.26255303621292114,0.22419515252113342,0.25373268127441406,0.19819748401641846,0.49257001280784607,0.5934505462646484,0.1882152557373047,0.2281392365694046,0.5352458953857422,0.5934505462646484,0.21119242906570435,-0.003708066651597619,0.18902461230754852,0.4130953550338745
,which,mongolian,president,lauded,genghis,khan,on,the,850th,anniversary,of,the,conqueror,'s,birth,?
he,0.3415409028530121,0.12671193480491638,0.28017905354499817,0.29821839928627014,0.28288567066192627,0.24136358499526978,0.32403138279914856,0.4571082592010498,0.10104989260435104,0.18074297904968262,0.38706058263778687,0.4571082592010498,0.2767753303050995,0.024063590914011,0.14199376106262207,0.2089974731206894
was,0.2830964922904968,0.11424200981855392,0.2505730390548706,0.27411219477653503,0.3037589192390442,0.23483267426490784,0.3909217119216919,0.48711544275283813,0.17959889769554138,0.28924626111984253,0.4069072902202606,0.48711544275283813,0.2757565677165985,0.008974763564765453,0.17733189463615417,0.18412111699581146
a,0.56894451379776,0.20499378442764282,0.16959697008132935,0.18325676023960114,0.194350928068161,0.1743650734424591,0.3848365545272827,0.5829201340675354,0.15412893891334534,0.1787421703338623,0.5052502155303955,0.5829201340675354,0.20406103134155273,0.04866964742541313,0.20554059743881226,0.23916715383529663
man,0.20038147270679474,0.1469055861234665,0.16814158856868744,0.19123362004756927,0.25581789016723633,0.18689844012260437,0.2439323514699936,0.23171134293079376,0.04833448305726051,0.1584516167640686,0.16490690410137177,0.23171134293079376,0.22998769581317902,-0.04544515535235405,0.17752568423748016,0.2528940737247467
who,0.3688730001449585,0.22100761532783508,0.22565458714962006,0.21553033590316772,0.3018350303173065,0.2616176903247833,0.2340552806854248,0.3733934462070465,0.07950855046510696,0.16220717132091522,0.2827862501144409,0.3733934462070465,0.2574475109577179,0.05599616840481758,0.19817788898944855,0.26220351457595825
knew,0.19483758509159088,0.11412961035966873,0.1740371584892273,0.21258731186389923,0.23663398623466492,0.14515870809555054,0.20198297500610352,0.23686929047107697,0.1434461772441864,0.21429815888404846,0.22886045277118683,0.23686929047107697,0.25293996930122375,0.02116563729941845,0.2030046135187149,0.23297454416751862
that,0.6894589066505432,0.24603262543678284,0.19873183965682983,0.22025181353092194,0.21352417767047882,0.14077997207641602,0.42569106817245483,0.5473989248275757,0.24641834199428558,0.18585778772830963,0.41498205065727234,0.5473989248275757,0.23010899126529694,0.04397977516055107,0.21577265858650208,0.32716336846351624
the,0.6521818041801453,0.2657795250415802,0.24330610036849976,0.2157658338546753,0.3448939025402069,0.21067845821380615,0.5107308030128479,1.0,0.26882100105285645,0.29318708181381226,0.733189046382904,1.0,0.3065539300441742,-0.01540423184633255,0.21280217170715332,0.22068053483963013
good,0.29182055592536926,0.1632581502199173,0.15626569092273712,0.22938431799411774,0.15043474733829498,0.16243813931941986,0.2569187879562378,0.2735973596572876,0.14170363545417786,0.1357862502336502,0.2696770131587982,0.2735973596572876,0.1359214037656784,0.09279277920722961,0.156254380941391,0.3187684714794159
laws,0.271426796913147,0.07201680541038513,0.2307814061641693,0.09196469187736511,0.1581728160381317,0.060260333120822906,0.16233189404010773,0.2587076723575592,0.1008673831820488,0.13490493595600128,0.2539142072200775,0.2587076723575592,0.1984405219554901,-0.02741883508861065,0.100765660405159,0.17911791801452637
and,0.506277859210968,0.22904802858829498,0.23286236822605133,0.22837954759597778,0.26551535725593567,0.22885166108608246,0.4077630043029785,0.5171257257461548,0.19026215374469757,0.13314463198184967,0.5116966962814331,0.5171257257461548,0.24943439662456512,0.06895173341035843,0.1907857358455658,0.20544172823429108
rules,0.30419498682022095,0.17384399473667145,0.07209586352109909,0.09116906672716141,0.14366531372070312,0.13312099874019623,0.1945495307445526,0.27022838592529297,0.09651350229978561,0.12600411474704742,0.18197891116142273,0.27022838592529297,0.15018054842948914,-0.025976654142141342,0.10153543949127197,0.22111085057258606
lived,0.12307385355234146,0.19138488173484802,0.1438799500465393,0.2084583193063736,0.27209940552711487,0.11340858042240143,0.15667724609375,0.2897515296936035,0.17857150733470917,0.15398529171943665,0.3103700876235962,0.2897515296936035,0.2042636275291443,-0.020320259034633636,0.2288202941417694,0.1798510104417801
longer,0.43698108196258545,0.11862551420927048,0.17835448682308197,0.11507205665111542,0.1774231195449829,0.0726831704378128,0.30453935265541077,0.361417293548584,0.20236076414585114,0.12613554298877716,0.2788179814815521,0.361417293548584,0.11644356697797775,0.03199387341737747,0.12507104873657227,0.24416615068912506
than,0.3974681496620178,0.10797642916440964,0.11756054311990738,0.17225240170955658,0.15678472816944122,0.14717327058315277,0.2864885926246643,0.3227543234825134,0.21486921608448029,0.11860351264476776,0.33036211133003235,0.3227543234825134,0.08010439574718475,0.0585811510682106,0.13693512976169586,0.24917294085025787
fancy,0.26261189579963684,0.1654348224401474,0.0533464141190052,0.19921308755874634,0.1581343412399292,0.07012411952018738,0.23111169040203094,0.2296893447637558,0.026218023151159286,0.11287835240364075,0.2520862817764282,0.2296893447637558,0.1611759215593338,0.13563716411590576,0.1955270916223526,0.2520395517349243
palaces,0.252109169960022,0.2727457284927368,0.09346343576908112,0.166143998503685,0.30511972308158875,0.18884222209453583,0.1599479466676712,0.30388665199279785,0.19053229689598083,0.1946670264005661,0.3081806004047394,0.30388665199279785,0.3118937313556671,-0.05834246054291725,0.10942763090133667,0.1447763592004776
",",0.3658004403114319,0.22636307775974274,0.26552814245224,0.2315346896648407,0.2891939878463745,0.19700400531291962,0.49057599902153015,0.4933079481124878,0.13126811385154724,0.20396199822425842,0.4946078956127167,0.4933079481124878,0.20662738382816315,-0.0016132977325469255,0.21100591123104095,0.31091248989105225
'',-0.03332270681858063,0.03795024752616882,-0.008907985873520374,0.020691361278295517,0.1005975604057312,0.06717371195554733,0.04238596186041832,0.041273195296525955,-0.06786496192216873,-0.05068732053041458,0.13035868108272552,0.041273195296525955,0.05914122238755226,-0.04859459400177002,0.04676040634512901,0.018684765323996544
elbegdorj,0.23201094567775726,0.3100277781486511,0.32219836115837097,0.26283711194992065,0.42436280846595764,0.2771810293197632,0.2444244921207428,0.35292214155197144,0.22163507342338562,0.19805048406124115,0.3526710867881775,0.35292214155197144,0.29330673813819885,-0.009605546481907368,0.20316943526268005,0.30948761105537415
said,0.27170243859291077,0.15057483315467834,0.23572011291980743,0.3587341606616974,0.22450484335422516,0.1737489104270935,0.3034963011741638,0.3024602234363556,0.16904425621032715,0.23863306641578674,0.29014745354652405,0.3024602234363556,0.15686246752738953,0.02159760519862175,0.1672256588935852,0.28991883993148804
in,0.4840516746044159,0.1663515418767929,0.18811661005020142,0.20200520753860474,0.224680557847023,0.1527150720357895,0.46853652596473694,0.6662389636039734,0.2047867476940155,0.25491592288017273,0.5696388483047485,0.6662389636039734,0.22143715620040894,-0.037580832839012146,0.21330854296684265,0.20430970191955566
his,0.32283493876457214,0.12383781373500824,0.25683027505874634,0.31519708037376404,0.3744826912879944,0.26570460200309753,0.32064297795295715,0.4394008219242096,0.007275517098605633,0.27036264538764954,0.38364991545677185,0.4394008219242096,0.33625537157058716,0.047556519508361816,0.19814635813236237,0.18075084686279297
speech,0.2504420876502991,0.2246052771806717,0.25837841629981995,0.2105371505022049,0.10411948710680008,0.0962911993265152,0.17259757220745087,0.2542078197002411,0.08192665129899979,0.2440778911113739,0.23325279355049133,0.2542078197002411,0.13369888067245483,-0.031413331627845764,0.2559187710285187,0.1412617564201355
on,0.4245251417160034,0.14454014599323273,0.18996542692184448,0.20989477634429932,0.17695671319961548,0.13222354650497437,0.9999999403953552,0.5107308030128479,0.1527911275625229,0.26800811290740967,0.3966929316520691,0.5107308030128479,0.1807214617729187,0.0026888418942689896,0.11070101708173752,0.2714994251728058
the,0.6521818041801453,0.2657795250415802,0.24330610036849976,0.2157658338546753,0.3448939025402069,0.21067845821380615,0.5107308030128479,1.0,0.26882100105285645,0.29318708181381226,0.733189046382904,1.0,0.3065539300441742,-0.01540423184633255,0.21280217170715332,0.22068053483963013
850th,0.2114584892988205,0.25264453887939453,0.044938333332538605,0.05496572330594063,0.1868363320827484,0.12682299315929413,0.1527911275625229,0.26882100105285645,1.0,0.25739365816116333,0.17234057188034058,0.26882100105285645,0.15437546372413635,0.18382006883621216,0.10923642665147781,0.09359581768512726
anniversary,0.23320475220680237,0.12459263950586319,0.2529638111591339,0.2503353953361511,0.21445344388484955,0.16147859394550323,0.26800811290740967,0.29318708181381226,0.25739365816116333,1.0,0.2393128126859665,0.29318708181381226,0.25785231590270996,-0.008144883438944817,0.22722414135932922,0.1981802135705948
of,0.5011631846427917,0.22608324885368347,0.21610750257968903,0.20188775658607483,0.2938849925994873,0.17124508321285248,0.3966929316520691,0.733189046382904,0.17234057188034058,0.2393128126859665,1.0,0.733189046382904,0.27546966075897217,-0.03817026689648628,0.2531921863555908,0.1826142966747284
chinggis,0.2578279972076416,0.35461482405662537,0.26321372389793396,0.20105066895484924,0.4531481862068176,0.31392401456832886,0.24095049500465393,0.29476848244667053,0.1449609398841858,0.1496814787387848,0.27041229605674744,0.29476848244667053,0.27502965927124023,0.03057505190372467,0.22120608389377594,0.27154234051704407
khaan,0.17893512547016144,0.4884626865386963,0.1949591040611267,0.0905790776014328,0.5834661722183228,0.7512640953063965,0.0942334309220314,0.20514367520809174,0.18188133835792542,0.14084701240062714,0.15008923411369324,0.20514367520809174,0.24715813994407654,0.041153956204652786,0.1683584600687027,0.09780357033014297
's,0.03856118768453598,-0.009959477931261063,-0.08566092699766159,0.07668617367744446,0.031423866748809814,0.05307086929678917,0.0026888418942689896,-0.01540423184633255,0.18382006883621216,-0.008144883438944817,-0.03817026689648628,-0.01540423184633255,-0.07044915109872818,0.9999999403953552,-0.017712045460939407,-0.023395681753754616
birth,0.19571048021316528,0.12180902063846588,0.20768630504608154,0.16575191915035248,0.23190996050834656,0.12805815041065216,0.11070101708173752,0.21280217170715332,0.10923642665147781,0.22722414135932922,0.2531921863555908,0.21280217170715332,0.1891559213399887,-0.017712045460939407,0.9999999403953552,0.10080231726169586
.,0.45942068099975586,0.18073968589305878,0.26255303621292114,0.22419515252113342,0.25373268127441406,0.19819748401641846,0.49257001280784607,0.5934505462646484,0.1882152557373047,0.2281392365694046,0.5352458953857422,0.5934505462646484,0.21119242906570435,-0.003708066651597619,0.18902461230754852,0.4130953550338745
