,what,city,has,the,largest,inland,port,in,europe,?
up,0.28591108322143555,0.17179104685783386,0.27017050981521606,0.38423117995262146,0.20254385471343994,0.1580423265695572,0.1270228773355484,0.3120773434638977,0.16943387687206268,0.1819818764925003
into,0.2180619090795517,0.1861938089132309,0.29681676626205444,0.39493247866630554,0.1507633775472641,0.24008716642856598,0.15450626611709595,0.38021373748779297,0.1373959183692932,0.15662476420402527
switzerland,0.10552600771188736,0.1947120875120163,0.2277967631816864,0.25689372420310974,0.16505053639411926,0.1466326117515564,0.1572282910346985,0.35930100083351135,0.3787481188774109,0.13347817957401276
",",0.3087472915649414,0.35839709639549255,0.3734780251979828,0.4933079481124878,0.26626327633857727,0.2774789035320282,0.26668232679367065,0.5201468467712402,0.2542513906955719,0.31091248989105225
it,0.45803478360176086,0.3001909852027893,0.41962623596191406,0.6251175999641418,0.30890756845474243,0.32057440280914307,0.2599998414516449,0.5130809545516968,0.2849960923194885,0.25732165575027466
is,0.28837618231773376,0.3186660706996918,0.5668748617172241,0.5823672413825989,0.3413417339324951,0.17835117876529694,0.26270607113838196,0.5394441485404968,0.20961034297943115,0.22961433231830597
along,0.22421957552433014,0.20935635268688202,0.27603578567504883,0.39495137333869934,0.14241459965705872,0.2842874526977539,0.18385609984397888,0.3603311777114868,0.18191732466220856,0.17134909331798553
the,0.42745697498321533,0.35769423842430115,0.4177538752555847,1.0,0.3757036626338959,0.28756555914878845,0.2648184895515442,0.6662389636039734,0.34463706612586975,0.22068053483963013
lower,0.20079238712787628,0.16680219769477844,0.18122337758541107,0.3463275134563446,0.2062341570854187,0.2295655757188797,0.07644980400800705,0.27455443143844604,0.16701726615428925,0.08471795171499252
rhine,0.16475653648376465,0.26540544629096985,0.12709470093250275,0.30735138058662415,0.1578357070684433,0.24103295803070068,0.15908418595790863,0.24648422002792358,0.3181407153606415,0.13754533231258392
that,0.6297725439071655,0.183757483959198,0.41272613406181335,0.5473989248275757,0.19412246346473694,0.22543661296367645,0.18153353035449982,0.435920387506485,0.23799441754817963,0.32716336846351624
the,0.42745697498321533,0.35769423842430115,0.4177538752555847,1.0,0.3757036626338959,0.28756555914878845,0.2648184895515442,0.6662389636039734,0.34463706612586975,0.22068053483963013
bulk,0.19509074091911316,0.08370078355073929,0.17576037347316742,0.2220524251461029,0.19397275149822235,0.21372449398040771,0.17986176908016205,0.19168980419635773,0.1528369039297104,0.14538165926933289
of,0.33290785551071167,0.32503411173820496,0.3909035325050354,0.733189046382904,0.36650770902633667,0.2589372992515564,0.19644224643707275,0.5696388483047485,0.29299741983413696,0.1826142966747284
them,0.4994642734527588,0.1789781153202057,0.22823691368103027,0.4788833558559418,0.13803088665008545,0.26333364844322205,0.1599101573228836,0.29119014739990234,0.25020480155944824,0.35435691475868225
are,0.29724663496017456,0.19493703544139862,0.4313911199569702,0.40399202704429626,0.23992078006267548,0.19508755207061768,0.14696268737316132,0.3841303884983063,0.22028589248657227,0.24591213464736938
concentrated,0.20476274192333221,0.1651257872581482,0.23140521347522736,0.2688957750797272,0.21904203295707703,0.1999884992837906,0.1637393981218338,0.29073235392570496,0.2523496150970459,0.11501483619213104
",",0.3087472915649414,0.35839709639549255,0.3734780251979828,0.4933079481124878,0.26626327633857727,0.2774789035320282,0.26668232679367065,0.5201468467712402,0.2542513906955719,0.31091248989105225
as,0.31749409437179565,0.21195319294929504,0.351646363735199,0.48381632566452026,0.1819920688867569,0.23135359585285187,0.1979490965604782,0.3887844979763031,0.23063963651657104,0.27043893933296204
the,0.42745697498321533,0.35769423842430115,0.4177538752555847,1.0,0.3757036626338959,0.28756555914878845,0.2648184895515442,0.6662389636039734,0.34463706612586975,0.22068053483963013
river,0.13815869390964508,0.3428632318973541,0.19486697018146515,0.2894456386566162,0.2491404414176941,0.4270264804363251,0.31388694047927856,0.2149806171655655,0.13787978887557983,0.15390869975090027
passes,0.21615341305732727,0.15519510209560394,0.2752569019794464,0.3752402365207672,0.18176902830600739,0.1217317059636116,0.15845969319343567,0.2780042290687561,0.11295472830533981,0.09716983139514923
the,0.42745697498321533,0.35769423842430115,0.4177538752555847,1.0,0.3757036626338959,0.28756555914878845,0.2648184895515442,0.6662389636039734,0.34463706612586975,0.22068053483963013
major,0.21026742458343506,0.259122371673584,0.2243996560573578,0.31775903701782227,0.3065648674964905,0.20974859595298767,0.2090679258108139,0.3249945342540741,0.22002781927585602,0.19788557291030884
cities,0.161918506026268,0.5864919424057007,0.17986084520816803,0.2621172070503235,0.2815219461917877,0.3449026048183441,0.3371402621269226,0.32293570041656494,0.2622022330760956,0.13339310884475708
of,0.33290785551071167,0.32503411173820496,0.3909035325050354,0.733189046382904,0.36650770902633667,0.2589372992515564,0.19644224643707275,0.5696388483047485,0.29299741983413696,0.1826142966747284
cologne,0.13229849934577942,0.2505735754966736,0.184086874127388,0.1949973702430725,0.13780982792377472,0.13955393433570862,0.0826457142829895,0.2079852819442749,0.3267383873462677,0.12676802277565002
",",0.3087472915649414,0.35839709639549255,0.3734780251979828,0.4933079481124878,0.26626327633857727,0.2774789035320282,0.26668232679367065,0.5201468467712402,0.2542513906955719,0.31091248989105225
düsseldorf,0.13595208525657654,0.27897909283638,0.1717076152563095,0.23592178523540497,0.20884357392787933,0.1816033273935318,0.15613701939582825,0.2691386044025421,0.33656322956085205,0.11610876768827438
and,0.31309178471565247,0.2827445864677429,0.43716782331466675,0.5171257257461548,0.24602696299552917,0.3125506639480591,0.21930254995822906,0.4954058527946472,0.3463572859764099,0.20544172823429108
duisburg,0.144659623503685,0.37614569067955017,0.12951664626598358,0.2369861900806427,0.19579917192459106,0.23503151535987854,0.21899282932281494,0.254626601934433,0.24070139229297638,0.18542204797267914
.,0.3567904531955719,0.29856356978416443,0.4105546176433563,0.5934505462646484,0.18871670961380005,0.280521422624588,0.22629979252815247,0.5591574311256409,0.31984585523605347,0.4130953550338745
