,where,does,the,proportion,of,shared,and,converted,houses,in,2011,put,this,dwelling,type,in,the,color-coded,brackets,?
of,0.38066378235816956,0.3119818866252899,0.733189046382904,0.326309472322464,1.0,0.2307819277048111,0.5116966962814331,0.27010029554367065,0.2718559205532074,0.5696388483047485,0.09709474444389343,0.3247257471084595,0.45148900151252747,0.22750063240528107,0.18112817406654358,0.5696388483047485,0.733189046382904,0.2211129516363144,0.1546982228755951,0.1826142966747284
few,0.30374065041542053,0.25845640897750854,0.34660017490386963,0.26008573174476624,0.2682102620601654,0.13615988194942474,0.39845648407936096,0.18023250997066498,0.20375728607177734,0.3588411808013916,0.0231346245855093,0.24821320176124573,0.3351297378540039,0.21172553300857544,0.11853011697530746,0.3588411808013916,0.34660017490386963,0.23577581346035004,0.20988570153713226,0.2334265559911728
authorities,0.23017098009586334,0.18869557976722717,0.2784515917301178,0.19764426350593567,0.2408684492111206,0.16057151556015015,0.2857656180858612,0.18375808000564575,0.2254573404788971,0.2868952453136444,0.08179452270269394,0.24320337176322937,0.2683684229850769,0.23323172330856323,0.14122916758060455,0.2868952453136444,0.2784515917301178,0.11068033427000046,0.2841583788394928,0.17285770177841187
to,0.47735077142715454,0.4391997456550598,0.535392165184021,0.27622002363204956,0.41548454761505127,0.14570777118206024,0.48971283435821533,0.2962644398212433,0.20746637880802155,0.45010748505592346,0.03410811722278595,0.36244112253189087,0.5759071707725525,0.25273066759109497,0.19930607080459595,0.45010748505592346,0.535392165184021,0.2797485888004303,0.2831500172615051,0.29463258385658264
see,0.3515684902667999,0.3645385801792145,0.3770301640033722,0.25499680638313293,0.33962661027908325,0.1330634355545044,0.367068350315094,0.26278722286224365,0.15947693586349487,0.2973747253417969,-0.007371821906417608,0.3467237651348114,0.45724403858184814,0.2500239908695221,0.24342019855976105,0.2973747253417969,0.3770301640033722,0.34662938117980957,0.2641473710536957,0.42005208134651184
the,0.5003893971443176,0.35928019881248474,1.0,0.2945463955402374,0.733189046382904,0.21652492880821228,0.5171257257461548,0.2538719177246094,0.2692612111568451,0.6662389636039734,0.07811610400676727,0.34150463342666626,0.6274310946464539,0.28435325622558594,0.21819381415843964,0.6662389636039734,1.0,0.2748313248157501,0.2854970097541809,0.22068053483963013
proportion,0.23898786306381226,0.2511845529079437,0.2945463955402374,1.0,0.326309472322464,0.21172557771205902,0.2984730005264282,0.14718756079673767,0.26744580268859863,0.2268213927745819,-0.029439793899655342,0.21077945828437805,0.3000532388687134,0.30858084559440613,0.13515342772006989,0.2268213927745819,0.2945463955402374,0.29047903418540955,0.2840251326560974,0.16980072855949402
of,0.38066378235816956,0.3119818866252899,0.733189046382904,0.326309472322464,1.0,0.2307819277048111,0.5116966962814331,0.27010029554367065,0.2718559205532074,0.5696388483047485,0.09709474444389343,0.3247257471084595,0.45148900151252747,0.22750063240528107,0.18112817406654358,0.5696388483047485,0.733189046382904,0.2211129516363144,0.1546982228755951,0.1826142966747284
detached,0.26031294465065,0.10146608203649521,0.22360335290431976,0.15506623685359955,0.19064097106456757,0.15797853469848633,0.19073612987995148,0.161586731672287,0.2638704478740692,0.17419780790805817,0.0015070257941260934,0.24910005927085876,0.23495326936244965,0.27925005555152893,0.16930465400218964,0.17419780790805817,0.22360335290431976,0.25622597336769104,0.22563597559928894,0.1312139630317688
homes,0.26588889956474304,0.12487458437681198,0.22941356897354126,0.1936022788286209,0.2122298777103424,0.18566608428955078,0.3257494568824768,0.22143477201461792,0.5516307950019836,0.2459857165813446,0.10705849528312683,0.17732468247413635,0.20173895359039307,0.3200288414955139,0.07057777047157288,0.2459857165813446,0.22941356897354126,0.1553398221731186,0.2021549493074417,0.12707971036434174
rise,0.11991672962903976,0.18335625529289246,0.3404741883277893,0.20683957636356354,0.2733727991580963,0.05907710641622543,0.2639505863189697,0.22284772992134094,0.143558070063591,0.1934409737586975,0.01656603440642357,0.18566058576107025,0.24347206950187683,0.2784977853298187,0.05735350772738457,0.1934409737586975,0.3404741883277893,0.12950152158737183,0.1719575971364975,0.10799103230237961
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.2268213927745819,0.5696388483047485,0.24815475940704346,0.4954058527946472,0.22429603338241577,0.2622964382171631,1.0,0.08290185779333115,0.26728662848472595,0.45205554366111755,0.22181351482868195,0.20604541897773743,1.0,0.6662389636039734,0.19091330468654633,0.22041325271129608,0.20430970191955566
the,0.5003893971443176,0.35928019881248474,1.0,0.2945463955402374,0.733189046382904,0.21652492880821228,0.5171257257461548,0.2538719177246094,0.2692612111568451,0.6662389636039734,0.07811610400676727,0.34150463342666626,0.6274310946464539,0.28435325622558594,0.21819381415843964,0.6662389636039734,1.0,0.2748313248157501,0.2854970097541809,0.22068053483963013
2010,0.2357739508152008,0.23874147236347198,0.31722962856292725,0.1808910220861435,0.26419875025749207,0.229398712515831,0.27321958541870117,0.16225312650203705,0.16531415283679962,0.2692960798740387,-0.012720898725092411,0.15261726081371307,0.25088995695114136,0.2373228520154953,0.10125482827425003,0.2692960798740387,0.31722962856292725,0.12488577514886856,0.08255596458911896,0.21232788264751434
census,0.19545337557792664,0.12512540817260742,0.2524987757205963,0.243010476231575,0.19615516066551208,0.05315710976719856,0.15556402504444122,0.19637244939804077,0.19025300443172455,0.2571312189102173,0.04746174067258835,0.11901707202196121,0.1583559513092041,0.24790658056735992,0.06189003586769104,0.2571312189102173,0.2524987757205963,0.17325785756111145,0.18817003071308136,0.12548218667507172
(,0.1970011591911316,0.2728188931941986,0.33289089798927307,0.19680894911289215,0.35032153129577637,0.22719857096672058,0.4862271547317505,0.16273128986358643,0.16223236918449402,0.3087427020072937,-0.03467067703604698,0.17309410870075226,0.3388223350048065,0.17289835214614868,0.1677488386631012,0.3087427020072937,0.33289089798927307,0.25455722212791443,0.22583802044391632,0.40561532974243164
to,0.47735077142715454,0.4391997456550598,0.535392165184021,0.27622002363204956,0.41548454761505127,0.14570777118206024,0.48971283435821533,0.2962644398212433,0.20746637880802155,0.45010748505592346,0.03410811722278595,0.36244112253189087,0.5759071707725525,0.25273066759109497,0.19930607080459595,0.45010748505592346,0.535392165184021,0.2797485888004303,0.2831500172615051,0.29463258385658264
7.8,0.049255724996328354,0.014738798141479492,0.05780068784952164,-0.11790869385004044,0.030618401244282722,0.029068028554320335,0.014413360506296158,0.06093242019414902,-0.03603575751185417,0.05974779278039932,0.031412214040756226,0.006537127774208784,0.04304838925600052,-0.06882704049348831,-0.015229867771267891,0.05974779278039932,0.05780068784952164,0.0058191632851958275,0.07332523167133331,-0.09796684235334396
%,0.1553906351327896,0.1996830552816391,0.21490740776062012,0.385781466960907,0.19953428208827972,0.14453834295272827,0.24616369605064392,0.19261911511421204,0.1602039933204651,0.19465309381484985,0.10786030441522598,0.1049402579665184,0.2505219876766205,0.24457445740699768,0.21680237352848053,0.19465309381484985,0.21490740776062012,0.20277531445026398,0.19089151918888092,0.21441808342933655
),0.20711064338684082,0.2575884759426117,0.3456730246543884,0.18458174169063568,0.3680361211299896,0.22237952053546906,0.4961937665939331,0.16454057395458221,0.1692226380109787,0.3326910734176636,-0.002760703209787607,0.19101889431476593,0.3621573746204376,0.171968013048172,0.18612703680992126,0.3326910734176636,0.3456730246543884,0.2626541256904602,0.2294449359178543,0.42300865054130554
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.23342293500900269,0.4946078956127167,0.2729959785938263,0.6633074283599854,0.18564631044864655,0.25159695744514465,0.5201468467712402,0.08851227909326553,0.28264448046684265,0.4316047728061676,0.24786125123500824,0.1804078221321106,0.5201468467712402,0.4933079481124878,0.2590676546096802,0.22971686720848083,0.31091248989105225
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.2268213927745819,0.5696388483047485,0.24815475940704346,0.4954058527946472,0.22429603338241577,0.2622964382171631,1.0,0.08290185779333115,0.26728662848472595,0.45205554366111755,0.22181351482868195,0.20604541897773743,1.0,0.6662389636039734,0.19091330468654633,0.22041325271129608,0.20430970191955566
this,0.4012809097766876,0.4166489243507385,0.6274310946464539,0.3000532388687134,0.45148900151252747,0.20020084083080292,0.42353692650794983,0.25258731842041016,0.18683819472789764,0.45205554366111755,0.0691872388124466,0.38769811391830444,0.9999999403953552,0.26792317628860474,0.36936521530151367,0.45205554366111755,0.6274310946464539,0.37815332412719727,0.3283829391002655,0.3155723512172699
instance,0.4312969744205475,0.36771830916404724,0.3539782464504242,0.3754662573337555,0.3011147379875183,0.20042113959789276,0.34175774455070496,0.24988819658756256,0.21927344799041748,0.23631897568702698,0.10108570009469986,0.3249066472053528,0.4409838914871216,0.288063645362854,0.27324962615966797,0.23631897568702698,0.3539782464504242,0.35513851046562195,0.4492414891719818,0.30205854773521423
this,0.4012809097766876,0.4166489243507385,0.6274310946464539,0.3000532388687134,0.45148900151252747,0.20020084083080292,0.42353692650794983,0.25258731842041016,0.18683819472789764,0.45205554366111755,0.0691872388124466,0.38769811391830444,0.9999999403953552,0.26792317628860474,0.36936521530151367,0.45205554366111755,0.6274310946464539,0.37815332412719727,0.3283829391002655,0.3155723512172699
was,0.20731619000434875,0.19302551448345184,0.48711544275283813,0.18948890268802643,0.4069072902202606,0.18899540603160858,0.3740963041782379,0.2062978297472,0.23840434849262238,0.45514053106307983,-0.022202642634510994,0.24684612452983856,0.3638818562030792,0.08100230991840363,0.14348182082176208,0.45514053106307983,0.48711544275283813,0.16667237877845764,0.07504881918430328,0.18412111699581146
coupled,0.1638534963130951,0.18463608622550964,0.19603942334651947,0.3561720550060272,0.1870793104171753,0.24703103303909302,0.22727926075458527,0.2892076373100281,0.1802413910627365,0.19284312427043915,0.1172269731760025,0.28631359338760376,0.29249489307403564,0.20780612528324127,0.2148604393005371,0.19284312427043915,0.19603942334651947,0.2979263365268707,0.168131023645401,0.22709330916404724
with,0.4142743945121765,0.26186925172805786,0.4223487675189972,0.24809357523918152,0.41827285289764404,0.35073861479759216,0.5477725267410278,0.17346665263175964,0.20572449266910553,0.4080928862094879,0.062362536787986755,0.3236430287361145,0.36358317732810974,0.21437585353851318,0.1964726597070694,0.4080928862094879,0.4223487675189972,0.30184605717658997,0.22379861772060394,0.2433311939239502
a,0.40997210144996643,0.38201746344566345,0.5829201340675354,0.2806292176246643,0.5052502155303955,0.13874579966068268,0.3739250600337982,0.22638265788555145,0.2718978226184845,0.539380669593811,0.03359675034880638,0.35192930698394775,0.5422310829162598,0.24012432992458344,0.3813284635543823,0.539380669593811,0.5829201340675354,0.290229469537735,0.23756103217601776,0.23916715383529663
similar,0.2172488123178482,0.3042154014110565,0.2963123023509979,0.2660263180732727,0.2911645472049713,0.2830899655818939,0.3316260874271393,0.24287746846675873,0.15784813463687897,0.28091391921043396,0.0027707081753760576,0.2906607985496521,0.40636423230171204,0.2334941029548645,0.30731043219566345,0.28091391921043396,0.2963123023509979,0.3784359097480774,0.2532840073108673,0.23309361934661865
rise,0.11991672962903976,0.18335625529289246,0.3404741883277893,0.20683957636356354,0.2733727991580963,0.05907710641622543,0.2639505863189697,0.22284772992134094,0.143558070063591,0.1934409737586975,0.01656603440642357,0.18566058576107025,0.24347206950187683,0.2784977853298187,0.05735350772738457,0.1934409737586975,0.3404741883277893,0.12950152158737183,0.1719575971364975,0.10799103230237961
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.2268213927745819,0.5696388483047485,0.24815475940704346,0.4954058527946472,0.22429603338241577,0.2622964382171631,1.0,0.08290185779333115,0.26728662848472595,0.45205554366111755,0.22181351482868195,0.20604541897773743,1.0,0.6662389636039734,0.19091330468654633,0.22041325271129608,0.20430970191955566
flats,0.19105841219425201,0.17026306688785553,0.2048041820526123,0.23299680650234222,0.1872427761554718,0.13660328090190887,0.26022717356681824,0.11339656263589859,0.328341543674469,0.18896114826202393,-0.031591009348630905,0.17281349003314972,0.24126647412776947,0.3339497745037079,0.1418527215719223,0.18896114826202393,0.2048041820526123,0.26428067684173584,0.2363763004541397,0.0691165030002594
and,0.43859338760375977,0.3461615741252899,0.5171257257461548,0.2984730005264282,0.5116966962814331,0.2268613576889038,1.0,0.2410563975572586,0.33128079771995544,0.4954058527946472,0.0998905599117279,0.3297767639160156,0.42353692650794983,0.2742287516593933,0.16898801922798157,0.4954058527946472,0.5171257257461548,0.25688719749450684,0.26129043102264404,0.20544172823429108
waterside,0.23157259821891785,0.2017376720905304,0.3206460773944855,0.17923177778720856,0.26453807950019836,0.0963459312915802,0.32340535521507263,0.13342466950416565,0.2809770703315735,0.31724536418914795,-0.09443388879299164,0.1208745539188385,0.23014689981937408,0.40530872344970703,0.15268436074256897,0.31724536418914795,0.3206460773944855,0.33844611048698425,0.2017701119184494,0.10944898426532745
apartments,0.25958138704299927,0.1079021468758583,0.22404253482818604,0.16597552597522736,0.234693244099617,0.20977643132209778,0.3253544569015503,0.2243749499320984,0.5069597363471985,0.2593035101890564,0.10940305888652802,0.22590991854667664,0.1192442923784256,0.2129647582769394,0.0410691499710083,0.2593035101890564,0.22404253482818604,0.1331949084997177,0.1922864466905594,0.10140594840049744
to,0.47735077142715454,0.4391997456550598,0.535392165184021,0.27622002363204956,0.41548454761505127,0.14570777118206024,0.48971283435821533,0.2962644398212433,0.20746637880802155,0.45010748505592346,0.03410811722278595,0.36244112253189087,0.5759071707725525,0.25273066759109497,0.19930607080459595,0.45010748505592346,0.535392165184021,0.2797485888004303,0.2831500172615051,0.29463258385658264
25.6,0.10317656397819519,0.02160857617855072,0.10499457269906998,0.06911429017782211,0.15144546329975128,0.12236390262842178,0.2006804496049881,0.02246122807264328,0.2149939239025116,0.30691322684288025,0.028496721759438515,0.04411166161298752,0.036537278443574905,-0.05996090918779373,0.032805316150188446,0.30691322684288025,0.10499457269906998,0.002825808012858033,0.028283515945076942,0.05618119612336159
%,0.1553906351327896,0.1996830552816391,0.21490740776062012,0.385781466960907,0.19953428208827972,0.14453834295272827,0.24616369605064392,0.19261911511421204,0.1602039933204651,0.19465309381484985,0.10786030441522598,0.1049402579665184,0.2505219876766205,0.24457445740699768,0.21680237352848053,0.19465309381484985,0.21490740776062012,0.20277531445026398,0.19089151918888092,0.21441808342933655
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.23342293500900269,0.4946078956127167,0.2729959785938263,0.6633074283599854,0.18564631044864655,0.25159695744514465,0.5201468467712402,0.08851227909326553,0.28264448046684265,0.4316047728061676,0.24786125123500824,0.1804078221321106,0.5201468467712402,0.4933079481124878,0.2590676546096802,0.22971686720848083,0.31091248989105225
and,0.43859338760375977,0.3461615741252899,0.5171257257461548,0.2984730005264282,0.5116966962814331,0.2268613576889038,1.0,0.2410563975572586,0.33128079771995544,0.4954058527946472,0.0998905599117279,0.3297767639160156,0.42353692650794983,0.2742287516593933,0.16898801922798157,0.4954058527946472,0.5171257257461548,0.25688719749450684,0.26129043102264404,0.20544172823429108
the,0.5003893971443176,0.35928019881248474,1.0,0.2945463955402374,0.733189046382904,0.21652492880821228,0.5171257257461548,0.2538719177246094,0.2692612111568451,0.6662389636039734,0.07811610400676727,0.34150463342666626,0.6274310946464539,0.28435325622558594,0.21819381415843964,0.6662389636039734,1.0,0.2748313248157501,0.2854970097541809,0.22068053483963013
proportion,0.23898786306381226,0.2511845529079437,0.2945463955402374,1.0,0.326309472322464,0.21172557771205902,0.2984730005264282,0.14718756079673767,0.26744580268859863,0.2268213927745819,-0.029439793899655342,0.21077945828437805,0.3000532388687134,0.30858084559440613,0.13515342772006989,0.2268213927745819,0.2945463955402374,0.29047903418540955,0.2840251326560974,0.16980072855949402
of,0.38066378235816956,0.3119818866252899,0.733189046382904,0.326309472322464,1.0,0.2307819277048111,0.5116966962814331,0.27010029554367065,0.2718559205532074,0.5696388483047485,0.09709474444389343,0.3247257471084595,0.45148900151252747,0.22750063240528107,0.18112817406654358,0.5696388483047485,0.733189046382904,0.2211129516363144,0.1546982228755951,0.1826142966747284
converted,0.25060898065567017,0.1656005084514618,0.2538719177246094,0.14718756079673767,0.27010029554367065,0.1985875517129898,0.2410563975572586,1.0000001192092896,0.13229253888130188,0.22429603338241577,0.061027951538562775,0.2805427014827728,0.25258731842041016,0.14563889801502228,0.11109039932489395,0.22429603338241577,0.2538719177246094,0.2861005961894989,0.1624719500541687,0.12743066251277924
or,0.3651050925254822,0.4248845875263214,0.4174870550632477,0.33011776208877563,0.3792596757411957,0.2247755229473114,0.4713204801082611,0.24922597408294678,0.2697884142398834,0.3586423695087433,0.18510712683200836,0.3584994077682495,0.4406825602054596,0.34472227096557617,0.38183850049972534,0.3586423695087433,0.4174870550632477,0.33663299679756165,0.31226837635040283,0.32389625906944275
shared,0.1507168412208557,0.15217864513397217,0.21652492880821228,0.21172557771205902,0.2307819277048111,0.9999998807907104,0.2268613576889038,0.1985875517129898,0.13875563442707062,0.24815475940704346,0.022629477083683014,0.17167752981185913,0.20020084083080292,0.1515764743089676,0.07868564873933792,0.24815475940704346,0.21652492880821228,0.18534411489963531,0.17144571244716644,0.18310070037841797
houses,0.24262011051177979,0.1817551702260971,0.2692612111568451,0.26744580268859863,0.2718559205532074,0.13875563442707062,0.33128079771995544,0.13229253888130188,1.0,0.2622964382171631,0.0799642950296402,0.16852927207946777,0.18683819472789764,0.29705876111984253,0.12099999934434891,0.2622964382171631,0.2692612111568451,0.19799192249774933,0.17310340702533722,0.10120081901550293
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.2268213927745819,0.5696388483047485,0.24815475940704346,0.4954058527946472,0.22429603338241577,0.2622964382171631,1.0,0.08290185779333115,0.26728662848472595,0.45205554366111755,0.22181351482868195,0.20604541897773743,1.0,0.6662389636039734,0.19091330468654633,0.22041325271129608,0.20430970191955566
2011,0.0814080536365509,0.08433862030506134,0.07811610400676727,-0.029439793899655342,0.09709474444389343,0.022629477083683014,0.0998905599117279,0.061027951538562775,0.0799642950296402,0.08290185779333115,1.0,0.05776968225836754,0.0691872388124466,0.002649004105478525,0.09249930828809738,0.08290185779333115,0.07811610400676727,-0.003963765688240528,0.009077316150069237,0.005212190095335245
renders,0.11022718250751495,0.22413083910942078,0.2716754972934723,0.1552303433418274,0.16994033753871918,0.11369805783033371,0.26633328199386597,0.1947183758020401,0.19518399238586426,0.16746695339679718,0.13023048639297485,0.16117405891418457,0.310423880815506,0.19243942201137543,0.21894706785678864,0.16746695339679718,0.2716754972934723,0.3902170956134796,0.37676534056663513,0.12628787755966187
this,0.4012809097766876,0.4166489243507385,0.6274310946464539,0.3000532388687134,0.45148900151252747,0.20020084083080292,0.42353692650794983,0.25258731842041016,0.18683819472789764,0.45205554366111755,0.0691872388124466,0.38769811391830444,0.9999999403953552,0.26792317628860474,0.36936521530151367,0.45205554366111755,0.6274310946464539,0.37815332412719727,0.3283829391002655,0.3155723512172699
dwelling,0.2514621317386627,0.21989941596984863,0.28435325622558594,0.30858084559440613,0.22750063240528107,0.1515764743089676,0.2742287516593933,0.14563889801502228,0.29705876111984253,0.22181351482868195,0.002649004105478525,0.17325669527053833,0.26792317628860474,1.0,0.19792774319648743,0.22181351482868195,0.28435325622558594,0.29512929916381836,0.18440265953540802,0.22199395298957825
type,0.2292499989271164,0.20720529556274414,0.21819381415843964,0.13515342772006989,0.18112817406654358,0.07868564873933792,0.16898801922798157,0.11109039932489395,0.12099999934434891,0.20604541897773743,0.09249930828809738,0.2499178647994995,0.36936521530151367,0.19792774319648743,1.0000001192092896,0.20604541897773743,0.21819381415843964,0.2916048467159271,0.18274831771850586,0.17536182701587677
within,0.3611587882041931,0.29514265060424805,0.39827480912208557,0.2673839032649994,0.39594778418540955,0.22685176134109497,0.35049548745155334,0.24562981724739075,0.1730557233095169,0.40576374530792236,0.05193422734737396,0.17931655049324036,0.3226017355918884,0.26854023337364197,0.16128505766391754,0.40576374530792236,0.39827480912208557,0.21711581945419312,0.265739768743515,0.1870293766260147
the,0.5003893971443176,0.35928019881248474,1.0,0.2945463955402374,0.733189046382904,0.21652492880821228,0.5171257257461548,0.2538719177246094,0.2692612111568451,0.6662389636039734,0.07811610400676727,0.34150463342666626,0.6274310946464539,0.28435325622558594,0.21819381415843964,0.6662389636039734,1.0,0.2748313248157501,0.2854970097541809,0.22068053483963013
highest,0.19628359377384186,0.17673532664775848,0.36945265531539917,0.2564219534397125,0.3223685622215271,0.15661151707172394,0.22372882068157196,0.1391514241695404,0.16885928809642792,0.3400614559650421,0.078518807888031,0.11615157127380371,0.23863539099693298,0.18973754346370697,0.09751620888710022,0.3400614559650421,0.36945265531539917,0.1263369619846344,0.1955530047416687,0.11527936160564423
of,0.38066378235816956,0.3119818866252899,0.733189046382904,0.326309472322464,1.0,0.2307819277048111,0.5116966962814331,0.27010029554367065,0.2718559205532074,0.5696388483047485,0.09709474444389343,0.3247257471084595,0.45148900151252747,0.22750063240528107,0.18112817406654358,0.5696388483047485,0.733189046382904,0.2211129516363144,0.1546982228755951,0.1826142966747284
the,0.5003893971443176,0.35928019881248474,1.0,0.2945463955402374,0.733189046382904,0.21652492880821228,0.5171257257461548,0.2538719177246094,0.2692612111568451,0.6662389636039734,0.07811610400676727,0.34150463342666626,0.6274310946464539,0.28435325622558594,0.21819381415843964,0.6662389636039734,1.0,0.2748313248157501,0.2854970097541809,0.22068053483963013
five,0.19254247844219208,0.14718510210514069,0.41977158188819885,0.16839320957660675,0.3980514109134674,0.13564082980155945,0.33081334829330444,0.14254508912563324,0.1817067414522171,0.3634254038333893,0.06561534106731415,0.2646093964576721,0.27668634057044983,0.16809046268463135,0.08239041268825531,0.3634254038333893,0.41977158188819885,0.1917770802974701,0.2046532928943634,0.18342848122119904
colour-coded,0.21016785502433777,0.27125677466392517,0.29795557260513306,0.3069726228713989,0.23503069579601288,0.19562894105911255,0.2809056341648102,0.2690218389034271,0.223371222615242,0.19381605088710785,-0.014684794470667839,0.29923492670059204,0.3623601198196411,0.3562864065170288,0.28657665848731995,0.19381605088710785,0.29795557260513306,0.869282603263855,0.45106858015060425,0.2657078206539154
brackets,0.33530282974243164,0.2512570917606354,0.2854970097541809,0.2840251326560974,0.1546982228755951,0.17144571244716644,0.26129043102264404,0.1624719500541687,0.17310340702533722,0.22041325271129608,0.009077316150069237,0.34004974365234375,0.3283829391002655,0.18440265953540802,0.18274831771850586,0.22041325271129608,0.2854970097541809,0.42079484462738037,1.0,0.20899316668510437
at,0.4402937591075897,0.17465277016162872,0.457212895154953,0.18190248310565948,0.42558613419532776,0.15759390592575073,0.3571503460407257,0.217494398355484,0.19923880696296692,0.4374977946281433,-0.017194323241710663,0.27680331468582153,0.32544323801994324,0.14826063811779022,0.15147243440151215,0.4374977946281433,0.457212895154953,0.1852010041475296,0.12585553526878357,0.21978627145290375
5.9,0.05066352337598801,-0.11500626802444458,0.010727518238127232,-0.07100261747837067,0.012475238181650639,-0.0906527191400528,0.07546047866344452,0.055407874286174774,0.0425729975104332,-0.004353472497314215,0.06199369952082634,-0.00697271479293704,-0.08102871477603912,-0.10379995405673981,-0.05429603159427643,-0.004353472497314215,0.010727518238127232,-0.04451611638069153,0.03131755813956261,-0.050876665860414505
%,0.1553906351327896,0.1996830552816391,0.21490740776062012,0.385781466960907,0.19953428208827972,0.14453834295272827,0.24616369605064392,0.19261911511421204,0.1602039933204651,0.19465309381484985,0.10786030441522598,0.1049402579665184,0.2505219876766205,0.24457445740699768,0.21680237352848053,0.19465309381484985,0.21490740776062012,0.20277531445026398,0.19089151918888092,0.21441808342933655
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.23342293500900269,0.4946078956127167,0.2729959785938263,0.6633074283599854,0.18564631044864655,0.25159695744514465,0.5201468467712402,0.08851227909326553,0.28264448046684265,0.4316047728061676,0.24786125123500824,0.1804078221321106,0.5201468467712402,0.4933079481124878,0.2590676546096802,0.22971686720848083,0.31091248989105225
and,0.43859338760375977,0.3461615741252899,0.5171257257461548,0.2984730005264282,0.5116966962814331,0.2268613576889038,1.0,0.2410563975572586,0.33128079771995544,0.4954058527946472,0.0998905599117279,0.3297767639160156,0.42353692650794983,0.2742287516593933,0.16898801922798157,0.4954058527946472,0.5171257257461548,0.25688719749450684,0.26129043102264404,0.20544172823429108
