,who,does,edward,said,say,is,being,attacked,by,us,imperialism,?
whom,0.6214004158973694,0.1626478135585785,0.19809921085834503,0.30008670687675476,0.2517610490322113,0.15196239948272705,0.2992333769798279,0.23402859270572662,0.28481900691986084,0.1363019496202469,0.13547219336032867,0.222135990858078
he,0.5500732064247131,0.22791607677936554,0.23865345120429993,0.3578285872936249,0.2822306752204895,0.36230841279029846,0.426932692527771,0.29612502455711365,0.2485479861497879,0.21122033894062042,0.2526656985282898,0.2089974731206894
described,0.24653644859790802,0.17868390679359436,0.14351771771907806,0.44934970140457153,0.31024816632270813,0.2517563998699188,0.27359309792518616,0.19988349080085754,0.28709930181503296,0.056067563593387604,0.2277216762304306,0.1374269425868988
as,0.3923053741455078,0.31202155351638794,0.21563340723514557,0.3216577470302582,0.3316376805305481,0.43216490745544434,0.46524563431739807,0.16599087417125702,0.3815547823905945,0.1875484585762024,0.2192956656217575,0.27043893933296204
using,0.24094825983047485,0.2979021370410919,0.11846625059843063,0.20013974606990814,0.2786874771118164,0.26543745398521423,0.37074416875839233,0.16979292035102844,0.349493145942688,0.15636470913887024,0.15144625306129456,0.2804589569568634
aggressive,0.28752008080482483,0.2265981286764145,0.12548565864562988,0.25271087884902954,0.20160657167434692,0.20634686946868896,0.33485451340675354,0.26851901412010193,0.16155332326889038,0.12848971784114838,0.21689535677433014,0.16846291720867157
means,0.22125157713890076,0.3901011645793915,0.07993396371603012,0.26519882678985596,0.3950759470462799,0.4087343215942383,0.2097226232290268,0.13416694104671478,0.16834649443626404,0.1380191445350647,0.180331289768219,0.21233566105365753
of,0.2827862501144409,0.3119818866252899,0.1742178201675415,0.29014745354652405,0.30290520191192627,0.4854315221309662,0.34885138273239136,0.1974567323923111,0.3646814823150635,0.23568789660930634,0.29240643978118896,0.1826142966747284
attack,0.2050056904554367,0.12440112233161926,0.1443437933921814,0.13582134246826172,0.12388928234577179,0.19494915008544922,0.24781818687915802,0.6741749048233032,0.1761384904384613,0.1422640085220337,0.16561265289783478,0.126759335398674
towards,0.1973830610513687,0.19481565058231354,0.10887674242258072,0.15968361496925354,0.2600862383842468,0.22460906207561493,0.29268112778663635,0.3096858561038971,0.23220811784267426,0.18039053678512573,0.2505643367767334,0.13023285567760468
the,0.3733934462070465,0.35928019881248474,0.1896408498287201,0.3024602234363556,0.3200206458568573,0.5823672413825989,0.419739305973053,0.27774572372436523,0.4408751428127289,0.25727739930152893,0.2716025412082672,0.22068053483963013
contemporary,0.21760618686676025,0.18216052651405334,0.19195556640625,0.16738231480121613,0.1550418585538864,0.19688987731933594,0.20275935530662537,0.10148373246192932,0.2336142212152481,0.17645129561424255,0.3022463321685791,0.09539991617202759
orient,0.08035324513912201,0.1709321141242981,0.1398656666278839,0.050710637122392654,0.07483255863189697,0.21686318516731262,0.11606947332620621,0.1161198616027832,0.11474709212779999,0.10704407840967178,0.2141551524400711,0.11546461284160614
",",0.3365725874900818,0.28617382049560547,0.21751084923744202,0.34496036171913147,0.35129812359809875,0.4691906273365021,0.34499165415763855,0.26381224393844604,0.3680937886238098,0.3120202422142029,0.2420617640018463,0.31091248989105225
``,0.02397952415049076,0.06539655476808548,0.005227923393249512,0.01132358517497778,0.062410302460193634,0.058766357600688934,0.0027407517191022635,0.06302756816148758,-0.030704375356435776,0.01951291412115097,0.050459738820791245,0.0685480609536171
due,0.1198829784989357,0.20878952741622925,0.0787612572312355,0.18189896643161774,0.19028741121292114,0.24065633118152618,0.3141406178474426,0.10696455091238022,0.22024279832839966,0.08093071728944778,0.049822721630334854,0.10954997688531876
to,0.42656609416007996,0.4391997456550598,0.15364201366901398,0.34274402260780334,0.38071900606155396,0.42745086550712585,0.4514104127883911,0.1893170177936554,0.33534231781959534,0.2928973436355591,0.21685542166233063,0.29463258385658264
their,0.3767721951007843,0.29094186425209045,0.18367326259613037,0.27915167808532715,0.28155311942100525,0.2101074606180191,0.33179932832717896,0.2397249937057495,0.3242124021053314,0.18662944436073303,0.19113652408123016,0.1898253709077835
backward,0.14518067240715027,0.31350257992744446,0.20253680646419525,0.13234300911426544,0.1980375349521637,0.22179757058620453,0.20795287191867828,0.14585398137569427,0.17316333949565887,0.18672366440296173,0.22020380198955536,0.15489192306995392
living,0.2727876901626587,0.17343831062316895,0.2173209935426712,0.17769095301628113,0.20801180601119995,0.2306187003850937,0.21959400177001953,0.2422003149986267,0.13607634603977203,0.1577252596616745,0.13060760498046875,0.18362653255462646
",",0.3365725874900818,0.28617382049560547,0.21751084923744202,0.34496036171913147,0.35129812359809875,0.4691906273365021,0.34499165415763855,0.26381224393844604,0.3680937886238098,0.3120202422142029,0.2420617640018463,0.31091248989105225
lack,0.15387365221977234,0.3064509630203247,0.15975864231586456,0.19601848721504211,0.24660199880599976,0.21955184638500214,0.32771286368370056,0.12653249502182007,0.15954230725765228,0.17264671623706818,0.144239142537117,0.16953514516353607
of,0.2827862501144409,0.3119818866252899,0.1742178201675415,0.29014745354652405,0.30290520191192627,0.4854315221309662,0.34885138273239136,0.1974567323923111,0.3646814823150635,0.23568789660930634,0.29240643978118896,0.1826142966747284
democracy,0.20194847881793976,0.12154521048069,0.11653883755207062,0.2719780504703522,0.20572200417518616,0.16278426349163055,0.14340251684188843,0.15501464903354645,0.16797477006912231,0.1642107218503952,0.484499990940094,0.20770417153835297
and,0.41279885172843933,0.3461615741252899,0.2590075433254242,0.2940692901611328,0.3314565122127533,0.3859752118587494,0.4286794066429138,0.29838094115257263,0.4289871156215668,0.25715014338493347,0.19073538482189178,0.20544172823429108
the,0.3733934462070465,0.35928019881248474,0.1896408498287201,0.3024602234363556,0.3200206458568573,0.5823672413825989,0.419739305973053,0.27774572372436523,0.4408751428127289,0.25727739930152893,0.2716025412082672,0.22068053483963013
violation,0.21455147862434387,0.30762752890586853,0.12175700813531876,0.2764274775981903,0.3467235565185547,0.25220853090286255,0.3608175814151764,0.18493513762950897,0.18235772848129272,0.28911882638931274,0.2012174278497696,0.3571784496307373
of,0.2827862501144409,0.3119818866252899,0.1742178201675415,0.29014745354652405,0.30290520191192627,0.4854315221309662,0.34885138273239136,0.1974567323923111,0.3646814823150635,0.23568789660930634,0.29240643978118896,0.1826142966747284
women,0.3193221390247345,0.1528097540140152,0.1245732232928276,0.18698371946811676,0.2182593196630478,0.20067402720451355,0.24526000022888184,0.12829364836215973,0.13107776641845703,0.1540498435497284,0.20091819763183594,0.1616753786802292
’,0.07404322177171707,0.08878262341022491,0.015647046267986298,0.07671821117401123,0.07257451117038727,0.024411404505372047,0.0232684463262558,0.07682832330465317,-0.04605049267411232,-0.025920692831277847,-0.08137310296297073,0.045561522245407104
s,0.32984477281570435,0.2770960330963135,0.20435383915901184,0.3706303834915161,0.3055877387523651,0.3467119336128235,0.3156242072582245,0.21815501153469086,0.40676382184028625,0.3424135148525238,0.25646671652793884,0.25130221247673035
rights,0.3146883249282837,0.19725890457630157,0.11255912482738495,0.24236518144607544,0.21245385706424713,0.1619914323091507,0.26424241065979004,0.20684239268302917,0.19225828349590302,0.1771174520254135,0.2595960199832916,0.21814769506454468
.,0.3541337847709656,0.3022993505001068,0.2714897394180298,0.33782967925071716,0.33481550216674805,0.4569662809371948,0.35574623942375183,0.249810591340065,0.3936232924461365,0.3162994682788849,0.22279119491577148,0.4130953550338745
