,which,of,abc,'s,main,production,facilities,is,located,in,new,york,city,?
facilities,0.28351882100105286,0.17473776638507843,0.11960670351982117,0.023276466876268387,0.17629066109657288,0.2862439453601837,1.0,0.17244288325309753,0.3665260970592499,0.2149869203567505,0.16431653499603271,0.16710510849952698,0.21593722701072693,0.10624271631240845
:,-0.11049769818782806,-0.08807745575904846,-0.06154730170965195,0.07621461898088455,-0.05766917020082474,-0.08898811787366867,-0.08290419727563858,-0.07222653180360794,-0.1445346474647522,0.020521078258752823,-0.1345057487487793,-0.12778852880001068,-0.06421580910682678,-0.07156077772378922
the,0.6521818041801453,0.733189046382904,0.2068762183189392,-0.01540423184633255,0.38631999492645264,0.2657334506511688,0.19172798097133636,0.5823672413825989,0.407527357339859,0.6662389636039734,0.3845241069793701,0.3034006953239441,0.35769423842430115,0.22068053483963013
abc,0.1991286277770996,0.14607268571853638,1.0000001192092896,0.06670809537172318,0.09939103573560715,0.23261262476444244,0.11960670351982117,0.16037321090698242,0.12305215001106262,0.1697147786617279,0.20663127303123474,0.25457969307899475,0.2157231718301773,0.19065172970294952
television,0.21160198748111725,0.21995750069618225,0.46871840953826904,0.11021530628204346,0.1630113422870636,0.2539292275905609,0.1784568727016449,0.21374565362930298,0.11039187759160995,0.2689782977104187,0.25368571281433105,0.3123435974121094,0.27080798149108887,0.16825827956199646
center,0.22164148092269897,0.24526838958263397,0.1436024010181427,-0.006294060964137316,0.20244935154914856,0.17919546365737915,0.3587797284126282,0.24782158434391022,0.33815571665763855,0.27253323793411255,0.18740497529506683,0.2600346803665161,0.32096901535987854,0.12538520991802216
(,0.2589828372001648,0.35032153129577637,0.183883935213089,0.0012731997994706035,0.21451304852962494,0.1381484568119049,0.11592327058315277,0.35393038392066956,0.21025894582271576,0.3087427020072937,0.24608564376831055,0.19578008353710175,0.19590984284877777,0.40561532974243164
now,0.4048815965652466,0.29182544350624084,0.16726352274417877,-0.05292840301990509,0.2287258356809616,0.14224772155284882,0.24239054322242737,0.39589470624923706,0.2931715250015259,0.3619694113731384,0.31683605909347534,0.21271361410617828,0.2560482323169708,0.29641881585121155
the,0.6521818041801453,0.733189046382904,0.2068762183189392,-0.01540423184633255,0.38631999492645264,0.2657334506511688,0.19172798097133636,0.5823672413825989,0.407527357339859,0.6662389636039734,0.3845241069793701,0.3034006953239441,0.35769423842430115,0.22068053483963013
prospect,0.17492912709712982,0.2006915807723999,0.13984154164791107,0.031563181430101395,0.1120128408074379,0.2569466829299927,0.340483158826828,0.1835411936044693,0.18436698615550995,0.2274644523859024,0.2749091386795044,0.2680392265319824,0.1729593724012375,0.20128807425498962
studios,0.19342312216758728,0.2043924331665039,0.2829587459564209,0.051580291241407394,0.12497849762439728,0.40240782499313354,0.28719860315322876,0.19177071750164032,0.21754470467567444,0.24788589775562286,0.23893235623836517,0.2515243589878082,0.27784669399261475,0.16383133828639984
),0.2758678197860718,0.3680361211299896,0.18381085991859436,0.021107977256178856,0.20574742555618286,0.15961627662181854,0.13088661432266235,0.37732169032096863,0.19755883514881134,0.3326910734176636,0.253329336643219,0.21062339842319489,0.2113075703382492,0.42300865054130554
on,0.4245251417160034,0.3966929316520691,0.2862928807735443,0.0026888418942689896,0.2898236811161041,0.19293728470802307,0.1600460559129715,0.3635730445384979,0.22447186708450317,0.46853652596473694,0.31106263399124146,0.2789517641067505,0.2549738585948944,0.2714994251728058
prospect,0.17492912709712982,0.2006915807723999,0.13984154164791107,0.031563181430101395,0.1120128408074379,0.2569466829299927,0.340483158826828,0.1835411936044693,0.18436698615550995,0.2274644523859024,0.2749091386795044,0.2680392265319824,0.1729593724012375,0.20128807425498962
avenue,0.16567915678024292,0.18280929327011108,0.1990077942609787,0.09186780452728271,0.17044441401958466,0.16786342859268188,0.26990851759910583,0.13601207733154297,0.33756324648857117,0.19928301870822906,0.27288708090782166,0.34836313128471375,0.33602046966552734,0.06327427178621292
in,0.4840516746044159,0.5696388483047485,0.1697147786617279,-0.037580832839012146,0.28862449526786804,0.22079120576381683,0.2149869203567505,0.5394441485404968,0.35149815678596497,1.0,0.3758552670478821,0.2961827218532562,0.3911624252796173,0.20430970191955566
hollywood,0.13708528876304626,0.19111904501914978,0.2844206690788269,0.038282472640275955,0.15152980387210846,0.22450511157512665,0.19293296337127686,0.16278144717216492,0.1712360978126526,0.229169562458992,0.21676112711429596,0.3149835765361786,0.27865713834762573,0.16076789796352386
",",0.3658004403114319,0.4946078956127167,0.2097204476594925,-0.0016132977325469255,0.2989408075809479,0.24176549911499023,0.21444764733314514,0.4691906273365021,0.2678719460964203,0.5201468467712402,0.36073189973831177,0.2926291227340698,0.35839709639549255,0.31091248989105225
california,0.17128102481365204,0.24929828941822052,0.2458307445049286,-0.0475497767329216,0.09099501371383667,0.17029185593128204,0.20399518311023712,0.20727038383483887,0.20510807633399963,0.2772824168205261,0.2969774603843689,0.4546252489089966,0.2801341712474823,0.1409905105829239
",",0.3658004403114319,0.4946078956127167,0.2097204476594925,-0.0016132977325469255,0.2989408075809479,0.24176549911499023,0.21444764733314514,0.4691906273365021,0.2678719460964203,0.5201468467712402,0.36073189973831177,0.2926291227340698,0.35839709639549255,0.31091248989105225
shared,0.21653030812740326,0.2307819277048111,0.08592123538255692,-0.03340120241045952,0.20615443587303162,0.151606023311615,0.17427019774913788,0.15255604684352875,0.20168675482273102,0.24815475940704346,0.19912980496883392,0.07560398429632187,0.06802287697792053,0.18310070037841797
with,0.46403205394744873,0.41827285289764404,0.17432008683681488,-0.04624466598033905,0.1962798684835434,0.25508856773376465,0.19637835025787354,0.3250955045223236,0.12990716099739075,0.4080928862094879,0.24325589835643768,0.18072271347045898,0.19554263353347778,0.2433311939239502
the,0.6521818041801453,0.733189046382904,0.2068762183189392,-0.01540423184633255,0.38631999492645264,0.2657334506511688,0.19172798097133636,0.5823672413825989,0.407527357339859,0.6662389636039734,0.3845241069793701,0.3034006953239441,0.35769423842430115,0.22068053483963013
operations,0.29188036918640137,0.28191348910331726,0.17405781149864197,0.00022089580306783319,0.11324238032102585,0.2698421776294708,0.431502103805542,0.18517667055130005,0.20772528648376465,0.2654678225517273,0.1758096069097519,0.18267005681991577,0.1660432666540146,0.13622350990772247
of,0.5011631846427917,1.0,0.14607268571853638,-0.03817026689648628,0.3177044689655304,0.1928233802318573,0.17473776638507843,0.4854315221309662,0.32520920038223267,0.5696388483047485,0.343457967042923,0.23040355741977692,0.32503411173820496,0.1826142966747284
kabc-tv,0.2844104468822479,0.2187025249004364,0.44291800260543823,0.09781350940465927,0.251835435628891,0.2238902896642685,0.22613807022571564,0.23264415562152863,0.15377821028232574,0.27139121294021606,0.20634394884109497,0.2752772867679596,0.27295517921447754,0.3037871718406677
until,0.2778668999671936,0.2787701487541199,0.175827294588089,0.02445155940949917,0.18758158385753632,0.185545414686203,0.1458820104598999,0.23065046966075897,0.13810834288597107,0.38338494300842285,0.22790654003620148,0.2066286951303482,0.18329362571239471,0.20304496586322784
1999,-0.0656374990940094,0.06211002916097641,-0.024477526545524597,-0.03828086331486702,-0.06723205000162125,-0.14554950594902039,-0.07420381903648376,-0.0019369778456166387,0.0955713614821434,-0.0026030326262116432,0.012973121367394924,-0.0008098537218756974,0.09799090027809143,0.05416720360517502
;,-0.01244901679456234,0.054534342139959335,-0.0012340332614257932,0.006909397430717945,0.09533005207777023,-0.06475180387496948,0.09769003093242645,0.05324986204504967,0.03696584329009056,0.092739537358284,0.021862374618649483,0.08256518095731735,0.07572981715202332,0.10349778085947037
and,0.506277859210968,0.5116966962814331,0.16453155875205994,0.06895173341035843,0.29831406474113464,0.25569969415664673,0.31028881669044495,0.3859752118587494,0.24183952808380127,0.4954058527946472,0.31402453780174255,0.2509689927101135,0.2827445864677429,0.20544172823429108
the,0.6521818041801453,0.733189046382904,0.2068762183189392,-0.01540423184633255,0.38631999492645264,0.2657334506511688,0.19172798097133636,0.5823672413825989,0.407527357339859,0.6662389636039734,0.3845241069793701,0.3034006953239441,0.35769423842430115,0.22068053483963013
abc,0.1991286277770996,0.14607268571853638,1.0000001192092896,0.06670809537172318,0.09939103573560715,0.23261262476444244,0.11960670351982117,0.16037321090698242,0.12305215001106262,0.1697147786617279,0.20663127303123474,0.25457969307899475,0.2157231718301773,0.19065172970294952
television,0.21160198748111725,0.21995750069618225,0.46871840953826904,0.11021530628204346,0.1630113422870636,0.2539292275905609,0.1784568727016449,0.21374565362930298,0.11039187759160995,0.2689782977104187,0.25368571281433105,0.3123435974121094,0.27080798149108887,0.16825827956199646
center,0.22164148092269897,0.24526838958263397,0.1436024010181427,-0.006294060964137316,0.20244935154914856,0.17919546365737915,0.3587797284126282,0.24782158434391022,0.33815571665763855,0.27253323793411255,0.18740497529506683,0.2600346803665161,0.32096901535987854,0.12538520991802216
",",0.3658004403114319,0.4946078956127167,0.2097204476594925,-0.0016132977325469255,0.2989408075809479,0.24176549911499023,0.21444764733314514,0.4691906273365021,0.2678719460964203,0.5201468467712402,0.36073189973831177,0.2926291227340698,0.35839709639549255,0.31091248989105225
east,0.22817298769950867,0.314786434173584,0.15423358976840973,0.05105345696210861,0.24727453291416168,0.11378174275159836,0.2126658856868744,0.2596127688884735,0.35773882269859314,0.32659441232681274,0.2007821798324585,0.20359237492084503,0.3674589693546295,0.10070597380399704
",",0.3658004403114319,0.4946078956127167,0.2097204476594925,-0.0016132977325469255,0.2989408075809479,0.24176549911499023,0.21444764733314514,0.4691906273365021,0.2678719460964203,0.5201468467712402,0.36073189973831177,0.2926291227340698,0.35839709639549255,0.31091248989105225
a,0.56894451379776,0.5052502155303955,0.21331243216991425,0.04866964742541313,0.27217230200767517,0.19671310484409332,0.21037288010120392,0.658733606338501,0.2605401277542114,0.539380669593811,0.3214259147644043,0.205710306763649,0.2349124401807785,0.23916715383529663
set,0.3371303975582123,0.20671486854553223,0.19254909455776215,0.05998389050364494,0.18232545256614685,0.1831056922674179,0.16892419755458832,0.21148966252803802,0.20846545696258545,0.2663729190826416,0.238132506608963,0.1816946268081665,0.20298238098621368,0.1698019951581955
of,0.5011631846427917,1.0,0.14607268571853638,-0.03817026689648628,0.3177044689655304,0.1928233802318573,0.17473776638507843,0.4854315221309662,0.32520920038223267,0.5696388483047485,0.343457967042923,0.23040355741977692,0.32503411173820496,0.1826142966747284
studios,0.19342312216758728,0.2043924331665039,0.2829587459564209,0.051580291241407394,0.12497849762439728,0.40240782499313354,0.28719860315322876,0.19177071750164032,0.21754470467567444,0.24788589775562286,0.23893235623836517,0.2515243589878082,0.27784669399261475,0.16383133828639984
located,0.29797419905662537,0.32520920038223267,0.12305215001106262,-0.031078986823558807,0.2649710774421692,0.14462490379810333,0.3665260970592499,0.35717159509658813,1.0,0.35149815678596497,0.15510645508766174,0.1267472803592682,0.3682219088077545,0.08983194828033447
throughout,0.39025890827178955,0.35374847054481506,0.21721048653125763,0.002080083591863513,0.20796838402748108,0.17627090215682983,0.25115031003952026,0.2639545500278473,0.15765729546546936,0.46596065163612366,0.21122686564922333,0.19786980748176575,0.21468807756900787,0.12665234506130219
the,0.6521818041801453,0.733189046382904,0.2068762183189392,-0.01540423184633255,0.38631999492645264,0.2657334506511688,0.19172798097133636,0.5823672413825989,0.407527357339859,0.6662389636039734,0.3845241069793701,0.3034006953239441,0.35769423842430115,0.22068053483963013
new,0.33739399909973145,0.343457967042923,0.20663127303123474,-0.008355522528290749,0.2215794324874878,0.1491549015045166,0.16431653499603271,0.2208656519651413,0.15510645508766174,0.3758552670478821,0.9999999403953552,0.7252664566040039,0.3555362820625305,0.14782847464084625
york,0.1897033005952835,0.23040355741977692,0.25457969307899475,-0.02817569300532341,0.11651258915662766,0.18288494646549225,0.16710510849952698,0.14725744724273682,0.1267472803592682,0.2961827218532562,0.7252664566040039,1.0,0.4437188506126404,0.15262620151042938
city,0.22264601290225983,0.32503411173820496,0.2157231718301773,0.004406440537422895,0.20839166641235352,0.1842387169599533,0.21593722701072693,0.3186660706996918,0.3682219088077545,0.3911624252796173,0.3555362820625305,0.4437188506126404,1.0,0.13423943519592285
.,0.45942068099975586,0.5352458953857422,0.2567209303379059,-0.003708066651597619,0.31122034788131714,0.22297915816307068,0.1710062026977539,0.4569662809371948,0.28226932883262634,0.5591574311256409,0.35031336545944214,0.28861045837402344,0.29856356978416443,0.4130953550338745
