,a,forced,trade,agreement,between,two,countries,would,be,an,example,of,what,?
first,0.4287874400615692,0.18772120773792267,0.1872764229774475,0.22598394751548767,0.2911831736564636,0.3794230818748474,0.2790430188179016,0.2882738411426544,0.29818081855773926,0.29757723212242126,0.24618929624557495,0.3536086082458496,0.28086137771606445,0.18701928853988647
meaning,0.3343478739261627,0.15581266582012177,0.1439790278673172,0.18565461039543152,0.17477892339229584,0.1750679463148117,0.19485096633434296,0.2249758541584015,0.2869851291179657,0.20769064128398895,0.3439973294734955,0.2447882443666458,0.24135559797286987,0.20420892536640167
physical,0.2210949957370758,0.18058103322982788,0.1829461008310318,0.12123408168554306,0.2246755063533783,0.22069962322711945,0.1661633402109146,0.19919970631599426,0.27982616424560547,0.199143648147583,0.27471688389778137,0.3124530017375946,0.27895045280456543,0.11781801283359528
control,0.21056023240089417,0.25466710329055786,0.27715951204299927,0.27470093965530396,0.23079614341259003,0.1864883303642273,0.20563632249832153,0.2068130522966385,0.21166473627090454,0.15528884530067444,0.21245995163917542,0.2817542552947998,0.2821830213069916,0.1620711386203766
or,0.48853766918182373,0.2565827965736389,0.20154793560504913,0.13085752725601196,0.22536349296569824,0.3349444568157196,0.33534011244773865,0.39548179507255554,0.5260903835296631,0.3096676766872406,0.5192843675613403,0.3792596757411957,0.33867141604423523,0.32389625906944275
``,0.07272057235240936,-0.0009061553282663226,-0.018402187153697014,0.1097528263926506,0.08136986941099167,0.07021170109510422,0.06715091317892075,0.08063928782939911,0.07670000940561295,0.03770720958709717,0.17130611836910248,0.06780257821083069,0.008517155423760414,0.0685480609536171
full-fledged,0.3244527578353882,0.3663819134235382,0.11650589853525162,0.3179348409175873,0.20895473659038544,0.28360384702682495,0.18347415328025818,0.39827674627304077,0.307589054107666,0.21397437155246735,0.18485775589942932,0.33848458528518677,0.2668496370315552,0.250942200422287
colonial,0.20834927260875702,0.16755418479442596,0.2337050586938858,0.14166072010993958,0.2150925248861313,0.20024242997169495,0.21331258118152618,0.1449269950389862,0.13562141358852386,0.16837069392204285,0.21416908502578735,0.2972153425216675,0.15791663527488708,0.10191229730844498
rule,0.2032480239868164,0.25278934836387634,0.21833071112632751,0.3407624363899231,0.16093558073043823,0.21047401428222656,0.209279865026474,0.26018860936164856,0.25201159715652466,0.14162680506706238,0.24434010684490204,0.25175079703330994,0.30539435148239136,0.1955260932445526
'',0.04890415817499161,-0.09327959269285202,0.009646755643188953,0.05314817652106285,0.060806289315223694,-0.004284570459276438,0.07233493775129318,0.02574172429740429,0.08835477381944656,0.09471100568771362,-0.021546287462115288,0.13035868108272552,0.08143015950918198,0.018684765323996544
while,0.3733035624027252,0.33776578307151794,0.19952960312366486,0.2048947662115097,0.28243371844291687,0.3780401647090912,0.25462645292282104,0.38103634119033813,0.3466706871986389,0.23181851208209991,0.29871246218681335,0.3366928696632385,0.35511791706085205,0.21076419949531555
the,0.5829201340675354,0.2571122944355011,0.2681608200073242,0.2490699142217636,0.39067012071609497,0.43858039379119873,0.33290645480155945,0.4133751392364502,0.4248143136501312,0.4207492768764496,0.3755223751068115,0.733189046382904,0.42745697498321533,0.22068053483963013
second,0.3655064105987549,0.16743235290050507,0.14528527855873108,0.1849195808172226,0.25431618094444275,0.3657524287700653,0.19106526672840118,0.25778821110725403,0.22983969748020172,0.2587711215019226,0.20615240931510925,0.353416383266449,0.19948028028011322,0.17239587008953094
implied,0.2020324021577835,0.2566983699798584,0.11721766740083694,0.2754353880882263,0.1704203188419342,0.21259194612503052,0.15726323425769806,0.3392086327075958,0.3360876739025116,0.2268509417772293,0.3543567657470703,0.21392042934894562,0.33101508021354675,0.24355721473693848
less,0.3475147485733032,0.18588320910930634,0.19047056138515472,0.08615901321172714,0.330374151468277,0.29940834641456604,0.27201107144355774,0.38992393016815186,0.4184514582157135,0.24461770057678223,0.3392350971698761,0.30836719274520874,0.31119704246520996,0.22418740391731262
direct,0.27544090151786804,0.13995352387428284,0.2173251211643219,0.22965896129608154,0.2785438895225525,0.20330843329429626,0.20936916768550873,0.28252026438713074,0.2963159680366516,0.2583296000957489,0.2856757640838623,0.2533726394176483,0.26271191239356995,0.18476411700248718
rule,0.2032480239868164,0.25278934836387634,0.21833071112632751,0.3407624363899231,0.16093558073043823,0.21047401428222656,0.209279865026474,0.26018860936164856,0.25201159715652466,0.14162680506706238,0.24434010684490204,0.25175079703330994,0.30539435148239136,0.1955260932445526
though,0.33230000734329224,0.2709170877933502,0.19361162185668945,0.20356208086013794,0.2752976417541504,0.2903416156768799,0.2818010747432709,0.4490298330783844,0.46173956990242004,0.22405017912387848,0.2817342281341553,0.37307101488113403,0.4089210331439972,0.3188856542110443
still,0.3478926122188568,0.3213333189487457,0.2431304007768631,0.19576288759708405,0.22431471943855286,0.29314520955085754,0.32192978262901306,0.3603723347187042,0.4066932499408722,0.20023715496063232,0.2856980562210083,0.3288819193840027,0.4548931419849396,0.3039587736129761
containing,0.2822553813457489,0.0722590908408165,0.1450895220041275,0.02457888238132,0.22520101070404053,0.2856537401676178,0.19498886168003082,0.163497194647789,0.3224400281906128,0.14699392020702362,0.35726091265678406,0.3227089047431946,0.10250329971313477,0.1655367761850357
perceivable,0.3178589344024658,0.17842121422290802,0.19083541631698608,0.24217788875102997,0.30872291326522827,0.188030406832695,0.2530595660209656,0.40756112337112427,0.42554834485054016,0.27217137813568115,0.3760871887207031,0.3206539750099182,0.45061227679252625,0.2993318736553192
kinds,0.23927396535873413,0.13457652926445007,0.15753792226314545,0.11952563375234604,0.21835967898368835,0.32404470443725586,0.34568852186203003,0.15467654168605804,0.31335902214050293,0.13795126974582672,0.418359637260437,0.28535863757133484,0.27455681562423706,0.18617171049118042
of,0.5052502155303955,0.27082350850105286,0.2310105711221695,0.21259461343288422,0.3737983703613281,0.37726253271102905,0.2800094783306122,0.3353942930698395,0.33904364705085754,0.32280945777893066,0.3570667505264282,1.0,0.33290785551071167,0.1826142966747284
dominance,0.25288090109825134,0.20968183875083923,0.3386462330818176,0.2847718596458435,0.3392539322376251,0.14297227561473846,0.2266867607831955,0.23042680323123932,0.24945729970932007,0.17261739075183868,0.2302302122116089,0.3554438352584839,0.27423277497291565,0.08315658569335938
.,0.50484299659729,0.23676170408725739,0.20157761871814728,0.20123955607414246,0.30295518040657043,0.3524959683418274,0.27938392758369446,0.35067233443260193,0.4383580684661865,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.3567904531955719,0.4130953550338745
,a,forced,trade,agreement,between,two,countries,would,be,an,example,of,what,?
the,0.5829201340675354,0.2571122944355011,0.2681608200073242,0.2490699142217636,0.39067012071609497,0.43858039379119873,0.33290645480155945,0.4133751392364502,0.4248143136501312,0.4207492768764496,0.3755223751068115,0.733189046382904,0.42745697498321533,0.22068053483963013
definition,0.2941339910030365,0.10671035200357437,0.22168266773223877,0.2854617238044739,0.24731212854385376,0.15746432542800903,0.27511048316955566,0.27377018332481384,0.333861380815506,0.21560780704021454,0.4240194857120514,0.24912455677986145,0.330344021320343,0.2796523869037628
of,0.5052502155303955,0.27082350850105286,0.2310105711221695,0.21259461343288422,0.3737983703613281,0.37726253271102905,0.2800094783306122,0.3353942930698395,0.33904364705085754,0.32280945777893066,0.3570667505264282,1.0,0.33290785551071167,0.1826142966747284
imperialism,0.17335295677185059,0.18384823203086853,0.30227598547935486,0.22363732755184174,0.17138710618019104,0.13879907131195068,0.331497460603714,0.23777715861797333,0.15657790005207062,0.14707738161087036,0.22554071247577667,0.29240643978118896,0.24614648520946503,0.14998586475849152
has,0.4670248031616211,0.10623402148485184,0.19811120629310608,0.18455971777439117,0.2653839886188507,0.3772575855255127,0.26221421360969543,0.3014826476573944,0.3863394856452942,0.2991473078727722,0.28235751390457153,0.3909035325050354,0.20338068902492523,0.15994466841220856
not,0.3791346549987793,0.30040132999420166,0.21027807891368866,0.2792661786079407,0.18732105195522308,0.2686237692832947,0.30537277460098267,0.5854519605636597,0.5788898468017578,0.3722182512283325,0.4156745672225952,0.3307090103626251,0.5449194312095642,0.41942933201789856
been,0.3315402865409851,0.18681389093399048,0.2076130360364914,0.2142326682806015,0.16697090864181519,0.3638966381549835,0.27339351177215576,0.3617405891418457,0.5304332375526428,0.24947525560855865,0.22095714509487152,0.31685134768486023,0.2567804455757141,0.24354910850524902
finalized,0.19910921156406403,0.1982278823852539,0.10894187539815903,0.26737910509109497,0.177913099527359,0.25298646092414856,0.21493402123451233,0.2785641551017761,0.2189074009656906,0.1793520450592041,0.18339234590530396,0.2520163059234619,0.15837353467941284,0.15755558013916016
for,0.44038116931915283,0.19555193185806274,0.2946145534515381,0.20913051068782806,0.24671313166618347,0.34734001755714417,0.299202024936676,0.39877474308013916,0.3801851272583008,0.3236706852912903,0.45665353536605835,0.4185989499092102,0.3017193675041199,0.264628142118454
centuries,0.12476986646652222,0.22836871445178986,0.3001726269721985,0.07910420000553131,0.23014241456985474,0.1865450143814087,0.3469066321849823,0.15798819065093994,0.18906614184379578,0.10003705322742462,0.25955575704574585,0.2695758044719696,0.18983326852321625,0.13179439306259155
and,0.3739250600337982,0.28385210037231445,0.2510223686695099,0.22375741600990295,0.40645647048950195,0.4671151638031006,0.37200918793678284,0.34921059012413025,0.41766801476478577,0.2838519215583801,0.35305824875831604,0.5116966962814331,0.31309178471565247,0.20544172823429108
was,0.4508470594882965,0.21640066802501678,0.19989590346813202,0.23975293338298798,0.24048170447349548,0.27166637778282166,0.24139733612537384,0.41663143038749695,0.42228707671165466,0.3694365322589874,0.16563157737255096,0.4069072902202606,0.22111038863658905,0.18412111699581146
confusedly,0.32302606105804443,0.1688099205493927,0.12527549266815186,0.22257915139198303,0.18703149259090424,0.23974226415157318,0.19270747900009155,0.25779515504837036,0.43408969044685364,0.22167281806468964,0.2745753824710846,0.2374749779701233,0.3867722451686859,0.22168873250484467
seen,0.26090866327285767,0.2269374430179596,0.18372386693954468,0.05027380958199501,0.21163398027420044,0.21497389674186707,0.15506179630756378,0.3271655738353729,0.37386253476142883,0.21776726841926575,0.29183828830718994,0.28639769554138184,0.3087027072906494,0.2567344307899475
to,0.45503583550453186,0.3537954092025757,0.2781698405742645,0.2757699489593506,0.3639189600944519,0.3343428373336792,0.3111797273159027,0.5965728163719177,0.4972836375236511,0.3138085603713989,0.3451666533946991,0.41548454761505127,0.455847829580307,0.29463258385658264
represent,0.2923792004585266,0.1517939567565918,0.18114535510540009,0.17217016220092773,0.2293200045824051,0.26956650614738464,0.23948489129543304,0.28851011395454407,0.3413621783256531,0.2102183848619461,0.3591494560241699,0.40416419506073,0.2515442371368408,0.1972627341747284
the,0.5829201340675354,0.2571122944355011,0.2681608200073242,0.2490699142217636,0.39067012071609497,0.43858039379119873,0.33290645480155945,0.4133751392364502,0.4248143136501312,0.4207492768764496,0.3755223751068115,0.733189046382904,0.42745697498321533,0.22068053483963013
policies,0.1655852198600769,0.1996099203824997,0.26832395792007446,0.33668041229248047,0.19658620655536652,0.10467677563428879,0.3636478781700134,0.35037723183631897,0.2595726251602173,0.1679324358701706,0.1993878334760666,0.210641011595726,0.37312451004981995,0.2969106435775757
of,0.5052502155303955,0.27082350850105286,0.2310105711221695,0.21259461343288422,0.3737983703613281,0.37726253271102905,0.2800094783306122,0.3353942930698395,0.33904364705085754,0.32280945777893066,0.3570667505264282,1.0,0.33290785551071167,0.1826142966747284
major,0.22990699112415314,0.1446337103843689,0.17599143087863922,0.1686563640832901,0.17512808740139008,0.2501676380634308,0.1988454908132553,0.16133932769298553,0.1488431692123413,0.14518070220947266,0.16200189292430878,0.2641255557537079,0.21026742458343506,0.19788557291030884
powers,0.17258815467357635,0.17199553549289703,0.20692317187786102,0.29000329971313477,0.1636824905872345,0.17508095502853394,0.3262445628643036,0.26344671845436096,0.20203270018100739,0.17228426039218903,0.2162693738937378,0.22709226608276367,0.24108682572841644,0.17269276082515717
",",0.427140474319458,0.2527396082878113,0.1945054978132248,0.23435252904891968,0.27714940905570984,0.35859420895576477,0.2966555655002594,0.32586824893951416,0.39254459738731384,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.3087472915649414,0.31091248989105225
or,0.48853766918182373,0.2565827965736389,0.20154793560504913,0.13085752725601196,0.22536349296569824,0.3349444568157196,0.33534011244773865,0.39548179507255554,0.5260903835296631,0.3096676766872406,0.5192843675613403,0.3792596757411957,0.33867141604423523,0.32389625906944275
simply,0.3719869554042816,0.22360096871852875,0.15759646892547607,0.19246621429920197,0.19403934478759766,0.2625187337398529,0.1308317482471466,0.39037659764289856,0.3588997721672058,0.33655527234077454,0.3508874177932739,0.2891358435153961,0.4566527307033539,0.2984147369861603
",",0.427140474319458,0.2527396082878113,0.1945054978132248,0.23435252904891968,0.27714940905570984,0.35859420895576477,0.2966555655002594,0.32586824893951416,0.39254459738731384,0.3581022024154663,0.3094974756240845,0.4946078956127167,0.3087472915649414,0.31091248989105225
general-purpose,0.3460314869880676,0.2398824542760849,0.22179251909255981,0.2850915491580963,0.2853681445121765,0.309350848197937,0.2544862926006317,0.4092364013195038,0.37968510389328003,0.22175075113773346,0.3777695298194885,0.3727344870567322,0.38739529252052307,0.30107390880584717
aggressiveness,0.21973000466823578,0.2292628139257431,0.22749145328998566,0.28054720163345337,0.22941133379936218,0.1701965481042862,0.2652914822101593,0.3028540015220642,0.30228880047798157,0.22549811005592346,0.26616033911705017,0.2310081124305725,0.33184120059013367,0.2152857482433319
.,0.50484299659729,0.23676170408725739,0.20157761871814728,0.20123955607414246,0.30295518040657043,0.3524959683418274,0.27938392758369446,0.35067233443260193,0.4383580684661865,0.3581749200820923,0.41217929124832153,0.5352458953857422,0.3567904531955719,0.4130953550338745
