,which,english,sculptor,who,became,the,leading,portrait,sculptor,in,regency,era,britain,is,represented,in,the,v,&,a,collection,?
collection,0.30199134349823,0.13831226527690887,0.27856072783470154,0.11647152900695801,0.2027198076248169,0.25281965732574463,0.05757918208837509,0.34422191977500916,0.27856072783470154,0.23004686832427979,0.1428970843553543,0.21738864481449127,0.1765190064907074,0.21135231852531433,0.1968824714422226,0.23004686832427979,0.25281965732574463,0.11078842729330063,0.18749947845935822,0.24716788530349731,0.9999998807907104,0.20069393515586853
include,0.33084139227867126,0.12494425475597382,0.1436789482831955,0.15078489482402802,0.18929754197597504,0.2951717972755432,0.26413875818252563,0.1512918770313263,0.1436789482831955,0.28694382309913635,0.05417274683713913,0.22692851722240448,0.1411992758512497,0.28863582015037537,0.18663407862186432,0.28694382309913635,0.2951717972755432,0.053767889738082886,0.23156708478927612,0.18765322864055634,0.30674809217453003,0.14925788342952728
nicholas,0.16822440922260284,0.21962277591228485,0.2670963406562805,0.299662709236145,0.24197958409786224,0.1640765219926834,0.14059913158416748,0.24173025786876678,0.2670963406562805,0.1388292759656906,0.24123822152614594,0.14887791872024536,0.21497897803783417,0.1849042922258377,0.09949981421232224,0.1388292759656906,0.1640765219926834,0.24528183043003082,0.2069307565689087,0.1731744110584259,0.1481238603591919,0.17208030819892883
stone,0.2408628612756729,0.17861177027225494,0.22263620793819427,0.23022106289863586,0.13034646213054657,0.2695024907588959,0.12411724030971527,0.08804840594530106,0.22263620793819427,0.20180901885032654,0.21651899814605713,0.18250910937786102,0.19809231162071228,0.2026512622833252,0.10680558532476425,0.20180901885032654,0.2695024907588959,0.06620218604803085,0.10319706797599792,0.2436634749174118,0.16500064730644226,0.11966012418270111
",",0.3658004403114319,0.3339248597621918,0.24297331273555756,0.3365725874900818,0.2798398435115814,0.4933079481124878,0.25808972120285034,0.16637693345546722,0.24297331273555756,0.5201468467712402,0.2402491718530655,0.19162635505199432,0.26227492094039917,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
caius,0.16567473113536835,0.18369245529174805,0.23687294125556946,0.2557760179042816,0.10455498099327087,0.16828511655330658,0.11756100505590439,0.1557764858007431,0.23687294125556946,0.1758650690317154,0.16300565004348755,0.054633185267448425,0.2576448619365692,0.14537853002548218,0.07890444248914719,0.1758650690317154,0.16828511655330658,0.11118922382593155,0.10780008137226105,0.19630180299282074,0.08798947930335999,0.15551170706748962
gabriel,0.15189984440803528,0.12780879437923431,0.2558089792728424,0.2800911068916321,0.12450750917196274,0.19842538237571716,0.12675221264362335,0.21063607931137085,0.2558089792728424,0.1075855940580368,0.1720324456691742,0.009228335693478584,0.07685188204050064,0.14893272519111633,0.0912395641207695,0.1075855940580368,0.19842538237571716,0.09004409611225128,0.09188368916511536,0.18901383876800537,0.15427051484584808,0.05852814391255379
cibber,0.19994600117206573,0.37860655784606934,0.21006399393081665,0.33307772874832153,0.27354666590690613,0.2725244164466858,0.18628638982772827,0.16883647441864014,0.21006399393081665,0.21505245566368103,0.1995522677898407,0.07719334959983826,0.2510080337524414,0.24549780786037445,0.09429901838302612,0.21505245566368103,0.2725244164466858,0.18737994134426117,0.18077267706394196,0.27700355648994446,0.14230719208717346,0.22803235054016113
",",0.3658004403114319,0.3339248597621918,0.24297331273555756,0.3365725874900818,0.2798398435115814,0.4933079481124878,0.25808972120285034,0.16637693345546722,0.24297331273555756,0.5201468467712402,0.2402491718530655,0.19162635505199432,0.26227492094039917,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
grinling,0.18414747714996338,0.31246986985206604,0.3329494297504425,0.1696990579366684,0.09701261669397354,0.2237251251935959,0.18710266053676605,0.25142332911491394,0.3329494297504425,0.19359195232391357,0.14622001349925995,0.12622040510177612,0.252911776304245,0.13875430822372437,0.14619189500808716,0.19359195232391357,0.2237251251935959,0.24940545856952667,0.2223103642463684,0.24081732332706451,0.21615257859230042,0.2405713051557541
gibbons,0.1849028319120407,0.2525055408477783,0.28078797459602356,0.1920100301504135,0.15904711186885834,0.18579570949077606,0.16021473705768585,0.19721469283103943,0.28078797459602356,0.14251849055290222,0.14980463683605194,0.053582582622766495,0.24664261937141418,0.12664858996868134,0.14008723199367523,0.14251849055290222,0.18579570949077606,0.2020706832408905,0.11377502232789993,0.13034158945083618,0.19233833253383636,0.18202026188373566
",",0.3658004403114319,0.3339248597621918,0.24297331273555756,0.3365725874900818,0.2798398435115814,0.4933079481124878,0.25808972120285034,0.16637693345546722,0.24297331273555756,0.5201468467712402,0.2402491718530655,0.19162635505199432,0.26227492094039917,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
john,0.20415355265140533,0.2619529068470001,0.21884140372276306,0.30388808250427246,0.2204030156135559,0.2230520099401474,0.19958710670471191,0.2509230673313141,0.21884140372276306,0.22177861630916595,0.21173757314682007,0.14706721901893616,0.2414906769990921,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.14187732338905334,0.13162356615066528
michael,0.13976186513900757,0.19804149866104126,0.18187880516052246,0.24782328307628632,0.18093304336071014,0.21768254041671753,0.11985976994037628,0.12130210548639297,0.18187880516052246,0.2203132063150406,0.17348705232143402,0.10357704013586044,0.07826924324035645,0.1714853197336197,0.14717316627502441,0.2203132063150406,0.21768254041671753,0.14371448755264282,0.13585934042930603,0.21851083636283875,0.08440238982439041,0.0667748749256134
rysbrack,0.2908346951007843,0.2817637622356415,0.22048157453536987,0.2712944447994232,0.2213597446680069,0.2969684898853302,0.2173529863357544,0.27554595470428467,0.22048157453536987,0.2759845554828644,0.2447151392698288,0.21344004571437836,0.22691316902637482,0.22718536853790283,0.2512771189212799,0.2759845554828644,0.2969684898853302,0.16896024346351624,0.19747892022132874,0.30823567509651184,0.20272766053676605,0.2847331762313843
",",0.3658004403114319,0.3339248597621918,0.24297331273555756,0.3365725874900818,0.2798398435115814,0.4933079481124878,0.25808972120285034,0.16637693345546722,0.24297331273555756,0.5201468467712402,0.2402491718530655,0.19162635505199432,0.26227492094039917,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
louis-françois,0.18895508348941803,0.2224598079919815,0.3174179792404175,0.22645626962184906,0.224199578166008,0.2487240433692932,0.18362386524677277,0.2640910744667053,0.3174179792404175,0.22345754504203796,0.24974416196346283,0.19088402390480042,0.21830414235591888,0.20056746900081635,0.16332566738128662,0.22345754504203796,0.2487240433692932,0.15035787224769592,0.16666994988918304,0.20932841300964355,0.23228958249092102,0.21531876921653748
roubiliac,0.3287530541419983,0.194530189037323,0.29524898529052734,0.17010095715522766,0.13076211512088776,0.304765522480011,0.26420387625694275,0.22588728368282318,0.29524898529052734,0.2816299498081207,0.2385498434305191,0.1401643007993698,0.2154555469751358,0.27365121245384216,0.23453624546527863,0.2816299498081207,0.304765522480011,0.187960684299469,0.16525034606456757,0.33514466881752014,0.19710613787174225,0.24055573344230652
",",0.3658004403114319,0.3339248597621918,0.24297331273555756,0.3365725874900818,0.2798398435115814,0.4933079481124878,0.25808972120285034,0.16637693345546722,0.24297331273555756,0.5201468467712402,0.2402491718530655,0.19162635505199432,0.26227492094039917,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
peter,0.15755018591880798,0.21809448301792145,0.21238139271736145,0.2549128830432892,0.17702749371528625,0.24086274206638336,0.11724251508712769,0.1493360996246338,0.21238139271736145,0.168073832988739,0.12730464339256287,0.10758577287197113,0.1718154102563858,0.1711069494485855,0.1159285232424736,0.168073832988739,0.24086274206638336,0.17687799036502838,0.1428721398115158,0.1912786215543747,0.05063708871603012,0.11650477349758148
scheemakers,0.18517041206359863,0.22414998710155487,0.2825350761413574,0.32137632369995117,0.22309064865112305,0.2437831163406372,0.26315033435821533,0.2570410668849945,0.2825350761413574,0.24217896163463593,0.2456662356853485,0.123358353972435,0.2679012417793274,0.19233009219169617,0.173757404088974,0.24217896163463593,0.2437831163406372,0.1280975341796875,0.21799050271511078,0.25989189743995667,0.16688057780265808,0.20394214987754822
",",0.3658004403114319,0.3339248597621918,0.24297331273555756,0.3365725874900818,0.2798398435115814,0.4933079481124878,0.25808972120285034,0.16637693345546722,0.24297331273555756,0.5201468467712402,0.2402491718530655,0.19162635505199432,0.26227492094039917,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
sir,0.16247086226940155,0.3000313341617584,0.20530670881271362,0.24442657828330994,0.16160856187343597,0.20237073302268982,0.15412579476833344,0.26853325963020325,0.20530670881271362,0.2226593792438507,0.16565655171871185,0.04841882362961769,0.22846941649913788,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.14777131378650665,0.1190008744597435,0.1604013890028,0.14995771646499634,0.10503887385129929
henry,0.16498084366321564,0.30749353766441345,0.22110609710216522,0.29137110710144043,0.2317832112312317,0.2542637586593628,0.18407492339611053,0.26824212074279785,0.22110609710216522,0.21735817193984985,0.17910175025463104,0.05343850329518318,0.26552703976631165,0.17977802455425262,0.11656971275806427,0.21735817193984985,0.2542637586593628,0.2619577944278717,0.058544356375932693,0.24300003051757812,0.230765700340271,0.16836383938789368
cheere,0.2275974005460739,0.2140958607196808,0.13168473541736603,0.20712581276893616,0.2184392511844635,0.22158145904541016,0.20009775459766388,0.1808956414461136,0.13168473541736603,0.3176228106021881,0.13605904579162598,0.12820154428482056,0.23810099065303802,0.12014483660459518,0.1888631284236908,0.3176228106021881,0.22158145904541016,0.15166887640953064,0.2072131335735321,0.23326638340950012,0.12023842334747314,0.2359168976545334
",",0.3658004403114319,0.3339248597621918,0.24297331273555756,0.3365725874900818,0.2798398435115814,0.4933079481124878,0.25808972120285034,0.16637693345546722,0.24297331273555756,0.5201468467712402,0.2402491718530655,0.19162635505199432,0.26227492094039917,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
agostino,0.21265922486782074,0.13986584544181824,0.3668781518936157,0.2743537724018097,0.19270288944244385,0.21745973825454712,0.16046234965324402,0.24445678293704987,0.3668781518936157,0.19043944776058197,0.16293852031230927,0.16053880751132965,0.13794846832752228,0.20194111764431,0.11892688274383545,0.19043944776058197,0.21745973825454712,0.08807943016290665,0.14065751433372498,0.22235020995140076,0.21993346512317657,0.20551899075508118
carlini,0.17637525498867035,0.23283135890960693,0.3159038722515106,0.19795888662338257,0.1591721922159195,0.2592887580394745,0.20816269516944885,0.26654574275016785,0.3159038722515106,0.276286244392395,0.20574745535850525,0.1737421602010727,0.20711195468902588,0.1733323484659195,0.07745072990655899,0.276286244392395,0.2592887580394745,0.14935201406478882,0.17123816907405853,0.20697543025016785,0.21721519529819489,0.2411166876554489
",",0.3658004403114319,0.3339248597621918,0.24297331273555756,0.3365725874900818,0.2798398435115814,0.4933079481124878,0.25808972120285034,0.16637693345546722,0.24297331273555756,0.5201468467712402,0.2402491718530655,0.19162635505199432,0.26227492094039917,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
thomas,0.20158961415290833,0.22198690474033356,0.21867206692695618,0.26103657484054565,0.19299525022506714,0.23505409061908722,0.19678406417369843,0.2734895646572113,0.21867206692695618,0.21133768558502197,0.1518450379371643,0.15877756476402283,0.19599810242652893,0.15801864862442017,0.13160744309425354,0.21133768558502197,0.23505409061908722,0.1084803119301796,0.1422349363565445,0.19268037378787994,0.1858091503381729,0.16133050620555878
banks,0.22914151847362518,0.1419668346643448,0.060412533581256866,0.19353091716766357,0.1601492464542389,0.28661349415779114,0.1622188836336136,0.06258214265108109,0.060412533581256866,0.2445559948682785,0.12130583822727203,0.08058135211467743,0.1715533584356308,0.18453240394592285,0.07397029548883438,0.2445559948682785,0.28661349415779114,0.12442827224731445,0.13726547360420227,0.12387599050998688,0.12226170301437378,0.11048095673322678
",",0.3658004403114319,0.3339248597621918,0.24297331273555756,0.3365725874900818,0.2798398435115814,0.4933079481124878,0.25808972120285034,0.16637693345546722,0.24297331273555756,0.5201468467712402,0.2402491718530655,0.19162635505199432,0.26227492094039917,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
joseph,0.15187451243400574,0.12614496052265167,0.18970580399036407,0.24207964539527893,0.21031221747398376,0.2251148819923401,0.129963681101799,0.23065638542175293,0.18970580399036407,0.12985283136367798,0.18205542862415314,0.11176149547100067,0.16632890701293945,0.1339416801929474,0.15161018073558807,0.12985283136367798,0.2251148819923401,0.12103090435266495,0.09267643839120865,0.14221104979515076,0.15560227632522583,0.08421234786510468
nollekens,0.19109360873699188,0.23062914609909058,0.459842324256897,0.2991933822631836,0.2840920090675354,0.30016475915908813,0.19893410801887512,0.2784985303878784,0.459842324256897,0.340170681476593,0.29762837290763855,0.1739429235458374,0.2299070805311203,0.2659130096435547,0.25440070033073425,0.340170681476593,0.30016475915908813,0.2396620512008667,0.25997859239578247,0.32272014021873474,0.2764732241630554,0.246595561504364
",",0.3658004403114319,0.3339248597621918,0.24297331273555756,0.3365725874900818,0.2798398435115814,0.4933079481124878,0.25808972120285034,0.16637693345546722,0.24297331273555756,0.5201468467712402,0.2402491718530655,0.19162635505199432,0.26227492094039917,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
joseph,0.15187451243400574,0.12614496052265167,0.18970580399036407,0.24207964539527893,0.21031221747398376,0.2251148819923401,0.129963681101799,0.23065638542175293,0.18970580399036407,0.12985283136367798,0.18205542862415314,0.11176149547100067,0.16632890701293945,0.1339416801929474,0.15161018073558807,0.12985283136367798,0.2251148819923401,0.12103090435266495,0.09267643839120865,0.14221104979515076,0.15560227632522583,0.08421234786510468
wilton,0.168814554810524,0.2723754644393921,0.14834468066692352,0.2080327421426773,0.21499775350093842,0.23739422857761383,0.16766799986362457,0.17808830738067627,0.14834468066692352,0.2190832793712616,0.18653053045272827,0.06527607142925262,0.25984326004981995,0.16211634874343872,0.10397535562515259,0.2190832793712616,0.23739422857761383,0.09774768352508545,0.22112804651260376,0.19768376648426056,0.22477766871452332,0.17491377890110016
",",0.3658004403114319,0.3339248597621918,0.24297331273555756,0.3365725874900818,0.2798398435115814,0.4933079481124878,0.25808972120285034,0.16637693345546722,0.24297331273555756,0.5201468467712402,0.2402491718530655,0.19162635505199432,0.26227492094039917,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
john,0.20415355265140533,0.2619529068470001,0.21884140372276306,0.30388808250427246,0.2204030156135559,0.2230520099401474,0.19958710670471191,0.2509230673313141,0.21884140372276306,0.22177861630916595,0.21173757314682007,0.14706721901893616,0.2414906769990921,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.14187732338905334,0.13162356615066528
flaxman,0.2881503999233246,0.25591927766799927,0.3318772614002228,0.3207222819328308,0.21655908226966858,0.3222133219242096,0.26471346616744995,0.3011884391307831,0.3318772614002228,0.28192105889320374,0.2938182055950165,0.17423929274082184,0.2879122197628021,0.2727881669998169,0.1957920342683792,0.28192105889320374,0.3222133219242096,0.2674000561237335,0.25550803542137146,0.3530634939670563,0.2447238713502884,0.1984574794769287
",",0.3658004403114319,0.3339248597621918,0.24297331273555756,0.3365725874900818,0.2798398435115814,0.4933079481124878,0.25808972120285034,0.16637693345546722,0.24297331273555756,0.5201468467712402,0.2402491718530655,0.19162635505199432,0.26227492094039917,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
sir,0.16247086226940155,0.3000313341617584,0.20530670881271362,0.24442657828330994,0.16160856187343597,0.20237073302268982,0.15412579476833344,0.26853325963020325,0.20530670881271362,0.2226593792438507,0.16565655171871185,0.04841882362961769,0.22846941649913788,0.17222478985786438,0.1201157197356224,0.2226593792438507,0.20237073302268982,0.14777131378650665,0.1190008744597435,0.1604013890028,0.14995771646499634,0.10503887385129929
francis,0.1448821872472763,0.23769907653331757,0.21244694292545319,0.26085689663887024,0.19607554376125336,0.25598275661468506,0.21110837161540985,0.26801493763923645,0.21244694292545319,0.23151563107967377,0.1779623031616211,0.13981622457504272,0.23484469950199127,0.16392426192760468,0.12463752180337906,0.23151563107967377,0.25598275661468506,0.173237144947052,0.18836314976215363,0.18490271270275116,0.19361332058906555,0.11903949081897736
chantrey,0.24429167807102203,0.2608570158481598,0.16721892356872559,0.2568932771682739,0.27555492520332336,0.3184458911418915,0.20074868202209473,0.1870734840631485,0.16721892356872559,0.26717862486839294,0.25042155385017395,0.15559256076812744,0.19826379418373108,0.2141561210155487,0.16749678552150726,0.26717862486839294,0.3184458911418915,0.17265769839286804,0.1737537533044815,0.28407779335975647,0.186149463057518,0.17322935163974762
",",0.3658004403114319,0.3339248597621918,0.24297331273555756,0.3365725874900818,0.2798398435115814,0.4933079481124878,0.25808972120285034,0.16637693345546722,0.24297331273555756,0.5201468467712402,0.2402491718530655,0.19162635505199432,0.26227492094039917,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
john,0.20415355265140533,0.2619529068470001,0.21884140372276306,0.30388808250427246,0.2204030156135559,0.2230520099401474,0.19958710670471191,0.2509230673313141,0.21884140372276306,0.22177861630916595,0.21173757314682007,0.14706721901893616,0.2414906769990921,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.14187732338905334,0.13162356615066528
gibson,0.17864733934402466,0.13311059772968292,0.2204887568950653,0.21405145525932312,0.18129569292068481,0.1916160136461258,0.09867250174283981,0.15702645480632782,0.2204887568950653,0.16864703595638275,0.06056056171655655,0.057449016720056534,0.12053816020488739,0.15224884450435638,0.1360810399055481,0.16864703595638275,0.1916160136461258,0.15831832587718964,0.1325383186340332,0.14912515878677368,0.12019868940114975,0.1123829111456871
",",0.3658004403114319,0.3339248597621918,0.24297331273555756,0.3365725874900818,0.2798398435115814,0.4933079481124878,0.25808972120285034,0.16637693345546722,0.24297331273555756,0.5201468467712402,0.2402491718530655,0.19162635505199432,0.26227492094039917,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
edward,0.12004441767930984,0.26063984632492065,0.21092724800109863,0.25107425451278687,0.17758066952228546,0.1896408498287201,0.14370429515838623,0.2031361311674118,0.21092724800109863,0.19466985762119293,0.22433926165103912,0.10319940000772476,0.27845799922943115,0.1197931244969368,0.11091459542512894,0.19466985762119293,0.1896408498287201,0.20957274734973907,0.16141867637634277,0.16167707741260529,0.12190137058496475,0.1439376026391983
hodges,0.23964332044124603,0.24864579737186432,0.13860292732715607,0.2749895453453064,0.1625981330871582,0.3044550120830536,0.21712511777877808,0.24924826622009277,0.13860292732715607,0.2765861749649048,0.21453893184661865,0.15994827449321747,0.22261294722557068,0.22105920314788818,0.20024025440216064,0.2765861749649048,0.3044550120830536,0.27609387040138245,0.17724962532520294,0.27498820424079895,0.16473962366580963,0.19408352673053741
baily,0.2112952321767807,0.23960819840431213,0.1769324541091919,0.23882292211055756,0.1640080213546753,0.20436659455299377,0.0727323442697525,0.19692613184452057,0.1769324541091919,0.17090058326721191,0.12970475852489471,0.07746922224760056,0.23498661816120148,0.19652123749256134,0.0886019915342331,0.17090058326721191,0.20436659455299377,0.20343135297298431,0.1591244637966156,0.1953568160533905,0.220444917678833,0.20827718079090118
",",0.3658004403114319,0.3339248597621918,0.24297331273555756,0.3365725874900818,0.2798398435115814,0.4933079481124878,0.25808972120285034,0.16637693345546722,0.24297331273555756,0.5201468467712402,0.2402491718530655,0.19162635505199432,0.26227492094039917,0.4691906273365021,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
lord,0.14450834691524506,0.2701027989387512,0.1582852005958557,0.25294241309165955,0.115748830139637,0.2489406019449234,0.132319837808609,0.17318296432495117,0.1582852005958557,0.18930333852767944,0.2288292944431305,0.0621732734143734,0.24649743735790253,0.14423592388629913,0.10011780261993408,0.18930333852767944,0.2489406019449234,0.1054067611694336,0.11174142360687256,0.13542361557483673,0.10136507451534271,0.09544310718774796
