,what,other,topics,can,civil,disobedience,pertain,to,?
",",0.3087472915649414,0.4446498453617096,0.2733469307422638,0.3139454126358032,0.24795588850975037,0.2878543734550476,0.279356449842453,0.44245919585227966,0.31091248989105225
i.e,0.06545200943946838,-0.03489147126674652,0.09694978594779968,-0.14887435734272003,0.01629428006708622,0.07990994304418564,0.07165727764368057,-0.015603327192366123,-0.00816641841083765
.,0.3567904531955719,0.41511186957359314,0.2345436066389084,0.35783761739730835,0.2541380822658539,0.2603943943977356,0.24019820988178253,0.4645031690597534,0.4130953550338745
,what,other,topics,can,civil,disobedience,pertain,to,?
gandhi,0.23243291676044464,0.13077835738658905,0.21666710078716278,0.09215154498815536,0.30589789152145386,0.45138445496559143,0.15013806521892548,0.2410610467195511,0.18234050273895264
's,0.02692362666130066,0.04445967823266983,0.019105471670627594,-0.02075597457587719,-0.06354409456253052,0.027719656005501747,-0.008227012120187283,0.03782717138528824,-0.023395681753754616
acts,0.24949195981025696,0.23698559403419495,0.23101530969142914,0.186599463224411,0.1234428659081459,0.3582419753074646,0.2860429883003235,0.2012343853712082,0.07075770199298859
have,0.39808809757232666,0.559082567691803,0.3141176402568817,0.5489245653152466,0.16153892874717712,0.22560594975948334,0.38453125953674316,0.4544740617275238,0.32991164922714233
been,0.2567804455757141,0.34575363993644714,0.2706930339336395,0.3498430848121643,0.16754008829593658,0.20087917149066925,0.2655574679374695,0.34945759177207947,0.24354910850524902
described,0.22590412199497223,0.19785986840724945,0.20618250966072083,0.17814530432224274,0.13655175268650055,0.27444419264793396,0.30229583382606506,0.16602091491222382,0.1374269425868988
as,0.31749409437179565,0.42805421352386475,0.22519978880882263,0.3245031237602234,0.18100082874298096,0.25773370265960693,0.3062497079372406,0.42092081904411316,0.27043893933296204
revolutionary,0.15823614597320557,0.18547238409519196,0.20188124477863312,0.08913662284612656,0.4157695174217224,0.368465393781662,0.21270354092121124,0.18605543673038483,0.1343436986207962
civil,0.15091551840305328,0.17309200763702393,0.11877547204494476,0.12476041913032532,1.0,0.5442691445350647,0.158452570438385,0.2019355595111847,0.1494513899087906
disobedience,0.3298627436161041,0.24770691990852356,0.27150511741638184,0.15718160569667816,0.5442691445350647,1.0,0.32894811034202576,0.30665844678878784,0.19890835881233215
.,0.3567904531955719,0.41511186957359314,0.2345436066389084,0.35783761739730835,0.2541380822658539,0.2603943943977356,0.24019820988178253,0.4645031690597534,0.4130953550338745
,what,other,topics,can,civil,disobedience,pertain,to,?
thoreau,0.3263375163078308,0.23642374575138092,0.24083927273750305,0.21526074409484863,0.2719424366950989,0.42179736495018005,0.3124910295009613,0.3212342858314514,0.1922200322151184
also,0.42747777700424194,0.5326101183891296,0.2534772753715515,0.4861826002597809,0.22241419553756714,0.30266615748405457,0.324038565158844,0.5348826050758362,0.21848613023757935
wrote,0.2664989233016968,0.21267946064472198,0.26558366417884827,0.17474426329135895,0.1756037026643753,0.3325909376144409,0.2194741666316986,0.18888387084007263,0.19322504103183746
of,0.33290785551071167,0.38583824038505554,0.24137021601200104,0.2603091299533844,0.24698495864868164,0.31932318210601807,0.3192724287509918,0.41548454761505127,0.1826142966747284
civil,0.15091551840305328,0.17309200763702393,0.11877547204494476,0.12476041913032532,1.0,0.5442691445350647,0.158452570438385,0.2019355595111847,0.1494513899087906
disobedience,0.3298627436161041,0.24770691990852356,0.27150511741638184,0.15718160569667816,0.5442691445350647,1.0,0.32894811034202576,0.30665844678878784,0.19890835881233215
accomplishing,0.2887621223926544,0.2573363780975342,0.26975563168525696,0.23287124931812286,0.2905484139919281,0.3693487048149109,0.3294016718864441,0.3290090262889862,0.230264812707901
``,0.008517155423760414,0.10245004296302795,0.08352687954902649,0.12428006529808044,0.06784805655479431,0.06214885041117668,0.024650193750858307,0.06720756739377975,0.0685480609536171
peaceable,0.26543155312538147,0.3203977048397064,0.21353065967559814,0.24805574119091034,0.358409583568573,0.3938868045806885,0.2558984160423279,0.235427126288414,0.19588211178779602
revolution,0.1946869045495987,0.20842185616493225,0.22695913910865784,0.10136424750089645,0.3380163013935089,0.3442854583263397,0.21224603056907654,0.18777814507484436,0.1727980077266693
.,0.3567904531955719,0.41511186957359314,0.2345436066389084,0.35783761739730835,0.2541380822658539,0.2603943943977356,0.24019820988178253,0.4645031690597534,0.4130953550338745
'',0.08143015950918198,0.021007593721151352,0.04291370511054993,0.008988718502223492,-0.062313709408044815,0.003403886454179883,0.13057535886764526,-0.009905828163027763,0.018684765323996544
