,what,is,the,title,of,edwards,book,about,luther,?
least,0.3337163031101227,0.25724145770072937,0.3428877890110016,0.09756079316139221,0.32696738839149475,0.21834039688110352,0.11774401366710663,0.3718268573284149,0.05617351457476616,0.28866854310035706
partly,0.2688411772251129,0.26258137822151184,0.30254924297332764,0.07346781343221664,0.28944599628448486,0.10181789845228195,0.16231726109981537,0.23030169308185577,0.13216793537139893,0.12213768810033798
the,0.42745697498321533,0.5823672413825989,1.0,0.27465343475341797,0.733189046382904,0.22999197244644165,0.2652374505996704,0.37995871901512146,0.1759674996137619,0.22068053483963013
product,0.2465333193540573,0.2903512120246887,0.23984220623970032,0.08155392110347748,0.19526132941246033,0.13496509194374084,0.17849737405776978,0.15933845937252045,0.11712317168712616,0.19651241600513458
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.18969319760799408,1.0,0.18850749731063843,0.22602593898773193,0.40939709544181824,0.1719115972518921,0.1826142966747284
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.23181948065757751,0.5052502155303955,0.21698184311389923,0.19186489284038544,0.34171196818351746,0.17967689037322998,0.23916715383529663
declining,0.2580306828022003,0.15526990592479706,0.3269357681274414,0.12886963784694672,0.2429467886686325,0.17951370775699615,0.12383615225553513,0.2195221483707428,0.04745618999004364,0.1608004868030548
state,0.24273863434791565,0.2627358138561249,0.3097178041934967,0.13459092378616333,0.34253445267677307,0.16573740541934967,0.15242761373519897,0.2187233716249466,0.1824490875005722,0.1160883978009224
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.18969319760799408,1.0,0.18850749731063843,0.22602593898773193,0.40939709544181824,0.1719115972518921,0.1826142966747284
mind,0.305233895778656,0.16031856834888458,0.16300682723522186,0.14874330163002014,0.17234256863594055,0.1882438212633133,0.2491038739681244,0.18404783308506012,0.16319639980793,0.22109316289424896
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.26782113313674927,0.5352458953857422,0.30917611718177795,0.21435262262821198,0.42038556933403015,0.24907569587230682,0.4130953550338745
