,when,was,skylab,'s,last,crew,on,the,station,before,it,re-entered,earth,'s,atmosphere,?
re-entered,0.28733062744140625,0.34920862317085266,0.20089741051197052,0.01993780955672264,0.1899717152118683,0.16001711785793304,0.3076974153518677,0.31947770714759827,0.1857370138168335,0.252311110496521,0.25958213210105896,0.9999999403953552,0.1355637013912201,0.01993780955672264,0.21557411551475525,0.17969468235969543
the,0.5091903209686279,0.48711544275283813,0.33710870146751404,-0.01540423184633255,0.3698786795139313,0.25329816341400146,0.5107308030128479,1.0,0.23609806597232819,0.45900648832321167,0.6251175999641418,0.31947770714759827,0.2801888585090637,-0.01540423184633255,0.24429655075073242,0.22068053483963013
atmosphere,0.2594868540763855,0.1805005818605423,0.2838371694087982,0.0077118780463933945,0.13099461793899536,0.1884101778268814,0.20375999808311462,0.24429655075073242,0.17215211689472198,0.1873212456703186,0.3151346743106842,0.21557411551475525,0.5628719925880432,0.0077118780463933945,1.0,0.15636961162090302
in,0.4431333839893341,0.45514053106307983,0.27669620513916016,-0.037580832839012146,0.30714505910873413,0.18897703289985657,0.46853652596473694,0.6662389636039734,0.21784305572509766,0.4155850410461426,0.5130809545516968,0.33298763632774353,0.18566735088825226,-0.037580832839012146,0.20898397266864777,0.20430970191955566
1979,0.20640838146209717,0.1920030564069748,0.09262460470199585,0.08197584748268127,0.1813759058713913,0.1674310714006424,0.2042657434940338,0.3323744237422943,0.08396022021770477,0.12699365615844727,0.29221290349960327,0.10189412534236908,0.1620444506406784,0.08197584748268127,0.09468450397253036,0.09159877151250839
",",0.36674630641937256,0.45456063747406006,0.29952821135520935,-0.0016132977325469255,0.29026782512664795,0.2217068374156952,0.49057599902153015,0.4933079481124878,0.2482491284608841,0.3156566619873047,0.48329564929008484,0.30554983019828796,0.23186853528022766,-0.0016132977325469255,0.26560261845588684,0.31091248989105225
by,0.4376842677593231,0.4752357602119446,0.2211296260356903,-0.010884488001465797,0.24441376328468323,0.176463782787323,0.33887791633605957,0.4408751428127289,0.16572362184524536,0.37709173560142517,0.40926623344421387,0.25363442301750183,0.1861492097377777,-0.010884488001465797,0.1558297872543335,0.17966607213020325
which,0.572554349899292,0.2830964922904968,0.28953444957733154,0.03856118768453598,0.2768070101737976,0.1701378971338272,0.4245251417160034,0.6521818041801453,0.20371483266353607,0.3430410623550415,0.616637647151947,0.2685725688934326,0.26013901829719543,0.03856118768453598,0.30373719334602356,0.25814583897590637
time,0.4363728165626526,0.3641340136528015,0.2684505879878998,0.01301188487559557,0.3435760736465454,0.18091750144958496,0.30044233798980713,0.43061500787734985,0.20026953518390656,0.4620465338230133,0.3375589847564697,0.22596944868564606,0.25943684577941895,0.01301188487559557,0.19720542430877686,0.27391523122787476
it,0.4775012135505676,0.4577186405658722,0.2710142433643341,0.06608816236257553,0.23236626386642456,0.12595811486244202,0.4529881477355957,0.6251175999641418,0.2710883915424347,0.34684064984321594,0.9999999403953552,0.25958213210105896,0.27391982078552246,0.06608816236257553,0.3151346743106842,0.25732165575027466
had,0.37526828050613403,0.5927209258079529,0.24874922633171082,-0.004401352722197771,0.2946646511554718,0.1789378970861435,0.36692994832992554,0.3875846862792969,0.1625390350818634,0.3737051784992218,0.2910259962081909,0.3195734918117523,0.11675896495580673,-0.004401352722197771,0.17161151766777039,0.20728366076946259
become,0.4120000898838043,0.3147440552711487,0.22116157412528992,-0.06629510223865509,0.18544818460941315,0.09488679468631744,0.17756444215774536,0.31731709837913513,0.10320728272199631,0.2749521732330322,0.2850925028324127,0.18963201344013214,0.1356254369020462,-0.06629510223865509,0.17311085760593414,0.19511328637599945
the,0.5091903209686279,0.48711544275283813,0.33710870146751404,-0.01540423184633255,0.3698786795139313,0.25329816341400146,0.5107308030128479,1.0,0.23609806597232819,0.45900648832321167,0.6251175999641418,0.31947770714759827,0.2801888585090637,-0.01540423184633255,0.24429655075073242,0.22068053483963013
oldest,0.18935319781303406,0.29228392243385315,0.18883384764194489,-0.014085551723837852,0.29545775055885315,0.05094648525118828,0.16673818230628967,0.30836519598960876,0.16750313341617584,0.20815184712409973,0.2199898064136505,0.11542472243309021,0.18907444179058075,-0.014085551723837852,0.07880117744207382,0.14864160120487213
operational,0.18490567803382874,0.20582062005996704,0.31247955560684204,-0.044996608048677444,0.15057136118412018,0.23914118111133575,0.2338075041770935,0.2780027985572815,0.27432703971862793,0.11689232289791107,0.16989728808403015,0.21569082140922546,0.09045668691396713,-0.044996608048677444,0.17462250590324402,0.1597091555595398
apollo-saturn,0.22491635382175446,0.2601052522659302,0.4660920798778534,0.06595730036497116,0.2082497924566269,0.30419784784317017,0.19429054856300354,0.27680766582489014,0.17285683751106262,0.20801737904548645,0.2681977152824402,0.21526899933815002,0.416288286447525,0.06595730036497116,0.3484363853931427,0.24881932139396667
component,0.194128155708313,0.17165552079677582,0.22332192957401276,0.0033862816635519266,0.1224852204322815,0.14274048805236816,0.21081379055976868,0.3172481954097748,0.21387891471385956,0.15008898079395294,0.261647492647171,0.14789098501205444,0.2664582133293152,0.0033862816635519266,0.2645290493965149,0.14409896731376648
.,0.475719153881073,0.40146201848983765,0.3288629353046417,-0.003708066651597619,0.3548945486545563,0.24222686886787415,0.49257001280784607,0.5934505462646484,0.20999185740947723,0.36693984270095825,0.5593622326850891,0.30133557319641113,0.2542925775051117,-0.003708066651597619,0.202870711684227,0.4130953550338745
