,when,did,the,rivalry,between,westinghouse,and,edison,reach,its,peak,?
the,0.5091903209686279,0.34736719727516174,1.0,0.227608323097229,0.39067012071609497,0.3101098835468292,0.5171257257461548,0.25419825315475464,0.31808504462242126,0.559237003326416,0.21859097480773926,0.22068053483963013
patent,0.24865786731243134,0.17086273431777954,0.1728275567293167,0.0015969803789630532,0.0911935493350029,0.3248586356639862,0.13321366906166077,0.3681526780128479,0.09918364137411118,0.14716005325317383,0.10388057678937912,0.13298413157463074
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.2185443490743637,0.27714940905570984,0.277236670255661,0.6633074283599854,0.29400110244750977,0.2441277652978897,0.33157986402511597,0.23029130697250366,0.31091248989105225
both,0.435994029045105,0.34255191683769226,0.4931981563568115,0.2840494215488434,0.40283381938934326,0.24552324414253235,0.5503310561180115,0.08720667660236359,0.2575989365577698,0.29517319798469543,0.17160339653491974,0.19455738365650177
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.21544429659843445,0.41100412607192993,0.2579890191555023,0.4954058527946472,0.22187061607837677,0.20601192116737366,0.3793783485889435,0.19557836651802063,0.20430970191955566
1888,0.19610907137393951,0.08121363818645477,0.2002750039100647,0.11175870895385742,0.24324312806129456,0.05404873937368393,0.1184256449341774,0.21655882894992828,0.29561281204223633,0.1982487142086029,0.2178753912448883,0.07625395059585571
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.2185443490743637,0.27714940905570984,0.277236670255661,0.6633074283599854,0.29400110244750977,0.2441277652978897,0.33157986402511597,0.23029130697250366,0.31091248989105225
put,0.32715895771980286,0.32128840684890747,0.34150463342666626,0.07510083168745041,0.13922375440597534,0.1155499666929245,0.3297767639160156,0.16180188953876495,0.2509081959724426,0.17810069024562836,0.07166364789009094,0.2993032932281494
tesla,0.1504557579755783,0.09757418930530548,0.1324402391910553,0.07532729208469391,0.13727053999900818,0.35764777660369873,0.19560420513153076,0.35526686906814575,0.08569863438606262,0.20526613295078278,0.14431694149971008,0.10250775516033173
firmly,0.3367219865322113,0.25089719891548157,0.3476297855377197,0.1858101487159729,0.15998171269893646,0.1675967425107956,0.2476017326116562,0.0732257217168808,0.2448631227016449,0.31291863322257996,0.11904238164424896,0.23320716619491577
on,0.37706470489501953,0.2670976221561432,0.5107308030128479,0.14833316206932068,0.3335416913032532,0.23386307060718536,0.4077630043029785,0.19454674422740936,0.24619881808757782,0.34331920742988586,0.19959475100040436,0.2714994251728058
the,0.5091903209686279,0.34736719727516174,1.0,0.227608323097229,0.39067012071609497,0.3101098835468292,0.5171257257461548,0.25419825315475464,0.31808504462242126,0.559237003326416,0.21859097480773926,0.22068053483963013
``,0.07174111902713776,-0.029888948425650597,0.029072100296616554,0.004042520187795162,0.08136986941099167,-0.12999998033046722,0.036644238978624344,-0.09557203948497772,0.01924625225365162,0.06146819889545441,0.01347692683339119,0.0685480609536171
ac,0.14342348277568817,0.08334841579198837,0.11894276738166809,0.1075780987739563,0.10406319051980972,0.2760004699230194,0.08613406121730804,0.2666392922401428,0.16697001457214355,0.14339952170848846,0.09466412663459778,0.19071458280086517
'',-0.07688097655773163,0.01978493109345436,0.041273195296525955,-0.0099514564499259,0.060806289315223694,0.034050870686769485,0.021612688899040222,0.0496973879635334,-0.11253751069307327,-0.001744768233038485,-0.0936766043305397,0.018684765323996544
side,0.2733898162841797,0.19660846889019012,0.37146830558776855,0.21414829790592194,0.2642476260662079,0.12801223993301392,0.3098753094673157,0.13858532905578613,0.1895628422498703,0.21358303725719452,0.18323199450969696,0.07831130921840668
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.22575128078460693,0.3737983703613281,0.28119996190071106,0.5116966962814331,0.221283957362175,0.20552729070186615,0.48690423369407654,0.13134954869747162,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.227608323097229,0.39067012071609497,0.3101098835468292,0.5171257257461548,0.25419825315475464,0.31808504462242126,0.559237003326416,0.21859097480773926,0.22068053483963013
so-called,0.3859576880931854,0.31036850810050964,0.48567995429039,0.27576759457588196,0.33498695492744446,0.2799176573753357,0.35612040758132935,0.11633690446615219,0.25376489758491516,0.34489744901657104,0.2492901086807251,0.28986620903015137
``,0.07174111902713776,-0.029888948425650597,0.029072100296616554,0.004042520187795162,0.08136986941099167,-0.12999998033046722,0.036644238978624344,-0.09557203948497772,0.01924625225365162,0.06146819889545441,0.01347692683339119,0.0685480609536171
war,0.26339730620384216,0.27422013878822327,0.366199791431427,0.20187431573867798,0.2612598240375519,0.2965333163738251,0.29695844650268555,0.1373220980167389,0.10654132813215256,0.23775866627693176,0.15324556827545166,0.15510529279708862
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.22575128078460693,0.3737983703613281,0.28119996190071106,0.5116966962814331,0.221283957362175,0.20552729070186615,0.48690423369407654,0.13134954869747162,0.1826142966747284
currents,0.30222979187965393,0.14245115220546722,0.30279916524887085,0.18557322025299072,0.28129222989082336,0.23990438878536224,0.32871830463409424,0.18213865160942078,0.24723376333713531,0.2605845630168915,0.24882468581199646,0.07452256232500076
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.2185443490743637,0.27714940905570984,0.277236670255661,0.6633074283599854,0.29400110244750977,0.2441277652978897,0.33157986402511597,0.23029130697250366,0.31091248989105225
'',-0.07688097655773163,0.01978493109345436,0.041273195296525955,-0.0099514564499259,0.060806289315223694,0.034050870686769485,0.021612688899040222,0.0496973879635334,-0.11253751069307327,-0.001744768233038485,-0.0936766043305397,0.018684765323996544
an,0.33026179671287537,0.22598257660865784,0.4207492768764496,0.07352861762046814,0.18003802001476288,0.24657122790813446,0.2838519215583801,0.2231694459915161,0.14843446016311646,0.28139030933380127,0.14859126508235931,0.19793890416622162
electrical,0.29064828157424927,0.12294142693281174,0.2523402273654938,0.11878475546836853,0.2447495460510254,0.41149720549583435,0.24563585221767426,0.37905892729759216,0.09341822564601898,0.2261352837085724,0.23733049631118774,0.10923371464014053
distribution,0.13132691383361816,0.11337858438491821,0.27569329738616943,0.003403551410883665,0.1488397717475891,0.3109743297100067,0.24142658710479736,0.16522666811943054,0.11572176963090897,0.3004312813282013,0.08432170748710632,0.0929616317152977
battle,0.15145152807235718,0.12105695903301239,0.2820790410041809,0.24226056039333344,0.20428906381130219,0.2003602832555771,0.15482768416404724,0.10352461785078049,0.11947082728147507,0.12990762293338776,0.1069006472826004,0.1680624783039093
being,0.47212454676628113,0.27905046939849854,0.419739305973053,0.23368358612060547,0.21762578189373016,0.173484206199646,0.4286794066429138,0.16161100566387177,0.19477248191833496,0.3381310999393463,0.16414062678813934,0.26743772625923157
waged,0.2011897712945938,0.3666118383407593,0.23674006760120392,0.21578028798103333,0.2991425693035126,0.15750916302204132,0.24619238078594208,0.04942082241177559,0.15303003787994385,0.1621679663658142,0.17826396226882935,0.19169075787067413
between,0.38258615136146545,0.16542956233024597,0.39067012071609497,0.36623692512512207,0.9999999403953552,0.18826159834861755,0.40645647048950195,0.1190464049577713,0.24736733734607697,0.2510443925857544,0.1641433835029602,0.12887074053287506
thomas,0.19259870052337646,0.20728807151317596,0.23505409061908722,0.18306641280651093,0.13746844232082367,0.3231651484966278,0.20946627855300903,0.4682042896747589,0.04442484304308891,0.0538053885102272,0.07522597908973694,0.16133050620555878
edison,0.25418660044670105,0.1372239738702774,0.25419825315475464,0.10446929931640625,0.1190464049577713,0.3855430483818054,0.13864636421203613,0.9999999403953552,0.06443457305431366,0.14494134485721588,0.12495505809783936,0.10244420915842056
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.2228763997554779,0.40645647048950195,0.2865493595600128,1.0,0.13864636421203613,0.25625354051589966,0.3841775357723236,0.1847066879272461,0.20544172823429108
george,0.174343079328537,0.238631471991539,0.2510760426521301,0.1190774142742157,0.08159974962472916,0.3706516921520233,0.22245058417320251,0.1870395392179489,0.11172850430011749,0.15792900323867798,0.1547623574733734,0.1479024887084961
westinghouse,0.19033551216125488,0.1608617752790451,0.3101098835468292,0.1629820317029953,0.18826159834861755,0.9999999403953552,0.2865493595600128,0.3855430483818054,0.11944534629583359,0.24483151733875275,0.17170897126197815,0.17307911813259125
that,0.5860282182693481,0.47518548369407654,0.5473989248275757,0.214837446808815,0.299440860748291,0.19149138033390045,0.4731321930885315,0.21377308666706085,0.27134448289871216,0.416561484336853,0.123226098716259,0.32716336846351624
had,0.37526828050613403,0.540525496006012,0.3875846862792969,0.3270544707775116,0.28245165944099426,0.2198336273431778,0.3872550129890442,0.1989315003156662,0.21661508083343506,0.32081788778305054,0.17625311017036438,0.20728366076946259
been,0.3339833617210388,0.2835664749145508,0.3563927710056305,0.21519403159618378,0.16697090864181519,0.218115895986557,0.3424558639526367,0.14683906733989716,0.17116376757621765,0.2810076177120209,0.12491209805011749,0.24354910850524902
simmering,0.2821290194988251,0.08256639540195465,0.31828629970550537,0.09469734132289886,0.2034338265657425,0.14730744063854218,0.30893343687057495,0.14615695178508759,0.16818711161613464,0.25956806540489197,0.2023763805627823,0.09312979131937027
since,0.42774689197540283,0.27613121271133423,0.4054957628250122,0.23921853303909302,0.25121670961380005,0.2441433072090149,0.3515571057796478,0.14868894219398499,0.18469224870204926,0.37237873673439026,0.18771451711654663,0.2876587212085724
westinghouse,0.19033551216125488,0.1608617752790451,0.3101098835468292,0.1629820317029953,0.18826159834861755,0.9999999403953552,0.2865493595600128,0.3855430483818054,0.11944534629583359,0.24483151733875275,0.17170897126197815,0.17307911813259125
's,-0.03368149697780609,0.05069678649306297,-0.01540423184633255,0.006833324208855629,0.006096371449530125,-0.008012998849153519,0.06895173341035843,0.0115949846804142,0.019294504076242447,0.03202139586210251,-0.014490196481347084,-0.023395681753754616
first,0.4282494783401489,0.33691170811653137,0.49448907375335693,0.16177934408187866,0.2911831736564636,0.3124198615550995,0.3167642652988434,0.2626492977142334,0.2759714126586914,0.26377397775650024,0.21715600788593292,0.18701928853988647
ac,0.14342348277568817,0.08334841579198837,0.11894276738166809,0.1075780987739563,0.10406319051980972,0.2760004699230194,0.08613406121730804,0.2666392922401428,0.16697001457214355,0.14339952170848846,0.09466412663459778,0.19071458280086517
system,0.27706024050712585,0.1967303454875946,0.3233085572719574,0.06932620704174042,0.1696578860282898,0.22073955833911896,0.231138214468956,0.11532860994338989,0.2346184253692627,0.24247176945209503,0.13597078621387482,0.15556083619594574
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.21544429659843445,0.41100412607192993,0.2579890191555023,0.4954058527946472,0.22187061607837677,0.20601192116737366,0.3793783485889435,0.19557836651802063,0.20430970191955566
1886,0.08764851093292236,0.1467389464378357,0.16194075345993042,0.1396380364894867,0.10515320301055908,0.22837989032268524,0.0749865472316742,0.1521703600883484,-0.046129386872053146,0.12783583998680115,7.959079812280834e-05,0.15507127344608307
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.2228763997554779,0.40645647048950195,0.2865493595600128,1.0,0.13864636421203613,0.25625354051589966,0.3841775357723236,0.1847066879272461,0.20544172823429108
had,0.37526828050613403,0.540525496006012,0.3875846862792969,0.3270544707775116,0.28245165944099426,0.2198336273431778,0.3872550129890442,0.1989315003156662,0.21661508083343506,0.32081788778305054,0.17625311017036438,0.20728366076946259
reached,0.22692134976387024,0.24863581359386444,0.29860952496528625,0.18537786602973938,0.2285044938325882,0.15808138251304626,0.19567863643169403,0.05496746674180031,0.6885289549827576,0.22506387531757355,0.4767429530620575,0.1518019139766693
the,0.5091903209686279,0.34736719727516174,1.0,0.227608323097229,0.39067012071609497,0.3101098835468292,0.5171257257461548,0.25419825315475464,0.31808504462242126,0.559237003326416,0.21859097480773926,0.22068053483963013
point,0.2634613811969757,0.18732239305973053,0.3084787130355835,0.14788290858268738,0.20469585061073303,0.08637485653162003,0.23319636285305023,0.17989371716976166,0.33107608556747437,0.2662264406681061,0.31105297803878784,0.19189560413360596
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.22575128078460693,0.3737983703613281,0.28119996190071106,0.5116966962814331,0.221283957362175,0.20552729070186615,0.48690423369407654,0.13134954869747162,0.1826142966747284
all-out,0.3104875981807709,0.3282398283481598,0.3733347952365875,0.30222800374031067,0.2132481187582016,0.31048133969306946,0.34536734223365784,0.272663950920105,0.2190931737422943,0.33434543013572693,0.22418710589408875,0.3975675106048584
warfare,0.15248744189739227,0.18637101352214813,0.257932186126709,0.26459819078445435,0.17434991896152496,0.24724449217319489,0.2182304859161377,0.024348504841327667,0.17214356362819672,0.26581159234046936,0.12567856907844543,0.1583555042743683
by,0.4376842677593231,0.18574509024620056,0.4408751428127289,0.1620350182056427,0.28115302324295044,0.2823614776134491,0.4289871156215668,0.18372245132923126,0.11937917768955231,0.24398943781852722,0.17175252735614777,0.17966607213020325
1888,0.19610907137393951,0.08121363818645477,0.2002750039100647,0.11175870895385742,0.24324312806129456,0.05404873937368393,0.1184256449341774,0.21655882894992828,0.29561281204223633,0.1982487142086029,0.2178753912448883,0.07625395059585571
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.1718112975358963,0.30295518040657043,0.3097001910209656,0.588965117931366,0.2391979843378067,0.2684406638145447,0.3566088080406189,0.19691497087478638,0.4130953550338745
