,what,increased,in,the,rhine,because,of,the,land,clearance,in,the,upland,areas,?
agriculture,0.18790777027606964,0.25547972321510315,0.28221622109413147,0.29133129119873047,0.25502046942710876,0.1980227380990982,0.3250654935836792,0.29133129119873047,0.31169965863227844,0.17856384813785553,0.28221622109413147,0.29133129119873047,0.2719442844390869,0.33693787455558777,0.11401621997356415
),0.26259949803352356,0.15167289972305298,0.3326910734176636,0.3456730246543884,0.12686386704444885,0.2400766909122467,0.3680361211299896,0.3456730246543884,0.1601184755563736,0.21427948772907257,0.3326910734176636,0.3456730246543884,0.1778104603290558,0.1629660278558731,0.42300865054130554
",",0.3087472915649414,0.20936180651187897,0.5201468467712402,0.4933079481124878,0.167837992310524,0.372031033039093,0.4946078956127167,0.4933079481124878,0.22220008075237274,0.21749433875083923,0.5201468467712402,0.4933079481124878,0.2797375023365021,0.2789289653301239,0.31091248989105225
in,0.30808621644973755,0.244624063372612,1.0,0.6662389636039734,0.24648422002792358,0.37423941493034363,0.5696388483047485,0.6662389636039734,0.22871792316436768,0.21589328348636627,1.0,0.6662389636039734,0.28890255093574524,0.33029478788375854,0.20430970191955566
the,0.42745697498321533,0.3188653886318207,0.6662389636039734,1.0,0.30735138058662415,0.44596394896507263,0.733189046382904,1.0,0.28587454557418823,0.3103383779525757,0.6662389636039734,1.0,0.23398692905902863,0.3311663568019867,0.22068053483963013
upland,0.139895960688591,0.1705682873725891,0.28890255093574524,0.23398692905902863,0.3514600098133087,0.19166696071624756,0.24049733579158783,0.23398692905902863,0.4123837351799011,0.28896766901016235,0.28890255093574524,0.23398692905902863,1.0000001192092896,0.331036776304245,0.087931327521801
areas,0.23739881813526154,0.31116804480552673,0.33029478788375854,0.3311663568019867,0.2499091923236847,0.3070424795150757,0.2803763747215271,0.3311663568019867,0.3068152666091919,0.2929655909538269,0.33029478788375854,0.3311663568019867,0.331036776304245,0.9999999403953552,0.1273590475320816
(,0.2411840260028839,0.15970994532108307,0.3087427020072937,0.33289089798927307,0.12381801009178162,0.2131619155406952,0.35032153129577637,0.33289089798927307,0.15432493388652802,0.21581584215164185,0.3087427020072937,0.33289089798927307,0.1980806142091751,0.19302652776241302,0.40561532974243164
central,0.17723965644836426,0.18737967312335968,0.30844059586524963,0.3417201042175293,0.18144266307353973,0.1756456047296524,0.3415789008140564,0.3417201042175293,0.1621767282485962,0.14933384954929352,0.30844059586524963,0.3417201042175293,0.3108944296836853,0.2885909676551819,0.14787602424621582
germany,0.21690446138381958,0.15125828981399536,0.3642844259738922,0.3181285262107849,0.5801170468330383,0.24182061851024628,0.2942050099372864,0.3181285262107849,0.19614209234714508,0.15584681928157806,0.3642844259738922,0.3181285262107849,0.3309999406337738,0.19194573163986206,0.1388660967350006
),0.26259949803352356,0.15167289972305298,0.3326910734176636,0.3456730246543884,0.12686386704444885,0.2400766909122467,0.3680361211299896,0.3456730246543884,0.1601184755563736,0.21427948772907257,0.3326910734176636,0.3456730246543884,0.1778104603290558,0.1629660278558731,0.42300865054130554
",",0.3087472915649414,0.20936180651187897,0.5201468467712402,0.4933079481124878,0.167837992310524,0.372031033039093,0.4946078956127167,0.4933079481124878,0.22220008075237274,0.21749433875083923,0.5201468467712402,0.4933079481124878,0.2797375023365021,0.2789289653301239,0.31091248989105225
the,0.42745697498321533,0.3188653886318207,0.6662389636039734,1.0,0.30735138058662415,0.44596394896507263,0.733189046382904,1.0,0.28587454557418823,0.3103383779525757,0.6662389636039734,1.0,0.23398692905902863,0.3311663568019867,0.22068053483963013
sediment,0.19542910158634186,0.1730223000049591,0.2096979320049286,0.2451712042093277,0.23805704712867737,0.18032024800777435,0.2534373998641968,0.2451712042093277,0.3127904534339905,0.34116554260253906,0.2096979320049286,0.2451712042093277,0.3270735740661621,0.22536340355873108,0.14870919287204742
load,0.15150345861911774,0.23934900760650635,0.1384027600288391,0.1801917552947998,0.10710694640874863,0.26208704710006714,0.1411849856376648,0.1801917552947998,0.09122569859027863,0.3098563849925995,0.1384027600288391,0.1801917552947998,0.0976603552699089,0.12485966831445694,0.25886332988739014
of,0.33290785551071167,0.3371390700340271,0.5696388483047485,0.733189046382904,0.2548927664756775,0.4075504541397095,1.0,0.733189046382904,0.3057127296924591,0.22343243658542633,0.5696388483047485,0.733189046382904,0.24049733579158783,0.2803763747215271,0.1826142966747284
the,0.42745697498321533,0.3188653886318207,0.6662389636039734,1.0,0.30735138058662415,0.44596394896507263,0.733189046382904,1.0,0.28587454557418823,0.3103383779525757,0.6662389636039734,1.0,0.23398692905902863,0.3311663568019867,0.22068053483963013
rhine,0.16475653648376465,0.139802023768425,0.24648422002792358,0.30735138058662415,1.0,0.137385755777359,0.2548927664756775,0.30735138058662415,0.2627701461315155,0.2114233821630478,0.24648422002792358,0.30735138058662415,0.3514600098133087,0.2499091923236847,0.13754533231258392
has,0.20338068902492523,0.2821793556213379,0.4173259735107422,0.4177538752555847,0.12709470093250275,0.42872220277786255,0.3909035325050354,0.4177538752555847,0.20803382992744446,0.22085615992546082,0.4173259735107422,0.4177538752555847,0.21021102368831635,0.26786115765571594,0.15994466841220856
strongly,0.33651110529899597,0.26839321851730347,0.21089641749858856,0.2760447859764099,0.08660607784986496,0.3748234212398529,0.2203129082918167,0.2760447859764099,0.0588332936167717,0.1669536828994751,0.21089641749858856,0.2760447859764099,0.13855396211147308,0.24645917117595673,0.1874239444732666
increased,0.1599731743335724,1.0000001192092896,0.244624063372612,0.3188653886318207,0.139802023768425,0.35628074407577515,0.3371390700340271,0.3188653886318207,0.18053804337978363,0.3441495895385742,0.244624063372612,0.3188653886318207,0.1705682873725891,0.31116804480552673,0.09587585180997849
and,0.31309178471565247,0.2943111062049866,0.4954058527946472,0.5171257257461548,0.22029656171798706,0.5069696307182312,0.5116966962814331,0.5171257257461548,0.2874513864517212,0.3225209414958954,0.4954058527946472,0.5171257257461548,0.2667049765586853,0.40107932686805725,0.20544172823429108
delta,0.11423289775848389,0.13577479124069214,0.21061979234218597,0.22022446990013123,0.21930839121341705,0.1945342719554901,0.20736707746982574,0.22022446990013123,0.19362707436084747,0.1630876511335373,0.21061979234218597,0.22022446990013123,0.1968887895345688,0.1685459315776825,0.14208948612213135
growth,0.1739405393600464,0.4110804498195648,0.2819603681564331,0.2912366986274719,0.11270156502723694,0.2663889527320862,0.2679378092288971,0.2912366986274719,0.19903703033924103,0.29427140951156616,0.2819603681564331,0.2912366986274719,0.25874754786491394,0.30255869030952454,0.07547862827777863
has,0.20338068902492523,0.2821793556213379,0.4173259735107422,0.4177538752555847,0.12709470093250275,0.42872220277786255,0.3909035325050354,0.4177538752555847,0.20803382992744446,0.22085615992546082,0.4173259735107422,0.4177538752555847,0.21021102368831635,0.26786115765571594,0.15994466841220856
sped,0.1672256588935852,0.3002176582813263,0.22416125237941742,0.29967638850212097,0.15534919500350952,0.22978441417217255,0.24117738008499146,0.29967638850212097,0.21422816812992096,0.2328343242406845,0.22416125237941742,0.29967638850212097,0.14406231045722961,0.1634240448474884,0.13353955745697021
up,0.28591108322143555,0.2201465666294098,0.3120773434638977,0.38423117995262146,0.1867746114730835,0.2798987329006195,0.32945773005485535,0.38423117995262146,0.22875653207302094,0.28983843326568604,0.3120773434638977,0.38423117995262146,0.21600590646266937,0.21080094575881958,0.1819818764925003
.,0.3567904531955719,0.21367591619491577,0.5591574311256409,0.5934505462646484,0.2089352011680603,0.45765790343284607,0.5352458953857422,0.5934505462646484,0.259204238653183,0.23993639647960663,0.5591574311256409,0.5934505462646484,0.23475909233093262,0.23760369420051575,0.4130953550338745
