,when,did,martin,luther,receive,his,doctor,of,theology,?
theological,0.15722805261611938,0.1656060516834259,0.2560940980911255,0.38423416018486023,0.1292329877614975,0.27793240547180176,0.25791388750076294,0.32424458861351013,0.8213702440261841,0.13711953163146973
faculty,0.12572208046913147,0.08883927762508392,0.21915902197360992,0.1986842155456543,0.13901688158512115,0.19626224040985107,0.24222494661808014,0.28538843989372253,0.45002803206443787,0.04951627925038338
of,0.3757161796092987,0.2513895630836487,0.13722093403339386,0.1719115972518921,0.25992685556411743,0.38364991545677185,0.16895952820777893,1.0,0.274120032787323,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.2726488411426544,0.4394008219242096,0.2820442318916321,0.733189046382904,0.1939574033021927,0.22068053483963013
university,0.20851898193359375,0.15114416182041168,0.16174355149269104,0.2046351283788681,0.1433974951505661,0.22286750376224518,0.2670247554779053,0.30646374821662903,0.4616926908493042,0.11887256056070328
of,0.3757161796092987,0.2513895630836487,0.13722093403339386,0.1719115972518921,0.25992685556411743,0.38364991545677185,0.16895952820777893,1.0,0.274120032787323,0.1826142966747284
wittenberg,0.19582515954971313,0.15746602416038513,0.3139331638813019,0.42518264055252075,0.1146535873413086,0.28627532720565796,0.18442080914974213,0.296735942363739,0.2539619207382202,0.15716047585010529
",",0.36674630641937256,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.26574233174324036,0.3378419280052185,0.20407600700855255,0.4946078956127167,0.23964712023735046,0.31091248989105225
having,0.4296937882900238,0.3157401978969574,0.05591341480612755,0.1127433255314827,0.26867127418518066,0.34516337513923645,0.23677495121955872,0.38889452815055847,0.16383999586105347,0.22418256103992462
been,0.3339833617210388,0.2835664749145508,0.15679793059825897,0.14683249592781067,0.1983972191810608,0.2785126268863678,0.12184444069862366,0.31685134768486023,0.11897768080234528,0.24354910850524902
called,0.39188069105148315,0.277748167514801,0.14748524129390717,0.09754475206136703,0.2061004638671875,0.17527347803115845,0.23381920158863068,0.4222904443740845,0.2019328624010086,0.18963319063186646
to,0.5423505902290344,0.4452643394470215,0.1691744029521942,0.18029534816741943,0.3372296690940857,0.3715193271636963,0.22950075566768646,0.41548454761505127,0.23310686647891998,0.29463258385658264
the,0.5091903209686279,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.2726488411426544,0.4394008219242096,0.2820442318916321,0.733189046382904,0.1939574033021927,0.22068053483963013
position,0.285004198551178,0.2170831561088562,0.11376482993364334,0.15110158920288086,0.13739757239818573,0.2973788380622864,0.09907162189483643,0.23636478185653687,0.2126752734184265,0.15529610216617584
of,0.3757161796092987,0.2513895630836487,0.13722093403339386,0.1719115972518921,0.25992685556411743,0.38364991545677185,0.16895952820777893,1.0,0.274120032787323,0.1826142966747284
doctor,0.16867952048778534,0.18673314154148102,0.2084195911884308,0.22596125304698944,0.21992804110050201,0.2365143597126007,0.9999999403953552,0.16895952820777893,0.3240536153316498,0.1462511420249939
in,0.4431333839893341,0.2593238651752472,0.22752496600151062,0.20523880422115326,0.19334688782691956,0.3598145842552185,0.25567495822906494,0.5696388483047485,0.23190923035144806,0.20430970191955566
bible,0.19124241173267365,0.24923516809940338,0.2085125744342804,0.3825412392616272,0.17807498574256897,0.22367943823337555,0.1936783492565155,0.25664499402046204,0.4716483950614929,0.22667601704597473
.,0.475719153881073,0.35288307070732117,0.25235527753829956,0.24907569587230682,0.24563279747962952,0.3119256794452667,0.22361043095588684,0.5352458953857422,0.20223373174667358,0.4130953550338745
