,what,hit,reality,series,debuted,for,abc,in,2002,?
reality,0.3121267557144165,0.1785811483860016,1.0,0.4090477228164673,0.27921563386917114,0.17460638284683228,0.34172865748405457,0.22399139404296875,0.08362507820129395,0.20780257880687714
series,0.17328087985515594,0.16686764359474182,0.4090477228164673,1.0000001192092896,0.2802524268627167,0.2715710699558258,0.38518208265304565,0.2914260923862457,0.02965402603149414,0.1709602326154709
",",0.3087472915649414,0.2842342257499695,0.2389596849679947,0.24060699343681335,0.23864160478115082,0.4464869201183319,0.2097204476594925,0.5201468467712402,-0.08979252725839615,0.31091248989105225
the,0.42745697498321533,0.2674407958984375,0.2677460014820099,0.31376904249191284,0.28418588638305664,0.4739971458911896,0.2068762183189392,0.6662389636039734,-0.07970229536294937,0.22068053483963013
bachelor,0.19332286715507507,0.15397824347019196,0.16241435706615448,0.18071764707565308,0.16484123468399048,0.18484891951084137,0.1776827871799469,0.2620902359485626,-0.07476593554019928,0.07728833705186844
(,0.2411840260028839,0.19034813344478607,0.15716414153575897,0.21145714819431305,0.21379032731056213,0.3357032239437103,0.183883935213089,0.3087427020072937,-0.02163376472890377,0.40561532974243164
the,0.42745697498321533,0.2674407958984375,0.2677460014820099,0.31376904249191284,0.28418588638305664,0.4739971458911896,0.2068762183189392,0.6662389636039734,-0.07970229536294937,0.22068053483963013
elimination-style,0.2621387541294098,0.22485274076461792,0.27192166447639465,0.31895822286605835,0.22862426936626434,0.21144263446331024,0.21028688549995422,0.1869790405035019,-0.08397553116083145,0.26201173663139343
dating,0.19090399146080017,0.10897966474294662,0.205810546875,0.18975502252578735,0.06818976253271103,0.20495396852493286,0.18864980340003967,0.2300887107849121,-0.06988292932510376,0.1135709211230278
show,0.29653704166412354,0.24390855431556702,0.4710255563259125,0.41789430379867554,0.27960005402565,0.3141973614692688,0.4449407458305359,0.27595704793930054,0.008278455585241318,0.2520138621330261
's,0.02692362666130066,-0.03361855819821358,0.10772097110748291,0.0006390819908119738,0.025340793654322624,-0.07241261005401611,0.06670809537172318,-0.037580832839012146,0.0019099946366623044,-0.023395681753754616
success,0.22873179614543915,0.30314064025878906,0.19462381303310394,0.24598896503448486,0.40920189023017883,0.25930920243263245,0.22851410508155823,0.3020555078983307,0.0470089316368103,0.1216118186712265
led,0.12112844735383987,0.1378781497478485,0.16304224729537964,0.19765207171440125,0.2670147716999054,0.2628403306007385,0.15234695374965668,0.2990247309207916,-0.12923753261566162,0.09273858368396759
to,0.455847829580307,0.20389078557491302,0.2105104625225067,0.19879554212093353,0.17721480131149292,0.4451248347759247,0.1762417107820511,0.45010748505592346,-0.043290942907333374,0.29463258385658264
a,0.3320399522781372,0.2646505832672119,0.2078995257616043,0.23966510593891144,0.22790193557739258,0.44038116931915283,0.21331243216991425,0.539380669593811,-0.04267120361328125,0.23916715383529663
spinoff,0.16721636056900024,0.21210913360118866,0.3003614544868469,0.46288928389549255,0.23084144294261932,0.2866019904613495,0.34668293595314026,0.2422005534172058,0.03420703113079071,0.1432255059480667
",",0.3087472915649414,0.2842342257499695,0.2389596849679947,0.24060699343681335,0.23864160478115082,0.4464869201183319,0.2097204476594925,0.5201468467712402,-0.08979252725839615,0.31091248989105225
the,0.42745697498321533,0.2674407958984375,0.2677460014820099,0.31376904249191284,0.28418588638305664,0.4739971458911896,0.2068762183189392,0.6662389636039734,-0.07970229536294937,0.22068053483963013
bachelorette,0.21901541948318481,0.18782436847686768,0.22186274826526642,0.1922074258327484,0.2011459618806839,0.21786995232105255,0.21759499609470367,0.2885175943374634,-0.058496251702308655,0.18595172464847565
",",0.3087472915649414,0.2842342257499695,0.2389596849679947,0.24060699343681335,0.23864160478115082,0.4464869201183319,0.2097204476594925,0.5201468467712402,-0.08979252725839615,0.31091248989105225
which,0.5261979103088379,0.2796591818332672,0.2530808448791504,0.2484029233455658,0.17272479832172394,0.44095608592033386,0.1991286277770996,0.4840516746044159,-0.03682348132133484,0.25814583897590637
premiered,0.14397189021110535,0.2664394974708557,0.33128902316093445,0.4061662554740906,0.499764621257782,0.15095366537570953,0.40666091442108154,0.2717820405960083,0.05170625075697899,0.21595802903175354
the,0.42745697498321533,0.2674407958984375,0.2677460014820099,0.31376904249191284,0.28418588638305664,0.4739971458911896,0.2068762183189392,0.6662389636039734,-0.07970229536294937,0.22068053483963013
following,0.2506418824195862,0.1813572496175766,0.12803447246551514,0.1420508325099945,0.20020556449890137,0.2965082824230194,0.1467348337173462,0.355264812707901,-0.0315137542784214,0.1555173695087433
year,0.15184831619262695,0.18914541602134705,0.13327205181121826,0.2600080966949463,0.30176782608032227,0.29294124245643616,0.2373921275138855,0.3359307050704956,-0.036474306136369705,0.18315006792545319
",",0.3087472915649414,0.2842342257499695,0.2389596849679947,0.24060699343681335,0.23864160478115082,0.4464869201183319,0.2097204476594925,0.5201468467712402,-0.08979252725839615,0.31091248989105225
as,0.31749409437179565,0.20771877467632294,0.2083183377981186,0.2641415596008301,0.14402928948402405,0.44774648547172546,0.2286096066236496,0.3887844979763031,-0.0020500654354691505,0.27043893933296204
well,0.4154493808746338,0.2887677252292633,0.19600462913513184,0.2632865905761719,0.18897970020771027,0.46352139115333557,0.11003991216421127,0.36612698435783386,0.028302276507019997,0.24815571308135986
as,0.31749409437179565,0.20771877467632294,0.2083183377981186,0.2641415596008301,0.14402928948402405,0.44774648547172546,0.2286096066236496,0.3887844979763031,-0.0020500654354691505,0.27043893933296204
two,0.23363454639911652,0.2581356167793274,0.21050068736076355,0.27629992365837097,0.17445267736911774,0.34734001755714417,0.15247683227062225,0.36463531851768494,-0.0952645018696785,0.19645625352859497
additional,0.20172064006328583,0.08745220303535461,0.17444145679473877,0.20449763536453247,0.08034165948629379,0.3404708206653595,0.1623675376176834,0.21390613913536072,0.06834639608860016,0.24309562146663666
spinoffs,0.16890618205070496,0.21354691684246063,0.29021206498146057,0.484945684671402,0.23190611600875854,0.26747220754623413,0.33773311972618103,0.24551624059677124,-0.0055617354810237885,0.17021238803863525
that,0.6297725439071655,0.23079267144203186,0.3472827672958374,0.24595457315444946,0.13997265696525574,0.4137635827064514,0.17440107464790344,0.435920387506485,-0.020016750320792198,0.32716336846351624
later,0.2517229914665222,0.221113920211792,0.1917833387851715,0.2303348183631897,0.2030409425497055,0.3573088049888611,0.20194683969020844,0.40857815742492676,-0.04096830263733864,0.1417175978422165
debuted,0.08543460816144943,0.4101061522960663,0.27921563386917114,0.2802524268627167,0.9999999403953552,0.19117262959480286,0.27247121930122375,0.25110283493995667,0.05956244841217995,0.12089905142784119
in,0.30808621644973755,0.24006043374538422,0.22399139404296875,0.2914260923862457,0.25110283493995667,0.4322226941585541,0.1697147786617279,1.0,-0.15852214395999908,0.20430970191955566
the,0.42745697498321533,0.2674407958984375,0.2677460014820099,0.31376904249191284,0.28418588638305664,0.4739971458911896,0.2068762183189392,0.6662389636039734,-0.07970229536294937,0.22068053483963013
early,0.2454567849636078,0.17772600054740906,0.1361134648323059,0.23002704977989197,0.18875885009765625,0.2892865538597107,0.17947594821453094,0.34672921895980835,-0.056812893599271774,0.15272949635982513
2010s,0.349970281124115,0.10961423814296722,0.11085323244333267,0.05602115020155907,0.09233356267213821,0.12327884882688522,0.0555400587618351,0.09638717770576477,0.032296545803546906,0.4054040312767029
),0.26259949803352356,0.18825285136699677,0.16314257681369781,0.20434704422950745,0.20853063464164734,0.3639558255672455,0.18381085991859436,0.3326910734176636,-0.010885889641940594,0.42300865054130554
.,0.3567904531955719,0.25226855278015137,0.20469018816947937,0.3121925890445709,0.2639025151729584,0.4726039469242096,0.2567209303379059,0.5591574311256409,-0.10442857444286346,0.4130953550338745
