,in,a,4-cylinder,compound,engine,",",what,degree,were,the,individual,pistons,balanced,at,?
group,0.2304753065109253,0.2594761848449707,0.10897096246480942,0.20744018256664276,0.0906476229429245,0.2809832692146301,0.2114069163799286,0.13843996822834015,0.2810588777065277,0.30795547366142273,0.3178870379924774,0.07344445586204529,0.09287939965724945,0.13662685453891754,0.13827809691429138
are,0.3841303884983063,0.265255331993103,0.1883704513311386,0.27501243352890015,0.10557017475366592,0.4062570035457611,0.29724663496017456,0.15332596004009247,0.6489362716674805,0.40399202704429626,0.334160178899765,0.24051342904567719,0.26083871722221375,0.2074895054101944,0.24591213464736938
usually,0.28848564624786377,0.46690207719802856,0.2649119794368744,0.2664913237094879,0.1292189508676529,0.21946179866790771,0.32521089911460876,0.2156977504491806,0.311280757188797,0.36782920360565186,0.39488500356674194,0.23284950852394104,0.328489750623703,0.21524086594581604,0.19435347616672516
balanced,0.2024899572134018,0.3291129767894745,0.24835553765296936,0.18756483495235443,0.2659226059913635,0.1968461275100708,0.29257306456565857,0.1843547821044922,0.1656324416399002,0.2974889874458313,0.32554101943969727,0.2962307631969452,1.0000001192092896,0.18894046545028687,0.24327316880226135
at,0.4374977946281433,0.3095070421695709,0.20256412029266357,0.17857593297958374,0.16097232699394226,0.38314947485923767,0.2838611304759979,0.24126897752285004,0.2947486639022827,0.457212895154953,0.2235030084848404,0.2331906408071518,0.18894046545028687,1.0,0.21978627145290375
180°,0.12725703418254852,0.16640979051589966,0.07414484024047852,0.3162569999694824,0.1620703488588333,0.15123657882213593,0.21925465762615204,0.11675635725259781,0.10986501723527908,0.17669862508773804,0.18086861073970795,0.16020704805850983,0.25177356600761414,0.13362888991832733,0.26404786109924316
",",0.5201468467712402,0.427140474319458,0.19257226586341858,0.19082562625408173,0.19789794087409973,1.0000001192092896,0.3087472915649414,0.1912073791027069,0.36755475401878357,0.4933079481124878,0.20963770151138306,0.25920015573501587,0.1968461275100708,0.38314947485923767,0.31091248989105225
the,0.6662389636039734,0.5829201340675354,0.21137358248233795,0.18848907947540283,0.21651263535022736,0.4933079481124878,0.42745697498321533,0.20765221118927002,0.3906462490558624,1.0,0.3706541955471039,0.278138667345047,0.2974889874458313,0.457212895154953,0.22068053483963013
groups,0.22620722651481628,0.2068004310131073,0.1349644809961319,0.2294299453496933,0.08629009127616882,0.2671695053577423,0.23137421905994415,0.1782868206501007,0.3214126229286194,0.27790749073028564,0.33066073060035706,0.13962829113006592,0.1270710974931717,0.1457347422838211,0.14349548518657684
being,0.33162933588027954,0.3727131485939026,0.09823621809482574,0.22741343080997467,0.22076764702796936,0.34499165415763855,0.3760843276977539,0.18586815893650055,0.4775565266609192,0.419739305973053,0.34780657291412354,0.217665433883667,0.2425893396139145,0.2686914801597595,0.26743772625923157
set,0.2663729190826416,0.2540091574192047,0.22924645245075226,0.13385462760925293,0.17453983426094055,0.24912182986736298,0.28954121470451355,0.1702059656381607,0.24437576532363892,0.2927955985069275,0.2548947334289551,0.23452973365783691,0.16301779448986053,0.19892042875289917,0.1698019951581955
at,0.4374977946281433,0.3095070421695709,0.20256412029266357,0.17857593297958374,0.16097232699394226,0.38314947485923767,0.2838611304759979,0.24126897752285004,0.2947486639022827,0.457212895154953,0.2235030084848404,0.2331906408071518,0.18894046545028687,1.0,0.21978627145290375
90°,-0.008725844323635101,-0.061210934072732925,-0.06027190759778023,-0.08639504015445709,-0.07342253625392914,-0.0567379854619503,-0.04425855353474617,-0.06913478672504425,-0.11931712925434113,0.02078147977590561,-0.009039509110152721,0.026698127388954163,-0.004402008838951588,-0.028809325769543648,0.047285664826631546
to,0.45010748505592346,0.45503583550453186,0.18176904320716858,0.23539909720420837,0.20794793963432312,0.44245919585227966,0.455847829580307,0.23240768909454346,0.31913647055625916,0.535392165184021,0.3278317153453827,0.2704523503780365,0.27381017804145813,0.36524343490600586,0.29463258385658264
each,0.30816060304641724,0.434999018907547,0.23298576474189758,0.28457725048065186,0.13885796070098877,0.207483172416687,0.3353266417980194,0.13923636078834534,0.23227569460868835,0.470844566822052,0.5007295608520508,0.25882384181022644,0.36854568123817444,0.21600523591041565,0.21173812448978424
other,0.39989137649536133,0.2806335389614105,0.16889706254005432,0.2468135803937912,0.1870914101600647,0.4446498453617096,0.341873437166214,0.20675961673259735,0.4041554927825928,0.44152235984802246,0.4389464259147644,0.2179739624261856,0.2920905649662018,0.24329762160778046,0.24682199954986572
.,0.5591574311256409,0.50484299659729,0.2675352692604065,0.20561864972114563,0.21814921498298645,0.6812511086463928,0.3567904531955719,0.20956046879291534,0.3378238379955292,0.5934505462646484,0.26377516984939575,0.28499552607536316,0.2621539533138275,0.4549728035926819,0.4130953550338745
