,the,wjz,callsign,would,then,be,assigned,to,an,abc,affiliate,in,what,city,in,1959,?
to,0.535392165184021,0.2684129774570465,0.23189261555671692,0.5965728163719177,0.5203860402107239,0.4972836375236511,0.33200594782829285,1.0,0.3138085603713989,0.1762417107820511,0.23261301219463348,0.45010748505592346,0.455847829580307,0.20300441980361938,0.45010748505592346,0.0955510213971138,0.29463258385658264
the,1.0,0.240485280752182,0.2846238315105438,0.4133751392364502,0.4297412931919098,0.4248143136501312,0.3149823546409607,0.535392165184021,0.4207492768764496,0.2068762183189392,0.2278994768857956,0.6662389636039734,0.42745697498321533,0.35769423842430115,0.6662389636039734,0.06652198731899261,0.22068053483963013
fact,0.32878658175468445,0.2927294373512268,0.1622837632894516,0.3906572461128235,0.22690576314926147,0.37397199869155884,0.1997186839580536,0.35271596908569336,0.20431439578533173,0.10042673349380493,0.10719629377126694,0.25253036618232727,0.4454877972602844,0.1444959044456482,0.25253036618232727,-0.05369780957698822,0.2798655927181244
that,0.5473989248275757,0.35112467408180237,0.2205289751291275,0.5895259380340576,0.455153226852417,0.6036020517349243,0.24594365060329437,0.5436353087425232,0.365763783454895,0.17440107464790344,0.13372857868671417,0.435920387506485,0.6297725439071655,0.183757483959198,0.435920387506485,0.022453203797340393,0.32716336846351624
wjz,0.240485280752182,1.0000001192092896,0.2837398648262024,0.25160205364227295,0.17837408185005188,0.36775410175323486,0.17201711237430573,0.2684129774570465,0.22312724590301514,0.273657888174057,0.285281240940094,0.26651135087013245,0.2951104938983917,0.15022382140159607,0.26651135087013245,0.027967654168605804,0.37870505452156067
was,0.48711544275283813,0.13086563348770142,0.21605415642261505,0.41663143038749695,0.27044644951820374,0.42228707671165466,0.21324557065963745,0.3636345863342285,0.3694365322589874,0.21565799415111542,0.12387846410274506,0.45514053106307983,0.22111038863658905,0.3188765048980713,0.45514053106307983,0.050907593220472336,0.18412111699581146
originally,0.36820849776268005,0.2221110761165619,0.17836733162403107,0.2540910542011261,0.2882782220840454,0.33263999223709106,0.2545326054096222,0.30024412274360657,0.21292129158973694,0.20778657495975494,0.18382543325424194,0.3191297650337219,0.2645323872566223,0.198326975107193,0.3191297650337219,0.032916080206632614,0.07821967452764511
established,0.33092597126960754,0.11913582682609558,0.21758680045604706,0.11141114681959152,0.18752089142799377,0.11399583518505096,0.2400873303413391,0.15850777924060822,0.1547301560640335,0.12466854602098465,0.21789968013763428,0.3118882477283478,0.14869536459445953,0.2563977837562561,0.3118882477283478,0.0038843427319079638,0.15917523205280304
by,0.4408751428127289,0.18384304642677307,0.1847432404756546,0.28394925594329834,0.3231285512447357,0.43158695101737976,0.28708064556121826,0.33534231781959534,0.2719563841819763,0.17600902915000916,0.06732604652643204,0.370934396982193,0.2455483376979828,0.21020644903182983,0.370934396982193,0.1024816483259201,0.17966607213020325
the,1.0,0.240485280752182,0.2846238315105438,0.4133751392364502,0.4297412931919098,0.4248143136501312,0.3149823546409607,0.535392165184021,0.4207492768764496,0.2068762183189392,0.2278994768857956,0.6662389636039734,0.42745697498321533,0.35769423842430115,0.6662389636039734,0.06652198731899261,0.22068053483963013
baltimore,0.24688681960105896,0.25931763648986816,0.23808233439922333,0.15499746799468994,0.14489813148975372,0.1218213215470314,0.18538449704647064,0.20501932501792908,0.13792946934700012,0.2361261248588562,0.24292831122875214,0.25970259308815,0.13383716344833374,0.2615160048007965,0.25970259308815,0.002576289465650916,0.13640713691711426
station,0.23609806597232819,0.16321110725402832,0.4099178612232208,0.14381755888462067,0.2183934599161148,0.18507665395736694,0.19872061908245087,0.21352042257785797,0.1697155088186264,0.21780119836330414,0.3052392899990082,0.21784305572509766,0.1613752841949463,0.28755414485931396,0.21784305572509766,-0.012470286339521408,0.12574981153011322
's,-0.01540423184633255,0.07826467603445053,-0.008170774206519127,0.036968596279621124,0.010921895503997803,0.025217169895768166,-0.05031219497323036,0.03782717138528824,0.025255560874938965,0.06670809537172318,0.06567194312810898,-0.037580832839012146,0.02692362666130066,0.004406440537422895,-0.037580832839012146,0.023679634556174278,-0.023395681753754616
owner,0.22181597352027893,0.23941336572170258,0.2746570110321045,0.15918414294719696,0.20450641214847565,0.13870899379253387,0.1992841511964798,0.203524649143219,0.1769057810306549,0.22089536488056183,0.26881566643714905,0.21050013601779938,0.149997740983963,0.17671246826648712,0.21050013601779938,0.0042296238243579865,0.1461835652589798
at,0.457212895154953,0.21884019672870636,0.19554178416728973,0.3073931038379669,0.3363982141017914,0.30379733443260193,0.19819122552871704,0.36524343490600586,0.2446778565645218,0.12953892350196838,0.2507695257663727,0.4374977946281433,0.2838611304759979,0.2310783565044403,0.4374977946281433,0.05811445415019989,0.21978627145290375
the,1.0,0.240485280752182,0.2846238315105438,0.4133751392364502,0.4297412931919098,0.4248143136501312,0.3149823546409607,0.535392165184021,0.4207492768764496,0.2068762183189392,0.2278994768857956,0.6662389636039734,0.42745697498321533,0.35769423842430115,0.6662389636039734,0.06652198731899261,0.22068053483963013
time,0.43061500787734985,0.23322752118110657,0.17446784675121307,0.3781263828277588,0.3735695481300354,0.3473503291606903,0.22768853604793549,0.3679993152618408,0.17594800889492035,0.17553414404392242,0.22137507796287537,0.3431483507156372,0.36319252848625183,0.21582140028476715,0.3431483507156372,0.07003359496593475,0.27391523122787476
",",0.4933079481124878,0.3545953035354614,0.26493823528289795,0.32586824893951416,0.36768391728401184,0.39254459738731384,0.21129485964775085,0.44245919585227966,0.3581022024154663,0.2097204476594925,0.20519042015075684,0.5201468467712402,0.3087472915649414,0.35839709639549255,0.5201468467712402,-0.0018925991607829928,0.31091248989105225
westinghouse,0.3101098835468292,0.3145788013935089,0.3458613157272339,0.14934711158275604,0.16969935595989227,0.2052488476037979,0.25715216994285583,0.22176946699619293,0.24657122790813446,0.3165871500968933,0.2848229706287384,0.2579890191555023,0.16126319766044617,0.2162541002035141,0.2579890191555023,0.07324478775262833,0.17307911813259125
.,0.5934505462646484,0.3811798393726349,0.3054017126560211,0.35067233443260193,0.4572431147098541,0.4383580684661865,0.2365543693304062,0.4645031690597534,0.3581749200820923,0.2567209303379059,0.19002677500247955,0.5591574311256409,0.3567904531955719,0.29856356978416443,0.5591574311256409,0.063237264752388,0.4130953550338745
