,how,many,schools,of,medicine,were,recognized,in,china,?
but,0.43101516366004944,0.46599987149238586,0.2203376144170761,0.39942997694015503,0.13965746760368347,0.38291117548942566,0.29291000962257385,0.48674455285072327,0.21039363741874695,0.27921953797340393
advocated,0.12829236686229706,0.16629023849964142,0.26567336916923523,0.2562852203845978,0.19015555083751678,0.18572603166103363,0.2715672552585602,0.20560504496097565,0.17174981534481049,0.13670940697193146
different,0.411273330450058,0.6061229109764099,0.26064151525497437,0.3747533857822418,0.14618676900863647,0.3418048620223999,0.20226214826107025,0.29409363865852356,0.18982289731502533,0.24476227164268494
theoretical,0.2689230442047119,0.22007080912590027,0.18803738057613373,0.2684490382671356,0.34565940499305725,0.16209588944911957,0.19588829576969147,0.20558910071849823,0.13780146837234497,0.14929188787937164
approaches,0.30376937985420227,0.24238483607769012,0.2507341206073761,0.2620902359485626,0.23783107101917267,0.19033461809158325,0.16337673366069794,0.2002447098493576,0.18513138592243195,0.16919754445552826
toward,0.2529335618019104,0.21655435860157013,0.1514907032251358,0.25209522247314453,0.09103403985500336,0.1912337839603424,0.15134885907173157,0.2282264530658722,0.13372254371643066,0.09989774227142334
medicine,0.19366127252578735,0.20894838869571686,0.21150217950344086,0.20997224748134613,1.0,0.10519751161336899,0.13084173202514648,0.2281779944896698,0.18773382902145386,0.14826606214046478
.,0.3287222981452942,0.3974229395389557,0.2752705216407776,0.5352458953857422,0.242958664894104,0.3378238379955292,0.2562062442302704,0.5591574311256409,0.2979343831539154,0.4130953550338745
,how,many,schools,of,medicine,were,recognized,in,china,?
the,0.33890387415885925,0.4335206151008606,0.22905772924423218,0.733189046382904,0.19564834237098694,0.3906462490558624,0.31571096181869507,0.6662389636039734,0.3110525608062744,0.22068053483963013
chinese,0.21388240158557892,0.27965980768203735,0.19302847981452942,0.24275560677051544,0.19321709871292114,0.22925853729248047,0.19570668041706085,0.20821347832679749,0.6621482372283936,0.20843194425106049
medical,0.20867709815502167,0.2577574551105499,0.2812371253967285,0.2826511859893799,0.5872411727905273,0.16833637654781342,0.1738642156124115,0.25996583700180054,0.14490751922130585,0.13234087824821472
tradition,0.17727917432785034,0.277671217918396,0.32277584075927734,0.2663337290287018,0.20377175509929657,0.258249431848526,0.21799680590629578,0.24601249396800995,0.21075226366519928,0.15717756748199463
of,0.2480744868516922,0.37253960967063904,0.265506386756897,1.0,0.20997224748134613,0.34038281440734863,0.3161126375198364,0.5696388483047485,0.27699828147888184,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.22905772924423218,0.733189046382904,0.19564834237098694,0.3906462490558624,0.31571096181869507,0.6662389636039734,0.3110525608062744,0.22068053483963013
yuan,0.19823622703552246,0.164876326918602,0.14801600575447083,0.22696353495121002,0.10308883339166641,0.19657303392887115,0.09048353135585785,0.14850552380084991,0.5794417262077332,0.12871281802654266
had,0.2549138069152832,0.40130746364593506,0.2195458710193634,0.37755560874938965,0.119252048432827,0.6150832772254944,0.25863969326019287,0.385026752948761,0.19942614436149597,0.20728366076946259
``,-0.01591024175286293,0.012824942357838154,0.019756430760025978,0.06780257821083069,0.08245408535003662,0.006090171169489622,0.03911124914884567,0.04765888676047325,0.09333697706460953,0.0685480609536171
four,0.1955733299255371,0.4139232039451599,0.22219513356685638,0.36293646693229675,0.08809544891119003,0.3769223988056183,0.2331128865480423,0.3085027039051056,0.17803063988685608,0.14532537758350372
great,0.20413632690906525,0.30145081877708435,0.1570356786251068,0.3168134391307831,0.15086863934993744,0.20885784924030304,0.12834779918193817,0.23348836600780487,0.1948464810848236,0.13135133683681488
schools,0.12874440848827362,0.3108086585998535,1.0,0.265506386756897,0.21150217950344086,0.2387605458498001,0.21888026595115662,0.2632134258747101,0.20824384689331055,0.18349280953407288
'',-0.0029843549709767103,-0.016843097284436226,0.07826808094978333,0.13035868108272552,0.042358800768852234,0.007215402089059353,-0.012082072906196117,0.07432962208986282,-0.06093733385205269,0.018684765323996544
that,0.557814359664917,0.5391656160354614,0.2649109661579132,0.41498205065727234,0.19227497279644012,0.35517072677612305,0.2771771252155304,0.435920387506485,0.27188003063201904,0.32716336846351624
the,0.33890387415885925,0.4335206151008606,0.22905772924423218,0.733189046382904,0.19564834237098694,0.3906462490558624,0.31571096181869507,0.6662389636039734,0.3110525608062744,0.22068053483963013
yuan,0.19823622703552246,0.164876326918602,0.14801600575447083,0.22696353495121002,0.10308883339166641,0.19657303392887115,0.09048353135585785,0.14850552380084991,0.5794417262077332,0.12871281802654266
inherited,0.26786091923713684,0.18388618528842926,0.14249904453754425,0.2982654571533203,0.11643623560667038,0.1600835621356964,0.24742183089256287,0.2067534327507019,0.12286277115345001,0.1930614858865738
from,0.22939439117908478,0.33099696040153503,0.1357884258031845,0.4249346852302551,0.1637396514415741,0.29991888999938965,0.2165275514125824,0.4274188280105591,0.17287437617778778,0.19969791173934937
the,0.33890387415885925,0.4335206151008606,0.22905772924423218,0.733189046382904,0.19564834237098694,0.3906462490558624,0.31571096181869507,0.6662389636039734,0.3110525608062744,0.22068053483963013
jin,0.17690342664718628,0.14057891070842743,0.0762673020362854,0.18017646670341492,0.10294868052005768,0.15706275403499603,0.12409408390522003,0.20222510397434235,0.493380069732666,0.12195159494876862
dynasty,0.20248688757419586,0.18838448822498322,0.15391048789024353,0.285645067691803,0.134052574634552,0.195143923163414,0.19018736481666565,0.15246383845806122,0.45030730962753296,0.15884074568748474
.,0.3287222981452942,0.3974229395389557,0.2752705216407776,0.5352458953857422,0.242958664894104,0.3378238379955292,0.2562062442302704,0.5591574311256409,0.2979343831539154,0.4130953550338745
