,what,book,did,martin,luther,translate,to,impact,german,culture,?
",",0.3087472915649414,0.23644568026065826,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.2661897838115692,0.44245919585227966,0.2012101411819458,0.2478695809841156,0.23807421326637268,0.31091248989105225
which,0.5261979103088379,0.24807968735694885,0.2750149369239807,0.16745753586292267,0.17501473426818848,0.2956462502479553,0.5345056653022766,0.29357287287712097,0.1845671534538269,0.21281319856643677,0.25814583897590637
had,0.23849567770957947,0.20147864520549774,0.540525496006012,0.14995867013931274,0.16133075952529907,0.1370660364627838,0.37984350323677063,0.22059401869773865,0.22786232829093933,0.16977617144584656,0.20728366076946259
a,0.3320399522781372,0.19186489284038544,0.2552328109741211,0.2163310945034027,0.17967689037322998,0.21369995176792145,0.45503583550453186,0.24985632300376892,0.23789440095424652,0.23602306842803955,0.23916715383529663
tremendous,0.27235767245292664,0.2062370330095291,0.31295615434646606,0.07653535157442093,0.13766536116600037,0.14997883141040802,0.2800963222980499,0.3345709443092346,0.25907954573631287,0.216542050242424,0.1588442176580429
impact,0.25162962079048157,0.16962921619415283,0.2040126919746399,0.1510738581418991,0.11263767629861832,0.12011636793613434,0.2031068354845047,1.0,0.08659829199314117,0.2512522339820862,0.18429921567440033
on,0.34226128458976746,0.1977628916501999,0.2670976221561432,0.212642639875412,0.19090485572814941,0.1522778868675232,0.41031414270401,0.24748864769935608,0.191445454955101,0.1360311508178711,0.2714994251728058
the,0.42745697498321533,0.2652374505996704,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.2516770362854004,0.535392165184021,0.22336715459823608,0.256483793258667,0.27157285809516907,0.22068053483963013
church,0.1944202184677124,0.21005752682685852,0.16781097650527954,0.27881959080696106,0.379041463136673,0.12976565957069397,0.24439501762390137,0.10931504517793655,0.16118204593658447,0.16539691388607025,0.18081501126289368
and,0.31309178471565247,0.28024056553840637,0.34479495882987976,0.2544763386249542,0.20796556770801544,0.28133243322372437,0.48971283435821533,0.19650109112262726,0.25850871205329895,0.2617773115634918,0.20544172823429108
german,0.1960553526878357,0.14524510502815247,0.2048940509557724,0.22567348182201385,0.28169330954551697,0.21595005691051483,0.15143753588199615,0.08659829199314117,1.0000001192092896,0.09915557503700256,0.13978645205497742
culture,0.22475376725196838,0.16621463000774384,0.09147893637418747,0.12042870372533798,0.11827056109905243,0.18287193775177002,0.1957503855228424,0.2512522339820862,0.09915557503700256,1.0,0.13093146681785583
.,0.3567904531955719,0.21435262262821198,0.35288307070732117,0.25235527753829956,0.24907569587230682,0.25816893577575684,0.4645031690597534,0.2026742696762085,0.2407633364200592,0.24176450073719025,0.4130953550338745
