,what,is,michael,carrick,and,alan,shearer,'s,profession,?
charlie,0.13311828672885895,0.11076866090297699,0.28068476915359497,0.30702900886535645,0.17036926746368408,0.32476601004600525,0.2835341989994049,0.045070353895425797,0.12495971471071243,0.1200689822435379
hunnam,0.19506514072418213,0.20678073167800903,0.1706184297800064,0.23872460424900055,0.30833983421325684,0.19852429628372192,0.23574981093406677,0.0777202844619751,0.1676623374223709,0.22233034670352936
and,0.31309178471565247,0.3859752118587494,0.15943403542041779,0.2711184620857239,1.0,0.20941360294818878,0.29938143491744995,0.06895173341035843,0.2738117277622223,0.20544172823429108
james,0.20536290109157562,0.1426199972629547,0.3266456425189972,0.3540181517601013,0.21273121237754822,0.37415650486946106,0.25157615542411804,0.043919146060943604,0.1858207732439041,0.12139993160963058
scott,0.09048497676849365,0.16574665904045105,0.25215622782707214,0.3720701038837433,0.28129836916923523,0.3230412006378174,0.3212723433971405,0.03834894672036171,0.13808462023735046,0.0875725969672203
",",0.3087472915649414,0.4691906273365021,0.23383702337741852,0.2926950454711914,0.6633074283599854,0.240205317735672,0.28535112738609314,-0.0016132977325469255,0.28053703904151917,0.31091248989105225
entertainers,0.18596988916397095,0.2121352255344391,0.16432784497737885,0.1694156378507614,0.2599228024482727,0.17557457089424133,0.16390398144721985,0.026937352493405342,0.28303274512290955,0.14732755720615387
ant,0.1890239119529724,0.15581819415092468,0.1812366247177124,0.1709696352481842,0.1959230899810791,0.11626899242401123,0.14268521964550018,0.015448585152626038,0.11665183305740356,0.1641456037759781
and,0.31309178471565247,0.3859752118587494,0.15943403542041779,0.2711184620857239,1.0,0.20941360294818878,0.29938143491744995,0.06895173341035843,0.2738117277622223,0.20544172823429108
dec,0.16614139080047607,0.12566295266151428,0.09149910509586334,0.1726996898651123,0.2502487003803253,0.16786730289459229,0.10473063588142395,0.04680939391255379,0.09947100281715393,0.2517213821411133
and,0.31309178471565247,0.3859752118587494,0.15943403542041779,0.2711184620857239,1.0,0.20941360294818878,0.29938143491744995,0.06895173341035843,0.2738117277622223,0.20544172823429108
international,0.10870302468538284,0.19279639422893524,0.15506930649280548,0.07055399566888809,0.2444424331188202,0.1787947565317154,0.11103635281324387,-0.021212328225374222,0.2387361079454422,0.15335838496685028
footballers,0.26315897703170776,0.20391196012496948,0.16916890442371368,0.11394748091697693,0.24612870812416077,0.20892584323883057,0.16944937407970428,-0.010755877941846848,0.2386910766363144,0.18930238485336304
michael,0.12049687653779984,0.1714853197336197,0.9999999403953552,0.29305413365364075,0.15943403542041779,0.45466363430023193,0.28228649497032166,-0.037305716425180435,0.13228468596935272,0.0667748749256134
carrick,0.12545059621334076,0.17078648507595062,0.29305413365364075,1.0000001192092896,0.2711184620857239,0.278016597032547,0.38794493675231934,-0.016458649188280106,0.10850987583398819,0.13190068304538727
and,0.31309178471565247,0.3859752118587494,0.15943403542041779,0.2711184620857239,1.0,0.20941360294818878,0.29938143491744995,0.06895173341035843,0.2738117277622223,0.20544172823429108
alan,0.134607195854187,0.1606997698545456,0.45466363430023193,0.278016597032547,0.20941360294818878,1.0,0.3235679864883423,-0.04278640076518059,0.15579853951931,0.12765617668628693
shearer,0.1587899923324585,0.2002423256635666,0.28228649497032166,0.38794493675231934,0.29938143491744995,0.3235679864883423,1.0000001192092896,0.12335759401321411,0.20860537886619568,0.15499114990234375
were,0.22298263013362885,0.29386836290359497,0.15896406769752502,0.17944453656673431,0.42175528407096863,0.14903970062732697,0.18478721380233765,0.007088581565767527,0.1000848263502121,0.17890112102031708
born,0.16581368446350098,0.2600996494293213,0.307463139295578,0.33042097091674805,0.25002726912498474,0.3186207413673401,0.2413339614868164,-0.052235644310712814,0.29332634806632996,0.19166848063468933
in,0.30808621644973755,0.5394441485404968,0.2203132063150406,0.22151120007038116,0.4954058527946472,0.20067796111106873,0.19282706081867218,-0.037580832839012146,0.16790467500686646,0.20430970191955566
newcastle,0.16276082396507263,0.1841045320034027,0.19037102162837982,0.4019501805305481,0.20204751193523407,0.29891258478164673,0.26520633697509766,-0.017262522131204605,0.20768147706985474,0.0902252271771431
.,0.3567904531955719,0.4569662809371948,0.24000675976276398,0.2665567994117737,0.588965117931366,0.2215200960636139,0.22529593110084534,-0.003708066651597619,0.23688457906246185,0.4130953550338745
