,who,was,an,important,figure,in,the,twentieth-century,islamic,revival,in,india,?
the,0.3733934462070465,0.48711544275283813,0.4207492768764496,0.39348116517066956,0.24786046147346497,0.6662389636039734,1.0,0.34475818276405334,0.27231070399284363,0.30452626943588257,0.6662389636039734,0.3108653426170349,0.22068053483963013
islamic,0.20530520379543304,0.19776177406311035,0.19264791905879974,0.21198730170726776,0.20660220086574554,0.19633598625659943,0.27231070399284363,0.2604021728038788,0.9999999403953552,0.2676723301410675,0.19633598625659943,0.3271423578262329,0.1692383587360382
revival,0.1408388912677765,0.3003317415714264,0.2065889537334442,0.1743108332157135,0.1991785317659378,0.2631177604198456,0.30452626943588257,0.3406444787979126,0.2676723301410675,1.0,0.2631177604198456,0.14627322554588318,0.09967152029275894
in,0.2792111933231354,0.45514053106307983,0.2605783939361572,0.3796374499797821,0.17097173631191254,1.0,0.6662389636039734,0.3110443353652954,0.19633598625659943,0.2631177604198456,1.0,0.27070173621177673,0.20430970191955566
india,0.2292683869600296,0.22117909789085388,0.13356243073940277,0.20230931043624878,0.1516389697790146,0.27070173621177673,0.3108653426170349,0.23619487881660461,0.3271423578262329,0.14627322554588318,0.27070173621177673,1.0,0.10473668575286865
",",0.3365725874900818,0.45456063747406006,0.3581022024154663,0.3452564477920532,0.2352312207221985,0.5201468467712402,0.4933079481124878,0.237899050116539,0.20175659656524658,0.2530691921710968,0.5201468467712402,0.2621418535709381,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.2838519215583801,0.37549954652786255,0.2347109168767929,0.4954058527946472,0.5171257257461548,0.30437418818473816,0.2192772477865219,0.2417616993188858,0.4954058527946472,0.2782815098762512,0.20544172823429108
then,0.29952746629714966,0.27044644951820374,0.18823587894439697,0.19743612408638,0.15055319666862488,0.36253848671913147,0.4297412931919098,0.18296018242835999,0.14753477275371552,0.1307678371667862,0.36253848671913147,0.2181316614151001,0.2884598970413208
after,0.32549580931663513,0.49306565523147583,0.20180045068264008,0.1976628452539444,0.16684812307357788,0.44050168991088867,0.4565047025680542,0.23830269277095795,0.17546617984771729,0.19270198047161102,0.44050168991088867,0.1921001821756363,0.16608688235282898
independence,0.19517529010772705,0.24797119200229645,0.1398492306470871,0.2069036364555359,0.14300426840782166,0.25996696949005127,0.2836182415485382,0.23934705555438995,0.28902697563171387,0.24594345688819885,0.25996696949005127,0.31845372915267944,0.12301119416952133
from,0.27839982509613037,0.31171464920043945,0.20876385271549225,0.23078285157680511,0.17242518067359924,0.4274188280105591,0.40150508284568787,0.2461174726486206,0.17753800749778748,0.13717156648635864,0.4274188280105591,0.1848762482404709,0.19969791173934937
britain,0.2346068173646927,0.27792006731033325,0.15375836193561554,0.1934874951839447,0.11878453940153122,0.26246872544288635,0.29784059524536133,0.29130926728248596,0.2049679011106491,0.24124422669410706,0.26246872544288635,0.3439057171344757,0.1268460750579834
",",0.3365725874900818,0.45456063747406006,0.3581022024154663,0.3452564477920532,0.2352312207221985,0.5201468467712402,0.4933079481124878,0.237899050116539,0.20175659656524658,0.2530691921710968,0.5201468467712402,0.2621418535709381,0.31091248989105225
in,0.2792111933231354,0.45514053106307983,0.2605783939361572,0.3796374499797821,0.17097173631191254,1.0,0.6662389636039734,0.3110443353652954,0.19633598625659943,0.2631177604198456,1.0,0.27070173621177673,0.20430970191955566
pakistan,0.1778106540441513,0.1720658242702484,0.13296307623386383,0.18230539560317993,0.09835397452116013,0.24662645161151886,0.2717324197292328,0.20950531959533691,0.4184521436691284,0.11819090694189072,0.24662645161151886,0.6666629910469055,0.1329864263534546
.,0.3541337847709656,0.40146201848983765,0.3581749200820923,0.33938494324684143,0.24939633905887604,0.5591574311256409,0.5934505462646484,0.24823686480522156,0.20520655810832977,0.1816873699426651,0.5591574311256409,0.29068249464035034,0.4130953550338745
