,the,university,was,a,founding,force,behind,what,conference,?
the,1.0,0.263973206281662,0.48711544275283813,0.5829201340675354,0.34138360619544983,0.2800885736942291,0.38928431272506714,0.42745697498321533,0.25393402576446533,0.22068053483963013
ncaa,0.24887123703956604,0.3495180308818817,0.21618856489658356,0.17237533628940582,0.20714572072029114,0.1837438941001892,0.15560783445835114,0.2340848296880722,0.5319065451622009,0.14618685841560364
division,0.26203617453575134,0.2063700407743454,0.2174251824617386,0.19939710199832916,0.16568316519260406,0.1644190400838852,0.14717400074005127,0.19144181907176971,0.4192773699760437,0.08900629729032516
i,0.26687872409820557,0.1655474156141281,0.23566235601902008,0.3155658543109894,0.10746315121650696,0.15839239954948425,0.15771466493606567,0.4411132335662842,0.16443295776844025,0.4695145785808563
men,0.26001617312431335,0.15969844162464142,0.24763761460781097,0.18371513485908508,0.16972970962524414,0.22819167375564575,0.19991284608840942,0.18620994687080383,0.2549540400505066,0.1408759206533432
's,-0.01540423184633255,-0.007441582623869181,0.008974763564765453,0.04866964742541313,-0.036592718213796616,0.020782919600605965,0.06894329190254211,0.02692362666130066,0.07087977230548859,-0.023395681753754616
basketball,0.13944239914417267,0.2778050899505615,0.18349121510982513,0.13905979692935944,0.20217150449752808,0.1239086240530014,0.19237130880355835,0.12921428680419922,0.2595255970954895,0.13553540408611298
and,0.5171257257461548,0.2665814459323883,0.3740963041782379,0.3739250600337982,0.28134027123451233,0.24372100830078125,0.3094099164009094,0.31309178471565247,0.21613861620426178,0.20544172823429108
football,0.18794101476669312,0.3107043206691742,0.23601193726062775,0.20103967189788818,0.24034932255744934,0.15938597917556763,0.11209351569414139,0.21136903762817383,0.2568674683570862,0.14957410097122192
and,0.5171257257461548,0.2665814459323883,0.3740963041782379,0.3739250600337982,0.28134027123451233,0.24372100830078125,0.3094099164009094,0.31309178471565247,0.21613861620426178,0.20544172823429108
was,0.48711544275283813,0.290752112865448,1.0000001192092896,0.4508470594882965,0.36926978826522827,0.20879842340946198,0.27558037638664246,0.22111038863658905,0.1537582278251648,0.18412111699581146
a,0.5829201340675354,0.20256656408309937,0.4508470594882965,1.0,0.2064124047756195,0.2451154738664627,0.26228266954421997,0.3320399522781372,0.1375192254781723,0.23916715383529663
regular,0.3214086890220642,0.1458054929971695,0.15137939155101776,0.313107967376709,0.13203993439674377,0.18027423322200775,0.1901552975177765,0.224887877702713,0.2413473278284073,0.18334713578224182
participant,0.2642895579338074,0.2101769596338272,0.2553592324256897,0.26629433035850525,0.27487972378730774,0.13809479773044586,0.17336124181747437,0.2155882716178894,0.2225053310394287,0.150935098528862
in,0.6662389636039734,0.3201795518398285,0.45514053106307983,0.539380669593811,0.2295561581850052,0.21744468808174133,0.3174246549606323,0.30808621644973755,0.2199791669845581,0.20430970191955566
the,1.0,0.263973206281662,0.48711544275283813,0.5829201340675354,0.34138360619544983,0.2800885736942291,0.38928431272506714,0.42745697498321533,0.25393402576446533,0.22068053483963013
men,0.26001617312431335,0.15969844162464142,0.24763761460781097,0.18371513485908508,0.16972970962524414,0.22819167375564575,0.19991284608840942,0.18620994687080383,0.2549540400505066,0.1408759206533432
's,-0.01540423184633255,-0.007441582623869181,0.008974763564765453,0.04866964742541313,-0.036592718213796616,0.020782919600605965,0.06894329190254211,0.02692362666130066,0.07087977230548859,-0.023395681753754616
basketball,0.13944239914417267,0.2778050899505615,0.18349121510982513,0.13905979692935944,0.20217150449752808,0.1239086240530014,0.19237130880355835,0.12921428680419922,0.2595255970954895,0.13553540408611298
tournament,0.23608733713626862,0.18250788748264313,0.19358709454536438,0.17191314697265625,0.17777983844280243,0.14255958795547485,0.18805693089962006,0.18378743529319763,0.4064475893974304,0.160465806722641
.,0.5934505462646484,0.290679007768631,0.40146201848983765,0.50484299659729,0.2340429127216339,0.2783275842666626,0.24024903774261475,0.3567904531955719,0.1982354372739792,0.4130953550338745
