,what,is,the,name,of,another,algorithm,useful,for,conveniently,testing,the,primality,of,large,numbers,?
probability,0.3425036668777466,0.22422008216381073,0.23101688921451569,0.08676479756832123,0.24615409970283508,0.2880329489707947,0.4843875467777252,0.3821876645088196,0.2614426910877228,0.2836441695690155,0.3409697115421295,0.23101688921451569,0.4841858446598053,0.24615409970283508,0.1691305786371231,0.4038386642932892,0.22305074334144592
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.38147079944610596,0.17516344785690308,0.2576141655445099,0.4185989499092102,0.2549263834953308,0.2067517340183258,0.733189046382904,0.28515246510505676,1.0,0.3569655418395996,0.228018656373024,0.1826142966747284
error,0.30197378993034363,0.2399674504995346,0.1961134821176529,0.11463553458452225,0.15479235351085663,0.20225591957569122,0.33608385920524597,0.3071788251399994,0.2588914632797241,0.30821266770362854,0.31415510177612305,0.1961134821176529,0.30128058791160583,0.15479235351085663,0.18844810128211975,0.2746127247810364,0.2543688118457794
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.3283841907978058,0.19359813630580902,0.29760420322418213,0.4464869201183319,0.2830476462841034,0.18808996677398682,0.4933079481124878,0.2514013350009918,0.4946078956127167,0.2263888567686081,0.26479464769363403,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.3214244842529297,0.06731905043125153,0.28632891178131104,0.5064792633056641,0.35409340262413025,0.218893900513649,0.5171257257461548,0.2639926075935364,0.5116966962814331,0.3404269814491272,0.24053069949150085,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,0.5019711852073669,0.15884782373905182,0.24760913848876953,0.4739971458911896,0.2877795994281769,0.25075584650039673,1.0,0.25188151001930237,0.733189046382904,0.3828733265399933,0.293011337518692,0.22068053483963013
aks,0.187943235039711,0.1760258823633194,0.13681861758232117,0.06787675619125366,0.11093390733003616,0.1037464439868927,0.21960751712322235,0.1899622231721878,0.15774759650230408,0.164758563041687,0.18112795054912567,0.13681861758232117,0.13857051730155945,0.11093390733003616,0.12325161695480347,0.19933466613292694,0.3408617377281189
primality,0.2850114405155182,0.24844646453857422,0.25188151001930237,0.1399572342634201,0.28515246510505676,0.23624685406684875,0.3788081705570221,0.29726874828338623,0.2394213080406189,0.20373867452144623,0.3025040328502655,0.25188151001930237,1.0,0.28515246510505676,0.19210535287857056,0.33137062191963196,0.24305593967437744
test,0.2596650719642639,0.1841357946395874,0.19235259294509888,0.10839720815420151,0.164191335439682,0.23529495298862457,0.2601383626461029,0.263894647359848,0.2297848016023636,0.20511505007743835,0.7171741127967834,0.19235259294509888,0.32035455107688904,0.164191335439682,0.13720382750034332,0.15689226984977722,0.19832737743854523
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.3283841907978058,0.19359813630580902,0.29760420322418213,0.4464869201183319,0.2830476462841034,0.18808996677398682,0.4933079481124878,0.2514013350009918,0.4946078956127167,0.2263888567686081,0.26479464769363403,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.2972666025161743,0.5011631846427917,0.5561438798904419,0.21216072142124176,0.3292146325111389,0.44095608592033386,0.4316340386867523,0.2968108654022217,0.6521818041801453,0.2796518802642822,0.5011631846427917,0.46308431029319763,0.3099874258041382,0.25814583897590637
always,0.413568377494812,0.3208111822605133,0.31570959091186523,0.18733437359333038,0.25258868932724,0.3732292652130127,0.23085808753967285,0.36216527223587036,0.3574601709842682,0.38244158029556274,0.18803593516349792,0.31570959091186523,0.2356966882944107,0.25258868932724,0.2569403648376465,0.30006957054138184,0.26136693358421326
produces,0.14006412029266357,0.35465162992477417,0.2783815562725067,0.21926455199718475,0.24670347571372986,0.21796055138111115,0.15813425183296204,0.3033691644668579,0.20586787164211273,0.2498803436756134,0.22614780068397522,0.2783815562725067,0.1707693189382553,0.24670347571372986,0.2358144372701645,0.1960567831993103,0.17052298784255981
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,0.5019711852073669,0.15884782373905182,0.24760913848876953,0.4739971458911896,0.2877795994281769,0.25075584650039673,1.0,0.25188151001930237,0.733189046382904,0.3828733265399933,0.293011337518692,0.22068053483963013
correct,0.43571773171424866,0.28569692373275757,0.3107529580593109,0.2392183244228363,0.22131142020225525,0.29640671610832214,0.35595905780792236,0.4582998752593994,0.33362966775894165,0.42374977469444275,0.3564241826534271,0.3107529580593109,0.34907904267311096,0.22131142020225525,0.16920138895511627,0.22688864171504974,0.36336278915405273
answer,0.44430363178253174,0.21693027019500732,0.24840699136257172,0.13209602236747742,0.17047110199928284,0.2921084761619568,0.417924165725708,0.33221742510795593,0.26086002588272095,0.29106587171554565,0.301302969455719,0.24840699136257172,0.2825400233268738,0.17047110199928284,0.09142287075519562,0.3196931481361389,0.367276668548584
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.3397690951824188,0.1526014357805252,0.19052453339099884,0.4322226941585541,0.21790316700935364,0.22079947590827942,0.6662389636039734,0.18015287816524506,0.5696388483047485,0.2841601073741913,0.23087690770626068,0.20430970191955566
polynomial,0.265341192483902,0.2560946047306061,0.1902180016040802,0.1935596764087677,0.23810522258281708,0.29897835850715637,0.6020130515098572,0.37144148349761963,0.21961666643619537,0.28798574209213257,0.2950398921966553,0.1902180016040802,0.42219609022140503,0.23810522258281708,0.22817319631576538,0.4174996614456177,0.255467027425766
time,0.36319252848625183,0.25187405943870544,0.43061500787734985,0.24374312162399292,0.35127586126327515,0.3186623156070709,0.25266581773757935,0.28007131814956665,0.3992156386375427,0.3234419822692871,0.19013755023479462,0.43061500787734985,0.1824703961610794,0.35127586126327515,0.19091641902923584,0.22379173338413239,0.27391523122787476
but,0.5029441118240356,0.4106791317462921,0.4859698414802551,0.268699049949646,0.39942997694015503,0.4439223110675812,0.20925942063331604,0.38023075461387634,0.45162561535835266,0.474010169506073,0.2587258815765381,0.4859698414802551,0.26028192043304443,0.39942997694015503,0.26450419425964355,0.29839861392974854,0.27921953797340393
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.41278526186943054,0.24848374724388123,0.24038434028625488,0.43268078565597534,0.3096446692943573,0.19962875545024872,0.5823672413825989,0.24844646453857422,0.4854315221309662,0.2971126437187195,0.19465886056423187,0.22961433231830597
too,0.4120715260505676,0.2450883537530899,0.26985910534858704,0.13878493010997772,0.22150669991970062,0.2789627015590668,0.12795791029930115,0.3900807201862335,0.31008657813072205,0.3700708746910095,0.18509751558303833,0.26985910534858704,0.22235417366027832,0.22150669991970062,0.27446335554122925,0.25482451915740967,0.33757779002189636
slow,0.22626596689224243,0.15451329946517944,0.2366129457950592,0.0816049799323082,0.1380475014448166,0.24461427330970764,0.23433580994606018,0.36694952845573425,0.27007389068603516,0.3417307138442993,0.20931455492973328,0.2366129457950592,0.1935010701417923,0.1380475014448166,0.30190303921699524,0.21491461992263794,0.15685610473155975
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.48769932985305786,0.20727625489234924,0.3279949128627777,0.4451248347759247,0.43991804122924805,0.21781665086746216,0.535392165184021,0.22107408940792084,0.41548454761505127,0.3150999844074249,0.29515770077705383,0.29463258385658264
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.19639723002910614,0.33904364705085754,0.42243969440460205,0.2830074727535248,0.47395509481430054,0.3801851272583008,0.42974740266799927,0.2693830132484436,0.4248143136501312,0.23992806673049927,0.33904364705085754,0.2907196581363678,0.2776923179626465,0.3324260413646698
practical,0.32826119661331177,0.1970025897026062,0.22487887740135193,0.03515944629907608,0.2982906401157379,0.22119705379009247,0.3401345908641815,0.4346466660499573,0.3427330553531647,0.30610010027885437,0.37849557399749756,0.22487887740135193,0.36842963099479675,0.2982906401157379,0.26397427916526794,0.27821776270866394,0.19861027598381042
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.3817248046398163,0.15753796696662903,0.2683940827846527,0.4726039469242096,0.2639772295951843,0.23063190281391144,0.5934505462646484,0.23931632936000824,0.5352458953857422,0.2304532378911972,0.2591777741909027,0.4130953550338745
