,when,did,the,1973,oil,crisis,begin,?
countries,0.26415354013442993,0.2888847887516022,0.33290645480155945,-0.14764782786369324,0.24815769493579865,0.27109581232070923,0.2081543356180191,0.15128466486930847
(,0.2459595799446106,0.18979617953300476,0.33289089798927307,0.0531962551176548,0.152932271361351,0.194369837641716,0.12756820023059845,0.40561532974243164
oapec,0.21864691376686096,0.21027544140815735,0.31918999552726746,-0.08353202790021896,0.3052835464477539,0.33386293053627014,0.12636034190654755,0.18202649056911469
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,-0.14860835671424866,0.20043784379959106,0.18660308420658112,0.27304404973983765,0.31091248989105225
consisting,0.17603223025798798,0.08322962373495102,0.33371514081954956,0.0005595987313427031,0.08354844897985458,0.07119353860616684,0.15686064958572388,0.006223649252206087
of,0.3757161796092987,0.2513895630836487,0.733189046382904,-0.15240907669067383,0.22900764644145966,0.2267792969942093,0.24830074608325958,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,-0.22297891974449158,0.21849922835826874,0.263981431722641,0.34293439984321594,0.22068053483963013
arab,0.16604845225811005,0.16366532444953918,0.2674407660961151,-0.03820205107331276,0.2262253612279892,0.24019919335842133,0.19513311982154846,0.18450474739074707
members,0.2236606478691101,0.21391335129737854,0.3321719169616699,-0.10526932775974274,0.08086920529603958,0.11208746582269669,0.19131164252758026,0.10212311148643494
of,0.3757161796092987,0.2513895630836487,0.733189046382904,-0.15240907669067383,0.22900764644145966,0.2267792969942093,0.24830074608325958,0.1826142966747284
opec,0.2021491974592209,0.16579832136631012,0.3102748692035675,-0.06454210728406906,0.3863743841648102,0.3371571898460388,0.2692033052444458,0.14867433905601501
plus,0.17334413528442383,0.17571574449539185,0.2724461257457733,-0.0034530404955148697,0.0837235078215599,0.15701346099376678,0.051753800362348557,0.143734410405159
egypt,0.2453436702489853,0.1887594312429428,0.2536296546459198,-0.13671332597732544,0.23031578958034515,0.1827806830406189,0.22925563156604767,0.17769601941108704
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,-0.23950208723545074,0.19239190220832825,0.17489491403102875,0.2599445581436157,0.20544172823429108
syria,0.23408985137939453,0.12997110188007355,0.25272905826568604,-0.1657632291316986,0.2560561001300812,0.23703573644161224,0.1839863806962967,0.1554446816444397
),0.2538422644138336,0.18584993481636047,0.3456730246543884,0.04157395660877228,0.15803109109401703,0.199205219745636,0.13078060746192932,0.42300865054130554
proclaimed,0.1780550330877304,0.22170822322368622,0.24787339568138123,-0.08898276090621948,0.16775386035442352,0.24965807795524597,0.1384247988462448,0.203518345952034
an,0.33026179671287537,0.22598257660865784,0.4207492768764496,-0.16296793520450592,0.13089607656002045,0.18490846455097198,0.13176555931568146,0.19793890416622162
oil,0.2048342078924179,0.10956666618585587,0.21849922835826874,-0.11623536795377731,1.0,0.2694509029388428,0.1866052746772766,0.14867261052131653
embargo,0.21684038639068604,0.14320364594459534,0.2032013237476349,-0.15255963802337646,0.316433310508728,0.4160068929195404,0.2290663719177246,0.21724076569080353
.,0.475719153881073,0.35288307070732117,0.5934505462646484,-0.19761697947978973,0.22117017209529877,0.15965543687343597,0.24827922880649567,0.4130953550338745
