,how,much,time,was,left,in,the,quarter,when,stewart,got,the,touchdown,?
rushed,0.16906850039958954,0.17262645065784454,0.2221641093492508,0.29066720604896545,0.19286265969276428,0.1983523666858673,0.25936806201934814,0.1970931887626648,0.26878491044044495,0.12155983597040176,0.26606348156929016,0.25936806201934814,0.37774065136909485,0.10077773034572601
twice,0.21883222460746765,0.2936635911464691,0.43498170375823975,0.32907354831695557,0.19224950671195984,0.2796696126461029,0.3638015687465668,0.30127453804016113,0.37843289971351624,0.2287563979625702,0.2468252331018448,0.3638015687465668,0.292905330657959,0.16248004138469696
for,0.3308170735836029,0.2994346022605896,0.3992156386375427,0.3863949179649353,0.19966527819633484,0.4322226941585541,0.4739971458911896,0.23415552079677582,0.43402108550071716,0.18704523146152496,0.293374627828598,0.4739971458911896,0.26143357157707214,0.264628142118454
25,0.07429084926843643,0.06316445767879486,0.15542301535606384,0.15615400671958923,0.09622278809547424,0.14793018996715546,0.1671934723854065,0.23696038126945496,0.13606321811676025,0.013868733309209347,0.21336454153060913,0.1671934723854065,0.13702422380447388,0.09614268690347672
yards,0.1345205456018448,0.10870033502578735,0.2100679725408554,0.1823360025882721,0.20534203946590424,0.14206624031066895,0.16070343554019928,0.32110607624053955,0.15404455363750458,0.17841756343841553,0.1256139725446701,0.16070343554019928,0.6753588914871216,0.12453813850879669
",",0.22659391164779663,0.36182254552841187,0.3029961884021759,0.45456063747406006,0.2448868453502655,0.5201468467712402,0.4933079481124878,0.2742914855480194,0.36674630641937256,0.3313421905040741,0.26594072580337524,0.4933079481124878,0.2072077840566635,0.31091248989105225
while,0.2918691337108612,0.3463909924030304,0.4294273555278778,0.3253832161426544,0.25458985567092896,0.3399278521537781,0.39804592728614807,0.30722492933273315,0.548916757106781,0.2183002382516861,0.29602164030075073,0.39804592728614807,0.1975603848695755,0.21076419949531555
jonathan,0.207630917429924,0.14177967607975006,0.16893978416919708,0.19723595678806305,0.1917344182729721,0.1474817991256714,0.15282690525054932,0.09653083980083466,0.18308892846107483,0.2749163806438446,0.130674347281456,0.15282690525054932,0.15562714636325836,0.15653139352798462
stewart,0.1742994338274002,0.1589255928993225,0.216922789812088,0.2910071313381195,0.17603962123394012,0.2197740226984024,0.2287025898694992,0.05369866266846657,0.1737271398305893,0.9999999403953552,0.14155268669128418,0.2287025898694992,0.18383407592773438,0.11473192274570465
finished,0.18142320215702057,0.18036971986293793,0.29479286074638367,0.3428505063056946,0.20001542568206787,0.2933714687824249,0.2754973769187927,0.18937359750270844,0.2407779097557068,0.19664716720581055,0.3031201958656311,0.2754973769187927,0.2667911946773529,0.14789283275604248
the,0.33890387415885925,0.35023224353790283,0.43061500787734985,0.48711544275283813,0.33113980293273926,0.6662389636039734,1.0,0.3659466803073883,0.5091903209686279,0.2287025898694992,0.25685515999794006,1.0,0.1805710643529892,0.22068053483963013
drive,0.1935412734746933,0.2600032091140747,0.19006572663784027,0.18442629277706146,0.16058526933193207,0.16816924512386322,0.2083187699317932,0.09962659329175949,0.18232060968875885,0.21277709305286407,0.11293143033981323,0.2083187699317932,0.23347437381744385,0.11447915434837341
with,0.3525622487068176,0.2808258831501007,0.31862112879753113,0.27411898970603943,0.219827800989151,0.4080928862094879,0.4223487675189972,0.2626938819885254,0.5075214505195618,0.22939832508563995,0.2582400441169739,0.4223487675189972,0.20674201846122742,0.2433311939239502
a,0.29312583804130554,0.2958075702190399,0.3292340338230133,0.4508470594882965,0.19688890874385834,0.539380669593811,0.5829201340675354,0.26766106486320496,0.44397395849227905,0.1547141820192337,0.2347145676612854,0.5829201340675354,0.22309942543506622,0.23916715383529663
1-yard,0.24030393362045288,0.17067091166973114,0.2673332095146179,0.2934795916080475,0.20637130737304688,0.24532872438430786,0.2968893349170685,0.24222135543823242,0.26054611802101135,0.3741833567619324,0.13707296550273895,0.2968893349170685,0.3804176151752472,0.1193876713514328
touchdown,0.1383858025074005,0.07904750108718872,0.22822794318199158,0.19985096156597137,0.1656091958284378,0.14772959053516388,0.1805710643529892,0.34771355986595154,0.22582276165485382,0.18383407592773438,0.18850402534008026,0.1805710643529892,0.9999999403953552,0.12741123139858246
run,0.2245650738477707,0.18537400662899017,0.25891321897506714,0.18548552691936493,0.08801885694265366,0.26368704438209534,0.27883726358413696,0.14740826189517975,0.2548166811466217,0.20011456310749054,0.21515358984470367,0.27883726358413696,0.2337142378091812,0.17904110252857208
",",0.22659391164779663,0.36182254552841187,0.3029961884021759,0.45456063747406006,0.2448868453502655,0.5201468467712402,0.4933079481124878,0.2742914855480194,0.36674630641937256,0.3313421905040741,0.26594072580337524,0.4933079481124878,0.2072077840566635,0.31091248989105225
cutting,0.2312716394662857,0.24102358520030975,0.2153492420911789,0.1283094733953476,0.21104256808757782,0.16022035479545593,0.2671166658401489,0.17871704697608948,0.241765558719635,0.14983616769313812,0.1276818811893463,0.2671166658401489,0.20357181131839752,0.07885761559009552
the,0.33890387415885925,0.35023224353790283,0.43061500787734985,0.48711544275283813,0.33113980293273926,0.6662389636039734,1.0,0.3659466803073883,0.5091903209686279,0.2287025898694992,0.25685515999794006,1.0,0.1805710643529892,0.22068053483963013
score,0.21145649254322052,0.1412905752658844,0.2166350781917572,0.1616087406873703,0.12552513182163239,0.13240541517734528,0.2042495757341385,0.2676204442977905,0.19746464490890503,0.18609677255153656,0.17394909262657166,0.2042495757341385,0.3739069998264313,0.199510395526886
to,0.44169697165489197,0.40610215067863464,0.3679993152618408,0.3636345863342285,0.2724500000476837,0.45010748505592346,0.535392165184021,0.21890336275100708,0.5423505902290344,0.17760097980499268,0.22959870100021362,0.535392165184021,0.20744045078754425,0.29463258385658264
10–7,0.22147424519062042,0.22042228281497955,0.07801362872123718,-0.09296323359012604,0.11964929848909378,0.04400671273469925,0.13784216344356537,0.08274317532777786,0.24782226979732513,-0.05144200474023819,-0.007275779731571674,0.13784216344356537,0.09626159071922302,0.29080602526664734
with,0.3525622487068176,0.2808258831501007,0.31862112879753113,0.27411898970603943,0.219827800989151,0.4080928862094879,0.4223487675189972,0.2626938819885254,0.5075214505195618,0.22939832508563995,0.2582400441169739,0.4223487675189972,0.20674201846122742,0.2433311939239502
11:28,-0.03338530659675598,0.07491640746593475,0.007436857093125582,0.17183499038219452,-0.05816879868507385,0.09940610080957413,0.04880658909678459,-0.057095225900411606,0.09899505972862244,0.05364373326301575,-0.010730762034654617,0.04880658909678459,-0.038503970950841904,-0.040974948555231094
left,0.186065211892128,0.16526629030704498,0.18303614854812622,0.21956826746463776,1.0,0.21139952540397644,0.33113980293273926,0.1490352898836136,0.3236202895641327,0.17603962123394012,0.20172128081321716,0.33113980293273926,0.1656091958284378,0.13251960277557373
in,0.2601168751716614,0.2725222110748291,0.3431483507156372,0.45514053106307983,0.21139952540397644,1.0,0.6662389636039734,0.2899305522441864,0.4431333839893341,0.2197740226984024,0.2664507329463959,0.6662389636039734,0.14772959053516388,0.20430970191955566
the,0.33890387415885925,0.35023224353790283,0.43061500787734985,0.48711544275283813,0.33113980293273926,0.6662389636039734,1.0,0.3659466803073883,0.5091903209686279,0.2287025898694992,0.25685515999794006,1.0,0.1805710643529892,0.22068053483963013
second,0.16459402441978455,0.2180226892232895,0.35794535279273987,0.3858029544353485,0.23071356117725372,0.34510284662246704,0.4620301127433777,0.31284502148628235,0.28561660647392273,0.16514936089515686,0.2207609862089157,0.4620301127433777,0.21903090178966522,0.17239587008953094
quarter,0.16386651992797852,0.19866693019866943,0.2977861166000366,0.18704809248447418,0.1490352898836136,0.2899305522441864,0.3659466803073883,1.0,0.25326400995254517,0.05369866266846657,0.16297587752342224,0.3659466803073883,0.34771355986595154,0.1356993168592453
.,0.3287222981452942,0.3374604284763336,0.371569961309433,0.40146201848983765,0.28830423951148987,0.5591574311256409,0.5934505462646484,0.29042351245880127,0.475719153881073,0.2708050012588501,0.28717702627182007,0.5934505462646484,0.17317867279052734,0.4130953550338745
