,how,many,teams,have,had,a,15-1,record,for,the,regular,season,?
loss,0.2624443769454956,0.1755927950143814,0.20257067680358887,0.25157350301742554,0.21993182599544525,0.20714472234249115,0.08469710499048233,0.27488893270492554,0.24238932132720947,0.27898719906806946,0.27710217237472534,0.1905544549226761,0.1312553584575653
",",0.22659391164779663,0.40610817074775696,0.22220629453659058,0.3541618287563324,0.35487717390060425,0.427140474319458,0.20214328169822693,0.28093910217285156,0.4464869201183319,0.4933079481124878,0.2336544692516327,0.2232367992401123,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2197335660457611,0.4711785912513733,0.3872550129890442,0.3739250600337982,0.17380689084529877,0.23470573127269745,0.5064792633056641,0.5171257257461548,0.3054477870464325,0.2369309365749359,0.20544172823429108
one,0.3213292360305786,0.4223630726337433,0.30337628722190857,0.4507926106452942,0.3595404326915741,0.4910551905632019,0.12775918841362,0.26469558477401733,0.384836345911026,0.5514441132545471,0.3271937370300293,0.24332979321479797,0.2673267424106598
of,0.2480744868516922,0.37253960967063904,0.27933305501937866,0.3802283704280853,0.37755560874938965,0.5052502155303955,0.19267389178276062,0.19289259612560272,0.4185989499092102,0.733189046382904,0.22916868329048157,0.1598338931798935,0.1826142966747284
only,0.36590442061424255,0.4670507609844208,0.2170780897140503,0.5199421048164368,0.3839550316333771,0.47549712657928467,0.11193782836198807,0.2610468566417694,0.49157920479774475,0.5497692227363586,0.34113046526908875,0.23518846929073334,0.2767370045185089
six,0.20644865930080414,0.37673795223236084,0.2748291790485382,0.32482776045799255,0.3450642228126526,0.26189830899238586,0.13461832702159882,0.18451093137264252,0.2699260711669922,0.3614266812801361,0.26170065999031067,0.2219657301902771,0.15298804640769958
teams,0.11085164546966553,0.1992911547422409,1.0,0.27656877040863037,0.19225463271141052,0.21163642406463623,0.18377935886383057,0.1979433000087738,0.25904974341392517,0.3164927661418915,0.3347216546535492,0.44570213556289673,0.11150168627500534
to,0.44169697165489197,0.40243685245513916,0.2634691894054413,0.4544740617275238,0.37984350323677063,0.45503583550453186,0.11846543103456497,0.22007153928279877,0.4451248347759247,0.535392165184021,0.30861178040504456,0.22382742166519165,0.29463258385658264
have,0.4370637536048889,0.5841760635375977,0.27656877040863037,0.9999999403953552,0.6263401508331299,0.338716596364975,0.1540241539478302,0.23839209973812103,0.41175219416618347,0.40389683842658997,0.3675557076931,0.20235268771648407,0.32991164922714233
acquired,0.11872366070747375,0.14446644484996796,0.16765739023685455,0.1963210105895996,0.23384134471416473,0.16495825350284576,0.11218341439962387,0.15199795365333557,0.13643644750118256,0.22202405333518982,0.17540273070335388,0.1935940384864807,0.09366346150636673
a,0.29312583804130554,0.2872205972671509,0.21163642406463623,0.338716596364975,0.34897568821907043,1.0,0.19046682119369507,0.2588478624820709,0.44038116931915283,0.5829201340675354,0.313107967376709,0.1855505406856537,0.23916715383529663
15–1,-0.22103790938854218,-0.2537030279636383,-0.0761062279343605,-0.222250297665596,-0.26437968015670776,-0.1303160935640335,0.04597029834985733,-0.11008412390947342,-0.26083904504776,-0.2592649459838867,-0.15715448558330536,-0.04442024230957031,0.04290514066815376
record,0.1698412001132965,0.17106595635414124,0.1979433000087738,0.23839209973812103,0.24777771532535553,0.2588478624820709,0.049468670040369034,1.0,0.24185582995414734,0.23569516837596893,0.2587777376174927,0.2865971624851227,0.14407116174697876
",",0.22659391164779663,0.40610817074775696,0.22220629453659058,0.3541618287563324,0.35487717390060425,0.427140474319458,0.20214328169822693,0.28093910217285156,0.4464869201183319,0.4933079481124878,0.2336544692516327,0.2232367992401123,0.31091248989105225
while,0.2918691337108612,0.3748262822628021,0.19458292424678802,0.3577405512332916,0.3406333029270172,0.3733035624027252,0.07787933200597763,0.19198688864707947,0.4232339859008789,0.39804592728614807,0.280500590801239,0.21403980255126953,0.21076419949531555
the,0.33890387415885925,0.4335206151008606,0.3164927661418915,0.40389683842658997,0.3875846862792969,0.5829201340675354,0.18179646134376526,0.23569516837596893,0.4739971458911896,1.0,0.3214086890220642,0.2507155239582062,0.22068053483963013
denver,0.15631112456321716,0.18606427311897278,0.22444693744182587,0.17510470747947693,0.22139029204845428,0.179859921336174,0.1551414132118225,0.19634279608726501,0.22017966210842133,0.2052404284477234,0.20430372655391693,0.2508152425289154,0.1520889848470688
broncos,0.11217407882213593,0.1706678420305252,0.4494050145149231,0.16986088454723358,0.19590453803539276,0.19771797955036163,0.22020475566387177,0.18765106797218323,0.2739109396934509,0.25985947251319885,0.26932692527770996,0.3664494454860687,0.18377114832401276
became,0.10954522341489792,0.25642040371894836,0.16736291348934174,0.16746708750724792,0.4615839719772339,0.28774285316467285,0.14768581092357635,0.20369283854961395,0.3017078936100006,0.36325156688690186,0.1131877601146698,0.22485962510108948,0.11374033987522125
one,0.3213292360305786,0.4223630726337433,0.30337628722190857,0.4507926106452942,0.3595404326915741,0.4910551905632019,0.12775918841362,0.26469558477401733,0.384836345911026,0.5514441132545471,0.3271937370300293,0.24332979321479797,0.2673267424106598
of,0.2480744868516922,0.37253960967063904,0.27933305501937866,0.3802283704280853,0.37755560874938965,0.5052502155303955,0.19267389178276062,0.19289259612560272,0.4185989499092102,0.733189046382904,0.22916868329048157,0.1598338931798935,0.1826142966747284
four,0.1955733299255371,0.4139232039451599,0.3023456633090973,0.3544043302536011,0.3644758462905884,0.28236961364746094,0.11538591980934143,0.2105606347322464,0.27783235907554626,0.40344667434692383,0.2414717823266983,0.22295859456062317,0.14532537758350372
teams,0.11085164546966553,0.1992911547422409,1.0,0.27656877040863037,0.19225463271141052,0.21163642406463623,0.18377935886383057,0.1979433000087738,0.25904974341392517,0.3164927661418915,0.3347216546535492,0.44570213556289673,0.11150168627500534
to,0.44169697165489197,0.40243685245513916,0.2634691894054413,0.4544740617275238,0.37984350323677063,0.45503583550453186,0.11846543103456497,0.22007153928279877,0.4451248347759247,0.535392165184021,0.30861178040504456,0.22382742166519165,0.29463258385658264
have,0.4370637536048889,0.5841760635375977,0.27656877040863037,0.9999999403953552,0.6263401508331299,0.338716596364975,0.1540241539478302,0.23839209973812103,0.41175219416618347,0.40389683842658997,0.3675557076931,0.20235268771648407,0.32991164922714233
made,0.2655200958251953,0.3638485074043274,0.15167807042598724,0.2891587018966675,0.3391602039337158,0.3180864453315735,0.20384801924228668,0.19051337242126465,0.3147922456264496,0.3885267674922943,0.2385934740304947,0.1318005621433258,0.17218779027462006
eight,0.222213014960289,0.348200261592865,0.28549376130104065,0.31264185905456543,0.33163201808929443,0.3028070032596588,0.1772778034210205,0.21167628467082977,0.33149853348731995,0.34254369139671326,0.2805185616016388,0.1824951469898224,0.11634626984596252
appearances,0.17353549599647522,0.27557653188705444,0.2740537226200104,0.19192880392074585,0.20281913876533508,0.2695651054382324,0.08837995678186417,0.3090127110481262,0.3013840913772583,0.25270983576774597,0.35652679204940796,0.3922994136810303,0.18098464608192444
in,0.2601168751716614,0.41474202275276184,0.2639528214931488,0.36843645572662354,0.385026752948761,0.539380669593811,0.25555047392845154,0.23162534832954407,0.4322226941585541,0.6662389636039734,0.23172755539417267,0.2184021919965744,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.3164927661418915,0.40389683842658997,0.3875846862792969,0.5829201340675354,0.18179646134376526,0.23569516837596893,0.4739971458911896,1.0,0.3214086890220642,0.2507155239582062,0.22068053483963013
super,0.11920704692602158,0.17302978038787842,0.26333683729171753,0.19903038442134857,0.17216899991035461,0.26005712151527405,0.20944155752658844,0.2505435347557068,0.22938419878482819,0.21959073841571808,0.21446830034255981,0.2755677402019501,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.2752957046031952,0.19536113739013672,0.1661457121372223,0.19533146917819977,0.2030279040336609,0.24389338493347168,0.24430087208747864,0.21576224267482758,0.2318909466266632,0.3117852509021759,0.21118052303791046
.,0.3287222981452942,0.3974229395389557,0.23459066450595856,0.41614407300949097,0.37348684668540955,0.50484299659729,0.24461010098457336,0.2186054140329361,0.4726039469242096,0.5934505462646484,0.2778880000114441,0.24674734473228455,0.4130953550338745
