,who,was,the,most,frequent,musical,contributor,to,doctor,who,in,the,first,15,years,of,the,show,?
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.4309377074241638,0.2355867624282837,0.28433868288993835,0.2391757369041443,0.48971283435821533,0.21673844754695892,0.41279885172843933,0.4954058527946472,0.5171257257461548,0.3167642652988434,0.031420208513736725,0.300204873085022,0.5116966962814331,0.5171257257461548,0.3455478549003601,0.20544172823429108
incidental,0.24684634804725647,0.2535785138607025,0.3185252845287323,0.2463991940021515,0.29057934880256653,0.3023190498352051,0.22435571253299713,0.24337725341320038,0.11366613209247589,0.24684634804725647,0.2717534303665161,0.3185252845287323,0.23124127089977264,-0.08326353132724762,0.18574866652488708,0.29524174332618713,0.3185252845287323,0.18635927140712738,0.21818841993808746
music,0.20470726490020752,0.2583621144294739,0.2714049816131592,0.2003718614578247,0.07828865945339203,0.6456038355827332,0.20586448907852173,0.24181292951107025,0.19428947567939758,0.20470726490020752,0.22969312965869904,0.2714049816131592,0.22269050776958466,0.026509176939725876,0.18705198168754578,0.25892743468284607,0.2714049816131592,0.26216647028923035,0.18264494836330414
for,0.37110671401023865,0.3863949179649353,0.4739971458911896,0.3906237483024597,0.22613394260406494,0.2526215612888336,0.2598300278186798,0.4451248347759247,0.1556548923254013,0.37110671401023865,0.4322226941585541,0.4739971458911896,0.3800288736820221,0.03940015658736229,0.2878222167491913,0.4185989499092102,0.4739971458911896,0.3141973614692688,0.264628142118454
blake,0.2791960537433624,0.28263112902641296,0.2173265963792801,0.12982217967510223,0.0885886698961258,0.17696009576320648,0.20701800286769867,0.18092228472232819,0.1992185115814209,0.2791960537433624,0.20406444370746613,0.2173265963792801,0.25971511006355286,0.018753541633486748,0.14346346259117126,0.173129603266716,0.2173265963792801,0.1827692985534668,0.1444810926914215
's,0.05599616840481758,0.008974763564765453,-0.01540423184633255,0.024445664137601852,0.004094557370990515,0.06973093003034592,-0.08415093272924423,0.03782717138528824,0.031664930284023285,0.05599616840481758,-0.037580832839012146,-0.01540423184633255,-0.014458609744906425,0.012974794954061508,0.05563735216856003,-0.03817026689648628,-0.01540423184633255,6.513196422019973e-05,-0.023395681753754616
7,-0.12122417241334915,0.002381215337663889,-0.1142377033829689,-0.10503221303224564,-0.10708995908498764,-0.1356155127286911,-0.09414523094892502,-0.1819358468055725,-0.12128587812185287,-0.12122417241334915,-0.02604081481695175,-0.1142377033829689,-0.12198501080274582,0.031002262607216835,-0.10015291720628738,-0.04983885586261749,-0.1142377033829689,-0.22373177111148834,-0.15092156827449799
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.3636029064655304,0.1712440401315689,0.2668933868408203,0.2753168046474457,0.44245919585227966,0.20407600700855255,0.3365725874900818,0.5201468467712402,0.4933079481124878,0.34503069519996643,-0.03563398867845535,0.2589467465877533,0.4946078956127167,0.4933079481124878,0.31928569078445435,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.4309377074241638,0.2355867624282837,0.28433868288993835,0.2391757369041443,0.48971283435821533,0.21673844754695892,0.41279885172843933,0.4954058527946472,0.5171257257461548,0.3167642652988434,0.031420208513736725,0.300204873085022,0.5116966962814331,0.5171257257461548,0.3455478549003601,0.20544172823429108
for,0.37110671401023865,0.3863949179649353,0.4739971458911896,0.3906237483024597,0.22613394260406494,0.2526215612888336,0.2598300278186798,0.4451248347759247,0.1556548923254013,0.37110671401023865,0.4322226941585541,0.4739971458911896,0.3800288736820221,0.03940015658736229,0.2878222167491913,0.4185989499092102,0.4739971458911896,0.3141973614692688,0.264628142118454
his,0.44966956973075867,0.4405253231525421,0.4394008219242096,0.28864049911499023,0.17480996251106262,0.2372400313615799,0.22005285322666168,0.3715193271636963,0.2365143597126007,0.44966956973075867,0.3598145842552185,0.4394008219242096,0.3241460621356964,0.1206546276807785,0.3523389995098114,0.38364991545677185,0.4394008219242096,0.22677335143089294,0.18075084686279297
haunting,0.28233689069747925,0.18817394971847534,0.2602103650569916,0.2596539556980133,0.2744831442832947,0.27752572298049927,0.18378126621246338,0.1915789544582367,0.2003343254327774,0.28233689069747925,0.20745350420475006,0.2602103650569916,0.18398351967334747,-0.041719358414411545,0.22451160848140717,0.19969850778579712,0.2602103650569916,0.24355576932430267,0.2930069863796234
theme,0.1836521327495575,0.21860456466674805,0.2470158040523529,0.20248301327228546,0.18081142008304596,0.366659939289093,0.16374967992305756,0.20641355216503143,0.17665699124336243,0.1836521327495575,0.21164380013942719,0.2470158040523529,0.22544828057289124,-0.021354269236326218,0.15164946019649506,0.17537155747413635,0.2470158040523529,0.3105524778366089,0.21507632732391357
music,0.20470726490020752,0.2583621144294739,0.2714049816131592,0.2003718614578247,0.07828865945339203,0.6456038355827332,0.20586448907852173,0.24181292951107025,0.19428947567939758,0.20470726490020752,0.22969312965869904,0.2714049816131592,0.22269050776958466,0.026509176939725876,0.18705198168754578,0.25892743468284607,0.2714049816131592,0.26216647028923035,0.18264494836330414
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.4309377074241638,0.2355867624282837,0.28433868288993835,0.2391757369041443,0.48971283435821533,0.21673844754695892,0.41279885172843933,0.4954058527946472,0.5171257257461548,0.3167642652988434,0.031420208513736725,0.300204873085022,0.5116966962814331,0.5171257257461548,0.3455478549003601,0.20544172823429108
score,0.1809227615594864,0.1616087406873703,0.2042495757341385,0.13705040514469147,0.07627515494823456,0.3260846734046936,0.20146693289279938,0.18782086670398712,0.09459073841571808,0.1809227615594864,0.13240541517734528,0.2042495757341385,0.1765058934688568,0.06211085617542267,0.2585621774196625,0.1790168732404709,0.2042495757341385,0.14215123653411865,0.199510395526886
for,0.37110671401023865,0.3863949179649353,0.4739971458911896,0.3906237483024597,0.22613394260406494,0.2526215612888336,0.2598300278186798,0.4451248347759247,0.1556548923254013,0.37110671401023865,0.4322226941585541,0.4739971458911896,0.3800288736820221,0.03940015658736229,0.2878222167491913,0.4185989499092102,0.4739971458911896,0.3141973614692688,0.264628142118454
the,0.3733934462070465,0.48711544275283813,1.0,0.47635307908058167,0.20967717468738556,0.2295164167881012,0.23006539046764374,0.535392165184021,0.2820442318916321,0.3733934462070465,0.6662389636039734,1.0,0.49448907375335693,-0.011810222640633583,0.2912273406982422,0.733189046382904,1.0,0.319829523563385,0.22068053483963013
original,0.1785319596529007,0.32203906774520874,0.4037000238895416,0.21218320727348328,0.06277275085449219,0.2582814693450928,0.20539355278015137,0.30182456970214844,0.13737785816192627,0.1785319596529007,0.2534193694591522,0.4037000238895416,0.3307017385959625,0.04438930004835129,0.18963107466697693,0.30228546261787415,0.4037000238895416,0.22450028359889984,0.17256900668144226
1970s,0.02405538223683834,0.012108612805604935,0.004102230537682772,0.1453016996383667,-0.00415294524282217,-0.02731712907552719,0.01124479342252016,0.06756533682346344,6.336247315630317e-05,0.02405538223683834,0.057396724820137024,0.004102230537682772,0.016542699187994003,0.03203388303518295,0.03967338055372238,0.060115184634923935,0.004102230537682772,0.03411072492599487,0.03861190751194954
version,0.17217524349689484,0.297456830739975,0.27268242835998535,0.2112550139427185,0.06929077208042145,0.19357499480247498,0.15156354010105133,0.24018406867980957,0.16003715991973877,0.17217524349689484,0.19599339365959167,0.27268242835998535,0.2650057077407837,0.020317649468779564,0.13264881074428558,0.14166875183582306,0.27268242835998535,0.2658119201660156,0.2573966085910797
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.4178851246833801,0.17798742651939392,0.2380346953868866,0.1833135336637497,0.41548454761505127,0.16895952820777893,0.2827862501144409,0.5696388483047485,0.733189046382904,0.3536086082458496,-0.02319195494055748,0.2904134690761566,1.0,0.733189046382904,0.21383242309093475,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.47635307908058167,0.20967717468738556,0.2295164167881012,0.23006539046764374,0.535392165184021,0.2820442318916321,0.3733934462070465,0.6662389636039734,1.0,0.49448907375335693,-0.011810222640633583,0.2912273406982422,0.733189046382904,1.0,0.319829523563385,0.22068053483963013
tomorrow,0.16638492047786713,0.1431637555360794,0.20275798439979553,0.1412632167339325,0.12462218850851059,0.22553730010986328,0.2663014531135559,0.26402220129966736,0.17274314165115356,0.16638492047786713,0.1850285530090332,0.20275798439979553,0.23478147387504578,0.05984880402684212,0.15611177682876587,0.10633155703544617,0.20275798439979553,0.23266243934631348,0.37511298060417175
people,0.3933800458908081,0.2518421411514282,0.36838498711586,0.31049904227256775,0.13386571407318115,0.2101854681968689,0.15700846910476685,0.37275731563568115,0.2473353147506714,0.3933800458908081,0.39605680108070374,0.36838498711586,0.19699515402317047,-0.0030630482360720634,0.2311839610338211,0.3251037895679474,0.36838498711586,0.20209737122058868,0.23739641904830933
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.35404038429260254,0.14382433891296387,0.19384656846523285,0.22805656492710114,0.4645031690597534,0.22361043095588684,0.3541337847709656,0.5591574311256409,0.5934505462646484,0.4345304071903229,-0.05741225555539131,0.31919315457344055,0.5352458953857422,0.5934505462646484,0.3016606271266937,0.4130953550338745
