,analysis,of,what,kind,of,deposits,from,the,amazon,fan,indicates,a,change,in,rainfall,in,the,amazon,basin,?
the,0.24241644144058228,0.733189046382904,0.42745697498321533,0.2516445517539978,0.733189046382904,0.27324897050857544,0.40150508284568787,1.0,0.260541707277298,0.163461834192276,0.29467737674713135,0.5829201340675354,0.3641999065876007,0.6662389636039734,0.24584579467773438,0.6662389636039734,1.0,0.260541707277298,0.24553915858268738,0.22068053483963013
basin,0.20970140397548676,0.2557278275489807,0.1565224826335907,0.10017956793308258,0.2557278275489807,0.38898733258247375,0.19501222670078278,0.24553915858268738,0.41143864393234253,0.14500099420547485,0.21186669170856476,0.21655717492103577,0.10718081146478653,0.22316701710224152,0.40976372361183167,0.22316701710224152,0.24553915858268738,0.41143864393234253,1.0,0.14685653150081635
during,0.21707969903945923,0.3869180977344513,0.24137552082538605,0.15725892782211304,0.3869180977344513,0.21584175527095795,0.3186885714530945,0.4838213622570038,0.11170908063650131,0.1623983234167099,0.18520160019397736,0.30341604351997375,0.19746550917625427,0.4627237319946289,0.21561802923679352,0.4627237319946289,0.4838213622570038,0.11170908063650131,0.17691287398338318,0.1325719803571701
the,0.24241644144058228,0.733189046382904,0.42745697498321533,0.2516445517539978,0.733189046382904,0.27324897050857544,0.40150508284568787,1.0,0.260541707277298,0.163461834192276,0.29467737674713135,0.5829201340675354,0.3641999065876007,0.6662389636039734,0.24584579467773438,0.6662389636039734,1.0,0.260541707277298,0.24553915858268738,0.22068053483963013
lgm,0.2119397073984146,0.20432956516742706,0.2686269283294678,0.18124210834503174,0.20432956516742706,0.1274036318063736,0.2992756962776184,0.2530740201473236,0.11549964547157288,0.21062801778316498,0.13814401626586914,0.24362121522426605,0.2865164279937744,0.2136618196964264,0.19919733703136444,0.2136618196964264,0.2530740201473236,0.11549964547157288,0.12794210016727448,0.27672693133354187
was,0.19466719031333923,0.4069072902202606,0.22111038863658905,0.1604125201702118,0.4069072902202606,0.15093159675598145,0.31171464920043945,0.48711544275283813,0.14616160094738007,0.19861461222171783,0.20361530780792236,0.4508470594882965,0.18487286567687988,0.45514053106307983,0.202146515250206,0.45514053106307983,0.48711544275283813,0.14616160094738007,0.1841808706521988,0.18412111699581146
lower,0.1288977861404419,0.31757521629333496,0.20079238712787628,0.11616205424070358,0.31757521629333496,0.2944270372390747,0.2286408692598343,0.3463275134563446,0.12892797589302063,0.01475477684289217,0.2947579026222229,0.2221667766571045,0.19762766361236572,0.27455443143844604,0.21854548156261444,0.27455443143844604,0.3463275134563446,0.12892797589302063,0.2608475685119629,0.08471795171499252
than,0.21363689005374908,0.33036211133003235,0.29388150572776794,0.22328941524028778,0.33036211133003235,0.219482421875,0.2633618414402008,0.3227543234825134,0.24920178949832916,0.1611669361591339,0.33103469014167786,0.3126874566078186,0.2397172451019287,0.3270052373409271,0.25724348425865173,0.3270052373409271,0.3227543234825134,0.24920178949832916,0.17700040340423584,0.24917294085025787
for,0.25886523723602295,0.4185989499092102,0.3017193675041199,0.28053680062294006,0.4185989499092102,0.2171056568622589,0.314039945602417,0.4739971458911896,0.165912926197052,0.2067226767539978,0.28810012340545654,0.44038116931915283,0.28146812319755554,0.4322226941585541,0.12702062726020813,0.4322226941585541,0.4739971458911896,0.165912926197052,0.12089817970991135,0.264628142118454
the,0.24241644144058228,0.733189046382904,0.42745697498321533,0.2516445517539978,0.733189046382904,0.27324897050857544,0.40150508284568787,1.0,0.260541707277298,0.163461834192276,0.29467737674713135,0.5829201340675354,0.3641999065876007,0.6662389636039734,0.24584579467773438,0.6662389636039734,1.0,0.260541707277298,0.24553915858268738,0.22068053483963013
present,0.2079116851091385,0.3116828501224518,0.30940163135528564,0.10652836412191391,0.3116828501224518,0.22155247628688812,0.20334279537200928,0.2829846143722534,0.08765508979558945,0.159501314163208,0.26707881689071655,0.14277903735637665,0.17689286172389984,0.23905439674854279,0.12102946639060974,0.23905439674854279,0.2829846143722534,0.08765508979558945,0.14395315945148468,0.21759982407093048
",",0.25410884618759155,0.4946078956127167,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.20941419899463654,0.39760664105415344,0.4933079481124878,0.2214922308921814,0.17242316901683807,0.23441098630428314,0.427140474319458,0.2752361297607422,0.5201468467712402,0.2549014389514923,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.25865232944488525,0.31091248989105225
and,0.23574496805667877,0.5116966962814331,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.2642618715763092,0.3601827025413513,0.5171257257461548,0.23464977741241455,0.18782666325569153,0.24770644307136536,0.3739250600337982,0.2438346892595291,0.4954058527946472,0.21498344838619232,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.20293349027633667,0.20544172823429108
this,0.29630038142204285,0.45148900151252747,0.5489566326141357,0.4221852123737335,0.45148900151252747,0.2667980194091797,0.3469814360141754,0.6274310946464539,0.15259569883346558,0.2089683562517166,0.3529435396194458,0.5422310829162598,0.4215611219406128,0.45205554366111755,0.2656606137752533,0.45205554366111755,0.6274310946464539,0.15259569883346558,0.16637787222862244,0.3155723512172699
was,0.19466719031333923,0.4069072902202606,0.22111038863658905,0.1604125201702118,0.4069072902202606,0.15093159675598145,0.31171464920043945,0.48711544275283813,0.14616160094738007,0.19861461222171783,0.20361530780792236,0.4508470594882965,0.18487286567687988,0.45514053106307983,0.202146515250206,0.45514053106307983,0.48711544275283813,0.14616160094738007,0.1841808706521988,0.18412111699581146
almost,0.0965939536690712,0.3144364058971405,0.2467888444662094,0.28220054507255554,0.3144364058971405,0.2382918894290924,0.3103662431240082,0.3341992199420929,0.16051292419433594,0.13997526466846466,0.20486275851726532,0.28146228194236755,0.24446184933185577,0.3422279357910156,0.224771186709404,0.3422279357910156,0.3341992199420929,0.16051292419433594,0.2074488252401352,0.1372147500514984
certainly,0.27301254868507385,0.2682153284549713,0.4790121912956238,0.33414146304130554,0.2682153284549713,0.25000980496406555,0.23276451230049133,0.2813522219657898,0.20060418546199799,0.16239033639431,0.3121330142021179,0.3497762978076935,0.30594050884246826,0.19669848680496216,0.1781291663646698,0.19669848680496216,0.2813522219657898,0.20060418546199799,0.18311142921447754,0.4394175112247467
associated,0.21703320741653442,0.3077163100242615,0.15836219489574432,0.24217857420444489,0.3077163100242615,0.16664791107177734,0.18464983999729156,0.2742886245250702,0.13181497156620026,0.10873864591121674,0.25287386775016785,0.22056666016578674,0.17883643507957458,0.23328746855258942,0.18126359581947327,0.23328746855258942,0.2742886245250702,0.13181497156620026,0.12735772132873535,0.1453326791524887
with,0.17961592972278595,0.41827285289764404,0.2464839518070221,0.2680599093437195,0.41827285289764404,0.15094293653964996,0.26272761821746826,0.4223487675189972,0.21287250518798828,0.19799566268920898,0.280285507440567,0.3783375024795532,0.22604717314243317,0.4080928862094879,0.19864265620708466,0.4080928862094879,0.4223487675189972,0.21287250518798828,0.1729910522699356,0.2433311939239502
reduced,0.20648273825645447,0.30275818705558777,0.11519023776054382,0.19503970444202423,0.30275818705558777,0.2816069722175598,0.21348319947719574,0.2897622883319855,0.1122642531991005,0.01422356627881527,0.25665411353111267,0.2214837223291397,0.2863764762878418,0.2766173183917999,0.27204614877700806,0.2766173183917999,0.2897622883319855,0.1122642531991005,0.18622015416622162,0.10234767943620682
moist,0.13412600755691528,0.1695757955312729,0.1691630482673645,0.1523224115371704,0.1695757955312729,0.3463251292705536,0.2001686543226242,0.23634515702724457,0.29526612162590027,0.12363869696855545,0.13721975684165955,0.19460220634937286,0.19408650696277618,0.21136130392551422,0.4997849464416504,0.21136130392551422,0.23634515702724457,0.29526612162590027,0.31801754236221313,0.12842220067977905
tropical,0.14454127848148346,0.18125450611114502,0.204971045255661,0.1973583847284317,0.18125450611114502,0.21672922372817993,0.17543211579322815,0.18640398979187012,0.3167080283164978,0.13196536898612976,0.12929745018482208,0.1662987321615219,0.199057474732399,0.18481527268886566,0.5238292217254639,0.18481527268886566,0.18640398979187012,0.3167080283164978,0.3513433039188385,0.16629411280155182
vegetation,0.18039730191230774,0.2547335922718048,0.2184489667415619,0.18562087416648865,0.2547335922718048,0.4510347247123718,0.17893631756305695,0.27478766441345215,0.36174994707107544,0.06803476810455322,0.11189000308513641,0.2304568737745285,0.23147821426391602,0.25661489367485046,0.4893377423286438,0.25661489367485046,0.27478766441345215,0.36174994707107544,0.3512457311153412,0.10736152529716492
cover,0.14020578563213348,0.26416900753974915,0.19970405101776123,0.21347187459468842,0.26416900753974915,0.21623492240905762,0.19020850956439972,0.26727065443992615,0.21230551600456238,0.20761936902999878,0.14205677807331085,0.23858952522277832,0.1605502814054489,0.19227565824985504,0.22466042637825012,0.19227565824985504,0.26727065443992615,0.21230551600456238,0.16352319717407227,0.18414615094661713
in,0.19403725862503052,0.5696388483047485,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.23073440790176392,0.4274188280105591,0.6662389636039734,0.12227833271026611,0.09429174661636353,0.2524528503417969,0.539380669593811,0.2510564923286438,1.0,0.24792563915252686,1.0,0.6662389636039734,0.12227833271026611,0.22316701710224152,0.20430970191955566
the,0.24241644144058228,0.733189046382904,0.42745697498321533,0.2516445517539978,0.733189046382904,0.27324897050857544,0.40150508284568787,1.0,0.260541707277298,0.163461834192276,0.29467737674713135,0.5829201340675354,0.3641999065876007,0.6662389636039734,0.24584579467773438,0.6662389636039734,1.0,0.260541707277298,0.24553915858268738,0.22068053483963013
basin,0.20970140397548676,0.2557278275489807,0.1565224826335907,0.10017956793308258,0.2557278275489807,0.38898733258247375,0.19501222670078278,0.24553915858268738,0.41143864393234253,0.14500099420547485,0.21186669170856476,0.21655717492103577,0.10718081146478653,0.22316701710224152,0.40976372361183167,0.22316701710224152,0.24553915858268738,0.41143864393234253,1.0,0.14685653150081635
.,0.1780904233455658,0.5352458953857422,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.22456346452236176,0.41536515951156616,0.5934505462646484,0.262887567281723,0.23113077878952026,0.24689897894859314,0.50484299659729,0.3244723975658417,0.5591574311256409,0.21397745609283447,0.5591574311256409,0.5934505462646484,0.262887567281723,0.20696322619915009,0.4130953550338745
