,what,is,one,main,reason,that,civil,disobedience,is,not,recognized,?
general,0.24928055703639984,0.20144300162792206,0.18572571873664856,0.13948088884353638,0.17043490707874298,0.2510950565338135,0.24553552269935608,0.2706870138645172,0.20144300162792206,0.19737575948238373,0.14796382188796997,0.1972234547138214
disobedience,0.3298627436161041,0.21453623473644257,0.20541732013225555,0.11487432569265366,0.25908952951431274,0.3551425039768219,0.5442691445350647,1.0,0.21453623473644257,0.38157403469085693,0.23928004503250122,0.19890835881233215
which,0.5261979103088379,0.4457404911518097,0.510688066482544,0.37042954564094543,0.34540870785713196,0.6894589066505432,0.13459211587905884,0.3121037483215332,0.4457404911518097,0.46766895055770874,0.28614500164985657,0.25814583897590637
is,0.28837618231773376,1.0,0.4544198513031006,0.3009335994720459,0.25543609261512756,0.3995479643344879,0.16941262781620026,0.21453623473644257,1.0,0.3776007890701294,0.23847106099128723,0.22961433231830597
neither,0.376018226146698,0.28357720375061035,0.3482542634010315,0.2094753533601761,0.3694010376930237,0.505314290523529,0.20026035606861115,0.24919457733631134,0.28357720375061035,0.5245838165283203,0.19074133038520813,0.262674480676651
conscientious,0.3660549819469452,0.2201639711856842,0.22019143402576447,0.07210230082273483,0.30198150873184204,0.3438225984573364,0.29765796661376953,0.4703051447868347,0.2201639711856842,0.3566814661026001,0.25388169288635254,0.24232997000217438
nor,0.33353856205940247,0.21989871561527252,0.26543405652046204,0.10223466157913208,0.33034709095954895,0.38310906291007996,0.16348499059677124,0.26482877135276794,0.21989871561527252,0.4992593824863434,0.1767033040523529,0.2602383494377136
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.3177044689655304,0.23645815253257751,0.41498205065727234,0.24698495864868164,0.31932318210601807,0.4854315221309662,0.3307090103626251,0.3161126375198364,0.1826142966747284
social,0.22217629849910736,0.15944984555244446,0.17868554592132568,0.1320704221725464,0.17103391885757446,0.23622825741767883,0.2795228660106659,0.323582261800766,0.15944984555244446,0.19088992476463318,0.16184841096401215,0.1615191102027893
benefit,0.3018529415130615,0.2076713591814041,0.31041017174720764,0.2006712406873703,0.36901426315307617,0.3780049681663513,0.17819175124168396,0.2706187963485718,0.2076713591814041,0.39115750789642334,0.1996314376592636,0.31136202812194824
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.31122034788131714,0.3219331204891205,0.4460422694683075,0.2541380822658539,0.2603943943977356,0.4569662809371948,0.4824007451534271,0.2562062442302704,0.4130953550338745
