,when,did,huguenots,colonize,in,north,america,?
north,0.21003669500350952,0.16732536256313324,0.24482622742652893,0.28063732385635376,0.39050599932670593,1.0,0.4837384521961212,0.11829731613397598
america,0.21924224495887756,0.2212076634168625,0.18316443264484406,0.36592692136764526,0.3098583221435547,0.4837384521961212,0.9999998807907104,0.19333907961845398
in,0.4431333839893341,0.2593238651752472,0.25916293263435364,0.2625111937522888,1.0,0.39050599932670593,0.3098583221435547,0.20430970191955566
1624,0.14759168028831482,0.09644843637943268,-0.07181338220834732,0.06518159061670303,0.19608792662620544,0.14091138541698456,0.20465269684791565,0.02735440619289875
and,0.4716290831565857,0.34479495882987976,0.28783127665519714,0.26045313477516174,0.4954058527946472,0.2776443064212799,0.2647855281829834,0.20544172823429108
settled,0.2473156750202179,0.20065045356750488,0.2796560227870941,0.4839773178100586,0.30584418773651123,0.23616638779640198,0.24601157009601593,0.09694210439920425
instead,0.5292962193489075,0.34208473563194275,0.1512186974287033,0.22510476410388947,0.28091272711753845,0.1439979076385498,0.189043328166008,0.2942638397216797
in,0.4431333839893341,0.2593238651752472,0.25916293263435364,0.2625111937522888,1.0,0.39050599932670593,0.3098583221435547,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.30745792388916016,0.31258752942085266,0.6662389636039734,0.36298373341560364,0.37090015411376953,0.22068053483963013
dutch,0.13281308114528656,0.1729682981967926,0.37400156259536743,0.2388361394405365,0.17559829354286194,0.17258015275001526,0.14475110173225403,0.1081366017460823
colony,0.23867273330688477,0.17398406565189362,0.35270920395851135,0.7139739394187927,0.25087448954582214,0.2429647147655487,0.29044634103775024,0.13831071555614471
of,0.3757161796092987,0.2513895630836487,0.27577435970306396,0.2946259081363678,0.5696388483047485,0.3604778051376343,0.28803038597106934,0.1826142966747284
new,0.257220059633255,0.227974995970726,0.22766715288162231,0.2331225574016571,0.3758552670478821,0.24270093441009521,0.27665242552757263,0.14782847464084625
netherland,0.20212902128696442,0.1453825980424881,0.37152576446533203,0.2192639857530594,0.2950398325920105,0.21210165321826935,0.22198736667633057,0.10630402714014053
(,0.2459595799446106,0.18979617953300476,0.15251360833644867,0.16204090416431427,0.3087427020072937,0.20408999919891357,0.20632019639015198,0.40561532974243164
later,0.4627884030342102,0.38386887311935425,0.23081083595752716,0.15648417174816132,0.40857815742492676,0.2359502762556076,0.25365203619003296,0.1417175978422165
incorporated,0.15842488408088684,0.12795422971248627,0.10273999720811844,0.17344555258750916,0.2849850654602051,0.1759001910686493,0.1775851994752884,0.13423967361450195
into,0.389646977186203,0.14888085424900055,0.2140740305185318,0.2677498161792755,0.38021373748779297,0.2229379117488861,0.16707547008991241,0.15662476420402527
new,0.257220059633255,0.227974995970726,0.22766715288162231,0.2331225574016571,0.3758552670478821,0.24270093441009521,0.27665242552757263,0.14782847464084625
york,0.21644815802574158,0.16606222093105316,0.26886633038520813,0.15060396492481232,0.2961827218532562,0.23026305437088013,0.3218930661678314,0.15262620151042938
and,0.4716290831565857,0.34479495882987976,0.28783127665519714,0.26045313477516174,0.4954058527946472,0.2776443064212799,0.2647855281829834,0.20544172823429108
new,0.257220059633255,0.227974995970726,0.22766715288162231,0.2331225574016571,0.3758552670478821,0.24270093441009521,0.27665242552757263,0.14782847464084625
jersey,0.16717059910297394,0.11829980462789536,0.24595461785793304,0.15418745577335358,0.27480635046958923,0.20364783704280853,0.2490805983543396,0.08899276703596115
),0.2538422644138336,0.18584993481636047,0.16255038976669312,0.14391005039215088,0.3326910734176636,0.19693730771541595,0.19718800485134125,0.42300865054130554
;,0.022927695885300636,0.10727239400148392,0.026343831792473793,0.09544571489095688,0.092739537358284,0.10713676363229752,0.20343229174613953,0.10349778085947037
as,0.4437963366508484,0.3596470057964325,0.14947842061519623,0.19142666459083557,0.3887844979763031,0.22670356929302216,0.22265762090682983,0.27043893933296204
well,0.33199459314346313,0.4341743588447571,0.22066359221935272,0.19199331104755402,0.36612698435783386,0.2249448150396347,0.28345465660095215,0.24815571308135986
as,0.4437963366508484,0.3596470057964325,0.14947842061519623,0.19142666459083557,0.3887844979763031,0.22670356929302216,0.22265762090682983,0.27043893933296204
great,0.2342798113822937,0.2083706259727478,0.2179478108882904,0.19712358713150024,0.23348836600780487,0.22796976566314697,0.22789323329925537,0.13135133683681488
britain,0.21153636276721954,0.23567047715187073,0.3496379554271698,0.3365904688835144,0.26246872544288635,0.2739139497280121,0.41778844594955444,0.1268460750579834
's,-0.03368149697780609,0.05069678649306297,-0.00021272523736115545,0.04105930030345917,-0.037580832839012146,0.06196961551904678,0.04083184897899628,-0.023395681753754616
colonies,0.25325432419776917,0.23126882314682007,0.44835513830184937,0.7508766055107117,0.28602269291877747,0.2843923270702362,0.3768984079360962,0.07886616140604019
",",0.36674630641937256,0.3015086054801941,0.23394492268562317,0.23593486845493317,0.5201468467712402,0.31834840774536133,0.253568559885025,0.31091248989105225
including,0.24633030593395233,0.26678287982940674,0.24322979152202606,0.14703883230686188,0.35857823491096497,0.18914736807346344,0.23976942896842957,0.1633303165435791
nova,0.13580960035324097,0.1420508623123169,0.15792453289031982,0.25147199630737305,0.1719568967819214,0.1970871388912201,0.1737203598022461,0.11942808330059052
scotia,0.16809704899787903,0.18746371567249298,0.22400398552417755,0.22765541076660156,0.1699678599834442,0.25834083557128906,0.18307234346866608,0.10058031976222992
.,0.475719153881073,0.35288307070732117,0.2170230895280838,0.2596159875392914,0.5591574311256409,0.3171539604663849,0.29180291295051575,0.4130953550338745
