,approximately,how,many,architectural,drawings,does,the,v,&,a,hold,in,its,collection,?
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.21142789721488953,0.2235531359910965,0.28617382049560547,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2803111970424652,0.5201468467712402,0.33157986402511597,0.2277175933122635,0.31091248989105225
and,0.3228789269924164,0.33647966384887695,0.5296266674995422,0.2561565637588501,0.26347166299819946,0.3461615741252899,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.30117684602737427,0.4954058527946472,0.3841775357723236,0.2379438579082489,0.20544172823429108
over,0.41201671957969666,0.31446483731269836,0.47131630778312683,0.15226323902606964,0.20427492260932922,0.24276040494441986,0.39856547117233276,0.10378551483154297,0.191574826836586,0.32199642062187195,0.3999745547771454,0.3605569899082184,0.36371928453445435,0.21212655305862427,0.25742942094802856
"700,000",-0.002000052249059081,0.19858390092849731,0.02188120223581791,0.0727085992693901,0.10817408561706543,0.2820819616317749,0.2363208681344986,0.10767544060945511,0.09814654290676117,0.2305699586868286,0.1027977392077446,0.11047130823135376,0.1262407749891281,0.07994265109300613,0.08534840494394302
photographs,0.10881496965885162,0.1388842761516571,0.2300807684659958,0.2693699300289154,0.48910748958587646,0.13096708059310913,0.16852141916751862,0.1506359726190567,0.1363387405872345,0.17449244856834412,0.15429240465164185,0.1980009377002716,0.13141374289989471,0.33201873302459717,0.16775095462799072
from,0.302482545375824,0.22939439117908478,0.33099696040153503,0.1424436867237091,0.20815007388591766,0.1777622550725937,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,0.23314259946346283,0.4274188280105591,0.32706040143966675,0.2754948139190674,0.19969791173934937
around,0.4730207622051239,0.3297552764415741,0.4112928509712219,0.14644238352775574,0.2681647837162018,0.19845978915691376,0.40085816383361816,0.10112960636615753,0.09935852140188217,0.3187784254550934,0.27004218101501465,0.41294145584106445,0.3336932361125946,0.10411947965621948,0.14729668200016022
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.22612835466861725,0.19117170572280884,0.35928019881248474,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.3067915439605713,0.6662389636039734,0.559237003326416,0.25281965732574463,0.22068053483963013
world,0.2201811820268631,0.25969967246055603,0.3418862819671631,0.21048155426979065,0.2115689069032669,0.15434256196022034,0.33604270219802856,0.06254376471042633,0.15911176800727844,0.22239887714385986,0.22065725922584534,0.3038199245929718,0.23953673243522644,0.1882934868335724,0.17579582333564758
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.21142789721488953,0.2235531359910965,0.28617382049560547,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2803111970424652,0.5201468467712402,0.33157986402511597,0.2277175933122635,0.31091248989105225
together,0.1308230459690094,0.2156706154346466,0.2683815658092499,0.16467492282390594,0.16487617790699005,0.1613008677959442,0.26662585139274597,0.15885983407497406,0.16343671083450317,0.25249844789505005,0.27042675018310547,0.3252169191837311,0.13646620512008667,0.2039932757616043,0.1690303236246109
they,0.2357797622680664,0.43247655034065247,0.5400822758674622,0.14238415658473969,0.2395053207874298,0.34390902519226074,0.49925389885902405,0.2006511688232422,0.14913681149482727,0.3528250455856323,0.31012141704559326,0.4330179989337921,0.36212384700775146,0.16017547249794006,0.2753053903579712
form,0.125036358833313,0.1948026418685913,0.223133847117424,0.0893937423825264,0.16464146971702576,0.26710256934165955,0.29286009073257446,0.11495405435562134,0.08970388770103455,0.3088195323944092,0.17942140996456146,0.2815987169742584,0.2492789775133133,0.21754972636699677,0.1463010311126709
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.22612835466861725,0.19117170572280884,0.35928019881248474,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.3067915439605713,0.6662389636039734,0.559237003326416,0.25281965732574463,0.22068053483963013
world,0.2201811820268631,0.25969967246055603,0.3418862819671631,0.21048155426979065,0.2115689069032669,0.15434256196022034,0.33604270219802856,0.06254376471042633,0.15911176800727844,0.22239887714385986,0.22065725922584534,0.3038199245929718,0.23953673243522644,0.1882934868335724,0.17579582333564758
's,0.017990030348300934,-0.026164190843701363,0.01698932610452175,-0.03541046753525734,0.048699647188186646,-0.02895052544772625,-0.01540423184633255,-0.008823617361485958,-0.02038128487765789,0.04866964742541313,0.05379863828420639,-0.037580832839012146,0.03202139586210251,0.003388406243175268,-0.023395681753754616
most,0.27906009554862976,0.311336874961853,0.6236066222190857,0.21639429032802582,0.23591311275959015,0.30044323205947876,0.47635307908058167,0.14128151535987854,0.10219087451696396,0.3508910834789276,0.23886625468730927,0.41416558623313904,0.32324016094207764,0.24239301681518555,0.2107497900724411
comprehensive,0.1698753982782364,0.22440095245838165,0.2004193216562271,0.287558376789093,0.25984445214271545,0.23467977344989777,0.24314838647842407,0.13318033516407013,0.17649617791175842,0.2721365988254547,0.18325655162334442,0.21318574249744415,0.21676991879940033,0.29934996366500854,0.28184229135513306
architectural,0.11204677820205688,0.18353188037872314,0.257149875164032,1.0000001192092896,0.38340455293655396,0.09811514616012573,0.22612835466861725,0.16899465024471283,0.2076607048511505,0.22478227317333221,0.1557370275259018,0.25104397535324097,0.2394091635942459,0.2803816795349121,0.13917183876037598
resource,0.16725116968154907,0.2093914896249771,0.21067190170288086,0.2299737185239792,0.2066989690065384,0.239125594496727,0.2305259257555008,0.142007514834404,0.20781610906124115,0.2206394225358963,0.17292973399162292,0.20030556619167328,0.2441760152578354,0.34773871302604675,0.28215932846069336
.,0.27396154403686523,0.3287222981452942,0.3974229395389557,0.20860576629638672,0.27177804708480835,0.3022993505001068,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.30296799540519714,0.5591574311256409,0.3566088080406189,0.2516246736049652,0.4130953550338745
