,how,many,times,has,the,south,florida/miami,area,hosted,the,super,bowl,?
with,0.3525622487068176,0.35744401812553406,0.3026435673236847,0.44092974066734314,0.4223487675189972,0.15469324588775635,0.20668640732765198,0.2303420901298523,0.1889495551586151,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.2433311939239502
the,0.33890387415885925,0.4335206151008606,0.29093852639198303,0.4177538752555847,1.0,0.3129390776157379,0.2696992754936218,0.37834644317626953,0.2576315402984619,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
most,0.311336874961853,0.6236066222190857,0.24540643393993378,0.3426419198513031,0.47635307908058167,0.24453285336494446,0.1733209788799286,0.2143535614013672,0.18530581891536713,0.47635307908058167,0.22041858732700348,0.20814399421215057,0.2107497900724411
recent,0.2783147990703583,0.38218390941619873,0.29673510789871216,0.3722807466983795,0.31046223640441895,0.1576940417289734,0.22918380796909332,0.22170385718345642,0.17264527082443237,0.31046223640441895,0.2514570653438568,0.24412648379802704,0.2544887959957123
one,0.3213292360305786,0.4223630726337433,0.3664974272251129,0.43032392859458923,0.5514441132545471,0.2376968264579773,0.22329393029212952,0.22590439021587372,0.17686708271503448,0.5514441132545471,0.21711376309394836,0.19098831713199615,0.2673267424106598
being,0.33768191933631897,0.36609646677970886,0.27996495366096497,0.41100069880485535,0.419739305973053,0.18755850195884705,0.244713693857193,0.19597968459129333,0.196244016289711,0.419739305973053,0.19301097095012665,0.16827359795570374,0.26743772625923157
super,0.11920704692602158,0.17302978038787842,0.19135531783103943,0.15233033895492554,0.21959073841571808,0.13015596568584442,0.2097877860069275,0.09147491306066513,0.1794566810131073,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.25533148646354675,0.17163237929344177,0.21576224267482758,0.17958779633045197,0.3453962206840515,0.19680163264274597,0.17901405692100525,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
xliv,0.14590395987033844,0.11272138357162476,0.2593543529510498,0.14641037583351135,0.26059773564338684,0.16614003479480743,0.3673718273639679,0.16978682577610016,0.2668789327144623,0.26059773564338684,0.5207219123840332,0.5515007376670837,0.25535592436790466
in,0.2601168751716614,0.41474202275276184,0.2427823841571808,0.4173259735107422,0.6662389636039734,0.33642083406448364,0.24693997204303741,0.33632898330688477,0.2707974314689636,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
2010,0.17927342653274536,0.33878764510154724,0.12603545188903809,0.23259371519088745,0.31722962856292725,0.43027618527412415,0.1135021299123764,0.2777068018913269,0.11778318136930466,0.31722962856292725,-0.0031138178892433643,0.020887387916445732,0.21232788264751434
.,0.3287222981452942,0.3974229395389557,0.2891986668109894,0.4105546176433563,0.5934505462646484,0.2798699140548706,0.30783364176750183,0.2760866582393646,0.22959090769290924,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
