,what,did,olivier,roy,state,underwent,a,remarkable,shift,in,the,second,half,of,the,20th,century,?
when,0.4700249433517456,0.3228907287120819,0.16283102333545685,0.15350624918937683,0.2549494504928589,0.2888663709163666,0.44397395849227905,0.186670184135437,0.19100072979927063,0.4431333839893341,0.5091903209686279,0.28561660647392273,0.2626088559627533,0.3757161796092987,0.5091903209686279,0.19096055626869202,0.22992412745952606,0.22841128706932068
the,0.42745697498321533,0.34736719727516174,0.21927626430988312,0.1859140545129776,0.3097178041934967,0.33590078353881836,0.5829201340675354,0.2995794415473938,0.20870792865753174,0.6662389636039734,1.0,0.4620301127433777,0.3189295828342438,0.733189046382904,1.0,0.3097512125968933,0.3617299497127533,0.22068053483963013
muslim,0.2631456255912781,0.2098924219608307,0.14173710346221924,0.14931967854499817,0.1916337013244629,0.07652154564857483,0.21089844405651093,0.12545445561408997,0.13033124804496765,0.2092999517917633,0.28099653124809265,0.20825402438640594,0.16999050974845886,0.267849862575531,0.28099653124809265,0.1881568431854248,0.29712358117103577,0.17456822097301483
brotherhood,0.168807253241539,0.1878286749124527,0.1909944862127304,0.21624420583248138,0.13245882093906403,0.07789533585309982,0.22638042271137238,0.2197846621274948,0.09726057946681976,0.15295812487602234,0.2368839830160141,0.18271051347255707,0.2506949305534363,0.2067413628101349,0.2368839830160141,0.11277773976325989,0.16878949105739594,0.1117945984005928
movement,0.23934946954250336,0.12124674767255783,0.12496987730264664,0.1561928689479828,0.20150810480117798,0.232987642288208,0.23380696773529053,0.19441814720630646,0.2506659924983978,0.26725053787231445,0.339571475982666,0.16860775649547577,0.08370304107666016,0.2662941515445709,0.339571475982666,0.18740542232990265,0.281447172164917,0.1423349231481552
and,0.31309178471565247,0.34479495882987976,0.2178197056055069,0.19970470666885376,0.2653750479221344,0.2371300458908081,0.3739250600337982,0.2832174003124237,0.14999838173389435,0.4954058527946472,0.5171257257461548,0.2743909955024719,0.2865435779094696,0.5116966962814331,0.5171257257461548,0.29001447558403015,0.2726690471172333,0.20544172823429108
its,0.30393704771995544,0.19922670722007751,0.09286655485630035,0.11662529408931732,0.3171643614768982,0.2124355286359787,0.4424409866333008,0.33997154235839844,0.18974639475345612,0.3793783485889435,0.559237003326416,0.23407325148582458,0.21565066277980804,0.48690423369407654,0.559237003326416,0.2017490714788437,0.1888006627559662,0.15103481709957123
focus,0.32940709590911865,0.16827954351902008,0.18599288165569305,0.11637361347675323,0.13135702908039093,0.23189589381217957,0.2499895542860031,0.2978208363056183,0.264690637588501,0.27219411730766296,0.25318023562431335,0.1043434590101242,0.08728692680597305,0.2428540587425232,0.25318023562431335,0.171866312623024,0.0889449194073677,0.23925252258777618
on,0.34226128458976746,0.2670976221561432,0.17362993955612183,0.1753847748041153,0.18138433992862701,0.3089336156845093,0.3848365545272827,0.2125874161720276,0.2414211481809616,0.46853652596473694,0.5107308030128479,0.26659107208251953,0.179890438914299,0.3966929316520691,0.5107308030128479,0.21332970261573792,0.14449788630008698,0.2714994251728058
islamisation,0.337841272354126,0.2270006537437439,0.14018340408802032,0.14719630777835846,0.20370934903621674,0.2777268886566162,0.324624627828598,0.21843267977237701,0.2264420986175537,0.2640950679779053,0.3757774531841278,0.2320622056722641,0.12380825728178024,0.2893449366092682,0.3757774531841278,0.20928451418876648,0.26571059226989746,0.2565031945705414
of,0.33290785551071167,0.2513895630836487,0.12608344852924347,0.19417300820350647,0.34253445267677307,0.236332967877388,0.5052502155303955,0.3246805965900421,0.12892109155654907,0.5696388483047485,0.733189046382904,0.353416383266449,0.2784358561038971,1.0,0.733189046382904,0.21726468205451965,0.2826060354709625,0.1826142966747284
pan-arabism,0.27344536781311035,0.16503426432609558,0.1553480625152588,0.19232895970344543,0.27945148944854736,0.13753998279571533,0.24815872311592102,0.18470068275928497,0.24577100574970245,0.1796489655971527,0.2571479082107544,0.18547552824020386,0.1696617305278778,0.278728723526001,0.2571479082107544,0.21414291858673096,0.30131807923316956,0.2172120064496994
was,0.22111038863658905,0.41399896144866943,0.2288537174463272,0.2787262499332428,0.22072885930538177,0.3799797594547272,0.4508470594882965,0.24303379654884338,0.08281131088733673,0.45514053106307983,0.48711544275283813,0.3858029544353485,0.21022500097751617,0.4069072902202606,0.48711544275283813,0.258506178855896,0.3521432876586914,0.18412111699581146
eclipsed,0.201763316988945,0.1828269213438034,0.1282425969839096,0.16446004807949066,0.15077178180217743,0.2102280855178833,0.13746003806591034,0.18003058433532715,0.20152567327022552,0.1873784065246582,0.20847459137439728,0.13835464417934418,0.24249820411205292,0.20545385777950287,0.20847459137439728,0.20078858733177185,0.2683154344558716,0.167722687125206
by,0.2455483376979828,0.18574509024620056,0.20134487748146057,0.21093042194843292,0.2263980358839035,0.24384410679340363,0.32094135880470276,0.23502951860427856,0.1336326152086258,0.370934396982193,0.4408751428127289,0.2977677285671234,0.22449548542499542,0.3646814823150635,0.4408751428127289,0.2537462115287781,0.29995259642601013,0.17966607213020325
the,0.42745697498321533,0.34736719727516174,0.21927626430988312,0.1859140545129776,0.3097178041934967,0.33590078353881836,0.5829201340675354,0.2995794415473938,0.20870792865753174,0.6662389636039734,1.0,0.4620301127433777,0.3189295828342438,0.733189046382904,1.0,0.3097512125968933,0.3617299497127533,0.22068053483963013
salafi,0.21788690984249115,0.16325388848781586,0.20744426548480988,0.19945505261421204,0.1624041050672531,0.08527029305696487,0.23861700296401978,0.16990026831626892,0.2042301744222641,0.23698079586029053,0.24469619989395142,0.19793327152729034,0.1734389215707779,0.24442888796329498,0.24469619989395142,0.08772625774145126,0.19926191866397858,0.218001589179039
movement,0.23934946954250336,0.12124674767255783,0.12496987730264664,0.1561928689479828,0.20150810480117798,0.232987642288208,0.23380696773529053,0.19441814720630646,0.2506659924983978,0.26725053787231445,0.339571475982666,0.16860775649547577,0.08370304107666016,0.2662941515445709,0.339571475982666,0.18740542232990265,0.281447172164917,0.1423349231481552
with,0.2464839518070221,0.25472134351730347,0.16642405092716217,0.13884525001049042,0.2062043994665146,0.21674807369709015,0.3783375024795532,0.22361958026885986,0.15137404203414917,0.4080928862094879,0.4223487675189972,0.272382527589798,0.2849871516227722,0.41827285289764404,0.4223487675189972,0.22445109486579895,0.1467021107673645,0.2433311939239502
its,0.30393704771995544,0.19922670722007751,0.09286655485630035,0.11662529408931732,0.3171643614768982,0.2124355286359787,0.4424409866333008,0.33997154235839844,0.18974639475345612,0.3793783485889435,0.559237003326416,0.23407325148582458,0.21565066277980804,0.48690423369407654,0.559237003326416,0.2017490714788437,0.1888006627559662,0.15103481709957123
emphasis,0.2812975347042084,0.1761055588722229,0.17483311891555786,0.013182700611650944,0.11274970322847366,0.208833709359169,0.23661457002162933,0.3239777684211731,0.28875285387039185,0.2321949303150177,0.19833582639694214,0.11129305511713028,0.0749824047088623,0.25674107670783997,0.19833582639694214,0.14125503599643707,0.13982215523719788,0.2750280499458313
on,0.34226128458976746,0.2670976221561432,0.17362993955612183,0.1753847748041153,0.18138433992862701,0.3089336156845093,0.3848365545272827,0.2125874161720276,0.2414211481809616,0.46853652596473694,0.5107308030128479,0.26659107208251953,0.179890438914299,0.3966929316520691,0.5107308030128479,0.21332970261573792,0.14449788630008698,0.2714994251728058
``,0.008517155423760414,-0.029888948425650597,0.08033910393714905,-0.0925476998090744,0.041566602885723114,-0.04046802222728729,0.07272057235240936,-0.0034097793977707624,0.09085686504840851,0.04765888676047325,0.029072100296616554,0.07228557765483856,0.059091221541166306,0.06780257821083069,0.029072100296616554,0.07129501551389694,0.02234543487429619,0.0685480609536171
sharia,0.29208725690841675,0.20896609127521515,0.11169333010911942,0.08325701206922531,0.2657139003276825,0.08895369619131088,0.18496105074882507,0.139503613114357,0.09777228534221649,0.18560348451137543,0.24295726418495178,0.17355284094810486,0.14714853465557098,0.2735002636909485,0.24295726418495178,0.19252626597881317,0.0939871147274971,0.22811804711818695
rather,0.3923804461956024,0.3137456178665161,0.1496591717004776,0.15231601893901825,0.158212348818779,0.21636182069778442,0.4061340093612671,0.2632192373275757,0.20532774925231934,0.26646825671195984,0.31983619928359985,0.1592504233121872,0.23625947535037994,0.3045461177825928,0.31983619928359985,0.13401760160923004,0.154860720038414,0.3053998053073883
than,0.29388150572776794,0.24820660054683685,0.15302293002605438,0.12004724889993668,0.1687004715204239,0.20868130028247833,0.3126874566078186,0.23493246734142303,0.14772391319274902,0.3270052373409271,0.3227543234825134,0.22658182680606842,0.3671102523803711,0.33036211133003235,0.3227543234825134,0.17825637757778168,0.20492443442344666,0.24917294085025787
the,0.42745697498321533,0.34736719727516174,0.21927626430988312,0.1859140545129776,0.3097178041934967,0.33590078353881836,0.5829201340675354,0.2995794415473938,0.20870792865753174,0.6662389636039734,1.0,0.4620301127433777,0.3189295828342438,0.733189046382904,1.0,0.3097512125968933,0.3617299497127533,0.22068053483963013
building,0.23529528081417084,0.14995639026165009,0.11101864278316498,0.13779084384441376,0.2330070585012436,0.24800141155719757,0.2576078176498413,0.19597163796424866,0.11763518303632736,0.3256937265396118,0.3159640431404114,0.14338581264019012,0.14675559103488922,0.26200541853904724,0.3159640431404114,0.07504455000162125,0.2541314363479614,0.13549931347370148
of,0.33290785551071167,0.2513895630836487,0.12608344852924347,0.19417300820350647,0.34253445267677307,0.236332967877388,0.5052502155303955,0.3246805965900421,0.12892109155654907,0.5696388483047485,0.733189046382904,0.353416383266449,0.2784358561038971,1.0,0.733189046382904,0.21726468205451965,0.2826060354709625,0.1826142966747284
islamic,0.2204568088054657,0.17371372878551483,0.1306680291891098,0.09121721237897873,0.26186755299568176,0.12074682861566544,0.20177602767944336,0.17292149364948273,0.16255977749824524,0.19633598625659943,0.27231070399284363,0.14990252256393433,0.07783615589141846,0.25656506419181824,0.27231070399284363,0.20867837965488434,0.2525337338447571,0.1692383587360382
institutions,0.22018329799175262,0.21867677569389343,0.09955567866563797,0.09679201245307922,0.3893241584300995,0.23052363097667694,0.20288343727588654,0.1458250880241394,0.171411395072937,0.2592448890209198,0.2776423394680023,0.11814519017934799,0.0909549817442894,0.3371490240097046,0.2776423394680023,0.05159762129187584,0.24601536989212036,0.19119486212730408
",",0.3087472915649414,0.3015086054801941,0.2269962579011917,0.25467970967292786,0.29481780529022217,0.18696224689483643,0.427140474319458,0.25329717993736267,0.17336823046207428,0.5201468467712402,0.4933079481124878,0.29927265644073486,0.26690807938575745,0.4946078956127167,0.4933079481124878,0.22451449930667877,0.24487493932247162,0.31091248989105225
'',0.08143015950918198,0.01978493109345436,0.0032187162432819605,0.04758865386247635,-0.007484397850930691,0.02005753107368946,0.04890415817499161,0.07374083995819092,0.04351479187607765,0.07432962208986282,0.041273195296525955,-0.06889788806438446,-0.06915741413831711,0.13035868108272552,0.041273195296525955,-0.019667156040668488,0.09057682752609253,0.018684765323996544
and,0.31309178471565247,0.34479495882987976,0.2178197056055069,0.19970470666885376,0.2653750479221344,0.2371300458908081,0.3739250600337982,0.2832174003124237,0.14999838173389435,0.4954058527946472,0.5171257257461548,0.2743909955024719,0.2865435779094696,0.5116966962814331,0.5171257257461548,0.29001447558403015,0.2726690471172333,0.20544172823429108
rejection,0.28061577677726746,0.2796369194984436,0.12984904646873474,0.07877615094184875,0.19032695889472961,0.2631165385246277,0.2682477533817291,0.21121156215667725,0.14815881848335266,0.19246846437454224,0.2394428253173828,0.19842413067817688,0.1261756420135498,0.2559244930744171,0.2394428253173828,0.15569479763507843,0.2077895998954773,0.2854093909263611
of,0.33290785551071167,0.2513895630836487,0.12608344852924347,0.19417300820350647,0.34253445267677307,0.236332967877388,0.5052502155303955,0.3246805965900421,0.12892109155654907,0.5696388483047485,0.733189046382904,0.353416383266449,0.2784358561038971,1.0,0.733189046382904,0.21726468205451965,0.2826060354709625,0.1826142966747284
shia,0.16993695497512817,0.14537739753723145,0.10003843903541565,0.09943615645170212,0.2153717428445816,0.03832627832889557,0.11616960167884827,0.11080418527126312,0.1523413360118866,0.14083005487918854,0.17709055542945862,0.15742357075214386,0.11657663434743881,0.17946043610572815,0.17709055542945862,0.205650195479393,0.11108306050300598,0.18920543789863586
islam,0.23237212002277374,0.19058109819889069,0.12034277617931366,0.12604984641075134,0.2002234160900116,0.0729205459356308,0.15636202692985535,0.12742744386196136,0.1674608290195465,0.16687287390232086,0.2207694798707962,0.17671142518520355,0.1481272578239441,0.21728332340717316,0.2207694798707962,0.26394668221473694,0.26990118622779846,0.18358638882637024
.,0.3567904531955719,0.35288307070732117,0.18982847034931183,0.23844404518604279,0.31380724906921387,0.21506595611572266,0.50484299659729,0.22292323410511017,0.14610476791858673,0.5591574311256409,0.5934505462646484,0.346034437417984,0.2995082437992096,0.5352458953857422,0.5934505462646484,0.2806432545185089,0.27413639426231384,0.4130953550338745
