,what,service,did,verizon,customers,need,to,use,to,stream,the,game,on,their,smartphones,?
only,0.41415658593177795,0.22657595574855804,0.4039593040943146,0.21507270634174347,0.25098717212677,0.3961303234100342,0.5096819996833801,0.4312303364276886,0.5096819996833801,0.20634180307388306,0.5497692227363586,0.2288096845149994,0.38586410880088806,0.374733567237854,0.2927170693874359,0.2767370045185089
provided,0.2206064909696579,0.3661322295665741,0.2778315246105194,0.2653467357158661,0.28032565116882324,0.3483772575855255,0.28066325187683105,0.3348276913166046,0.28066325187683105,0.1834273636341095,0.304488867521286,0.16750991344451904,0.24629086256027222,0.2698320150375366,0.2136317789554596,0.16893617808818817
to,0.455847829580307,0.24411341547966003,0.4452643394470215,0.2154601663351059,0.3428913950920105,0.42094892263412476,1.0,0.47261837124824524,1.0,0.2466391623020172,0.535392165184021,0.2540906071662903,0.41031414270401,0.44619059562683105,0.24930500984191895,0.29463258385658264
verizon,0.18558116257190704,0.3058696687221527,0.14520104229450226,1.0,0.4136163592338562,0.17242468893527985,0.2154601663351059,0.2561756372451782,0.2154601663351059,0.23847942054271698,0.25158894062042236,0.23836243152618408,0.27186712622642517,0.18617357313632965,0.4311070144176483,0.17554552853107452
wireless,0.18138271570205688,0.350693941116333,0.11166471242904663,0.44369569420814514,0.36041244864463806,0.18926085531711578,0.26774564385414124,0.33449870347976685,0.26774564385414124,0.24458177387714386,0.2474355399608612,0.3200130760669708,0.23828737437725067,0.15725412964820862,0.5781135559082031,0.08461163192987442
customers,0.2209549993276596,0.3561539351940155,0.2711557447910309,0.4136163592338562,1.0,0.2994155287742615,0.3428913950920105,0.3105793595314026,0.3428913950920105,0.14929962158203125,0.18648205697536469,0.20146805047988892,0.18067432940006256,0.36871853470802307,0.45900747179985046,0.203953355550766
via,0.16736915707588196,0.2767355740070343,0.04282603785395622,0.29002273082733154,0.16003625094890594,0.19731944799423218,0.27847176790237427,0.23712041974067688,0.27847176790237427,0.32058706879615784,0.23979412019252777,0.11397305876016617,0.29968157410621643,0.0970168262720108,0.25976264476776123,0.19443516433238983
the,0.42745697498321533,0.22661015391349792,0.34736719727516174,0.25158894062042236,0.18648205697536469,0.2594960331916809,0.535392165184021,0.34342584013938904,0.535392165184021,0.2507912814617157,1.0,0.285271555185318,0.5107308030128479,0.516537070274353,0.18904532492160797,0.22068053483963013
nfl,0.12579965591430664,0.14771895110607147,0.16524574160575867,0.31444013118743896,0.20511570572853088,0.15744712948799133,0.1526731252670288,0.12984168529510498,0.1526731252670288,0.14925768971443176,0.15305201709270477,0.3143478333950043,0.18523651361465454,0.14959773421287537,0.22335059940814972,0.10610254108905792
mobile,0.20647284388542175,0.2808193564414978,0.14520208537578583,0.341983824968338,0.27586305141448975,0.17457710206508636,0.18712052702903748,0.26894083619117737,0.18712052702903748,0.12349716573953629,0.22962960600852966,0.24308064579963684,0.2281070202589035,0.1784258335828781,0.5469534397125244,0.15319456160068512
service,0.16857224702835083,0.9999998807907104,0.14130860567092896,0.3058696687221527,0.3561539351940155,0.18772448599338531,0.24411341547966003,0.25248321890830994,0.24411341547966003,0.1854102462530136,0.22661015391349792,0.18696928024291992,0.21384719014167786,0.1622014343738556,0.2829724848270416,0.1676298975944519
.,0.3567904531955719,0.2115515172481537,0.35288307070732117,0.2658711373806,0.1883411705493927,0.26852357387542725,0.4645031690597534,0.3711656630039215,0.4645031690597534,0.2079722285270691,0.5934505462646484,0.2581658959388733,0.49257001280784607,0.34427863359451294,0.22512121498584747,0.4130953550338745
