,what,was,the,name,of,the,doctor,who,special,created,for,comic,relief,?
curse,0.20041587948799133,0.20493337512016296,0.28179606795310974,0.1913388967514038,0.19122682511806488,0.28179606795310974,0.2638676166534424,0.2853507399559021,0.15035498142242432,0.09677290916442871,0.16499054431915283,0.26787835359573364,0.17382380366325378,0.22149576246738434
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.16895952820777893,0.2827862501144409,0.27998968958854675,0.32043445110321045,0.4185989499092102,0.18539080023765564,0.2101009339094162,0.1826142966747284
fatal,0.16336281597614288,0.17598652839660645,0.19357211887836456,0.0691022276878357,0.16126522421836853,0.19357211887836456,0.28212618827819824,0.18968817591667175,0.09911226481199265,0.09599557518959045,0.1943732500076294,0.11201439052820206,0.12646010518074036,0.16077253222465515
death,0.2267695665359497,0.28516459465026855,0.21438048779964447,0.18105126917362213,0.23778599500656128,0.21438048779964447,0.21165288984775543,0.20302973687648773,0.08372915536165237,0.1455724537372589,0.19869662821292877,0.15682387351989746,0.08799014985561371,0.21149799227714539
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.20407600700855255,0.3365725874900818,0.23880577087402344,0.2755771577358246,0.4464869201183319,0.21469320356845856,0.19516092538833618,0.31091248989105225
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.19672659039497375,0.3318818509578705,0.1585642695426941,0.3592788577079773,0.3863949179649353,0.21511562168598175,0.19116955995559692,0.18412111699581146
made,0.23419176042079926,0.3433256447315216,0.3885267674922943,0.21557310223579407,0.33167365193367004,0.3885267674922943,0.1472696214914322,0.2576322853565216,0.23850682377815247,0.39366546273231506,0.3147922456264496,0.1965991109609604,0.1451101452112198,0.17218779027462006
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.1556548923254013,0.37110671401023865,0.311454176902771,0.25684574246406555,0.9999999403953552,0.1750013679265976,0.2730669379234314,0.264628142118454
comic,0.1922583132982254,0.21511562168598175,0.17284736037254333,0.1782490611076355,0.18539080023765564,0.17284736037254333,0.20831334590911865,0.19375000894069672,0.12179490923881531,0.28074631094932556,0.1750013679265976,0.9999999403953552,0.2510463297367096,0.165627121925354
relief,0.1674574613571167,0.19116955995559692,0.25068938732147217,0.0954924002289772,0.2101009339094162,0.25068938732147217,0.0945507064461708,0.12048717588186264,0.17144614458084106,0.1619674116373062,0.2730669379234314,0.2510463297367096,1.0,0.06312807649374008
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.21673844754695892,0.41279885172843933,0.22352655231952667,0.2873832881450653,0.5064792633056641,0.2069120556116104,0.2548265755176544,0.20544172823429108
later,0.2517229914665222,0.5684447288513184,0.4060266613960266,0.2509414553642273,0.3458743393421173,0.4060266613960266,0.21110832691192627,0.35185644030570984,0.17338314652442932,0.26607316732406616,0.3573088049888611,0.1667812019586563,0.07558270543813705,0.1417175978422165
released,0.20228935778141022,0.32720035314559937,0.24578391015529633,0.16281646490097046,0.17721395194530487,0.24578391015529633,0.16010989248752594,0.15033993124961853,0.19553512334823608,0.27170658111572266,0.2211005687713623,0.23046322166919708,0.10494208335876465,0.20329579710960388
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.17627742886543274,0.3966929316520691,0.5107308030128479,0.1636410653591156,0.2340552806854248,0.23108302056789398,0.20446635782718658,0.36199691891670227,0.19600890576839447,0.22540277242660522,0.2714994251728058
vhs,0.1926368921995163,0.23672372102737427,0.1902807205915451,0.13057520985603333,0.16706641018390656,0.1902807205915451,0.11870220303535461,0.10806932300329208,0.1365308314561844,0.16887830197811127,0.18212875723838806,0.23181362450122833,0.12137489765882492,0.217014878988266
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.22361043095588684,0.3541337847709656,0.26337340474128723,0.3230568766593933,0.4726039469242096,0.16794690489768982,0.18649086356163025,0.4130953550338745
