,in,what,areas,does,most,of,the,learning,take,place,?
solving,0.23018530011177063,0.32633283734321594,0.23687395453453064,0.2529870569705963,0.3036864399909973,0.257053017616272,0.24101409316062927,0.3809249699115753,0.2525753378868103,0.09853735566139221,0.27607977390289307
with,0.4080928862094879,0.2464839518070221,0.2644236087799072,0.26186925172805786,0.336320698261261,0.41827285289764404,0.4223487675189972,0.22291624546051025,0.21222369372844696,0.18794342875480652,0.2433311939239502
a,0.539380669593811,0.3320399522781372,0.24730755388736725,0.38201746344566345,0.3508910834789276,0.5052502155303955,0.5829201340675354,0.23662391304969788,0.2789212465286255,0.3079278767108917,0.23916715383529663
lot,0.3169345259666443,0.3255569636821747,0.3189832270145416,0.26701536774635315,0.4430946111679077,0.2609597444534302,0.3371950089931488,0.28120049834251404,0.23470553755760193,0.23005513846874237,0.219394251704216
of,0.5696388483047485,0.33290785551071167,0.2803763747215271,0.3119818866252899,0.4178851246833801,1.0,0.733189046382904,0.23709416389465332,0.29282352328300476,0.2685627043247223,0.1826142966747284
feedback,0.19486980140209198,0.35282692313194275,0.1674102246761322,0.24742849171161652,0.25386008620262146,0.10360058397054672,0.2430364042520523,0.31431448459625244,0.25856825709342957,0.17665374279022217,0.3104487955570221
around,0.41294145584106445,0.27475327253341675,0.3661944270133972,0.19845978915691376,0.36405929923057556,0.3296394646167755,0.40085816383361816,0.21983951330184937,0.2508328855037689,0.35144874453544617,0.14729668200016022
that,0.435920387506485,0.6297725439071655,0.27244997024536133,0.4764937460422516,0.4497850239276886,0.41498205065727234,0.5473989248275757,0.2574402689933777,0.3651382029056549,0.32320237159729004,0.32716336846351624
loop,0.1791089028120041,0.21377356350421906,0.18756376206874847,0.19304320216178894,0.10268263518810272,0.15407337248325348,0.24706609547138214,0.1675107181072235,0.12645862996578217,0.16628316044807434,0.13595224916934967
.,0.5591574311256409,0.3567904531955719,0.23760369420051575,0.3022993505001068,0.35404038429260254,0.5352458953857422,0.5934505462646484,0.24872951209545135,0.3045158088207245,0.2844318151473999,0.4130953550338745
,in,what,areas,does,most,of,the,learning,take,place,?
understanding,0.23784463107585907,0.4748767614364624,0.23904135823249817,0.377290278673172,0.3271320164203644,0.31433331966400146,0.3089916408061981,0.5363138914108276,0.24334825575351715,0.22497305274009705,0.3107462525367737
the,0.6662389636039734,0.42745697498321533,0.3311663568019867,0.35928019881248474,0.47635307908058167,0.733189046382904,1.0,0.2504628002643585,0.31620436906814575,0.4179787337779999,0.22068053483963013
pedagogy,0.25389501452445984,0.28524529933929443,0.15079718828201294,0.14265218377113342,0.1578620970249176,0.24821928143501282,0.20774714648723602,0.4453416168689728,0.1111888661980629,0.17984800040721893,0.25397226214408875
of,0.5696388483047485,0.33290785551071167,0.2803763747215271,0.3119818866252899,0.4178851246833801,1.0,0.733189046382904,0.23709416389465332,0.29282352328300476,0.2685627043247223,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3311663568019867,0.35928019881248474,0.47635307908058167,0.733189046382904,1.0,0.2504628002643585,0.31620436906814575,0.4179787337779999,0.22068053483963013
students,0.2676171064376831,0.2380729615688324,0.25231364369392395,0.18956486880779266,0.21803179383277893,0.25513339042663574,0.25268980860710144,0.4564066231250763,0.2664281129837036,0.21916867792606354,0.18017297983169556
in,1.0,0.30808621644973755,0.33029478788375854,0.214483380317688,0.41416558623313904,0.5696388483047485,0.6662389636039734,0.2443799525499344,0.21975718438625336,0.38128477334976196,0.20430970191955566
a,0.539380669593811,0.3320399522781372,0.24730755388736725,0.38201746344566345,0.3508910834789276,0.5052502155303955,0.5829201340675354,0.23662391304969788,0.2789212465286255,0.3079278767108917,0.23916715383529663
classroom,0.215206578373909,0.2124699205160141,0.22587840259075165,0.24587513506412506,0.18271315097808838,0.18854095041751862,0.18035247921943665,0.45158544182777405,0.26607048511505127,0.2423689067363739,0.23190370202064514
involves,0.2665846645832062,0.2138185203075409,0.26322758197784424,0.3499230146408081,0.22802484035491943,0.32495999336242676,0.25744810700416565,0.29831767082214355,0.32956382632255554,0.23796378076076508,0.14038428664207458
using,0.2717311978340149,0.27984681725502014,0.2175942361354828,0.2979021370410919,0.25117412209510803,0.24298200011253357,0.28364112973213196,0.2907133102416992,0.2329343855381012,0.1476837396621704,0.2804589569568634
differentiated,0.21751201152801514,0.29067856073379517,0.31292814016342163,0.2740664780139923,0.24247227609157562,0.30305662751197815,0.2762167751789093,0.2537819445133209,0.20033061504364014,0.17057722806930542,0.2038157880306244
instruction,0.22511914372444153,0.3581218719482422,0.13050945103168488,0.24498561024665833,0.14975619316101074,0.24772194027900696,0.24766679108142853,0.3914514183998108,0.19659313559532166,0.16369585692882538,0.2353983372449875
as,0.3887844979763031,0.31749409437179565,0.24697712063789368,0.31202155351638794,0.3548237979412079,0.3886612355709076,0.48381632566452026,0.22636070847511292,0.26337623596191406,0.24125029146671295,0.27043893933296204
well,0.36612698435783386,0.4154493808746338,0.3714507222175598,0.3239245116710663,0.4756048619747162,0.3343164324760437,0.42630070447921753,0.3003911077976227,0.2634601593017578,0.24941325187683105,0.24815571308135986
as,0.3887844979763031,0.31749409437179565,0.24697712063789368,0.31202155351638794,0.3548237979412079,0.3886612355709076,0.48381632566452026,0.22636070847511292,0.26337623596191406,0.24125029146671295,0.27043893933296204
supervision,0.21691572666168213,0.26797887682914734,0.23890814185142517,0.15794014930725098,0.1445249766111374,0.28110307455062866,0.24749362468719482,0.29832252860069275,0.23996081948280334,0.15163730084896088,0.1730845719575882
to,0.45010748505592346,0.455847829580307,0.29808273911476135,0.4391997456550598,0.321603000164032,0.41548454761505127,0.535392165184021,0.2609867453575134,0.4075521230697632,0.3346366882324219,0.29463258385658264
meet,0.21700093150138855,0.2533189356327057,0.17993083596229553,0.33494460582733154,0.21743164956569672,0.25706547498703003,0.312436044216156,0.17138797044754028,0.28686124086380005,0.219376802444458,0.1658235788345337
the,0.6662389636039734,0.42745697498321533,0.3311663568019867,0.35928019881248474,0.47635307908058167,0.733189046382904,1.0,0.2504628002643585,0.31620436906814575,0.4179787337779999,0.22068053483963013
needs,0.18482829630374908,0.3272848129272461,0.2672465741634369,0.4619314670562744,0.2185729295015335,0.17594867944717407,0.24302323162555695,0.282399982213974,0.3499586880207062,0.2757683992385864,0.34586572647094727
of,0.5696388483047485,0.33290785551071167,0.2803763747215271,0.3119818866252899,0.4178851246833801,1.0,0.733189046382904,0.23709416389465332,0.29282352328300476,0.2685627043247223,0.1826142966747284
all,0.3335905969142914,0.41981086134910583,0.29835402965545654,0.31124600768089294,0.5116150975227356,0.42798417806625366,0.4860881567001343,0.27421218156814575,0.3959510922431946,0.2674930989742279,0.29575422406196594
students,0.2676171064376831,0.2380729615688324,0.25231364369392395,0.18956486880779266,0.21803179383277893,0.25513339042663574,0.25268980860710144,0.4564066231250763,0.2664281129837036,0.21916867792606354,0.18017297983169556
in,1.0,0.30808621644973755,0.33029478788375854,0.214483380317688,0.41416558623313904,0.5696388483047485,0.6662389636039734,0.2443799525499344,0.21975718438625336,0.38128477334976196,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.3311663568019867,0.35928019881248474,0.47635307908058167,0.733189046382904,1.0,0.2504628002643585,0.31620436906814575,0.4179787337779999,0.22068053483963013
classroom,0.215206578373909,0.2124699205160141,0.22587840259075165,0.24587513506412506,0.18271315097808838,0.18854095041751862,0.18035247921943665,0.45158544182777405,0.26607048511505127,0.2423689067363739,0.23190370202064514
.,0.5591574311256409,0.3567904531955719,0.23760369420051575,0.3022993505001068,0.35404038429260254,0.5352458953857422,0.5934505462646484,0.24872951209545135,0.3045158088207245,0.2844318151473999,0.4130953550338745
