,what,is,the,time,period,represented,in,the,museum,'s,textiles,collection,?
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.3679993152618408,0.24346192181110382,0.18846964836120605,0.45010748505592346,0.535392165184021,0.1640389859676361,0.03782717138528824,0.25099560618400574,0.15417452156543732,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.43061500787734985,0.3125074505805969,0.3256146013736725,0.6662389636039734,1.0,0.24861779808998108,-0.01540423184633255,0.26939645409584045,0.25281965732574463,0.22068053483963013
present,0.30940163135528564,0.1967432200908661,0.2829846143722534,0.21917420625686646,0.18529699742794037,0.189385324716568,0.23905439674854279,0.2829846143722534,0.1676148623228073,0.010861009359359741,0.16969351470470428,0.1550484299659729,0.21759982407093048
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3029961884021759,0.25030651688575745,0.3088570833206177,0.5201468467712402,0.4933079481124878,0.20741747319698334,-0.0016132977325469255,0.26673367619514465,0.2277175933122635,0.31091248989105225
this,0.5489566326141357,0.480927973985672,0.6274310946464539,0.43249568343162537,0.38377097249031067,0.17991112172603607,0.45205554366111755,0.6274310946464539,0.19769281148910522,0.02106832154095173,0.24281571805477142,0.2634904980659485,0.3155723512172699
is,0.28837618231773376,1.0,0.5823672413825989,0.25187405943870544,0.1838376820087433,0.30249524116516113,0.5394441485404968,0.5823672413825989,0.18299639225006104,0.02396530658006668,0.20650741457939148,0.21135231852531433,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.43061500787734985,0.3125074505805969,0.3256146013736725,0.6662389636039734,1.0,0.24861779808998108,-0.01540423184633255,0.26939645409584045,0.25281965732574463,0.22068053483963013
largest,0.13463157415390015,0.3413417339324951,0.3757036626338959,0.11708168685436249,0.16435091197490692,0.20428809523582458,0.3017216920852661,0.3757036626338959,0.28500592708587646,-0.02050611935555935,0.2554835379123688,0.22454601526260376,0.12401245534420013
such,0.23989605903625488,0.23545363545417786,0.3575236201286316,0.24758757650852203,0.19763372838497162,0.2220982164144516,0.2704046070575714,0.3575236201286316,0.12959693372249603,0.05073437839746475,0.3171910345554352,0.2619282305240631,0.17851735651493073
collection,0.215459942817688,0.21135231852531433,0.25281965732574463,0.2474898248910904,0.2219470590353012,0.1968824714422226,0.23004686832427979,0.25281965732574463,0.4441815912723541,0.003388406243175268,0.24477313458919525,0.9999998807907104,0.20069393515586853
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3431483507156372,0.23051127791404724,0.33309870958328247,1.0,0.6662389636039734,0.2407650351524353,-0.037580832839012146,0.2786903977394104,0.23004686832427979,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.43061500787734985,0.3125074505805969,0.3256146013736725,0.6662389636039734,1.0,0.24861779808998108,-0.01540423184633255,0.26939645409584045,0.25281965732574463,0.22068053483963013
world,0.21669597923755646,0.24458536505699158,0.33604270219802856,0.36250725388526917,0.19790580868721008,0.20460602641105652,0.3038199245929718,0.33604270219802856,0.19023655354976654,0.11877062171697617,0.1856795847415924,0.1882934868335724,0.17579582333564758
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.371569961309433,0.2575049102306366,0.26645728945732117,0.5591574311256409,0.5934505462646484,0.19497929513454437,-0.003708066651597619,0.24163475632667542,0.2516246736049652,0.4130953550338745
