,what,do,some,researchers,believe,is,the,earliest-diverging,animal,phylum,is,?
animals,0.26212990283966064,0.28798356652259827,0.38500428199768066,0.30351439118385315,0.18695394694805145,0.2262406051158905,0.2939487397670746,0.35263705253601074,0.7674015760421753,0.4512367844581604,0.2262406051158905,0.16430135071277618
is,0.28837618231773376,0.30895981192588806,0.3038453459739685,0.23568220436573029,0.27537423372268677,1.0,0.5823672413825989,0.19848637282848358,0.22882415354251862,0.18677663803100586,1.0,0.22961433231830597
a,0.3320399522781372,0.26237669587135315,0.34539633989334106,0.23162437975406647,0.2732302248477936,0.658733606338501,0.5829201340675354,0.2562292814254761,0.2330022156238556,0.1955074518918991,0.658733606338501,0.23916715383529663
statistical,0.2944276034832001,0.15106436610221863,0.1918533593416214,0.30168113112449646,0.11765385419130325,0.18036481738090515,0.26417747139930725,0.2504057288169861,0.1591007262468338,0.153662770986557,0.18036481738090515,0.1697750836610794
anomaly,0.3667886257171631,0.2328159213066101,0.2833496034145355,0.38646531105041504,0.19814783334732056,0.33416271209716797,0.29147008061408997,0.34135034680366516,0.23295475542545319,0.3003491461277008,0.33416271209716797,0.25876063108444214
caused,0.22264783084392548,0.2591114342212677,0.2864207625389099,0.21968236565589905,0.18460488319396973,0.16288428008556366,0.24990202486515045,0.1910744160413742,0.13492242991924286,0.16321171820163727,0.16288428008556366,0.20679491758346558
by,0.2455483376979828,0.1481526494026184,0.306446373462677,0.23709560930728912,0.23699913918972015,0.3899846076965332,0.4408751428127289,0.20209649205207825,0.20926138758659363,0.1444370597600937,0.3899846076965332,0.17966607213020325
the,0.42745697498321533,0.30239659547805786,0.4566698372364044,0.27997422218322754,0.2972484529018402,0.5823672413825989,1.0,0.3452005386352539,0.2502762973308563,0.21830403804779053,0.5823672413825989,0.22068053483963013
high,0.20466077327728271,0.15005089342594147,0.23313355445861816,0.15547659993171692,0.09109137952327728,0.2383800595998764,0.28034812211990356,0.14447376132011414,0.09929832071065903,0.07223986089229584,0.2383800595998764,0.11137914657592773
rate,0.21845893561840057,0.2211182862520218,0.2380431890487671,0.21193179488182068,0.12221965193748474,0.24290183186531067,0.24881242215633392,0.2692691683769226,0.1299505978822708,0.11917653679847717,0.24290183186531067,0.1308269053697586
of,0.33290785551071167,0.26150479912757874,0.4300730526447296,0.23457743227481842,0.2925758957862854,0.4854315221309662,0.733189046382904,0.32128074765205383,0.2429264932870865,0.18638917803764343,0.4854315221309662,0.1826142966747284
evolution,0.2432696372270584,0.19915200769901276,0.2802567780017853,0.331220418214798,0.24852369725704193,0.18654386699199677,0.2514035999774933,0.4317021369934082,0.2590603828430176,0.30319327116012573,0.18654386699199677,0.26797422766685486
in,0.30808621644973755,0.23402775824069977,0.4010399878025055,0.23347842693328857,0.20806841552257538,0.5394441485404968,0.6662389636039734,0.27537426352500916,0.21829302608966827,0.1593141108751297,0.5394441485404968,0.20430970191955566
ctenophore,0.2381439507007599,0.31213733553886414,0.34533166885375977,0.33940112590789795,0.19551461935043335,0.23042532801628113,0.2813475728034973,0.4300524592399597,0.3871840238571167,0.6640097498893738,0.23042532801628113,0.2190871685743332
genomes,0.1847236007452011,0.20236389338970184,0.30038920044898987,0.4308435618877411,0.18854482471942902,0.19056721031665802,0.19961972534656525,0.3789956271648407,0.3027326166629791,0.4671122431755066,0.19056721031665802,0.16896258294582367
",",0.3087472915649414,0.3283645510673523,0.42400437593460083,0.2712523639202118,0.2459280639886856,0.4691906273365021,0.4933079481124878,0.24952976405620575,0.18390819430351257,0.1682368367910385,0.4691906273365021,0.31091248989105225
and,0.31309178471565247,0.276123583316803,0.5337774157524109,0.2865251898765564,0.29652947187423706,0.3859752118587494,0.5171257257461548,0.2513748109340668,0.28363606333732605,0.1842351108789444,0.3859752118587494,0.20544172823429108
that,0.6297725439071655,0.44533252716064453,0.6049469113349915,0.3901746869087219,0.533393383026123,0.3995479643344879,0.5473989248275757,0.4235058128833771,0.20606283843517303,0.2630477547645569,0.3995479643344879,0.32716336846351624
porifera,0.18421190977096558,0.29009565711021423,0.3584924638271332,0.2697015404701233,0.24593494832515717,0.2223852276802063,0.23888786137104034,0.4730978012084961,0.3686337471008301,0.6635355353355408,0.2223852276802063,0.20081473886966705
(,0.2411840260028839,0.24216170608997345,0.2279975414276123,0.15838751196861267,0.1559852510690689,0.35393038392066956,0.33289089798927307,0.15281741321086884,0.16953758895397186,0.16451124846935272,0.35393038392066956,0.40561532974243164
sponges,0.22694312036037445,0.2880564033985138,0.3792102038860321,0.2737610340118408,0.18956701457500458,0.2578536868095398,0.2452389895915985,0.3367905616760254,0.35240450501441956,0.49817395210266113,0.2578536868095398,0.20355616509914398
),0.26259949803352356,0.24460165202617645,0.2398642599582672,0.13467413187026978,0.16532002389431,0.37732169032096863,0.3456730246543884,0.1579822599887848,0.17377310991287231,0.17333227396011353,0.37732169032096863,0.42300865054130554
is,0.28837618231773376,0.30895981192588806,0.3038453459739685,0.23568220436573029,0.27537423372268677,1.0,0.5823672413825989,0.19848637282848358,0.22882415354251862,0.18677663803100586,1.0,0.22961433231830597
the,0.42745697498321533,0.30239659547805786,0.4566698372364044,0.27997422218322754,0.2972484529018402,0.5823672413825989,1.0,0.3452005386352539,0.2502762973308563,0.21830403804779053,0.5823672413825989,0.22068053483963013
earliest-diverging,0.22539912164211273,0.24790120124816895,0.44244804978370667,0.34638068079948425,0.23706188797950745,0.19848637282848358,0.3452005386352539,1.0000001192092896,0.28384533524513245,0.3509685695171356,0.19848637282848358,0.14294670522212982
animal,0.2420092225074768,0.1809399127960205,0.2175903171300888,0.22756674885749817,0.15244409441947937,0.22882415354251862,0.2502762973308563,0.28384533524513245,0.9999998807907104,0.3497052788734436,0.22882415354251862,0.13991324603557587
phylum,0.20018324255943298,0.26568078994750977,0.3012215793132782,0.25990450382232666,0.15298877656459808,0.18677663803100586,0.21830403804779053,0.3509685695171356,0.3497052788734436,1.0000001192092896,0.18677663803100586,0.18758688867092133
instead,0.4104403555393219,0.36403313279151917,0.44300511479377747,0.16801558434963226,0.25018447637557983,0.3180348575115204,0.3940567970275879,0.217269629240036,0.21081125736236572,0.17568838596343994,0.3180348575115204,0.2942638397216797
.,0.3567904531955719,0.3613996207714081,0.40663889050483704,0.24884258210659027,0.26988279819488525,0.4569662809371948,0.5934505462646484,0.21265923976898193,0.2140108346939087,0.18365411460399628,0.4569662809371948,0.4130953550338745
