,although,southern,california,consts,of,a,heavily,developed,urban,environment,",",how,much,of,it,has,been,left,undeveloped,?
home,0.18092690408229828,0.16775521636009216,0.22102995216846466,0.16620570421218872,0.24402645230293274,0.26260659098625183,0.10978011786937714,0.1546749770641327,0.13945098221302032,0.22358623147010803,0.2790627181529999,0.11464780569076538,0.12297548353672028,0.24402645230293274,0.22616349160671234,0.2134159505367279,0.21229980885982513,0.2205721139907837,0.23800058662891388,0.0757145956158638
to,0.4176313281059265,0.18284058570861816,0.20697450637817383,0.31347423791885376,0.41548454761505127,0.45503583550453186,0.21706987917423248,0.19491806626319885,0.16544534265995026,0.274095743894577,0.44245919585227966,0.44169697165489197,0.40610215067863464,0.41548454761505127,0.513711154460907,0.3619994819164276,0.34945759177207947,0.2724500000476837,0.25798097252845764,0.29463258385658264
some,0.4071548581123352,0.20197974145412445,0.1997632533311844,0.2949039041996002,0.4300730526447296,0.34539633989334106,0.25430020689964294,0.3364255428314209,0.11908375471830368,0.28926461935043335,0.42400437593460083,0.4180530905723572,0.498896986246109,0.4300730526447296,0.4438856542110443,0.3587830364704132,0.42383694648742676,0.20906399190425873,0.3786875903606415,0.2562315762042999
of,0.3024747669696808,0.31933003664016724,0.24929828941822052,0.32524845004081726,1.0,0.5052502155303955,0.15830223262310028,0.21960023045539856,0.26017457246780396,0.2659151554107666,0.4946078956127167,0.2480744868516922,0.2671096920967102,1.0,0.38761502504348755,0.3909035325050354,0.31685134768486023,0.2218635529279709,0.2894701063632965,0.1826142966747284
the,0.3265823423862457,0.3282862603664398,0.2750805914402008,0.3314065635204315,0.733189046382904,0.5829201340675354,0.2549211382865906,0.24490751326084137,0.1482323557138443,0.25819888710975647,0.4933079481124878,0.33890387415885925,0.35023224353790283,0.733189046382904,0.6251175999641418,0.4177538752555847,0.3563927710056305,0.33113980293273926,0.28963080048561096,0.22068053483963013
largest,0.17580793797969818,0.29432255029678345,0.1669350564479828,0.2301306128501892,0.36650770902633667,0.24042341113090515,0.1650317907333374,0.15380407869815826,0.1787911355495453,0.15815158188343048,0.26626327633857727,0.08743762224912643,0.2249041199684143,0.36650770902633667,0.30890756845474243,0.24081888794898987,0.18371596932411194,0.1172085702419281,0.2848261594772339,0.12401245534420013
urban,0.13901783525943756,0.22287006676197052,0.11434049159288406,0.1787739247083664,0.26017457246780396,0.16482499241828918,0.12790769338607788,0.1566689908504486,1.0000001192092896,0.23820704221725464,0.21443712711334229,0.17792615294456482,0.15392345190048218,0.26017457246780396,0.15219467878341675,0.20961126685142517,0.14992202818393707,0.07058683782815933,0.31859150528907776,0.13119809329509735
areas,0.2803247272968292,0.3084127902984619,0.1730828881263733,0.27832555770874023,0.2803763747215271,0.24730755388736725,0.3179628252983093,0.2375660240650177,0.349242627620697,0.3383721709251404,0.2789289653301239,0.2255835086107254,0.33450064063072205,0.2803763747215271,0.31491610407829285,0.26786115765571594,0.29139333963394165,0.10739453881978989,0.44055187702178955,0.1273590475320816
in,0.28763338923454285,0.3190481662750244,0.2772824168205261,0.2576254606246948,0.5696388483047485,0.539380669593811,0.20618461072444916,0.2498214840888977,0.24264946579933167,0.2854640781879425,0.5201468467712402,0.2601168751716614,0.2725222110748291,0.5696388483047485,0.5130809545516968,0.4173259735107422,0.3515113592147827,0.21139952540397644,0.304721474647522,0.20430970191955566
the,0.3265823423862457,0.3282862603664398,0.2750805914402008,0.3314065635204315,0.733189046382904,0.5829201340675354,0.2549211382865906,0.24490751326084137,0.1482323557138443,0.25819888710975647,0.4933079481124878,0.33890387415885925,0.35023224353790283,0.733189046382904,0.6251175999641418,0.4177538752555847,0.3563927710056305,0.33113980293273926,0.28963080048561096,0.22068053483963013
state,0.16698279976844788,0.2978775203227997,0.3314559757709503,0.22003550827503204,0.34253445267677307,0.25097307562828064,0.10818913578987122,0.14035603404045105,0.20433694124221802,0.2589482069015503,0.29481780529022217,0.15028610825538635,0.1357990801334381,0.34253445267677307,0.32295069098472595,0.1870960146188736,0.18701127171516418,0.09365427494049072,0.25599244236946106,0.1160883978009224
",",0.36230817437171936,0.2795628309249878,0.2704589068889618,0.28106221556663513,0.4946078956127167,0.427140474319458,0.22766776382923126,0.24565434455871582,0.21443712711334229,0.2742449939250946,1.0000001192092896,0.22659391164779663,0.36182254552841187,0.4946078956127167,0.48329564929008484,0.3734780251979828,0.34873589873313904,0.2448868453502655,0.2522701025009155,0.31091248989105225
along,0.176274374127388,0.2638747990131378,0.14220604300498962,0.209406778216362,0.34889817237854004,0.24426962435245514,0.2479507476091385,0.16121245920658112,0.12602081894874573,0.18371011316776276,0.29824912548065186,0.2501010298728943,0.23069867491722107,0.34889817237854004,0.23895776271820068,0.27603578567504883,0.235473170876503,0.2252073436975479,0.22564999759197235,0.17134909331798553
with,0.32515957951545715,0.18574869632720947,0.1391957849264145,0.25092384219169617,0.41827285289764404,0.3783375024795532,0.21823829412460327,0.257305771112442,0.10393380373716354,0.2171572744846344,0.4120737314224243,0.3525622487068176,0.2808258831501007,0.41827285289764404,0.3369046747684479,0.44092974066734314,0.2804456949234009,0.219827800989151,0.24448262155056,0.2433311939239502
vast,0.24269209802150726,0.2082609236240387,0.17562490701675415,0.24763771891593933,0.28792089223861694,0.1758710741996765,0.36475613713264465,0.16285519301891327,0.09346889704465866,0.2009200155735016,0.26677265763282776,0.22346404194831848,0.35484036803245544,0.28792089223861694,0.21519571542739868,0.21921491622924805,0.31194671988487244,0.1783677190542221,0.3240661025047302,0.12112510949373245
areas,0.2803247272968292,0.3084127902984619,0.1730828881263733,0.27832555770874023,0.2803763747215271,0.24730755388736725,0.3179628252983093,0.2375660240650177,0.349242627620697,0.3383721709251404,0.2789289653301239,0.2255835086107254,0.33450064063072205,0.2803763747215271,0.31491610407829285,0.26786115765571594,0.29139333963394165,0.10739453881978989,0.44055187702178955,0.1273590475320816
that,0.4722958207130432,0.22864879667758942,0.18610765039920807,0.31103360652923584,0.41498205065727234,0.47537946701049805,0.28714802861213684,0.29926979541778564,0.11472050845623016,0.28900691866874695,0.4137537479400635,0.557814359664917,0.4869440197944641,0.41498205065727234,0.5921133160591125,0.41272613406181335,0.4152003228664398,0.2512504756450653,0.3223108649253845,0.32716336846351624
have,0.4518011808395386,0.15745104849338531,0.1807585507631302,0.32720839977264404,0.3802283704280853,0.338716596364975,0.2603728175163269,0.27746251225471497,0.12829744815826416,0.28831520676612854,0.3541618287563324,0.4370637536048889,0.440376877784729,0.3802283704280853,0.40974161028862,0.6353569626808167,0.6493861675262451,0.18994800746440887,0.3636859655380249,0.32991164922714233
been,0.3540732264518738,0.15469922125339508,0.19911831617355347,0.3083883821964264,0.31685134768486023,0.3315402865409851,0.3681911826133728,0.2608605623245239,0.14992202818393707,0.24717523157596588,0.34873589873313904,0.26456597447395325,0.34950098395347595,0.31685134768486023,0.35515493154525757,0.6162750124931335,0.9999998807907104,0.16426676511764526,0.3406796157360077,0.24354910850524902
left,0.18758748471736908,0.17988921701908112,0.15121810138225555,0.11149565130472183,0.2218635529279709,0.19688890874385834,0.13331539928913116,0.0904879942536354,0.07058683782815933,0.14809931814670563,0.2448868453502655,0.186065211892128,0.16526629030704498,0.2218635529279709,0.16717396676540375,0.1626708060503006,0.16426676511764526,1.0,0.1263955682516098,0.13251960277557373
undeveloped,0.27248910069465637,0.22381819784641266,0.24348387122154236,0.26108336448669434,0.2894701063632965,0.2894684672355652,0.3298138678073883,0.7882310152053833,0.31859150528907776,0.33005526661872864,0.2522701025009155,0.16705331206321716,0.33838048577308655,0.2894701063632965,0.3257857859134674,0.3397645354270935,0.3406796157360077,0.1263955682516098,1.0,0.10714314877986908
.,0.33771249651908875,0.26629969477653503,0.2870451807975769,0.24351534247398376,0.5352458953857422,0.50484299659729,0.22963839769363403,0.2569568455219269,0.1697636991739273,0.31864476203918457,0.6812511086463928,0.3287222981452942,0.3374604284763336,0.5352458953857422,0.5593622326850891,0.4105546176433563,0.33645182847976685,0.28830423951148987,0.2607171833515167,0.4130953550338745
